"","SiteWs","Site","WS","Date","Ca_fwmc_mgL","DOC_fwmc_mgL","NH4_fwmc_mgL","NO3_fwmc_mgL","SO4_fwmc_mgL","TDP_fwmc_mgL"
"1","BBWM_EB","BBWM","EB",1985-11-01,NA,NA,NA,NA,NA,NA
"2","BBWM_EB","BBWM","EB",1985-12-01,NA,NA,NA,NA,NA,NA
"3","BBWM_EB","BBWM","EB",1986-01-01,NA,NA,NA,NA,NA,NA
"4","BBWM_EB","BBWM","EB",1986-02-01,NA,NA,NA,NA,NA,NA
"5","BBWM_EB","BBWM","EB",1986-03-01,NA,NA,NA,NA,NA,NA
"6","BBWM_EB","BBWM","EB",1986-04-01,NA,NA,NA,NA,NA,NA
"7","BBWM_EB","BBWM","EB",1986-05-01,NA,NA,NA,NA,NA,NA
"8","BBWM_EB","BBWM","EB",1986-06-01,NA,NA,NA,NA,NA,NA
"9","BBWM_EB","BBWM","EB",1986-07-01,NA,NA,NA,NA,NA,NA
"10","BBWM_EB","BBWM","EB",1986-08-01,NA,NA,NA,NA,NA,NA
"11","BBWM_EB","BBWM","EB",1986-09-01,NA,NA,NA,NA,NA,NA
"12","BBWM_EB","BBWM","EB",1986-10-01,NA,NA,NA,NA,NA,NA
"13","BBWM_EB","BBWM","EB",1986-11-01,NA,NA,NA,NA,NA,NA
"14","BBWM_EB","BBWM","EB",1986-12-01,NA,NA,NA,NA,NA,NA
"15","BBWM_EB","BBWM","EB",1987-01-01,NA,NA,NA,NA,NA,NA
"16","BBWM_EB","BBWM","EB",1987-02-01,NA,NA,NA,NA,NA,NA
"17","BBWM_EB","BBWM","EB",1987-03-01,NA,NA,NA,NA,NA,NA
"18","BBWM_EB","BBWM","EB",1987-04-01,NA,NA,NA,NA,NA,NA
"19","BBWM_EB","BBWM","EB",1987-05-01,NA,NA,NA,NA,NA,NA
"20","BBWM_EB","BBWM","EB",1987-06-01,NA,NA,NA,NA,NA,NA
"21","BBWM_EB","BBWM","EB",1987-07-01,NA,NA,NA,NA,NA,NA
"22","BBWM_EB","BBWM","EB",1987-08-01,NA,NA,NA,NA,NA,NA
"23","BBWM_EB","BBWM","EB",1987-09-01,NA,NA,NA,NA,NA,NA
"24","BBWM_EB","BBWM","EB",1987-10-01,NA,NA,NA,NA,NA,NA
"25","BBWM_EB","BBWM","EB",1987-11-01,NA,NA,NA,NA,NA,NA
"26","BBWM_EB","BBWM","EB",1987-12-01,NA,NA,NA,NA,NA,NA
"27","BBWM_EB","BBWM","EB",1988-01-01,NA,NA,NA,NA,NA,NA
"28","BBWM_EB","BBWM","EB",1988-02-01,NA,NA,NA,NA,NA,NA
"29","BBWM_EB","BBWM","EB",1988-03-01,1.27659572926162,3.3739288969918,0.0196,0.334572561531449,1.34645962511395,NA
"30","BBWM_EB","BBWM","EB",1988-04-01,1.54181648026316,1.69013157894737,0.0277347368421053,0.0933210526315789,1.67898246710526,NA
"31","BBWM_EB","BBWM","EB",1988-05-01,1.56084259756098,1.58658536585366,0.0196,0.0349573170731707,1.73952625,NA
"32","BBWM_EB","BBWM","EB",1988-06-01,1.7934905,1.5,0.0196,7e-04,1.8116725,NA
"33","BBWM_EB","BBWM","EB",1988-07-01,NA,NA,NA,NA,NA,NA
"34","BBWM_EB","BBWM","EB",1988-08-01,1.82570704615385,2.69846153846154,0.0196,0.0843876923076923,1.79194019230769,NA
"35","BBWM_EB","BBWM","EB",1988-09-01,2.244368,1.54545454545455,0.0196,0.00165454545454545,1.874345,NA
"36","BBWM_EB","BBWM","EB",1988-10-01,1.88852207668712,2.70644171779141,0.0390192024539877,0.0932889570552147,1.87083537576687,NA
"37","BBWM_EB","BBWM","EB",1988-11-01,1.5905773792924,2.63444328824141,0.0196,0.111834651404787,1.6914704578564,NA
"38","BBWM_EB","BBWM","EB",1988-12-01,1.82263813636364,1.41818181818182,0.0196,0.134845454545455,1.77815,NA
"39","BBWM_EB","BBWM","EB",1989-01-01,1.916229375,1.3625,0.0196,0.239925,1.7776034375,NA
"40","BBWM_EB","BBWM","EB",1989-02-01,1.95190446641509,3.5891320754717,0.0196,0.468642867924528,1.7078182,NA
"41","BBWM_EB","BBWM","EB",1989-03-01,1.63700948529412,2.23529411764706,0.0196,0.327867647058824,1.56033948529412,NA
"42","BBWM_EB","BBWM","EB",1989-04-01,1.59175186483967,2.42369500372856,0.0311411782252051,0.389090902311708,1.60505828905667,NA
"43","BBWM_EB","BBWM","EB",1989-05-01,1.4571361810368,2.97581923180231,0.0215043835616438,0.332275221595488,1.61292419050497,NA
"44","BBWM_EB","BBWM","EB",1989-06-01,1.45783725,2.08571428571429,0.0196,0.04045,1.77502678571429,NA
"45","BBWM_EB","BBWM","EB",1989-07-01,NA,NA,NA,NA,NA,NA
"46","BBWM_EB","BBWM","EB",1989-08-01,NA,NA,NA,NA,NA,NA
"47","BBWM_EB","BBWM","EB",1989-09-01,NA,NA,NA,NA,NA,NA
"48","BBWM_EB","BBWM","EB",1989-10-01,1.81209814285714,1.98571428571429,0.0196,7e-04,1.92046446428571,NA
"49","BBWM_EB","BBWM","EB",1989-11-01,1.63833313709677,2.57305295950156,0.0217627586206897,0.0552369299221357,1.75639247566741,NA
"50","BBWM_EB","BBWM","EB",1989-12-01,1.67694789473684,1.59736842105263,0.0274142105263158,0.115978947368421,1.75007394736842,NA
"51","BBWM_EB","BBWM","EB",1990-01-01,1.67497229349817,2.22859432234432,0.0224615384615385,0.409086217948718,1.67323435840201,NA
"52","BBWM_EB","BBWM","EB",1990-02-01,1.72861947207948,1.75018842069202,0.0231876258992806,0.350030215827338,1.67823859969167,NA
"53","BBWM_EB","BBWM","EB",1990-03-01,1.57019938966245,2.2830271216098,0.0196,0.326755569620253,1.68703841561181,NA
"54","BBWM_EB","BBWM","EB",1990-04-01,1.44204198318043,2.23400123304562,0.0196,0.208769480122324,1.68981464356706,NA
"55","BBWM_EB","BBWM","EB",1990-05-01,1.3640355389755,2.13062360801782,0.0196,0.0609062360801782,1.78424942650334,NA
"56","BBWM_EB","BBWM","EB",1990-06-01,1.46458708123249,2.31843137254902,0.0196,0.0155098039215686,1.82933968627451,NA
"57","BBWM_EB","BBWM","EB",1990-07-01,1.583081,1.6,0.0196,7e-04,1.827705,NA
"58","BBWM_EB","BBWM","EB",1990-08-01,1.52088202597403,3.64415584415584,0.0196,0.0735727272727273,1.49789357142857,NA
"59","BBWM_EB","BBWM","EB",1990-09-01,1.77749162096774,2.4741935483871,0.0196,0.0334193548387097,1.88278439516129,NA
"60","BBWM_EB","BBWM","EB",1990-10-01,1.63868328458498,2.5147233201581,0.0220448814229249,0.0193841897233202,1.85232407608696,NA
