Watershed,Record_Type,Date,Year,Month,Day,Hour,Ca_ueq_L,Mg_ueq_L,NO3_ueq_L,SO4_ueq_L,NH4_ueq_L,DOC_mg_L
WB,ISCO,4/7/1993,1993,4,7,16,117,44,60.2,158,1.4,1.6
EB,ISCO,4/8/1993,1993,4,8,16,61,25,4.2,93,1.4,1.8
WB,ISCO,4/8/1993,1993,4,8,16,120,45,67.4,168,1.4,1.5
EB,ISCO,4/9/1993,1993,4,9,16,58,25,4.1,92,1.4,1.8
WB,ISCO,4/9/1993,1993,4,9,16,118,45,69.8,174,1.4,1.6
EB,ISCO,4/10/1993,1993,4,10,16,62,26,4.3,93,1.4,1.8
WB,ISCO,4/10/1993,1993,4,10,16,118,44,73.5,181,1.4,1.6
EB,ISCO,4/10/1993,1993,4,10,20,62,25,4.1,93,1.4,1.8
EB,ISCO,4/10/1993,1993,4,10,24,61,25,3.9,92,1.4,1.8
WB,ISCO,4/11/1993,1993,4,11,2,119,44,76.9,198,2.77,1.9
EB,ISCO,4/11/1993,1993,4,11,4,61,26,4.1,93,1.4,1.8
WB,ISCO,4/11/1993,1993,4,11,6,115,44,66.9,203,10.5,2.6
EB,ISCO,4/11/1993,1993,4,11,8,61,25,4.1,94,1.4,1.8
WB,ISCO,4/11/1993,1993,4,11,10,113,44,58.2,198,13.3,2.7
EB,ISCO,4/11/1993,1993,4,11,12,62,26,4.1,94,1.4,1.8
WB,ISCO,4/11/1993,1993,4,11,14,110,42,50.3,192,16.1,2.9
EB,ISCO,4/11/1993,1993,4,11,16,63,26,3.9,94,1.4,1.7
WB,ISCO,4/11/1993,1993,4,11,16,106,40,44.6,188,19.9,3.4
EB,ISCO,4/11/1993,1993,4,11,20,61,25,3.8,92,1.4,1.8
WB,ISCO,4/11/1993,1993,4,11,20,106,39,43.7,187,16.1,3
WB,ISCO,4/11/1993,1993,4,11,22,106,39,41.6,188,18.3,3.3
EB,ISCO,4/11/1993,1993,4,11,24,58,24,3.8,91,1.4,1.9
WB,ISCO,4/11/1993,1993,4,11,24,98,35,35.2,175,21.1,3.7
WB,ISCO,4/12/1993,1993,4,12,2,94,35,33.4,174,21.6,3.6
EB,ISCO,4/12/1993,1993,4,12,4,60,25,4.2,93,1.4,1.9
WB,ISCO,4/12/1993,1993,4,12,6,98,37,36.2,179,16.6,3
WB,ISCO,4/12/1993,1993,4,12,10,104,39,39,180,13.3,2.7
EB,REG,4/13/1993,1993,4,13,11,56,24,5.9,83,1.4,2.2
WB,REG,4/13/1993,1993,4,13,11,109,40,47.2,168,3.32,1.7
WB,ISCO,4/13/1993,1993,4,13,16,110,41,48.8,171,1.4,1.9
WB,ISCO,4/14/1993,1993,4,14,16,111,42,50.8,162,1.4,1.7
WB,ISCO,4/15/1993,1993,4,15,16,111,41,51.7,158,1.4,1.6
WB,ISCO,4/16/1993,1993,4,16,16,110,43,51.2,157,1.4,1.5
WB,ISCO,4/17/1993,1993,4,17,16,108,42,49.8,154,1.4,1.7
WB,ISCO,4/17/1993,1993,4,17,18,114,43,55.8,159,1.4,2.2
WB,ISCO,4/17/1993,1993,4,17,20,117,43,63.4,181,2.77,2.5
WB,ISCO,4/17/1993,1993,4,17,22,119,44,65.8,188,4.43,2.4
WB,ISCO,4/17/1993,1993,4,17,24,121,44,66.2,188,3.32,2.3
WB,ISCO,4/18/1993,1993,4,18,2,118,44,66.4,186,2.77,2.1
WB,ISCO,4/18/1993,1993,4,18,4,119,44,66.3,185,2.77,2.1
WB,ISCO,4/18/1993,1993,4,18,16,120,44,64.4,174,1.4,1.9
WB,ISCO,4/19/1993,1993,4,19,16,120,44,61.1,166,1.4,1.6
EB,REG,4/20/1993,1993,4,20,12,62,26,3,88,1.4,2
WB,REG,4/20/1993,1993,4,20,12,116,44,56.7,155,1.4,1.5
EB,ISCO,4/21/1993,1993,4,21,16,63,25,2.2,90,1.4,2.1
WB,ISCO,4/21/1993,1993,4,21,16,114,43,53.6,156,1.4,1.5
EB,ISCO,4/22/1993,1993,4,22,16,61,24,2.7,85,1.4,2.5
WB,ISCO,4/22/1993,1993,4,22,16,107,40,50.9,153,1.4,2.1
EB,ISCO,4/22/1993,1993,4,22,18,62,25,3.2,86,1.4,2.7
WB,ISCO,4/22/1993,1993,4,22,18,111,41,62.8,158,1.4,2.2
EB,ISCO,4/22/1993,1993,4,22,20,62,25,4,87,1.4,3.1
WB,ISCO,4/22/1993,1993,4,22,20,117,42,69.1,167,1.4,2.2
EB,ISCO,4/22/1993,1993,4,22,24,62,25,4,87,1.4,2.7
WB,ISCO,4/22/1993,1993,4,22,24,118,43,73.4,180,1.4,2.1
EB,ISCO,4/23/1993,1993,4,23,6,61,25,3.8,86,1.4,2.6
WB,ISCO,4/23/1993,1993,4,23,6,114,42,73,177,1.4,2.1
EB,ISCO,4/23/1993,1993,4,23,14,61,25,4.3,87,1.4,2.4
WB,ISCO,4/23/1993,1993,4,23,14,117,43,72.8,175,1.4,2
EB,ISCO,4/23/1993,1993,4,23,22,61,25,3.9,86,1.4,2.3
WB,ISCO,4/23/1993,1993,4,23,22,115,43,71.4,173,1.4,1.9
EB,ISCO,4/24/1993,1993,4,24,10,63,26,3.6,87,1.4,2.3
WB,ISCO,4/24/1993,1993,4,24,10,115,43,68.3,169,1.4,1.8
WB,REG,4/27/1993,1993,4,27,11,112,42,57.4,160,1.4,1.3
EB,REG,4/27/1993,1993,4,27,13,62,26,1.8,90,1.4,1.7
EB,ISCO,4/28/1993,1993,4,28,16,69,26,1.6,93,1.4,2
WB,ISCO,4/28/1993,1993,4,28,16,124,44,57.1,153,8.31,1.5
EB,ISCO,4/29/1993,1993,4,29,16,70,26,1.3,93,1.4,1.9
WB,ISCO,4/29/1993,1993,4,29,16,126,44,60.7,160,1.4,1.6
EB,ISCO,4/30/1993,1993,4,30,16,70,26,1,95,1.4,1.9
WB,ISCO,4/30/1993,1993,4,30,16,125,44,58.9,154,1.4,1.4
EB,ISCO,5/1/1993,1993,5,1,16,71,26,0.8,96,1.4,1.9
WB,ISCO,5/1/1993,1993,5,1,16,124,43,55.7,152,1.4,1.4
EB,ISCO,5/2/1993,1993,5,2,16,71,26,0.5,96,1.4,1.9
WB,ISCO,5/2/1993,1993,5,2,16,123,42,52.7,150,1.4,1.4
EB,ISCO,5/3/1993,1993,5,3,16,71,26,0.5,98,1.4,1.9
EB,REG,5/4/1993,1993,5,4,12,67,26,0.5,98,1.4,1.9
WB,REG,5/4/1993,1993,5,4,12,116,43,50.9,150,1.4,1.2
EB,ISCO,5/5/1993,1993,5,5,16,70,26,0.4,99,1.4,1.8
WB,ISCO,5/5/1993,1993,5,5,16,116,41,47,150,1.4,1.5
EB,ISCO,5/6/1993,1993,5,6,16,72,26,0.3,98,1.4,1.9
WB,ISCO,5/6/1993,1993,5,6,16,115,41,45.6,149,1.4,1.3
EB,ISCO,5/7/1993,1993,5,7,16,70,26,0.05,99,1.4,1.9
WB,ISCO,5/7/1993,1993,5,7,16,115,42,46.3,149,1.4,1.3
EB,ISCO,5/8/1993,1993,5,8,16,70,26,0.05,101,1.4,2
EB,ISCO,5/9/1993,1993,5,9,16,70,26,0.05,102,1.4,1.9
WB,ISCO,5/9/1993,1993,5,9,16,115,42,44.2,148,1.4,1.4
EB,ISCO,5/10/1993,1993,5,10,16,71,26,0.05,102,1.4,1.8
WB,ISCO,5/10/1993,1993,5,10,16,114,42,42.7,147,1.4,1.3
EB,REG,5/11/1993,1993,5,11,12,72,27,0.6,99,1.4,2
WB,REG,5/11/1993,1993,5,11,12,115,43,43.1,147,1.4,1.5
EB,ISCO,5/12/1993,1993,5,12,16,71,26,0.05,103,1.4,2.1
WB,ISCO,5/12/1993,1993,5,12,16,116,42,42.2,149,1.4,1.7
EB,ISCO,5/13/1993,1993,5,13,16,70,26,0.05,102,1.4,2.1
WB,ISCO,5/13/1993,1993,5,13,16,125,44,55.6,153,1.4,1.7
EB,ISCO,5/14/1993,1993,5,14,16,71,26,0.05,102,1.4,2.1
WB,ISCO,5/14/1993,1993,5,14,16,127,44,52.4,153,1.4,1.4
EB,ISCO,5/15/1993,1993,5,15,16,70,26,0.05,103,1.4,2
WB,ISCO,5/15/1993,1993,5,15,16,123,44,48.6,155,1.4,1.5
EB,ISCO,5/16/1993,1993,5,16,16,72,26,0.05,103,1.4,1.9
WB,ISCO,5/16/1993,1993,5,16,16,121,43,46.7,154,1.4,1.4
EB,ISCO,5/17/1993,1993,5,17,16,72,26,0.05,103,1.4,2
WB,ISCO,5/17/1993,1993,5,17,16,117,43,43.6,153,1.4,1.5
WB,REG,5/18/1993,1993,5,18,9,118,43,41,148,1.4,1.6
EB,REG,5/18/1993,1993,5,18,10,75,27,0.05,101,1.4,2.1
EB,ISCO,5/19/1993,1993,5,19,16,72,26,0.05,103,1.4,2
WB,ISCO,5/19/1993,1993,5,19,16,114,41,38.3,149,1.4,1.5
EB,ISCO,5/20/1993,1993,5,20,16,71,26,0.05,102,1.4,2
WB,ISCO,5/20/1993,1993,5,20,16,113,42,36.6,147,1.4,1.5
EB,ISCO,5/21/1993,1993,5,21,16,70,26,0.05,105,1.4,2.2
WB,ISCO,5/21/1993,1993,5,21,16,116,42,40.5,149,1.4,1.4
EB,ISCO,5/22/1993,1993,5,22,16,71,26,0.05,105,1.4,2.1
WB,ISCO,5/22/1993,1993,5,22,16,116,42,38.4,146,1.4,1.4
EB,ISCO,5/23/1993,1993,5,23,16,72,26,0.05,105,1.4,1.9
WB,ISCO,5/23/1993,1993,5,23,16,113,41,35.1,148,1.4,1.5
EB,ISCO,5/24/1993,1993,5,24,16,72,26,0.05,106,1.4,2.4
WB,ISCO,5/24/1993,1993,5,24,16,110,41,31.1,147,1.4,1.5
WB,REG,5/25/1993,1993,5,25,10,112,42,32.2,146,1.4,1.5
EB,REG,5/25/1993,1993,5,25,11,74,27,0.05,101,1.4,2.2
EB,ISCO,5/26/1993,1993,5,26,16,71,29,0.05,105,1.4,1.9
WB,ISCO,5/26/1993,1993,5,26,16,109,41,30.5,146,1.4,1.3
EB,ISCO,5/27/1993,1993,5,27,16,71,26,0.05,105,1.4,1.9
WB,ISCO,5/27/1993,1993,5,27,16,105,40,27.1,144,1.4,1.3
EB,ISCO,5/28/1993,1993,5,28,16,71,28,0.05,106,1.4,1.8
WB,ISCO,5/28/1993,1993,5,28,16,106,40,25.2,149,1.4,1.3
EB,ISCO,5/29/1993,1993,5,29,16,72,27,0.05,107,1.4,1.8
WB,ISCO,5/29/1993,1993,5,29,16,104,42,23.7,146,1.4,1.3
EB,ISCO,5/30/1993,1993,5,30,16,71,27,0.05,107,1.4,1.8
WB,ISCO,5/30/1993,1993,5,30,16,103,39,22.4,145,1.4,1.2
EB,ISCO,5/31/1993,1993,5,31,16,71,29,0.05,107,1.4,1.8
WB,ISCO,5/31/1993,1993,5,31,16,100,42,21.1,143,1.4,1.3
EB,REG,6/1/1993,1993,6,1,13,71,28,0.05,104,1.4,1.9
WB,REG,6/1/1993,1993,6,1,13,99,39,20.8,140,1.4,1.3
EB,ISCO,6/2/1993,1993,6,2,16,68,26,0.05,101,1.4,1.9
WB,ISCO,6/2/1993,1993,6,2,16,121,44,43.1,149,1.4,1.3
EB,ISCO,6/3/1993,1993,6,3,16,69,26,0.05,102,1.4,1.8
WB,ISCO,6/3/1993,1993,6,3,16,116,44,36.7,149,1.4,1.3
EB,ISCO,6/4/1993,1993,6,4,16,69,26,0.05,102,1.4,1.8
WB,ISCO,6/4/1993,1993,6,4,16,114,42,31.1,148,1.4,1.3
EB,ISCO,6/5/1993,1993,6,5,16,70,26,0.05,103,1.4,1.8
WB,ISCO,6/5/1993,1993,6,5,16,110,42,26,148,1.4,1.3
EB,ISCO,6/6/1993,1993,6,6,16,70,26,0.05,101,1.4,1.8
WB,ISCO,6/6/1993,1993,6,6,16,103,39,21.7,139,1.4,1.4
EB,ISCO,6/7/1993,1993,6,7,16,68,26,0.05,100,1.4,1.8
EB,REG,6/8/1993,1993,6,8,8,71,26,0.05,102,1.4,1.6
WB,REG,6/8/1993,1993,6,8,8,123,44,39.3,153,1.4,1.3
WB,ISCO,6/9/1993,1993,6,9,16,112,41,29.6,155,1.4,1.2
WB,ISCO,6/10/1993,1993,6,10,16,114,40,25,152,1.4,1.3
WB,ISCO,6/11/1993,1993,6,11,16,120,42,23.4,153,1.4,1.4
WB,ISCO,6/12/1993,1993,6,12,16,111,41,19.9,152,1.4,1.4
WB,ISCO,6/13/1993,1993,6,13,16,109,39,17,148,1.4,1.3
WB,ISCO,6/14/1993,1993,6,14,16,107,39,13.6,150,1.4,1.4
EB,REG,6/15/1993,1993,6,15,11,74,27,0.05,105,1.4,1.5
WB,REG,6/15/1993,1993,6,15,11,101,38,11.4,148,1.4,1.4
WB,ISCO,6/16/1993,1993,6,16,16,100,38,9.3,149,1.4,1.3
WB,ISCO,6/17/1993,1993,6,17,16,98,38,8.7,147,1.4,1.4
WB,ISCO,6/18/1993,1993,6,18,16,97,37,7.6,143,1.4,1.3
WB,ISCO,6/19/1993,1993,6,19,16,96,37,7.7,145,1.4,1.4
WB,ISCO,6/20/1993,1993,6,20,16,95,37,7,145,1.4,1.4
WB,ISCO,6/21/1993,1993,6,21,16,92,37,6.9,144,1.4,1.4
EB,REG,6/22/1993,1993,6,22,12,75,27,0.05,108,1.4,1.7
WB,REG,6/22/1993,1993,6,22,12,95,38,8.8,146,1.4,1.4
WB,ISCO,6/23/1993,1993,6,23,16,98,39,9.7,147,1.4,1.5
WB,ISCO,6/24/1993,1993,6,24,16,98,38,7.9,147,1.4,1.4
WB,ISCO,6/25/1993,1993,6,25,16,95,38,5.9,146,1.4,1.6
WB,ISCO,6/26/1993,1993,6,26,16,96,37,4,144,1.4,1.5
WB,ISCO,6/27/1993,1993,6,27,16,94,36,3.2,142,1.4,1.4
WB,ISCO,6/28/1993,1993,6,28,16,94,35,2.6,140,1.4,1.4
EB,REG,6/29/1993,1993,6,29,12,83,29,0.05,108,1.4,2
WB,REG,6/29/1993,1993,6,29,12,90,34,2.9,138,1.4,1.8
EB,REG,10/5/1993,1993,10,5,13,88,30,0.05,120,1.4,1.9
WB,REG,10/5/1993,1993,10,5,13,97,43,6.1,163,1.4,1.9
EB,REG,10/19/1993,1993,10,19,11,87,33,0.05,113,1.4,1.9
WB,REG,10/19/1993,1993,10,19,11,109,47,1.5,159,1.4,1.8
EB,REG,10/26/1993,1993,10,26,12,88,31,0.05,111,1.4,1.8
WB,REG,10/26/1993,1993,10,26,12,135,49,14.5,180,1.4,1.5
WB,ISCO,10/27/1993,1993,10,27,16,130,48,11.8,169,1.4,1.5
WB,ISCO,10/27/1993,1993,10,27,22,143,51,18.8,179,1.4,1.7
WB,ISCO,10/28/1993,1993,10,28,2,151,52,27,191,1.4,1.6
WB,ISCO,10/28/1993,1993,10,28,6,151,52,27.8,186,1.4,1.5
WB,ISCO,10/28/1993,1993,10,28,10,149,52,28,186,1.4,1.5
WB,ISCO,10/28/1993,1993,10,28,14,149,51,27.3,185,1.4,1.5
WB,ISCO,10/28/1993,1993,10,28,24,149,51,26.3,184,1.4,1.4
WB,REG,11/2/1993,1993,11,2,11,155,47,37.3,203,1.4,1.5
EB,REG,11/2/1993,1993,11,2,12,87,30,0.05,109,1.4,2
WB,ISCO,11/4/1993,1993,11,4,16,148,47,33.9,199,1.4,1.5
WB,ISCO,11/5/1993,1993,11,5,16,145,46,31.6,193,1.4,1.5
WB,ISCO,11/5/1993,1993,11,5,22,142,44,31.7,192,1.4,1.7
WB,ISCO,11/6/1993,1993,11,6,2,144,45,34.7,200,1.4,1.7
WB,ISCO,11/6/1993,1993,11,6,6,141,44,36.2,203,1.4,1.7
WB,ISCO,11/6/1993,1993,11,6,12,143,45,37.6,206,1.4,1.7
WB,ISCO,11/6/1993,1993,11,6,20,142,45,37.7,206,1.4,1.6
WB,REG,11/9/1993,1993,11,9,10,144,46,32.1,197,1.4,1.3
EB,REG,11/9/1993,1993,11,9,11,84,27,0.05,106,1.4,1.7
EB,ISCO,11/12/1993,1993,11,12,16,83,27,0.05,107,1.4,1.8
WB,ISCO,11/12/1993,1993,11,12,16,141,47,28,192,1.4,1.4
EB,ISCO,11/14/1993,1993,11,14,16,83,28,0.05,108,1.4,1.8
WB,ISCO,11/14/1993,1993,11,14,16,140,46,26.5,191,1.4,1.4
WB,REG,11/16/1993,1993,11,16,11,144,47,26.9,190,1.4,1.3
EB,REG,11/16/1993,1993,11,16,12,85,27,0.05,108,1.4,1.7
EB,ISCO,11/17/1993,1993,11,17,16,84,28,0.05,106,1.4,1.5
WB,ISCO,11/17/1993,1993,11,17,16,142,47,25.7,187,1.4,1.2
EB,ISCO,11/18/1993,1993,11,18,16,85,28,0.05,107,1.4,1.5
WB,ISCO,11/18/1993,1993,11,18,16,144,47,28,187,1.4,1.1
EB,ISCO,11/19/1993,1993,11,19,16,86,28,0.05,107,1.4,1.5
WB,ISCO,11/19/1993,1993,11,19,16,145,47,28.2,184,1.4,1.2
EB,ISCO,11/19/1993,1993,11,19,24,81,28,0.05,98,1.4,2.3
WB,ISCO,11/19/1993,1993,11,19,24,143,47,26.5,183,1.4,2.1
EB,ISCO,11/20/1993,1993,11,20,2,82,27,0.05,103,1.4,3.2
WB,ISCO,11/20/1993,1993,11,20,2,147,47,35.2,200,1.4,2.5
EB,ISCO,11/20/1993,1993,11,20,6,80,27,0.05,101,1.4,2.8
WB,ISCO,11/20/1993,1993,11,20,6,151,47,46.8,213,1.4,2
EB,ISCO,11/20/1993,1993,11,20,10,80,27,0.05,100,1.4,2.5
WB,ISCO,11/20/1993,1993,11,20,10,152,47,49.4,218,1.4,1.9
EB,ISCO,11/20/1993,1993,11,20,16,80,26,0.05,100,1.4,2.3
WB,ISCO,11/20/1993,1993,11,20,16,151,46,47.9,214,1.4,1.9
EB,ISCO,11/21/1993,1993,11,21,4,78,27,0.05,98,1.4,2.1
WB,ISCO,11/21/1993,1993,11,21,4,150,46,44,210,1.4,1.6
EB,REG,11/23/1993,1993,11,23,12,78,26,0.05,104,1.4,1.7
WB,REG,11/23/1993,1993,11,23,12,141,45,36.8,202,1.4,1.4
EB,ISCO,11/24/1993,1993,11,24,16,80,26,0.05,104,1.4,2
WB,ISCO,11/24/1993,1993,11,24,16,140,45,35.8,197,1.4,1.6
EB,ISCO,11/25/1993,1993,11,25,16,81,26,0.05,103,1.4,1.9
WB,ISCO,11/25/1993,1993,11,25,16,139,44,33.7,191,1.4,1.6
EB,ISCO,11/26/1993,1993,11,26,16,80,26,0.05,103,1.4,1.8
WB,ISCO,11/26/1993,1993,11,26,16,139,45,32,189,1.4,1.5
EB,ISCO,11/27/1993,1993,11,27,16,79,26,0.05,104,1.4,1.8
WB,ISCO,11/27/1993,1993,11,27,16,136,44,31.5,185,1.4,1.5
EB,ISCO,11/28/1993,1993,11,28,16,89,30,0.05,101,1.4,1.9
WB,ISCO,11/28/1993,1993,11,28,16,134,44,30.7,184,1.4,1.4
EB,ISCO,11/28/1993,1993,11,28,20,81,28,0.05,90,1.4,3.4
WB,ISCO,11/28/1993,1993,11,28,20,132,44,26.1,168,1.4,2
EB,ISCO,11/28/1993,1993,11,28,24,77,27,0.05,90,1.4,3.5
WB,ISCO,11/28/1993,1993,11,28,24,140,45,35.3,198,1.4,2.8
EB,ISCO,11/29/1993,1993,11,29,4,76,26,0.05,92,1.4,3.1
WB,ISCO,11/29/1993,1993,11,29,4,145,45,44.1,221,1.4,2.7
EB,ISCO,11/29/1993,1993,11,29,8,76,27,0.05,90,1.4,2.6
WB,ISCO,11/29/1993,1993,11,29,8,144,45,44.1,220,1.4,2.5
EB,ISCO,11/29/1993,1993,11,29,16,77,27,0.05,93,1.4,2.4
WB,ISCO,11/29/1993,1993,11,29,16,145,46,42.8,217,1.4,2.3
EB,ISCO,11/29/1993,1993,11,29,24,78,27,0.05,94,1.4,2.4
WB,ISCO,11/29/1993,1993,11,29,24,142,45,40.4,213,1.4,2.1
EB,REG,11/30/1993,1993,11,30,12,78,26,0.05,94,1.4,1.9
WB,REG,11/30/1993,1993,11,30,12,140,44,40.1,210,1.4,1.5
EB,ISCO,12/1/1993,1993,12,1,16,84,27,0.05,96,1.4,2.1
WB,ISCO,12/1/1993,1993,12,1,16,138,45,37.7,202,1.4,1.7
EB,ISCO,12/2/1993,1993,12,2,16,81,27,0.05,96,1.4,2
WB,ISCO,12/2/1993,1993,12,2,16,133,45,36,195,1.4,1.5
EB,ISCO,12/3/1993,1993,12,3,16,83,27,0.05,101,1.4,2.2
WB,ISCO,12/3/1993,1993,12,3,16,131,44,33.5,191,1.4,1.6
EB,ISCO,12/5/1993,1993,12,5,10,78,26,0.05,96,1.4,2.2
WB,ISCO,12/5/1993,1993,12,5,10,131,44,33.9,189,1.4,1.9
EB,ISCO,12/5/1993,1993,12,5,12,77,26,0.05,95,1.4,2.5
WB,ISCO,12/5/1993,1993,12,5,12,132,44,35.8,195,1.4,1.9
EB,ISCO,12/5/1993,1993,12,5,16,77,26,0.05,95,1.4,2.8
WB,ISCO,12/5/1993,1993,12,5,16,132,44,38.4,206,1.4,2.2
WB,ISCO,12/5/1993,1993,12,5,22,134,44,40,210,1.4,2
WB,ISCO,12/6/1993,1993,12,6,4,133,44,41.3,209,1.4,1.9
WB,ISCO,12/6/1993,1993,12,6,16,133,44,40.7,208,1.4,1.8
EB,REG,12/7/1993,1993,12,7,12,78,26,0.05,95,1.4,2
WB,REG,12/7/1993,1993,12,7,12,134,44,37.4,195,1.4,1.5
WB,ISCO,12/8/1993,1993,12,8,16,132,44,36.1,195,1.4,1.7
EB,ISCO,12/9/1993,1993,12,9,16,80,26,0.05,97,1.4,2.2
WB,ISCO,12/9/1993,1993,12,9,16,131,43,35.1,191,1.4,1.6
EB,ISCO,12/10/1993,1993,12,10,16,79,26,0.05,96,1.4,1.8
WB,ISCO,12/10/1993,1993,12,10,16,130,43,34.2,188,1.4,1.7
EB,ISCO,12/11/1993,1993,12,11,8,76,26,0.05,92,1.4,2.9
WB,ISCO,12/11/1993,1993,12,11,8,128,42,33.5,183,1.4,2.2
EB,ISCO,12/11/1993,1993,12,11,10,74,25,1,90,1.4,3.3
WB,ISCO,12/11/1993,1993,12,11,10,128,41,33,188,1.4,3
EB,ISCO,12/11/1993,1993,12,11,12,69,24,1.5,91,1.4,4.3
WB,ISCO,12/11/1993,1993,12,11,12,130,41,36.1,203,1.4,3.2
EB,ISCO,12/11/1993,1993,12,11,14,66,23,1.6,88,1.4,4.2
EB,ISCO,12/11/1993,1993,12,11,18,63,22,0.6,88,1.4,3.7
EB,ISCO,12/11/1993,1993,12,11,24,64,22,0.05,94,1.4,3.4
EB,ISCO,12/12/1993,1993,12,12,6,67,23,0.05,94,1.4,3
EB,ISCO,12/12/1993,1993,12,12,14,67,24,0.05,94,1.4,2.5
EB,ISCO,12/12/1993,1993,12,12,22,68,24,0.05,95,1.4,2.6
EB,ISCO,12/13/1993,1993,12,13,16,70,24,0.05,96,1.4,2.3
WB,REG,12/14/1993,1993,12,14,13,126,41,32.8,193,1.4,1.7
EB,REG,12/14/1993,1993,12,14,14,70,24,0.05,93,1.4,2.3
EB,ISCO,12/15/1993,1993,12,15,4,67,24,0.05,96,1.4,2.1
WB,ISCO,12/15/1993,1993,12,15,4,124,41,33.6,206,1.4,1.8
EB,ISCO,12/15/1993,1993,12,15,10,67,25,0.05,96,1.4,2.1
WB,ISCO,12/15/1993,1993,12,15,10,125,41,34.5,210,1.4,1.7
EB,ISCO,12/15/1993,1993,12,15,16,68,24,0.05,96,1.4,2.1
WB,ISCO,12/15/1993,1993,12,15,16,126,41,35.1,213,1.4,2.2
EB,ISCO,12/16/1993,1993,12,16,4,67,24,0.05,94,1.4,2.2
WB,ISCO,12/16/1993,1993,12,16,4,128,41,34.2,212,1.4,1.8
EB,ISCO,12/16/1993,1993,12,16,16,68,24,0.05,97,1.4,1.8
WB,ISCO,12/16/1993,1993,12,16,16,125,40,34.6,207,1.4,1.7
EB,ISCO,12/17/1993,1993,12,17,16,68,24,0.05,97,1.4,2
WB,ISCO,12/17/1993,1993,12,17,16,122,41,32.7,201,1.4,1.6
EB,ISCO,12/18/1993,1993,12,18,16,70,25,0.05,98,1.4,1.9
WB,ISCO,12/18/1993,1993,12,18,16,121,41,32,193,1.4,1.6
EB,ISCO,12/19/1993,1993,12,19,16,67,24,0.05,97,1.4,1.9
WB,ISCO,12/19/1993,1993,12,19,16,119,40,31,188,1.4,1.5
EB,ISCO,12/20/1993,1993,12,20,16,69,24,0.05,96,1.4,2.1
WB,ISCO,12/20/1993,1993,12,20,16,122,41,32.1,193,1.4,1.5
EB,REG,12/21/1993,1993,12,21,12,69,25,0.2,96,1.4,1.8
WB,REG,12/21/1993,1993,12,21,12,120,40,30.8,184,1.4,1.5
EB,ISCO,12/21/1993,1993,12,21,16,67,22,0.4,93,1.4,2.2
WB,ISCO,12/21/1993,1993,12,21,16,117,39,28.5,172,1.4,1.8
EB,ISCO,12/21/1993,1993,12,21,18,61,21,1.2,85,1.4,2.5
WB,ISCO,12/21/1993,1993,12,21,18,113,36,26.3,178,1.4,2.5
EB,ISCO,12/21/1993,1993,12,21,20,58,20,2,89,1.4,3.4
WB,ISCO,12/21/1993,1993,12,21,20,112,35,26.7,189,1.4,2.8
EB,ISCO,12/21/1993,1993,12,21,22,57,20,1.1,89,1.4,3.5
WB,ISCO,12/21/1993,1993,12,21,22,114,35,29.7,204,1.4,2.7
EB,ISCO,12/21/1993,1993,12,21,24,58,21,0.7,91,1.4,3.1
WB,ISCO,12/21/1993,1993,12,21,24,116,37,30.3,209,1.4,2.5
EB,ISCO,12/22/1993,1993,12,22,2,58,21,1.2,92,1.4,3.1
WB,ISCO,12/22/1993,1993,12,22,2,115,37,30.5,210,1.4,2.5
EB,ISCO,12/22/1993,1993,12,22,4,58,21,0.5,92,1.4,2.8
WB,ISCO,12/22/1993,1993,12,22,4,115,37,31,211,1.4,2.4
EB,ISCO,12/22/1993,1993,12,22,6,58,21,0.8,94,1.4,2.8
WB,ISCO,12/22/1993,1993,12,22,6,115,37,30.5,209,1.4,2.4
EB,ISCO,12/22/1993,1993,12,22,10,59,21,0.4,95,1.4,2.5
WB,ISCO,12/22/1993,1993,12,22,10,116,37,30.7,211,1.4,2.3
EB,ISCO,12/22/1993,1993,12,22,14,60,21,0.05,93,1.4,2.7
WB,ISCO,12/22/1993,1993,12,22,14,116,38,31.1,214,1.4,2
EB,ISCO,12/22/1993,1993,12,22,16,61,21,0.05,96,1.4,2.3
WB,ISCO,12/22/1993,1993,12,22,20,117,38,31.7,211,1.4,2
EB,ISCO,12/23/1993,1993,12,23,16,64,22,0.05,94,1.4,2.3
WB,ISCO,12/23/1993,1993,12,23,16,118,39,28.1,191,1.4,1.8
EB,ISCO,12/24/1993,1993,12,24,16,66,23,0.05,94,1.4,2.1
EB,ISCO,12/25/1993,1993,12,25,16,67,23,0.1,96,1.4,2
WB,ISCO,12/25/1993,1993,12,25,16,114,38,27.8,183,1.4,1.6
EB,ISCO,12/26/1993,1993,12,26,16,67,24,0.2,95,1.4,2
WB,ISCO,12/26/1993,1993,12,26,16,115,39,29.1,183,1.4,1.7
EB,ISCO,12/27/1993,1993,12,27,16,68,25,0.05,93,1.4,1.9
EB,REG,12/28/1993,1993,12,28,12,68,24,0.05,97,1.4,1.9
WB,REG,12/28/1993,1993,12,28,12,112,39,28.4,176,1.4,1.3
EB,REG,1/6/1994,1994,1,6,10,67,26,1.4,98,1.4,1.6
WB,REG,1/6/1994,1994,1,6,11,103,39,26.9,153,1.4,1.2
EB,REG,1/11/1994,1994,1,11,13,69,27,1,101,1.4,1.6
WB,REG,1/11/1994,1994,1,11,13,106,39,26.9,155,1.4,1.2
