solute,WaterYear,NE_BBWM_WB,SE_CWT_CWT07,NE_HBEF_WS1,WC_HJA_HJA06,WC_HJA_HJA07,WC_HJA_HJA10,PR_LEF_MPR,PR_LEF_QS,PR_LEF_RI,GL_MEF_S4,GL_MEF_S6,SE_SEF_WS77,GL_TLW_C31,GL_TLW_C33,GL_TLW_C34
SO4S,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO4S,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO4S,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO4S,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO4S,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO4S,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO4S,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO4S,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO4S,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO4S,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO4S,1970,NA,NA,0.014468442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO4S,1971,NA,NA,0.304396063,NA,NA,0.028305246,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO4S,1972,NA,NA,0.235992278,NA,NA,0.023039115,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO4S,1973,NA,NA,0.296305457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO4S,1974,NA,NA,0.372365458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO4S,1975,NA,NA,0.359208232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO4S,1976,NA,NA,0.188412968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO4S,1977,NA,NA,0.318681145,NA,NA,NA,NA,NA,NA,NA,NA,0.290649609,NA,NA,NA
SO4S,1978,NA,NA,0.300461088,NA,NA,NA,NA,NA,NA,NA,NA,0.628487084,NA,NA,NA
SO4S,1979,NA,NA,0.438705365,0.006843895,0.006433851,0.010048286,NA,NA,NA,NA,NA,0.324780626,NA,NA,NA
SO4S,1980,NA,NA,0.347139164,2.65e-5,3.73e-5,1.76e-5,NA,NA,NA,NA,NA,0.385483181,NA,NA,NA
SO4S,1981,NA,NA,0.266002534,NA,NA,NA,NA,NA,NA,NA,NA,0.453816038,0.027527077,0.003949267,0.012651639
SO4S,1982,NA,NA,0.359461009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069913709,0.007610514,0.026758388
SO4S,1983,NA,NA,0.375961872,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066818842,0.006821619,0.03434394
SO4S,1984,NA,NA,0.172868033,0.001305585,0.001229829,0.001264533,NA,NA,NA,NA,NA,NA,0.079923289,0.007070106,0.035034723
SO4S,1985,NA,NA,0.214527881,NA,NA,NA,NA,NA,NA,NA,0.041700581,NA,0.040924863,0.003721914,0.015832277
SO4S,1986,NA,NA,0.286981189,NA,NA,NA,NA,NA,NA,NA,0.04814479,NA,0.051666618,0.005145512,0.020731868
SO4S,1987,NA,NA,0.167238785,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068038217,0.007905269,0.021388658
SO4S,1988,NA,NA,0.269104886,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058123458,0.006989903,0.019476932
SO4S,1989,6.949206425,NA,0.165248296,NA,NA,0.03063721,NA,NA,NA,0.010750227,0.019135463,NA,0.048031661,0.005254527,0.016255149
SO4S,1990,8.070784051,NA,0.138286485,NA,NA,0.006926791,NA,NA,NA,8.94094e-4,0.048548762,0.012038188,0.053421024,0.006131633,0.020264983
SO4S,1991,8.984505912,NA,0.188697243,NA,NA,0.01101129,NA,NA,NA,0.35679856,0.103946901,0.011115279,0.059442338,0.007333255,0.023881635
SO4S,1992,9.89486442,NA,0.193075799,NA,NA,0.011403916,NA,NA,NA,NA,1.17323e-4,1.31791e-6,0.042668731,0.006136883,0.016474066
SO4S,1993,10.76056393,NA,0.166580988,NA,NA,0.006367583,NA,NA,NA,NA,NA,0.012488196,0.071268519,0.005904368,0.016927931
SO4S,1994,12.04202261,NA,0.170411529,NA,NA,0.007446643,NA,NA,NA,NA,NA,0.012897597,0.036379759,0.005385381,0.012730877
SO4S,1995,11.32217792,NA,0.197987251,NA,NA,0.003499153,NA,NA,NA,0.013943161,0.009773018,0.01064997,0.048772496,0.006213169,0.019452143
SO4S,1996,11.827748,NA,0.115077055,NA,NA,0.0207871,NA,NA,NA,0.016273348,0.010803539,NA,0.03786019,0.005203077,0.013016807
SO4S,1997,11.3641759,NA,0.255336845,NA,NA,0.004033184,NA,NA,NA,0.006912547,0.00968086,NA,0.030779445,0.004745044,0.014007338
SO4S,1998,11.62333972,NA,0.250211431,NA,NA,0.004269055,NA,NA,NA,0.01420281,0.004993225,NA,0.065808511,0.007892658,0.027017351
SO4S,1999,11.57295173,NA,0.359304872,NA,NA,0.006567019,NA,NA,NA,0.002243047,0.015321405,NA,0.029315337,0.004750941,0.016901033
SO4S,2000,11.57973871,NA,0.655181111,NA,NA,0.006994926,NA,NA,NA,0.007917648,0.004714501,NA,0.038598672,0.006025154,0.016753503
SO4S,2001,11.9011926,NA,0.472035125,NA,NA,0.008210568,NA,NA,NA,0.04533101,0.037672385,NA,0.045206915,0.004960647,0.017901491
SO4S,2002,12.4880404,NA,0.356374781,NA,0.002169577,0.006566006,NA,NA,NA,0.006970957,0.002471126,NA,0.027368474,0.002907757,0.012656856
SO4S,2003,11.84580001,0.022262719,0.285143807,0.003857263,0.002584512,0.005185068,NA,NA,NA,0.00520211,0.034220262,NA,0.029959074,0.003901707,0.015486015
SO4S,2004,11.7589578,0.022692685,0.372411745,0.003855843,0.002305509,0.004749054,NA,NA,NA,0.006393587,0.008249308,NA,0.019961128,0.00363095,0.009431519
SO4S,2005,11.27139374,0.02094673,0.247579254,0.004324843,0.003188874,0.009688695,NA,NA,NA,0.013720153,0.015170178,NA,0.015901369,0.001744008,0.014017136
SO4S,2006,10.12862357,0.02304488,0.147505086,0.003296758,0.002487844,0.004690223,NA,NA,NA,0.014004903,0.041309386,NA,NA,NA,NA
SO4S,2007,9.899376001,0.023314776,0.195047348,0.003452221,0.002550032,0.005811886,NA,NA,NA,0.037986775,0.092323329,4.58188e-4,0.01305583,5.98692e-4,0.004656944
SO4S,2008,10.39230188,0.025147492,0.14900374,0.003546279,0.002526973,0.003967744,NA,NA,NA,0.046405023,0.099904861,1.032521203,0.006435158,4.51371e-4,0.003861565
SO4S,2009,10.66480201,0.026104917,0.165424665,0.002857435,0.002322686,0.005601336,NA,NA,NA,0.033289023,0.026625382,0.953500749,0.002202299,NA,0.003923843
SO4S,2010,9.807148542,0.021983406,0.183366681,0.005014593,0.003883897,0.007066267,NA,NA,NA,0.010807504,0.008734616,1.079007037,0.015872901,0.002602304,0.006866262
SO4S,2011,10.20698527,0.021737243,0.182405577,0.003484397,0.002810359,0.007405579,NA,NA,NA,0.00756795,0.004710028,1.900556323,NA,NA,NA
SO4S,2012,NA,0.02198307,0.183350216,0.002556146,0.002009819,0.004797425,NA,NA,NA,0.026342023,0.008091617,1.6113587089999999,NA,NA,NA
SO4S,2013,NA,0.024069916,0.458217626,0.003887639,0.003241868,0.00481084,NA,NA,NA,0.048527818,0.021734272,0.954264426,NA,NA,NA
SO4S,2014,NA,0.020504502,0.078761478,0.002492857,0.001905917,0.003840946,NA,NA,NA,0.024657994,0.010180104,1.263169126,NA,NA,NA
SO4S,2015,NA,0.02645982,0.08086715,0.002161614,0.001576943,0.002560706,NA,NA,NA,0.014335504,0.003876772,0.756899472,NA,NA,NA
SO4S,2016,NA,0.02062824,0.085681475000000007,0.004350126,0.003733399,0.006269942,NA,NA,NA,0.037491793,0.009934024,0.053468852,NA,NA,NA
SO4S,2017,NA,0.019796181,0.079426898,0.004120771,0.003410774,0.009334562,NA,NA,NA,0.047257057,1.85744e-4,NA,NA,NA,NA
SO4S,2018,NA,NA,NA,0.003791627,0.002947556,0.007036817,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO4S,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO4S,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
