region,site,catchment,type,WaterYear,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH4NmgL,StrNO3NmgL,StrTDPmgL,StrSO4SmgL,depNH4Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWADOCmgL,FWANH4NmgL,FWANO3NmgL,FWATDPmgL,FWASO4SmgL,iNDVI
NF,TLW,C32,unmanaged,2002,5.832032479,1088.9,482.2463941,7.767692308,1.850115385,0.014988462,1.017423077,0.002553846,1.994118059,4.866555556,5.333548387,10.20010394,5.88,3.150833319,1305.460003,12.79832467,4.178171256,0.031942805,2.476218302,0.00513,3.358319117,111.38135
NF,TLW,C32,unmanaged,2003,4.635885196,1301.37,363.975653,7.375016129,2.164967742,0.020229032,0.749516129,0.004683871,1.965302112,4.162666667,4.209032258,8.371698925,5.22,2.307916772,1013.850006,12.84773274,3.973541043,0.03607259,1.64485123,0.00829,3.461157023,125.68015
NF,TLW,C32,unmanaged,2004,5.392961428,1043.26,304.959799,8.03156129,2.036322581,0.010948387,0.730096774,0.00336129,2.00066495,4.470666667,4.678709677,9.149376344,6.09,2.423749931,1181.84,15.97733579,5.918044964,0.034448382,2.36818,0.009720186,4.061090608,115.65205
NF,TLW,C32,unmanaged,2005,5.353367018,960.29,304.6517907,7.51183913,2.300782609,0.013265217,0.710565217,0.002813043,1.96168866,3.291555556,3.057419355,6.34897491,4.433333333,3.80458343,994.670002,13.43243383,6.437412349,0.036505595,1.725759857,0.00623,3.613054794,127.12005
NF,TLW,C32,unmanaged,2006,7.304270244,1074.72,271.2317901,7.464353571,2.193107143,0.010003571,0.767428571,0.003153571,1.906411322,3.901333333,3.73483871,7.636172043,4.603333333,4.324999881,1022.310005,12.6963536,3.409714062,0.0224,1.426330228,0.005594572,3.325590282,112.9891
NF,TLW,C32,unmanaged,2007,6.139852791,1304.88,502.8947422,7.285383333,2.070222222,0.009880556,1.668388889,0.002475,1.688559704,3.223888889,3.29,6.242921147,4.02,3.635833432,954.140007,20.95528435,6.858094813,0.0384,7.019991414,0.00707,4.508664026,125.0001
NF,TLW,C32,unmanaged,2008,5.141364361,1037.56,297.9173738,8.660322222,1.776638889,0.004361111,1.411194444,0.001411111,1.888968137,4.616111111,3.901935484,8.518046595,5.346666667,2.464166616,1139.819996,19.73170145,6.155926908,0.00829,4.263489848,0.00467,4.32891484,124.2454
NF,TLW,C32,unmanaged,2009,3.842995392,900.09,227.9339386,9.823136842,1.6335,0.004657895,1.137315789,0.001128947,2.009457067,3.351444444,3.016774194,6.368218638,3.466666667,2.363333444,998.470005,11.55023998,2.385631972,0.005510279,1.708992433,0.001553948,2.31932262,122.11215
NF,TLW,C32,unmanaged,2010,5.600861495,1228.01,397.0401417,9.229571111,1.767466667,0.003395556,1.097088889,0.001193333,1.865541065,2.031555556,1.580645161,3.612200717,2.083333333,4.562916644,853.3200059,14.60246673,3.550146915,0.0068,2.626047242,0.00257,2.931816493,132.16105
NF,TLW,C32,unmanaged,2011,4.580555876,1138.73,434.5997853,9.323802222,1.830972222,0.003583333,1.030222222,6.17647e-4,1.847088262,3.243333333,2.477096774,5.720430108,3.18,3.581249903,1131.769989,12.14932654,4.991720694,0.006397777,2.428664848,3.38304e-4,2.409435006,105.3348
NF,TLW,C32,unmanaged,2012,6.710680695,856.52,NA,8.306646923,2.029146341,0.004158537,0.957341463,0.001075,1.651541253,NA,NA,NA,NA,4.968333508,1044.080021,NA,NA,NA,NA,NA,NA,139.4818
NF,TLW,C32,unmanaged,2013,4.437635971,NA,NA,8.4439925,1.826318182,0.002704545,1.083727273,0.001325,1.556992035,NA,NA,NA,NA,2.422499935,1212.050003,NA,NA,NA,NA,NA,NA,117.9587
NF,TLW,C32,unmanaged,2014,7.526898935,NA,NA,7.72569641,2.068025641,0.004410256,0.654051282,NA,1.484633876,NA,NA,NA,NA,1.052083276,1284.189995,NA,NA,NA,NA,NA,NA,111.89235
NF,TLW,C35,unmanaged,1981,3.628322415,1230.7,598.8467114,5.047169811,NA,0.016449057,0.582622642,0.002541509,2.326792453,NA,NA,NA,NA,2.3370833,1071.150005,7.229095181,NA,0.017601405,0.964099871,0.005,3.853349698,NA
NF,TLW,C35,unmanaged,1982,3.610323515,1330.85,755.8357047,5.002033898,NA,0.012894915,0.562610169,0.003322449,2.322146893,4.171222222,4.638064516,8.809286738,10.32,1.437083373,1051.369999,5.653700863,NA,0.015375698,0.763926401,0.00193,2.664288771,112.48385
NF,TLW,C35,unmanaged,1983,4.336166072,1059.3,633.8899329,4.714107143,NA,0.026473214,0.805267857,0.008509677,2.083392857,3.363888889,4.213548387,7.577437276,9.333333333,2.785416807,1236.150002,7.036975358,NA,0.035903493,1.609579827,0.00994,3.116822871,114.15185
NF,TLW,C35,unmanaged,1984,4.258437865,1331.9,895.8926174,4.638780488,NA,0.021978049,0.903170732,0.003624138,2.017723577,3.405111111,4.093870968,7.498982079,8.94,2.428333292,1045.240005,8.278172289,NA,0.028812401,2.153703753,0.003446316,3.435931295,112.1293
NF,TLW,C35,unmanaged,1985,4.244937113,1125.7,706.4697987,4.865681818,NA,0.015227273,1.017818182,0.003493103,1.818560606,4.498666667,5.6,9.82544086,11.31333333,1.562083234,1287.600006,8.604564076,NA,0.033197214,2.538458388,0.00381,2.955577423,123.58595
NF,TLW,C35,unmanaged,1986,3.222511781,1233.9,708.5959732,5.18047619,NA,0.02132619,0.970833333,0.00465,1.824920635,3.535777778,4.078064516,7.613842294,8.436666667,2.379999975,1088.5199930000001,7.491480499,NA,0.030788451,1.767259267,0.00511,2.64325419,117.37555
NF,TLW,C35,unmanaged,1987,5.372874153,1235.64,752.2405369,5.101904762,1.95,0.019278571,0.835690476,0.002422222,2.158571429,3.885777778,3.883870968,7.769648746,7.49,3.842500011,983.6800117,11.16164242,1.722064299,0.035125719,2.564396286,0.00457,5.043526634,115.3143
NF,TLW,C35,unmanaged,1988,4.573629852,1522.68,694.2926174,4.71175,2.050869565,0.01824,0.76615,0.002847368,2.0615,4.113666667,3.5,6.845222222,5.593333333,2.282500056,1063.770008,7.80426779,5.109099785,0.030210196,1.537317547,0.00247,3.45821333,115.4761
NF,TLW,C35,unmanaged,1989,3.970923905,1163.3,475.7218792,4.957058824,2.727647059,0.034329412,0.818911765,0.0033,1.950882353,4.553111111,5.367419355,9.920530466,7.573333333,1.170000145,1222.670006,8.728479584,4.11360141,0.055631366,1.891581802,0.00418,3.50969188,117.70745
NF,TLW,C35,unmanaged,1990,4.265085956,1254.03,583.5575839,4.983902439,2.037804878,0.012829268,0.798414634,0.0022875,2.043577236,5.076555556,4.610967742,9.687523297,7.05,2.760416701,1025.119997,9.683345451,4.236988364,0.017464613,2.288482224,0.00336,4.08119841,130.62675
NF,TLW,C35,unmanaged,1991,5.949582181,1293.37,613.7299329,4.970930233,1.979767442,0.016313953,0.618837209,0.00275,2.041395349,4.809,4.960967742,9.769967742,8.18,3.034999967,1139.639999,8.707017554,4.237669679,0.027371141,1.281996136,0.00311,3.680914677,130.7457
NF,TLW,C35,unmanaged,1992,4.318414991,1342.17,712.1331544,4.656046512,1.879767442,0.01055814,0.60355814,0.002564286,1.98503876,4.632444444,4.933870968,9.566315412,7.463333333,1.435416666,1008.659996,6.833781538,3.039562604,0.014663333,1.355744259,0.00317,2.854812612,105.27265
NF,TLW,C35,unmanaged,1993,3.411493916,1375.47,689.4797315,4.63325,1.767275,0.01765,0.807825,0.002006667,1.8015,4.188333333,4.85483871,9.043172043,8.236666667,1.424583285,1111.330002,8.134829275,2.983751164,0.039979203,1.827140348,0.00377,3.08024806,117.1791
NF,TLW,C35,unmanaged,1994,3.436588401,1115,518.7285906,5.029432432,2.193405405,0.019102703,1.00872973,0.002123077,1.687837838,4.450444444,4.755483871,9.205928315,5.94,1.819999971,1083.670002,6.786185081,3.270891138,0.029195751,1.635151787,0.00252,2.21849291,116.1296
NF,TLW,C35,unmanaged,1995,5.878858984,1264.22,574.7242953,4.535926829,1.934790698,0.016839535,0.988186047,0.00178,1.743146341,3.235555556,3.732580645,6.968136201,5.58,2.132916624,1014.800001,7.130694598,3.423595938,0.021392308,1.915027102,0.00191,2.90641219,105.08055
NF,TLW,C35,unmanaged,1996,3.731732071,1306.56,663.4824161,4.234595238,1.860142857,0.013966667,0.7885,0.00146875,1.625555556,4.289444444,4.936129032,9.225573477,6.243333333,1.277500023,1185.279987,7.8562995,4.066051421,0.024190079,2.012562714,0.00162,2.961427399,117.8357
NF,TLW,C35,unmanaged,1997,4.384110525,820.17,290.8600299,4.790588235,2.280852941,0.009917647,1.007617647,0.0023125,1.750276471,3.5,4.170645161,7.670645161,5.65,1.758749925,1174.590008,10.52518177,5.405070328,0.017668983,3.311187507,0.00696,3.820895082,117.79485
NF,TLW,C35,unmanaged,1998,6.473842217,1107.57,478.5203232,4.204055556,2.278083333,0.009458333,0.840472222,0.002228571,1.795807315,3.692111111,4.148064516,7.840175627,5.18,4.505833187,803.6499977,7.494630438,5.190614878,0.023377914,2.114539065,0.00203,3.500664425,128.5689
NF,TLW,C35,unmanaged,1999,6.838402618,1180.17,424.7200367,4.128472222,2.006378378,0.006327027,0.777324324,0.002076923,1.743776667,4.102777778,4.267741935,8.370519713,6.036666667,3.535833334,1063.25,6.412876731,3.792062273,0.011880584,1.562289828,0.00456,2.87903011,121.7864
NF,TLW,C35,unmanaged,2000,6.480627451,1134.49,428.8850688,4.756243243,1.920216216,0.007886486,0.757108108,0.002759459,1.794042246,4.431,4.753225806,9.184225806,5.733333333,2.730416665,1030.900009,12.0471624,5.747283878,0.017018711,3.23796496,0.00955,4.162909062,125.4394
NF,TLW,C35,unmanaged,2001,5.265426866,1315.928,645.18098440000006,4.204612903,2.375032258,0.010745161,0.66916129,0.002015,1.695225128,4.391333333,4.091612903,8.482946237,5.76,3.804583331,946.7200012,5.612510551,4.666258631,0.021444304,1.253862655,0.00377,2.351290047,125.9709
NF,TLW,C35,unmanaged,2002,5.832032479,1088.9,480.0607345,4.261866667,2.089233333,0.016053333,0.928666667,0.00311,1.609867491,4.866555556,5.333548387,10.20010394,5.88,2.892083312,1327.790024,7.106046573,3.710142754,0.026902264,2.525600315,0.00554,2.858590124,111.38135
NF,TLW,C35,unmanaged,2003,4.635885196,1301.37,590.2299351,4.369623333,2.2925,0.020236667,0.7283,0.002476667,1.63419042,4.162666667,4.209032258,8.371698925,5.22,2.073333442,1029.150005,5.063815246,3.911721021,0.03216842,1.070738363,0.00405,2.020195821,125.68015
NF,TLW,C35,unmanaged,2004,5.392961428,1043.26,397.5483328,4.1013,1.9425,0.007717857,0.73725,0.00285,1.546029498,4.470666667,4.678709677,9.149376344,6.09,2.17208334,1203.249992,9.516292955,5.47044177,0.019452608,2.545151666,0.00885,3.52498482,115.65205
NF,TLW,C35,unmanaged,2005,5.353367018,960.29,426.4330005,4.234344444,2.148259259,0.014407407,0.74482963,0.002748148,1.568805611,3.291555556,3.057419355,6.34897491,4.433333333,3.559999973,1011.390003,7.833165274,5.186532317,0.03842935,1.86028669,0.00651,3.066397115,127.12005
NF,TLW,C35,unmanaged,2006,7.304270244,1074.72,328.1710157,4.25769697,2.151939394,0.017678788,0.871969697,0.003812121,1.528229268,3.901333333,3.73483871,7.636172043,4.603333333,4.069583365,1042.969997,7.131581949,4.287047559,0.0372,1.809166306,0.00708908,2.6027514,112.9891
NF,TLW,C35,unmanaged,2007,6.139852791,1304.88,514.2205211,4.506905263,1.9385,0.010694737,1.549,0.002373684,1.359937341,3.223888889,3.29,6.242921147,4.02,3.380416632,971.7400055,15.21653762,6.018386205,0.0395,7.013995847,0.00692,3.961209111,125.0001
NF,TLW,C35,unmanaged,2008,5.141364361,1037.56,323.115035,4.723651282,1.799410256,0.005282051,1.075564103,0.001305128,1.555595032,4.616111111,3.901935484,8.518046595,5.346666667,2.211666644,1158.390003,10.99053168,5.062287136,0.0092,2.793198918,0.00287,3.868932999,124.2454
NF,TLW,C35,unmanaged,2009,3.842995392,900.09,181.4159945,4.863407143,1.825738095,0.004047619,0.849357143,0.001333333,1.550456372,3.351444444,3.016774194,6.368218638,3.466666667,2.118750056,1018.73,6.167749476,2.849798679,0.00479,1.408495097,0.00181,1.880733983,122.11215
NF,TLW,C35,unmanaged,2010,5.600861495,1228.01,515.2423302,4.8880375,1.7859375,0.003808333,0.993104167,0.001202083,1.481512439,2.031555556,1.580645161,3.612200717,2.083333333,4.315000081,870.5999994,7.541774847,3.044605173,0.00692,2.114428773,0.00216,2.217604772,132.16105
NF,TLW,C35,unmanaged,2011,4.580555876,1138.73,422.5065281,4.37936,1.96730303,0.003515152,0.926121212,0.001121429,1.348393715,3.243333333,2.477096774,5.720430108,3.18,3.328750049,1153.979996,7.858239837,4.682582518,0.006657989,2.353938816,6.37778e-4,2.403553425,105.3348
NF,TLW,C35,unmanaged,2012,6.710680695,856.52,NA,NA,2.173317073,0.005158537,0.655170732,0.001096429,1.283370859,NA,NA,NA,NA,4.720833262,1065.120014,NA,NA,NA,NA,NA,NA,139.4818
NF,TLW,C35,unmanaged,2013,4.437635971,NA,NA,NA,1.944681818,0.003477273,0.901022727,0.001505,1.157754322,NA,NA,NA,NA,2.167083452,1235.700001,NA,NA,NA,NA,NA,NA,117.9587
NF,TLW,C35,unmanaged,2014,7.526898935,NA,NA,NA,2.160774194,0.004322581,0.596709677,NA,1.15757228,NA,NA,NA,NA,0.802500074,1306.990002,NA,NA,NA,NA,NA,NA,111.89235
NF,TLW,C38,unmanaged,1981,3.628322415,1230.7,571.2199793,7.013888889,NA,0.018055556,0.187583333,0.007952778,3.193240741,NA,NA,NA,NA,2.58374995,1050.18,13.72913748,NA,0.040194076,0.458606796,0.01994788,6.112394982,NA
NF,TLW,C38,unmanaged,1982,3.610323515,1330.85,634.6951115,5.944347826,NA,0.014871739,0.107782609,0.009052778,2.207753623,4.171222222,4.638064516,8.809286738,10.32,1.688333243,1032.399986,9.12730611,NA,0.02300515,0.20751036,0.010709824,3.35080128,112.48385
NF,TLW,C38,unmanaged,1983,4.336166072,1059.3,468.2270118,6.951190476,NA,0.022671429,0.215166667,0.011165,3.101031746,3.363888889,4.213548387,7.577437276,9.333333333,3.054999923,1211.140003,15.448222,NA,0.054458513,0.785301034,0.022148588,5.853584882,114.15185
NF,TLW,C38,unmanaged,1984,4.258437865,1331.9,742.6232471,5.649,NA,0.02537,0.223266667,0.012370588,1.551,3.405111111,4.093870968,7.498982079,8.94,2.680000057,1026.919998,14.17421895,NA,0.047808416,0.83564879,NA,4.389994957,112.1293
NF,TLW,C38,unmanaged,1985,4.244937113,1125.7,554.6270118,5.7925,NA,0.023591667,0.1935,0.010255,1.222777778,4.498666667,5.6,9.82544086,11.31333333,1.819999973,1272.019997,17.18412853,NA,0.085913478,0.916794521,0.019361268,4.72038682,123.58595
NF,TLW,C38,unmanaged,1986,3.222511781,1233.9,554.3961306,NA,NA,NA,NA,NA,NA,3.535777778,4.078064516,7.613842294,8.436666667,2.632083317,1067.979984,NA,NA,NA,NA,NA,NA,117.37555
NF,TLW,C38,unmanaged,1987,5.372874153,1235.64,472.400518,6.394871795,NA,0.019553846,0.181615385,0.00804375,2.219487179,3.885777778,3.883870968,7.769648746,7.49,4.092916717,969.5600014,14.029196,NA,0.049394961,0.587565556,0.011349712,5.14414345,115.3143
NF,TLW,C38,unmanaged,1988,4.573629852,1522.68,613.5802729,6.147297297,4.661818182,0.022486486,0.118459459,0.008982353,2.142222222,4.113666667,3.5,6.845222222,5.593333333,2.541250013,1048.629993,8.692163816,8.933388875,0.032081494,0.153576766,0.00860373,3.234659287,115.4761
NF,TLW,C38,unmanaged,1989,3.970923905,1163.3,426.3697694,7.559714286,7.217941176,0.02835,0.184411765,0.007892857,3.804380952,4.553111111,5.367419355,9.920530466,7.573333333,1.425833422,1202.329979,10.70915991,11.04953853,0.044414924,0.365097654,0.009688104,4.258755537,117.70745
NF,TLW,C38,unmanaged,1990,4.265085956,1254.03,437.9138259,6.237297297,7.310540541,0.010745946,0.179216216,0.008435714,2.306846847,5.076555556,4.610967742,9.687523297,7.05,3.01000011,1002.230001,13.50345079,14.87206962,0.021153868,0.566548434,0.015169712,5.111891909,130.62675
NF,TLW,C38,unmanaged,1991,5.949582181,1293.37,502.1669647,6.37825,7.32125,0.0148125,0.1986,0.009386667,2.194700855,4.809,4.960967742,9.769967742,8.18,3.284583429,1117.789993,10.92631538,13.69115608,0.028358846,0.398953201,0.010698939,3.635855847,130.7457
NF,TLW,C38,unmanaged,1992,4.318414991,1342.17,581.3500235,5.895714286,7.043571429,0.010904762,0.131333333,0.009161538,1.224761905,4.632444444,4.933870968,9.566315412,7.463333333,1.692499893,993.2900009,8.424068065,10.08682567,0.016599583,0.25359087,0.01322628,2.160736186,105.27265
NF,TLW,C38,unmanaged,1993,3.411493916,1375.47,602.9500235,6.69,6.703428571,0.019742857,0.1948,0.011992308,1.091619048,4.188333333,4.85483871,9.043172043,8.236666667,1.682916582,1098.040007,11.10630414,10.28285261,0.043756889,0.471021043,0.016939799,2.342411784,117.1791
NF,TLW,C38,unmanaged,1994,3.436588401,1115,357.1064471,7.5352,6.443142857,0.018551429,0.142485714,0.009366667,1.352,4.450444444,4.755483871,9.205928315,5.94,2.062916728,1065.529987,9.658097888,8.024837162,0.025096732,0.195452678,0.010649595,1.751085532,116.1296
NF,TLW,C38,unmanaged,1995,5.878858984,1264.22,458.1131294,6.143153846,6.137372093,0.021553488,0.238976744,0.0075,2.657675214,3.235555556,3.732580645,6.968136201,5.58,2.397916613,996.899992,9.343743,9.936750836,0.026207207,0.348989287,0.008236987,3.792456462,105.08055
NF,TLW,C38,unmanaged,1996,3.731732071,1306.56,474.7527529,5.390128205,6.893179487,0.021335897,0.133102564,0.010964286,1.0236,4.289444444,4.936129032,9.225573477,6.243333333,1.523333251,1173.950001,11.92244901,12.01562506,0.034072598,0.524812056,0.01717672,2.961195445,117.8357
NF,TLW,C38,unmanaged,1997,4.384110525,820.17,232.6846535,9.935724138,7.867965517,0.012710345,0.327551724,0.0094,6.983612644,3.5,4.170645161,7.670645161,5.65,2.019166728,1158.490002,17.22744652,19.59729747,0.039214244,1.011962438,0.031159694,10.56971208,117.79485
NF,TLW,C38,unmanaged,1998,6.473842217,1107.57,480.1636626,6.502272727,10.03263636,0.013239394,0.235272727,0.009675,2.945340808,3.692111111,4.148064516,7.840175627,5.18,4.771666718,790.5799942,10.23933508,17.41299875,0.039737041,0.6484479,0.010480915,4.044726931,128.5689
NF,TLW,C38,unmanaged,1999,6.838402618,1180.17,389.6995025,5.46428125,9.863909091,0.010051515,0.144484848,0.010320833,1.751789293,4.102777778,4.267741935,8.370519713,6.036666667,3.7879167,1045.460007,7.83086053,13.23557797,0.0175054,0.279477195,0.016217596,2.660062332,121.7864
NF,TLW,C38,unmanaged,2000,6.480627451,1134.49,386.8015267,6.14072973,9.750567568,0.016013514,0.176621622,0.012967568,1.270608915,4.431,4.753225806,9.184225806,5.733333333,2.985000089,1015.399992,13.61134977,20.22352926,0.035957031,0.770181798,0.03185475,3.736454631,125.4394
NF,TLW,C38,unmanaged,2001,5.265426866,1315.928,568.6567171,6.937758621,7.646068966,0.008668966,0.205517241,0.00907,3.689729711,4.391333333,4.091612903,8.482946237,5.76,4.055416624,929.2400017,10.29031075,11.61036063,0.019967675,0.512649869,0.016846137,5.109313715,125.9709
NF,TLW,C38,unmanaged,2002,5.832032479,1088.9,346.9287927,5.8193,9.385933333,0.01342,0.252833333,0.01058,1.782639904,4.866555556,5.333548387,10.20010394,5.88,3.160416643,1307.009998,9.022886271,13.29313332,0.033407964,0.590673193,0.015853119,2.777948091,111.38135
NF,TLW,C38,unmanaged,2003,4.635885196,1301.37,499.3310079,5.420336111,8.579277778,0.019413889,0.128583333,0.00985,1.448177271,4.162666667,4.209032258,8.371698925,5.22,2.319166722,1012.529995,8.502845849,12.49399359,0.046530379,0.300881862,0.017177659,2.492625864,125.68015
NF,TLW,C38,unmanaged,2004,5.392961428,1043.26,320.0360433,6.003337143,8.205685714,0.011951429,0.135685714,0.009505714,1.625138537,4.470666667,4.678709677,9.149376344,6.09,2.430833286,1182.589981,10.1526959,13.87263023,0.03184002,0.386495855,0.018488633,2.805937578,115.65205
NF,TLW,C38,unmanaged,2005,5.353367018,960.29,232.0144641,7.913016667,9.521625,0.0125625,0.161845833,0.009091667,4.010036191,3.291555556,3.057419355,6.34897491,4.433333333,3.810416639,994.9999847,17.71975611,25.39207523,0.04293937,0.587261425,0.026926321,7.395722853,127.12005
NF,TLW,C38,unmanaged,2006,7.304270244,1074.72,336.2622567,7.527316667,10.83825,0.019761111,0.264722222,0.011941667,3.218036954,3.901333333,3.73483871,7.636172043,4.603333333,4.330416729,1023.48999,13.88342938,18.62440944,0.044127373,0.390148333,0.023356258,5.501228796,112.9891
NF,TLW,C38,unmanaged,2007,6.139852791,1304.88,449.2737263,6.075648718,11.0275641,0.010158974,0.330230769,0.010048718,1.871124164,3.223888889,3.29,6.242921147,4.02,3.640833378,956.20000460000006,15.19747708,25.2700184,0.02977748,1.329157023,0.026737041,4.318183384,125.0001
NF,TLW,C38,unmanaged,2008,5.141364361,1037.56,318.8506557,8.71781,12.8062,0.005975,0.312275,0.01019,3.61785459,4.616111111,3.901935484,8.518046595,5.346666667,2.468749896,1141.609997,15.6976461,25.7128451,0.009490192,0.7,0.020611048,5.728527972,124.2454
NF,TLW,C38,unmanaged,2009,3.842995392,900.09,243.7663208,6.743135714,12.25264286,0.006928571,0.117071429,0.012047619,1.22161098,3.351444444,3.016774194,6.368218638,3.466666667,2.370000025,999.3199959,7.966573804,15.53075662,0.00797,0.163822126,0.014,1.566766187,122.11215
NF,TLW,C38,unmanaged,2010,5.600861495,1228.01,494.5943945,6.548975,9.983458333,0.004383333,0.156416667,0.0094,1.016412648,2.031555556,1.580645161,3.612200717,2.083333333,4.567916727,853.9400053,9.157812222,14.43001408,0.00708,0.393,0.013668615,1.626269444,132.16105
NF,TLW,C38,unmanaged,2011,4.580555876,1138.73,279.830787,7.723887027,10.58256757,0.006351351,0.174864865,0.009327027,2.524096134,3.243333333,2.477096774,5.720430108,3.18,3.586666505,1132.319996,9.469454901,14.02106812,0.01340194,0.413280835,0.014318688,2.475046806,105.3348
NF,TLW,C38,unmanaged,2012,6.710680695,856.52,NA,NA,14.29183333,0.006708333,0.0865,0.010833333,2.717337324,NA,NA,NA,NA,4.973333463,1045.550003,NA,NA,NA,NA,NA,NA,139.4818
NF,TLW,C38,unmanaged,2013,4.437635971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.429166595,1212.32999,NA,NA,NA,NA,NA,NA,117.9587
NF,TLW,C38,unmanaged,2014,7.526898935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.060833337,1284.920025,NA,NA,NA,NA,NA,NA,111.89235
NF,DOR,HP3,unmanaged,1985,5.178630137,1109.8,709.1389662,3.471505376,9.588648649,0.013445055,0.114164835,0.026792319,0.006789135,4.203976059,1.280319223,5.484295282,19.78946855,4.692083264,1197.590012,4.015555713,8.608938204,0.006004086,0.276035606,0.030045938,0.010138568,113.2518
NF,DOR,HP3,unmanaged,1986,5.044383562,1192.5,716.4563815,3.29192053,9.746357616,0.019154605,0.090426667,0.031517391,0.005975166,5.303179861,2.148726047,7.451905908,14.08779163,4.416250014,1198.429993,3.392993632,8.816982516,0.013277038,0.173394828,0.027161058,0.00797769,120.66635
NF,DOR,HP3,unmanaged,1987,5.568767123,944.5,445.0660062,3.501610738,9.042758621,0.02584106,0.079629139,0.030421569,0.006600811,7.693135458,2.730609129,10.42374459,21.14834457,4.804583381,1004.620003,3.325482066,8.980802109,0.015919782,0.161038897,0.03046198,0.007126053,119.65085
NF,DOR,HP3,unmanaged,1988,5.398907104,958.2,506.2059692,4.978888889,9.322131148,0.021035433,0.10823622,0.022395455,0.013471855,4.188154297,1.488719403,5.6768737,10.01529629,4.895833272,1031.039989,4.016575944,8.294899314,0.008259581,0.120094296,0.020058009,0.011157505,109.40715
NF,DOR,HP3,unmanaged,1989,5.267123288,962.7,512.84016,4.181439394,10.38484848,0.007662879,0.119838462,0.018251064,0.009401894,1.963225603,0.954846144,2.918071747,10.47749745,4.339583337,1079.050003,4.151184364,10.24898688,0.009535065,0.310017653,0.016744741,0.01027818,110.8641
NF,DOR,HP3,unmanaged,1990,5.048219178,839,445.4235356,6.501694915,10.60677966,0.008033613,0.0854,0.016976744,0.017871949,4.605871466,1.667324278,6.273195744,9.484661677,4.364166796,999.0299835,5.376058885,12.30484896,0.007163611,0.263338222,0.018975308,0.013763945,119.14035
NF,DOR,HP3,unmanaged,1991,5.635342466,1003.3,568.9408372,4.232671756,11.54656489,0.006565891,0.055732824,0.015697727,0.009567863,2.421016739,1.142883103,3.563899842,6.765492836,5.447500045,1169.600012,4.014977257,9.925055531,0.007670834,0.09717794,0.015686947,0.010327872,115.2214
NF,DOR,HP3,unmanaged,1992,4.509562842,877.1,450.0729078,4.262782609,11.0394958,0.00795339,0.051638655,0.01415122,0.009560169,3.530721801,1.729063379,5.25978518,11.92552294,4.449999984,958.6799965,4.708101856,11.03370636,0.013059592,0.103806183,0.02051328,0.010964437,123.1081
NF,DOR,HP3,unmanaged,1993,3.590410959,997.8,639.7753001,3.8625,12.14307692,0.0146875,0.0428,0.016732,0.005616923,2.964235431,1.111411993,4.075647424,7.547203255,3.643333331,1163.940006,2.096580625,6.464002202,0.006864307,0.027217833,0.010207523,0.004172415,111.2433
NF,DOR,HP3,unmanaged,1994,3.209041096,911.5,540.100842,4.015102041,10.05306122,0.033428571,0.065673469,0.021277083,0.006753878,3.366576746,0.737356338,4.103933084,4.279427969,3.20541659,1044.37999,3.600540465,11.91367136,0.011098348,0.043368246,0.01677402,0.007727976,112.65025
NF,DOR,HP3,unmanaged,1995,5.125479452,1040.3,600.0177111,3.245,10.218,0.019843137,0.04972549,0.016056863,0.00555,5.047125547,1.362774235,6.409899782,6.013615893,5.012916714,1075.840008,2.704432622,7.22892476,0.012064112,0.052069384,0.010950177,0.005534825,103.83815
NF,DOR,HP3,unmanaged,1996,3.746448087,1249.2,784.0613908,3.041944444,11.18333333,0.027540541,0.060540541,0.01932973,0.004515278,15.99040064,1.672839952,17.66324059,12.02873567,3.542500089,1198.509998,2.231998119,7.773096451,0.019175893,0.072844849,0.010789382,0.00414919,122.6577
NF,DOR,HP3,unmanaged,1997,4.13369863,1185.9,738.2931653,2.952244898,9.355102041,0.03112766,0.077510204,0.020665306,0.00480625,3.29355457,1.132424828,4.425979398,7.732381063,4.064583321,1269.560017,2.537552135,6.838507728,0.026447186,0.113499334,0.012844585,0.005703007,103.75755
NF,DOR,HP3,unmanaged,1998,5.875890411,743.7,340.4127823,4.898695652,10.34222222,0.019086957,0.061,0.01906087,0.011704348,2.786647511,1.282460972,4.069108483,8.680130578,5.846250017,815.1499939,4.476805948,10.88242967,0.029814932,0.259205102,0.02028747,0.010767741,136.41085
NF,DOR,HP3,unmanaged,1999,5.665205479,684.1,296.3279455,4.974761905,12.5047619,0.011619048,0.071809524,0.016352174,0.010703571,2.171563651,0.777872975,2.949436626,4.752778379,5.809583217,861.45000460000006,4.896036046,14.88471226,0.010748678,0.133467226,0.015940085,0.010207924,116.6934
NF,DOR,HP3,unmanaged,2000,5.466939891,1041,542.525746,3.424117647,13.47941176,0.012411765,0.054411765,0.017417647,0.005740625,3.776651055,1.09375772,4.870408775,5.229789483,5.80916671,1121.089996,2.687509743,8.508507959,0.007522535,0.055113896,0.011413504,0.005102922,120.3037
