region,site,catchment,type,WaterYear,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH4NmgL,StrNO3NmgL,StrTDPmgL,StrSO4SmgL,depNH4Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWADOCmgL,FWANH4NmgL,FWANO3NmgL,FWATDPmgL,FWASO4SmgL,iNDVI
NF,HBEF,WS6,unmanaged,1992,5.81744531,1421.8,863.449,0.876666667,NA,0.018442129,0.06530296,0.00135888,1.670709223,2.916437,21.476872,24.393309,26.95484,3.999583373,1201.689999,0.852846318,NA,0.018873287,0.073205726,0.001335823,1.638360748,123.8395
NF,HBEF,WS6,unmanaged,1993,4.797561444,1372,889.742,0.834166667,2.018888889,0.027760258,0.034223344,6.25085e-4,1.623697925,2.95975,22.206142,25.165892,26.71825,3.508333425,1121.470001,0.789573202,1.948139685,0.026517775,0.051128376,8.13003e-4,1.555687638,119.9907
NF,HBEF,WS6,unmanaged,1994,4.57156938,1404.7,908.866,0.845833333,2.0025,0.012035916,0.019540061,4.89197e-4,1.657356902,3.445488,25.93208,29.377568,30.41803,3.337083297,1214.790001,0.801082338,2.167008338,0.00944925,0.030418084,3.56e-4,1.604161766,135.32495
NF,HBEF,WS6,unmanaged,1995,6.224353559,1156.2,625.32,0.851666667,2.070833333,0.009447547,0.041132017,4.34842e-4,1.635937553,2.754471,21.294348,24.048819,23.27803,4.851250023,1049.91,0.863008891,2.107927653,0.010678482,0.072737615,4.45e-4,1.602251778,124.50215
NF,HBEF,WS6,unmanaged,1996,5.240158818,1806.1,1395.082,0.746666667,2.105833333,0.007182724,0.039306019,5.70729e-4,1.527449941,3.315972,25.775351,29.091323,27.28701,3.925833583,1496.760006,0.69430748900000006,2.306466014,0.007163614,0.055042775,6.02833e-4,1.431437472,132.46715
NF,HBEF,WS6,unmanaged,1997,5.347676651,1608.3,1190.251,0.695833333,2.165,0.005500284,0.02806766,2.71776e-4,1.436487251,3.127171,23.272766,26.399937,26.51001,4.057916681,1404.959984,0.659827205,2.233377716,0.005158398,0.035575634,1.53e-4,1.36881073,138.3548
NF,HBEF,WS6,unmanaged,1998,6.980497952,1290.2,771.598,0.738333333,2.108333333,0.010159348,0.030420751,5.16374e-4,1.467364494,2.975494,19.715217,22.690711,20.26555,5.219583283,1226.000015,0.72246596,2.120623148,0.011184845,0.045863521,4.44057e-4,1.383128109,152.90785
NF,HBEF,WS6,unmanaged,1999,6.536776754,1508.3,1041.064,0.8,2.3825,0.004464937,0.240335225,5.97907e-4,1.328834159,3.078676,22.731613,25.810289,24.4606,5.257500025,1353.030003,0.793458452,2.464116087,0.004493189,0.280515417,6.23611e-4,1.260737083,157.05145
NF,HBEF,WS6,unmanaged,2000,6.924623038,1667.9,1150.965,0.734166667,2.323333333,0.004011972,0.109145738,8.96861e-4,1.372785551,3.604552,22.089398,25.69395,25.56825,5.306249897,1444.290005,0.701253505,2.868290261,0.004043569,0.133373064,0.001143489,1.278683607,132.1591
NF,HBEF,WS6,unmanaged,2001,5.554384281,1165.1,697.563,0.7225,2.119166667,0.005370866,0.055118786,6.7944e-4,1.418962329,2.274726,17.447346,19.722072,16.72586,3.87083338,1098.559988,0.704198087,2.237202676,0.004778539,0.109223636,6.34323e-4,1.337468171,132.37645
NF,HBEF,WS6,unmanaged,2002,7.330971582,1271.5,764.656,0.73,2.339166667,0.003882553,0.02264614,4.34842e-4,1.427029357,2.930132,19.408534,22.338666,18.64989,5.663750092,1119.320007,0.68682163,2.27563864,0.003882553,0.035793496,3.58718e-4,1.3457463650000001,134.1432
NF,HBEF,WS6,unmanaged,2003,5.170231695,1179.2,642.79,0.699166667,1.985,0.003882553,0.018241156,3.53309e-4,1.447336012,2.679468,15.53388,18.213348,16.27247,3.688333402,1111.390015,0.688124131,2.126760248,0.003882553,0.037164456,5.22399e-4,1.354240141,131.1227
NF,HBEF,WS6,unmanaged,2004,6.041027067,1690.5,1239.322,0.643333333,2.514166667,0.003947263,0.037818866,2.44598e-4,1.313812798,3.154991,19.549035,22.704026,22.2746,4.497916838,1376.640007,0.62124389,2.693857932,0.00388674,0.044587137,2.73564e-4,1.255779953,137.6526
NF,HBEF,WS6,unmanaged,2005,5.585675883,1435,983.966,0.6525,2.1825,0.003882553,0.024660386,2.17421e-4,1.324661559,1.995839,14.680818,16.676657,18.3137,4.01374995,1297.100021,0.626958706,2.2738094,0.003882553,0.039320646,9.97e-5,1.258476558,141.80805
NF,HBEF,WS6,unmanaged,2006,6.98641193,1791,1267.369,0.615833333,1.9725,0.003882553,0.019502412,NA,1.24788571,2.343829,14.751385,17.095214,20.54491,5.657499845,1629.819992,0.601098023,2.111795199,0.003882553,0.016343301,NA,1.208781642,140.06195
NF,HBEF,WS6,unmanaged,2007,6.409632616,1554.6,1049.612,0.605,1.955,0.003882553,0.047795969,NA,1.232586175,1.758121,12.010615,13.768736,15.93273,4.786666741,1560.850014,0.593406449,2.099527006,0.003882553,0.06324077,NA,1.142378762,149.6381
NF,HBEF,WS6,unmanaged,2008,6.472240761,1609.7,1076.572,0.630833333,1.883333333,0.003882553,0.017450517,NA,1.228413575,3.555979,17.322781,20.87876,22.35051,4.698750029,1370.290024,0.602214325,1.891113479,0.003882553,0.027347607,NA,1.168929287,134.92785
NF,HBEF,WS6,unmanaged,2009,6.326574501,1653.5,1151.004,0.588333333,2.065833333,0.003882553,0.012650213,NA,1.125211257,1.92055,12.889208,14.809758,16.41879,4.454166508,1551.960014,0.573566808,2.084520558,0.003882553,0.015342965,NA,1.093262891,145.5865
NF,HBEF,WS6,unmanaged,2010,7.318772401,1526.9,1190.778,0.576666667,2.018333333,0.003882553,0.006701601,NA,1.049269929,1.320992,8.846144,10.167136,9.79591,5.328333432,1432.879982,0.572947317,2.084257015,0.003882553,0.007918607,NA,1.023303613,145.2138
NF,HBEF,WS6,unmanaged,2011,5.487781618,1725.5,1284.625,0.5825,2.534166667,0.003882553,0.015925715,NA,1.03369222,1.873223,12.320161,14.193384,13.12723,4.655833336,1544.939995,0.551490995,2.49084557,0.003882553,0.023084277,NA,0.960341604,122.47005
NF,HBEF,WS6,unmanaged,2012,8.078377209,1680.2,1159.321,0.560833333,2.226666667,0.003882553,0.030533699,NA,0.970268693,1.757857,11.157903,12.91576,10.32266,6.527499924,1381.849968,0.547169024,2.330149691,0.003882553,0.03208527,NA,0.933914597,144.9582
NF,HBEF,WS6,unmanaged,2013,7.729205069,1473,988.867,0.5675,2.675833333,0.003882553,0.049019576,1.35888e-4,0.905176126,1.205063,9.322216,10.527279,7.49655,5.222083323,1270.439999,0.559085408,2.670447714,0.003807824,0.050088413,1.77e-4,0.886713582,133.85875
NF,HBEF,WS6,unmanaged,2014,5.923195084,1436.1,974.573,0.613333333,2.133333333,0.005694412,0.169422497,7.33795e-4,0.901281699,2.009133,10.830439,12.839572,7.46491,3.916249871,1394.919983,0.61746018,2.332935799,0.008264648,0.271546653,6.99e-4,0.793034567,114.57335
NF,HBEF,WS6,unmanaged,2015,NA,1325.9,778.282,0.570833333,2.569166667,0.004400227,0.0829229,6.52262e-4,0.872073496,NA,NA,NA,NA,3.865833332,1205.499992,0.564625945,2.82369988,0.005100553,0.121442288,6.52e-4,0.796535526,127.9329
NF,HBEF,WS6,unmanaged,2016,NA,1512.3,895.364,0.525833333,2.695,0.00414139,0.02236377,7.60973e-4,0.814491609,NA,NA,NA,NA,5.921250069,1319.150013,0.528310866,2.490307048,0.004150022,0.026300706,6.88e-4,0.82045562,NA
NF,HBEF,WS6,unmanaged,2017,NA,1486.9,727.629,0.519166667,2.1825,0.003688426,0.012951409,6.52262e-4,0.916581234,NA,NA,NA,NA,5.451249848,1288.889999,0.4950172,2.233269207,0.003271862,0.017516512,6.52e-4,0.816768217,NA
NF,HBEF,WS6,unmanaged,2018,NA,1563,932.603,0.533333333,2.236666667,0.00336488,0.007529889,6.52262e-4,0.893492845,NA,NA,NA,NA,4.973333354,1318.959991,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS7,unmanaged,1965,-3.934930876,316.5,224.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS7,unmanaged,1966,3.070391705,1280.9,779.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS7,unmanaged,1967,3.516148233,1303.4,814.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS7,unmanaged,1968,4.028092943,1411.8,904.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS7,unmanaged,1969,3.957552483,1359,956.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS7,unmanaged,1970,3.477592166,1438,954.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS7,unmanaged,1971,3.215591398,1312.1,841.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS7,unmanaged,1972,3.652963169,1295.9,789.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS7,unmanaged,1973,3.64749744,1593.7,1106.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS7,unmanaged,1974,4.290168971,1857.4,1295.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS7,unmanaged,1975,3.708448541,1371.6,859.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS7,unmanaged,1976,4.244994438,1737.8,1219.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS7,unmanaged,1977,3.739509729,1422.1,928.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS7,unmanaged,1978,3.70093446,1565,1072.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS7,unmanaged,1979,3.478968254,1367.6,880.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS7,unmanaged,1980,4.27479916,1209.3,748.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.72631171,1021.649069,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS7,unmanaged,1981,3.683499744,1416.8,920.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.757719495,1392.579891,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS7,unmanaged,1982,3.183147721,1591.7,1096.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.39443306,1053.451162,NA,NA,NA,NA,NA,NA,130.0298
NF,HBEF,WS7,unmanaged,1983,4.701459293,1429.7,897.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.630249311,1583.045005,NA,NA,NA,NA,NA,NA,131.6334
NF,HBEF,WS7,unmanaged,1984,4.40778334,1682.5,1099.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.337844467,1313.258362,NA,NA,NA,NA,NA,NA,115.03425
NF,HBEF,WS7,unmanaged,1985,4.519278034,1213.3,726.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.45485633,1098.286156,NA,NA,NA,NA,NA,NA,109.46765
NF,HBEF,WS7,unmanaged,1986,2.768735881,1435.5,964.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.279810366,1277.673948,NA,NA,NA,NA,NA,NA,120.6828
NF,HBEF,WS7,unmanaged,1987,4.04109063,1386,905.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.870823512,1223.096158,NA,NA,NA,NA,NA,NA,117.1539
NF,HBEF,WS7,unmanaged,1988,4.534773205,1380.6,875.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.159263866,1102.917668,NA,NA,NA,NA,NA,NA,93.0501
NF,HBEF,WS7,unmanaged,1989,5.893556472,1258.8,735.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.921202505,1269.847905,NA,NA,NA,NA,NA,NA,122.54815
NF,HBEF,WS7,unmanaged,1990,4.502848182,1614.5,1144.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.969772943,1502.923485,NA,NA,NA,NA,NA,NA,132.582
NF,HBEF,WS7,unmanaged,1991,5.64516129,1672.2,1129.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.469682212,1224.794638,NA,NA,NA,NA,NA,NA,122.7246
NF,HBEF,WS7,unmanaged,1992,4.054335064,1376.3,859.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.012088749,1093.367571,NA,NA,NA,NA,NA,NA,123.8395
NF,HBEF,WS7,unmanaged,1993,3.583397337,1407.4,961.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.510437004,1131.885457,NA,NA,NA,NA,NA,NA,119.9907
NF,HBEF,WS7,unmanaged,1994,3.372139017,1435.3,968.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.349249831,1185.50523,NA,NA,NA,NA,NA,NA,135.32495
NF,HBEF,WS7,unmanaged,1995,5.276990527,1234.6,734.322,NA,NA,NA,NA,NA,NA,1.2710920000000001,10.643037,11.914129,8.32244,4.853137573,1211.044535,NA,NA,NA,NA,NA,NA,124.50215
NF,HBEF,WS7,unmanaged,1996,3.77183908,1828.8,1332.974,1.04,1.813333333,0.010353476,0.071891613,5.70729e-4,1.481829509,3.02277,22.092945,25.115715,24.15373,3.929993207,1578.306389,0.953716292,1.990216456,0.007742319,0.097571373,5.48e-4,1.384955667,132.46715
NF,HBEF,WS7,unmanaged,1997,4.080849974,1656.5,1155.64,0.956666667,1.8625,0.007053306,0.045631126,2.98954e-4,1.374454591,3.3192,21.389849,24.709049,25.23216,4.060096285,1231.504521,0.888461156,2.018347176,0.006409355,0.057095403,2.18e-4,1.297924927,138.3548
NF,HBEF,WS7,unmanaged,1998,5.753622632,1381.9,839.709,1.0025,1.768333333,0.010547604,0.059937915,2.71776e-4,1.364996697,3.091594,19.511316,22.60291,20.75851,5.21764815,1346.045114,0.947910312,1.818813839,0.00956,0.106241652,2.08e-4,1.303411848,152.90785
NF,HBEF,WS7,unmanaged,1999,5.171076549,1604.7,1068.378,1.0075,1.956666667,0.006859178,0.091751695,6.52262e-4,1.327721466,2.771235,19.853743,22.624978,21.85013,5.260691996,1300.560219,0.973002636,2.014737172,0.00667,0.104045798,0.00064899999999999995,1.290612832,157.05145
NF,HBEF,WS7,unmanaged,2000,4.969401187,1591.2,1052.368,1.009166667,1.830833333,0.005564993,0.111800023,0.001005571,1.335232147,4.346653,22.457032,26.803685,25.84263,5.306884514,1367.719426,0.953846706,1.971036054,0.006487408,0.161828721,0.00116,1.246416957,132.1591
NF,HBEF,WS7,unmanaged,2001,3.286200717,1183.2,720.642,1.021666667,1.8025,0.010288767,0.067976071,5.43552e-4,1.360267749,2.086341,15.629634,17.715975,14.85637,3.881521383,943.7825503,0.951141829,2.231226601,0.00604,0.113186416,7.22e-4,1.25857362,132.37645
NF,HBEF,WS7,unmanaged,2002,5.30203533,1291.4,770.664,1.0225,1.938333333,0.004076681,0.042600346,4.07664e-4,1.36694391,2.911723,18.378099,21.289822,18.18839,5.670503914,1259.439765,0.910552601,2.156036158,0.00396,0.085628414,4.11e-4,1.28066026,134.1432
NF,HBEF,WS7,unmanaged,2003,3.798342294,1179,691.439,1.001666667,1.8225,0.003882553,0.067147783,5.70729e-4,1.389754126,2.148697,14.107192,16.255889,15.54225,3.698439865,1384.985349,0.908696197,1.916395705,0.00388,0.12918415,4.95e-4,1.291261979,131.1227
NF,HBEF,WS7,unmanaged,2004,5.043885181,1696.8,1195.745,0.898333333,2.146666667,0.003882553,0.062611025,1.90243e-4,1.272086793,2.934738,16.912656,19.847394,20.41638,4.508202429,1146.039292,0.838726518,2.349648512,0.00388,0.070837016,1.82e-4,1.21569915,137.6526
NF,HBEF,WS7,unmanaged,2005,4.462109575,1446.2,957.332,0.9325,1.633333333,0.003882553,0.086085453,1.63066e-4,1.255118218,2.041182,13.914963,15.956145,17.61377,4.027349848,1634.647316,0.859026555,1.665786039,0.00388,0.159141796,1.02e-4,1.168157816,141.80805
NF,HBEF,WS7,unmanaged,2006,4.943567588,1927.9,1383.435,0.841666667,1.721666667,0.003882553,0.090396315,2.72e-5,1.162764661,2.756633,14.18652,16.943153,19.44499,5.661075603,1590.476058,0.794451362,1.903102914,0.00388,0.083217989,6.07e-5,1.127148691,140.06195
NF,HBEF,WS7,unmanaged,2007,3.289874552,1585.4,1048.799,0.861666667,1.715,0.003882553,0.118313377,NA,1.150525033,1.605458,10.843992,12.44945,15.36747,4.798299444,1358.073253,0.792026146,1.856428887,0.00388,0.156972157,NA,1.061626049,149.6381
NF,HBEF,WS7,unmanaged,2008,4.178831418,1558.1,991.343,0.868333333,1.579166667,0.003882553,0.055551754,2.72e-5,1.152194073,3.195236,15.230093,18.425329,20.23637,4.705106563,1630.765486,0.792364943,1.586597525,0.00388,0.086501744,3.52e-6,1.089865062,134.92785
NF,HBEF,WS7,unmanaged,2009,4.347279826,1796.9,1225.778,0.815,1.716666667,0.002717787,0.03077842,0.001114281,1.09155228,2.182074,12.661608,14.843682,16.4661,4.458851725,1402.245467,0.78591386,1.773001098,0.0027,0.038153043,0.00106,1.060462609,145.5865
NF,HBEF,WS7,unmanaged,2010,4.6062468,1521.6,1011.901,0.8075,1.745833333,0.002135404,0.021704904,0.0015763,1.028128753,1.317086,8.69984,10.016926,10.54235,5.331099799,1429.388729,0.778009963,1.796886632,0.002314308,0.027130766,0.00154,1.008393625,145.2138
NF,HBEF,WS7,unmanaged,2011,3.688805684,1760.8,1144.446,0.783333333,1.899166667,0.003235461,0.060107337,0.00135888,1.020896245,1.625561,11.212316,12.837877,12.66657,4.661114238,1560.849311,0.708102208,1.977304014,0.00417,0.088441173,0.00118,0.937671487,122.47005
NF,HBEF,WS7,unmanaged,2012,5.414868372,1720.2,1035.35,0.72,2.313333333,0.003494298,0.074075281,0.001141459,0.885982164,1.510097,9.96935,11.479447,9.03044,6.539224753,1258.035109,0.690687468,2.310379533,0.00374,0.082605623,9.67e-4,0.84287411,144.9582
NF,HBEF,WS7,unmanaged,2013,NA,1505.7,896.875,0.753333333,1.670833333,0.003947263,0.067147783,0.001005571,0.950518384,1.316034,9.290801,10.606835,7.51175,5.22809596,1318.033964,0.71817571,1.72134875,0.003289455,0.074433093,0.00111,0.921785647,133.85875
NF,HBEF,WS7,unmanaged,2014,NA,1463.2,907.244,0.813333333,1.774166667,0.00336488,0.123979619,7.33795e-4,0.893214671,1.955258,10.762767,12.718025,7.47704,3.920799417,1356.762317,0.754733842,1.851157175,0.00383,0.179373034,7.16e-4,0.816205674,114.57335
NF,HBEF,WS7,unmanaged,2015,NA,1426.6,822.957,0.8175,1.798333333,0.003882553,0.055231734,7.06617e-4,0.884591297,NA,NA,NA,NA,3.873124943,1258.172796,0.758621532,1.880924738,0.00436,0.076124088,6.9e-4,0.831981379,127.9329
NF,HBEF,WS7,unmanaged,2016,NA,1651,1004.992,0.721666667,2.05,0.003623717,0.045442879,6.52262e-4,0.839527212,NA,NA,NA,NA,5.936879874,1134.333614,0.696682451,2.062321302,0.00391,0.054922654,6.52e-4,0.821804302,NA
NF,HBEF,WS7,unmanaged,2017,NA,1540.8,829.867,0.736666667,2.060833333,0.003494298,0.037404722,6.52262e-4,0.859833868,NA,NA,NA,NA,5.46841089,1413.911515,0.621000944,2.166509694,0.003377339,0.056983468,6.52262e-4,0.755499137,NA
NF,HBEF,WS7,unmanaged,2018,NA,1742.9,1028.527,0.825,2.025,0.00330017,0.017111672,6.52262e-4,0.897109098,NA,NA,NA,NA,4.983905099,1379.202093,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS8,unmanaged,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS8,unmanaged,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS8,unmanaged,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS8,unmanaged,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS8,unmanaged,1969,NA,NA,896.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS8,unmanaged,1970,NA,1429.2,897.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS8,unmanaged,1971,NA,1315.1,807.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS8,unmanaged,1972,NA,1288.5,740.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS8,unmanaged,1973,NA,1581.6,1072.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS8,unmanaged,1974,NA,1866.5,1312.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS8,unmanaged,1975,NA,1393.7,850.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS8,unmanaged,1976,NA,1740.1,1220.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS8,unmanaged,1977,NA,1419.4,880.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS8,unmanaged,1978,NA,1568.1,994.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS8,unmanaged,1979,NA,1368.8,882.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS8,unmanaged,1980,NA,1207.3,728.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS8,unmanaged,1981,NA,1397.3,872.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.665833414,2839.608,NA,NA,NA,NA,NA,NA,NA
NF,HBEF,WS8,unmanaged,1982,NA,1601.3,1062.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.308333298,3139.392014,NA,NA,NA,NA,NA,NA,130.0298
NF,HBEF,WS8,unmanaged,1983,NA,1435.9,868.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.541666577,3248.256042,NA,NA,NA,NA,NA,NA,131.6334
NF,HBEF,WS8,unmanaged,1984,NA,1688.5,1085.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.251666716,3739.751981,NA,NA,NA,NA,NA,NA,115.03425
NF,HBEF,WS8,unmanaged,1985,NA,1216,686.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.36333326,2541.144003,NA,NA,NA,NA,NA,NA,109.46765
NF,HBEF,WS8,unmanaged,1986,NA,1448.9,943.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.194166637,2939.615955,NA,NA,NA,NA,NA,NA,120.6828
NF,HBEF,WS8,unmanaged,1987,NA,1365.7,876.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.783333361,2872.631994,NA,NA,NA,NA,NA,NA,117.1539
NF,HBEF,WS8,unmanaged,1988,NA,1362,835.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.072083334,2965.967963,NA,NA,NA,NA,NA,NA,93.0501
NF,HBEF,WS8,unmanaged,1989,NA,1248.8,725.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.830833263,2703.21601,NA,NA,NA,NA,NA,NA,122.54815
NF,HBEF,WS8,unmanaged,1990,NA,1612.7,1086.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.882500013,3326.73598,NA,NA,NA,NA,NA,NA,132.582
NF,HBEF,WS8,unmanaged,1991,NA,1690.1,1126.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.381250173,3366.672006,NA,NA,NA,NA,NA,NA,122.7246
NF,HBEF,WS8,unmanaged,1992,NA,1391.3,839.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.924999937,2916.983972,NA,NA,NA,NA,NA,NA,123.8395
NF,HBEF,WS8,unmanaged,1993,NA,1416.7,924.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.428750028,2727.936008,NA,NA,NA,NA,NA,NA,119.9907
NF,HBEF,WS8,unmanaged,1994,NA,1420.8,926.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.264166596,2950.823978,NA,NA,NA,NA,NA,NA,135.32495
NF,HBEF,WS8,unmanaged,1995,NA,1218.9,675.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.765833388,2552.928003,NA,NA,NA,NA,NA,NA,124.50215
NF,HBEF,WS8,unmanaged,1996,NA,1828.8,1332.691,0.883333333,2.936666667,0.010547604,0.074451775,8.96861e-4,1.420353196,2.98176,21.811245,24.793005,23.95298,3.842916886,3630.024033,0.811245473,3.365084975,0.008343498,0.088818619,8.72e-4,1.360969155,132.46715
NF,HBEF,WS8,unmanaged,1997,NA,1636,1110.836,0.806666667,3.559166667,0.006729759,0.062385128,5.97907e-4,1.312700104,3.252257,21.064321,24.316578,24.85753,3.970416735,3423.671988,0.735922981,3.987195734,0.00679,0.063746386,5.06e-4,1.269875643,138.3548
NF,HBEF,WS8,unmanaged,1998,NA,1378.7,822.506,0.8225,2.973333333,0.010806441,0.072324582,6.7944e-4,1.30991837,3.07911,19.5151,22.59421,20.75852,5.134999861,2974.343967,0.787673269,3.23774815,0.00999,0.103827289,6.1e-4,1.278210045,152.90785
NF,HBEF,WS8,unmanaged,1999,-2.225437788,1620.9,1052.269,0.831666667,3.614166667,0.004853192,0.088080874,8.15328e-4,1.294897009,2.757395,19.869064,22.626459,21.85925,5.168749983,3286.799954,0.794110964,3.964405708,0.005128089,0.09278497,8.06e-4,1.266581995,157.05145
NF,HBEF,WS8,unmanaged,2000,3.788289457,1588.5,1007.159,0.8675,2.95,0.005435575,0.131547157,8.42505e-4,1.30658029,4.327884,22.182644,26.510528,25.75121,5.219999932,3489.791995,0.800080166,3.306721342,0.005295636,0.156525864,6e-4,1.267609016,132.1591
