solute,WaterYear,NE_BBWM_EB,SE_CWT_CWT18,GL_DOR_HP3,GL_DOR_HP3A,GL_DOR_HP5,GL_DOR_HP6,GL_DOR_HP6A,GL_ELA_EIF,GL_ELA_NEIF,GL_ELA_NWIF,NE_HBEF_WS6,NE_HBEF_WS7,NE_HBEF_WS8,NE_HBEF_WS9,WC_HJA_HJA08,WC_HJA_HJA09,GL_MEF_S2,GL_MEF_S5,SE_SEF_WS80,NE_SLP_SLPW9,GL_TLW_C32,GL_TLW_C35,GL_TLW_C38
DOC,2010,0.001722187,0.081407448,0.760370076,0.19087529,0.959384423,0.211458996,0.086837917,1.666397519,2.862571429,1.512432102,0.013313221,0.002311698,0.005463902,0.013189667,0.079518068,0.12455125,1.245072347,0.921681042,8.360730471,0.629884626,0.016390175,0.038592088,0.398664672
DOC,2011,0.001674078,0.130424715,0.503289935,0.411833522,NA,NA,0.175928334,2.63281788,3.757753564,2.757688263,0.015494582,0.002223484,0.005132981,0.012271493,0.062348312,0.117268538,NA,NA,11.00363813,0.445629967,NA,NA,NA
DOC,2012,0.001685929,0.115840083,NA,NA,NA,NA,0.290688977,2.225555556,4.051608347,2.300845687,0.015085946,0.002993762,0.006382442,0.013380168,0.047822652,0.067708592,0.01572133,0.209830431,2.400655973,0.800550128,NA,NA,NA
DOC,2013,0.001498265,0.019928724,NA,NA,NA,NA,0.280580789,2.528315294,6.169104816,2.28256138,0.021254076,0.002496132,0.006234497,0.015958345,0.088612956,0.098088583,NA,NA,10.89390521,0.549262946,NA,NA,NA
DOC,2014,NA,0.047689817,NA,NA,NA,NA,0.215665344,1.54987471,2.74895709,1.175247942,0.017119665,0.002620213,0.006552629,0.014600811,0.05975345,0.066700367,NA,NA,15.05995074,0.564867189,NA,NA,NA
DOC,2015,NA,0.113736175,NA,NA,NA,NA,NA,2.104958639,5.38981295,1.897488372,0.026063,0.002927921,0.006517749,0.016759936,0.044811179,0.053443126,NA,NA,8.356778788,0.98040911100000006,NA,NA,NA
DOC,2016,NA,0.095867195,NA,NA,NA,NA,NA,3.062357841,5.272028964,2.326301554,0.014394146,0.001448772,0.003168403,0.007682716,0.116438004,0.119165921,0.035384856,0.0532726,10.25517231,1.359154593,NA,NA,NA
DOC,2017,NA,0.178259601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077576242,0.171148791,11.83571647,3.99963095,6.192301144,0.551608123,NA,NA,NA
DOC,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057323158,0.136668811,NA,NA,3.252773161,0.662505013,NA,NA,NA
DOC,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOC,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NH4N,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NH4N,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NH4N,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NH4N,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NH4N,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004400071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NH4N,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006296449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NH4N,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003907289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NH4N,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00106214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NH4N,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.73797e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NH4N,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002701188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NH4N,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002170012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NH4N,1972,NA,NA,NA,NA,NA,NA,NA,0.001962789,0.001290593,0.001051405,7.1856e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NH4N,1973,NA,NA,NA,NA,NA,NA,NA,0.001483552,0.001564531,0.001112884,0.001712202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NH4N,1974,NA,NA,NA,NA,NA,NA,NA,0.004164496,0.004273792,0.003362307,0.003736648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NH4N,1975,NA,NA,NA,NA,NA,NA,NA,0.006799118,0.004224676,0.002473163,0.00244797,1.05361e-4,1.3322e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NH4N,1976,NA,NA,NA,NA,NA,NA,NA,0.00331703,0.005999811,0.001354976,0.0011074050000000001,1.55218e-4,2.11932e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NH4N,1977,NA,NA,NA,NA,NA,NA,NA,0.007863062,0.005799607,0.006288965,8.99122e-4,5.81e-5,6.2e-5,NA,NA,NA,NA,NA,5.44952e-4,NA,NA,NA,NA
NH4N,1978,NA,NA,NA,NA,NA,NA,NA,0.003090455,0.002899702,0.002499163,7.85955e-4,2.85591e-4,5.6537e-4,NA,NA,NA,NA,NA,0.005116198,NA,NA,NA,NA
NH4N,1979,NA,NA,NA,NA,NA,NA,NA,0.003049588,0.001112873,0.001167241,0.001980646,9.76e-7,1.16e-6,NA,NA,NA,NA,NA,0.005086162,NA,NA,NA,NA
NH4N,1980,NA,NA,NA,NA,NA,NA,NA,0.001786608,0.004448165,0.002010362,0.002163,NA,NA,NA,NA,NA,NA,NA,0.004267921,NA,NA,NA,NA
NH4N,1981,NA,NA,NA,NA,NA,NA,NA,2.54618e-4,0.00197914,0.002033441,0.002347389,NA,NA,NA,NA,NA,NA,NA,0.004140575,NA,1.60481e-4,1.63118e-4,0.00598243
NH4N,1982,NA,NA,NA,NA,NA,NA,NA,NA,0.001533039,0.002085192,0.002062976,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.39197e-4,4.15138e-4,0.005065317
NH4N,1983,NA,NA,NA,NA,NA,NA,NA,0.002022834,0.003055738,0.003317973,0.002116854,NA,NA,NA,NA,NA,0.017970334,NA,NA,NA,1.79106e-4,2.87035e-4,0.002188014
NH4N,1984,NA,NA,NA,NA,NA,NA,NA,7.03015e-5,8.44422e-5,1.68755e-5,0.002443074,NA,NA,NA,NA,NA,0.004831572,NA,NA,NA,3.37819e-4,6.66917e-4,0.008622203
NH4N,1985,NA,NA,NA,NA,NA,3.282300089,3.807772005,0.009263534,0.007568814,0.007369987,0.001374029,NA,NA,NA,NA,NA,0.009947573,NA,NA,NA,2.0611e-4,2.86819e-4,0.00420246
NH4N,1986,NA,NA,NA,NA,NA,2.671254797,3.201736149,0.00122413,0.003629872,0.001349793,0.002748382,NA,NA,NA,NA,NA,0.006915935,NA,NA,NA,2.49621e-4,2.70441e-4,0.00609996
NH4N,1987,NA,NA,NA,NA,NA,2.960202501,3.356912736,0.001986981,0.004606992,0.002309689,0.004871425,NA,NA,NA,NA,NA,0.011096455,NA,NA,NA,2.44315e-4,3.60458e-4,NA
NH4N,1988,NA,NA,NA,NA,NA,1.829090573,2.265535906,NA,2.65895e-5,NA,0.002822917,NA,NA,NA,NA,NA,0.01091699,NA,NA,NA,2.46451e-4,3.06944e-4,0.00469146
NH4N,1989,0.018546507,NA,NA,NA,NA,2.488490117,3.07286795,0.005472877,0.004972213,0.004579512,0.002458866,NA,NA,NA,NA,NA,0.003375628,0.001468803,NA,NA,2.81727e-4,2.99663e-4,0.002798838
NH4N,1990,0.004555149,NA,NA,NA,NA,2.45276805,3.250147948,0.010916584,0.002045534,0.007417356,0.001991898,9.67e-6,NA,NA,NA,NA,0.011882785,1.82159e-4,0.002427114,NA,6.9667e-4,6.99654e-4,0.004319341
NH4N,1991,0.005178098,NA,NA,NA,NA,2.243386601,2.679640534,0.014750989,0.007786523,0.009945269,0.003541183,4.66e-6,NA,NA,NA,NA,0.011030524,0.002499485,0.003152885,NA,2.04043e-4,2.57036e-4,0.001816915
NH4N,1992,0.003922628,NA,NA,NA,NA,2.462675726,3.071611545,0.007805051,0.005666627,0.006090761,0.002978682,NA,NA,NA,NA,NA,0.010081643,0.003906204,1.65025e-5,0.009069381,1.77044e-4,3.25943e-4,0.002867493
NH4N,1993,0.001368883,NA,NA,NA,NA,0.794414231,0.838330394,0.004764663,0.00373382,0.003472339,0.004536967,NA,NA,NA,NA,NA,0.001996241,0.001207424,NA,0.008317366,2.1517e-4,1.81797e-4,0.001891508
NH4N,1994,2.6601e-4,NA,NA,NA,NA,1.181938,1.579551438,5.42176e-5,1.05302e-4,4.98403e-5,0.001034234,NA,NA,NA,NA,NA,1.78832e-4,0.001557011,NA,0.004786692,3.96646e-4,2.91994e-4,0.002889286
NH4N,1995,0.005065602,NA,NA,2.2211e-4,NA,0.779614201,0.830917523,0.001565129,0.001055853,0.001676284,0.001736814,1.14e-5,1.46e-5,NA,NA,NA,0.002609987,7.3182e-4,NA,0.020367144,3.73533e-4,3.88551e-4,0.002279149
NH4N,1996,0.008572577,NA,0.001938547,NA,0.002392153,0.609093049,0.69222738,0.007248916,0.004719669,0.005873058,8.72376e-4,9.2e-5,1.10185e-4,1.04453e-4,NA,NA,0.005560214,0.002410377,NA,0.007340739,4.59642e-4,3.59278e-4,0.00265474
NH4N,1997,7.21104e-4,NA,0.003405528,NA,0.006026463,0.75346922,0.773205594,9.318e-4,0.001261316,6.58036e-4,0.001220733,1.82799e-4,2.41808e-4,2.08678e-4,NA,NA,0.00512164,0.005364072,NA,0.004952484,2.21868e-4,2.52118e-4,0.002115079
NH4N,1998,0.003053671,NA,0.003757498,NA,0.006088296,1.029297774,1.172146742,0.001400363,0.001035524,0.001015432,0.003022369,1.54446e-4,2.28897e-4,2.23381e-4,NA,NA,0.005093453,0.003370731,NA,0.006484888,1.68261e-4,3.30594e-4,0.00969482
NH4N,1999,0.013393995,NA,0.001236834,NA,0.003168144,1.124569963,1.437633673,0.001381497,0.0012295,0.00112331,0.001216619,8.88e-5,8.16e-5,2.59446e-4,NA,NA,0.007632847,0.002473238,NA,0.00532156,1.59328e-4,2.02912e-4,0.003763524
NH4N,2000,0.017354218,NA,6.98815e-4,4.51331e-4,0.002178369,0.800342728,0.874106302,0.003556622,0.004290049,0.003388491,0.001213763,9.69e-5,8.07e-5,2.87423e-4,NA,NA,0.007044516,0.003068109,NA,0.002484918,1.28936e-4,1.57177e-4,0.001833585
NH4N,2001,0.004023708,NA,7.15525e-4,4.1961e-4,0.002194802,0.717325705,0.69430983,0.002258065,0.00214379,0.002266121,0.00131343,1.16211e-4,1.2748e-4,2.3623e-4,NA,NA,0.008407667,0.007047913,NA,0.01119165,1.79102e-4,1.94015e-4,0.003440789
NH4N,2002,0.010763556,NA,4.93693e-4,NA,8.31948e-4,0.419519029,0.378558105,0.002014153,0.002761334,0.00182951,7.14286e-4,8.01e-5,1.13049e-4,4.51426e-4,NA,NA,0.006948756,0.00375087,NA,0.003255288,1.06968e-4,1.47226e-4,0.001773433
NH4N,2003,0.001445577,7.92577e-4,0.001516431,0.001109597,0.004103604,1.09222156,1.116246381,0.002498009,0.004789427,0.001757521,6.2426e-4,8.1e-5,1.242e-4,1.99376e-4,NA,NA,0.010621863,0.006673124,0.038623329,0.004784502,1.85001e-4,2.86076e-4,0.002414908
NH4N,2004,NA,4.82166e-4,0.001648071,NA,0.004113897,1.242565732,1.216416984,0.005454183,0.001591871,8.3935e-4,8.15244e-4,7.72e-5,1.32546e-4,4.18931e-4,NA,NA,0.005465965,0.001600382,0.043478087,0.008842534,3.53993e-4,2.93312e-4,0.002906992
NH4N,2005,NA,9.70288e-4,0.001056448,9.33365e-4,0.003318705,0.870237687,0.964769798,0.00118541,0.00179555,0.001274386,5.81361e-4,7.79e-5,1.00848e-4,1.51224e-4,NA,NA,0.013424069,0.01256114,0.058211212,0.024370398,2.5479e-4,1.55009e-4,0.003709802
NH4N,2006,6.31099e-4,9.65494e-4,0.001447256,0.001180567,0.002002535,0.961645666,1.004382918,0.001741467,0.001740004,0.00107098,4.09398e-4,5.09e-5,6.37e-5,7.85e-5,NA,NA,0.015605159,0.003802102,0.026646225,6.83454e-4,7.38691e-5,5.22934e-5,4.14442e-4
NH4N,2007,NA,7.61126e-4,0.001798729,NA,0.003632892,1.088635918,1.339723789,0.001985479,0.002961034,0.00197466,5.38897e-4,6.06e-5,7.91e-5,1.32415e-4,NA,NA,0.020420548,0.004059732,0.017630842,7.02789e-4,3.62945e-5,2.34614e-5,1.03905e-4
NH4N,2008,0.002125576,4.60402e-4,0.001012831,7.7031e-4,0.002098697,0.679625062,0.746410695,0.001018769,0.005404938,0.003473958,6.93063e-4,4.99e-5,6.21e-5,5.97e-5,NA,NA,0.005372785,0.001048495,0.059815596,0.002022202,2.00304e-5,5.32369e-5,2.97178e-4
NH4N,2009,NA,5.40423e-4,0.001577213,5.65779e-4,0.001700254,0.950032164,0.917948946,0.001478285,0.001852691,0.001149441,5.22587e-4,3.31e-5,4.16e-5,1.05066e-4,NA,NA,0.007017721,8.22168e-4,0.111056693,0.009877958,NA,8.82539e-6,2.92126e-6
NH4N,2010,NA,4.8301e-4,6.10826e-4,NA,5.60756e-4,0.648941551,0.634378687,0.00231949,0.004857154,0.00359209,5.54432e-4,3.09e-5,4.38e-5,1.14776e-4,NA,NA,0.004466226,0.001166015,0.031739955,0.002617616,4.01758e-5,5.81591e-5,6.35992e-5
NH4N,2011,NA,5.32444e-4,NA,NA,NA,NA,1.046355382,0.002472832,0.002626852,0.002109647,6.48725e-4,1.38523e-4,8.83e-5,7.57e-5,NA,NA,0.012138362,0.002592612,0.054631485,0.001086005,NA,NA,NA
NH4N,2012,NA,0.001004695,NA,NA,NA,NA,1.161784171,0.002310359,0.002447317,9.81096e-4,3.86926e-4,5.46e-5,9.03e-5,NA,NA,NA,0.011599264,0.002758931,0.129556028,0.001958669,NA,NA,NA
NH4N,2013,NA,3.4111e-4,NA,NA,NA,NA,1.339212554,0.002810969,0.004038186,0.001812889,6.70372e-4,4.46e-5,5.67e-5,NA,NA,NA,0.00832288,0.027031974,0.07356341,0.001447408,NA,NA,NA
NH4N,2014,NA,2.81114e-4,NA,NA,NA,NA,1.195295023,9.03827e-4,0.00130167,6.43781e-4,2.67849e-4,1.49074e-4,7.97e-5,NA,NA,NA,0.007359761,0.0029459,0.080744767,0.00299069,NA,NA,NA
NH4N,2015,NA,3.61266e-4,NA,NA,NA,NA,NA,0.001351915,0.002464227,0.00132559,2.68462e-4,4.8e-5,5.48e-5,NA,NA,NA,0.025659458,0.003909718,0.031251348,0.00281022,NA,NA,NA
NH4N,2016,NA,2.91146e-4,NA,NA,NA,NA,NA,0.001251503,0.001481441,9.25225e-4,3.60134e-4,5.61e-5,6.71e-5,NA,NA,NA,0.010372157,0.005803618,0.04941727,0.002775934,NA,NA,NA
NH4N,2017,NA,3.89903e-4,NA,NA,NA,NA,NA,NA,NA,NA,2.87055e-4,5.06e-5,8.35e-5,NA,NA,NA,0.007704491,0.003879107,0.027194769,0.003811864,NA,NA,NA
NH4N,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019929293,0.005179972,NA,NA,NA
NH4N,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NH4N,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018804252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017601388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029180214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016872804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027794819,NA,NA,NA,NA,3.27e-5,NA,NA,NA,NA,NA,NA,NA
NO3N,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052936795,NA,NA,NA,NA,9.38e-6,NA,NA,NA,NA,NA,NA,NA
NO3N,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072832507,NA,NA,NA,NA,1.1e-6,NA,NA,NA,NA,NA,NA,NA
NO3N,1972,NA,NA,NA,NA,NA,NA,NA,9.49039e-4,1.58172e-4,0.195583782,0.047208324,NA,NA,NA,1.57e-5,1.41808e-4,NA,NA,NA,NA,NA,NA,NA
NO3N,1973,NA,NA,NA,NA,NA,NA,NA,7.56271e-4,2.45688e-4,0.166293858,0.046065192,NA,NA,NA,4.23e-5,8.95e-5,NA,NA,NA,NA,NA,NA,NA
NO3N,1974,NA,NA,NA,NA,NA,NA,NA,0.00178924,3.17999e-4,0.291518791,0.074487837,NA,NA,NA,3.81e-5,6.11e-5,NA,NA,NA,NA,NA,NA,NA
NO3N,1975,NA,NA,NA,NA,NA,NA,NA,0.01552627,9.95841e-4,0.303488332,0.096215211,0.005263743,0.007903235,NA,2.45e-7,1.17976e-4,NA,NA,NA,NA,NA,NA,NA
NO3N,1976,NA,NA,NA,NA,NA,NA,NA,0.006484657,4.36754e-4,0.213804933,0.040627844,0.005670222,0.007653411,NA,2.94449e-4,4.17898e-4,NA,NA,NA,NA,NA,NA,NA
NO3N,1977,NA,NA,NA,NA,NA,NA,NA,0.006635211,4.79528e-4,0.339401719,0.088872708,0.001537662,0.002138413,NA,2.90076e-4,4.73e-5,NA,NA,4.97686e-4,NA,NA,NA,NA
NO3N,1978,NA,NA,NA,NA,NA,NA,NA,0.001283802,7.17802e-5,0.294497425,0.028847589,0.004270553,0.005210177,NA,3.23493e-4,1.8882e-4,NA,NA,0.003402157,NA,NA,NA,NA
NO3N,1979,NA,NA,NA,NA,NA,NA,NA,0.001948951,4.04561e-5,0.083327212,0.047475633,1.08e-5,2.54e-5,NA,1.22477e-4,1.05352e-4,NA,NA,0.001377932,NA,NA,NA,NA
NO3N,1980,NA,NA,NA,NA,NA,NA,NA,0.00118724,5.06003e-4,0.459026079,0.067353695,NA,NA,NA,1.64582e-4,9.35e-5,NA,NA,0.001350633,NA,NA,NA,NA
NO3N,1981,NA,NA,NA,NA,NA,NA,NA,1.20979e-4,2.06476e-4,0.324648184,0.053498716,NA,NA,NA,7.91e-6,2.3075e-4,NA,NA,0.002663468,NA,0.002867638,0.002320822,0.025017694
NO3N,1982,NA,NA,NA,NA,NA,NA,NA,NA,1.56162e-4,0.288542617,0.023306698,NA,NA,NA,1.21373e-4,1.137e-4,NA,NA,NA,NA,0.003530279,0.004277925,0.013086438
NO3N,1983,NA,NA,NA,NA,NA,NA,NA,7.25367e-4,1.29072e-4,0.345364161,0.033068312,NA,NA,NA,1.34736e-4,1.31518e-4,0.001594172,NA,NA,NA,0.002913318,0.003643492,0.01127973
NO3N,1984,NA,NA,NA,NA,NA,NA,NA,5.96443e-5,1.43492e-6,0.004876033,0.01042443,NA,NA,NA,4.41877e-4,1.46344e-4,0.001587681,NA,NA,NA,0.004379767,0.005902013,0.02637903
NO3N,1985,NA,NA,NA,NA,NA,NA,NA,0.008627489,2.73696e-4,0.568853015,0.021457938,NA,NA,NA,1.19001e-4,7.47e-5,7.32749e-4,NA,NA,NA,0.002831163,0.003429125,0.022568185
NO3N,1986,NA,NA,NA,NA,NA,NA,NA,3.1936e-4,3.23865e-4,0.097967216,0.026048808,NA,NA,NA,8.95974e-4,9.55638e-4,0.002145751,NA,NA,NA,0.004111079,0.005259142,0.017359993
NO3N,1987,NA,NA,NA,NA,NA,NA,NA,0.002990787,0.002054211,0.154535921,0.083956827,NA,NA,NA,2.28632e-4,3.45552e-4,NA,NA,NA,NA,0.003782711,0.004773983,NA
NO3N,1988,NA,NA,NA,NA,NA,NA,NA,NA,2.00542e-6,NA,0.021104783,NA,NA,NA,1.14977e-4,3.13046e-4,NA,NA,NA,NA,0.002724855,0.003871004,0.020427168
NO3N,1989,0.245081367,NA,NA,NA,NA,NA,NA,0.01557634,3.67888e-4,1.218485888,0.036227034,NA,NA,NA,9.48e-5,1.49386e-4,0.001590695,6.91095e-4,NA,NA,0.003352943,0.003661988,0.005265765
NO3N,1990,0.130760351,NA,NA,NA,NA,NA,NA,0.015587886,5.2241e-5,0.816531464,0.050350084,4.08258e-4,NA,NA,9.09e-5,7.41e-5,0.013791882,1.32118e-4,4.59921e-4,NA,0.004842901,0.004855663,0.015028345
NO3N,1991,0.196588284,NA,NA,NA,NA,NA,NA,0.038332023,1.80021e-4,0.908334717,0.026269679,7.69e-5,NA,NA,9.82e-5,1.84329e-4,0.001133879,0.002785751,8.59697e-4,NA,0.006247837,0.00465387,0.018371154
NO3N,1992,0.07350818,NA,NA,NA,NA,NA,NA,0.006610787,9.64725e-5,0.397640326,0.018351845,NA,NA,NA,3.30463e-4,9.83e-5,8.3318e-4,9.28582e-4,6.27401e-6,0.126789243,0.002318675,0.003597106,0.016844775
NO3N,1993,0.044127471,NA,NA,NA,NA,NA,NA,0.004062494,6.53197e-5,0.303256318,0.015606556,NA,NA,NA,1.13148e-4,4.55e-5,NA,NA,NA,0.085406105,0.003026785,0.003023514,0.011225774
NO3N,1994,0.020808754,NA,NA,NA,NA,NA,NA,3.72913e-5,8.6691e-7,0.006491111,0.004429522,NA,NA,NA,3.04785e-4,2.59e-5,NA,NA,NA,0.075793922,0.00375938,0.003888136,0.009848902
NO3N,1995,0.028298428,NA,NA,0.008199583,NA,0.00103927,NA,0.001429394,1.86727e-5,0.102603687,0.013164369,1.32e-5,2.12e-6,NA,3.79e-5,3.87e-5,0.003264894,0.00101305,NA,0.161575031,0.006133619,0.00596928,0.006329101
NO3N,1996,0.012358508,NA,0.007364097,NA,0.008487632,0.003848021,0.00103374,0.004447714,9.77562e-5,0.532386095,0.018996132,0.001651356,0.001669374,5.33235e-4,1.74598e-4,1.94956e-4,0.002864538,0.002806175,NA,0.06336864,0.00545369,0.006133851,0.015836892
NO3N,1997,0.03766221,NA,0.015236897,NA,0.021093329,0.005926273,0.001950416,8.83331e-4,4.69602e-5,0.077652095,0.008709947,0.001718284,0.002267858,0.001021101,1.58532e-4,3.21e-5,5.60887e-4,9.7124e-4,NA,0.085754452,0.003852943,0.004141019,0.014559819
NO3N,1998,0.009958587,NA,0.032666944,NA,0.042178831,0.006820296,0.004121427,0.001332767,1.07678e-5,0.161507371,0.016158428,0.002482549,0.003235323,0.001454229,3.69976e-4,4.27e-5,7.79659e-4,9.71581e-4,NA,0.055182233,0.008928806,0.009771838,0.0631343
NO3N,1999,0.053116805,NA,0.015357873,NA,0.017357333,0.002656663,0.001500005,8.67188e-4,8.29797e-6,0.120394236,0.061108912,0.001804763,0.002241341,0.003426014,4.36e-5,2.49e-5,0.002181945,0.001972324,NA,0.083660676,0.005254654,0.005245792,0.019548938
NO3N,2000,0.02008493,NA,0.00511987,0.008990496,0.00602691,0.001283496,5.30969e-4,0.001124357,6.07735e-5,0.214123973,0.042077794,0.002557429,0.003418971,0.005170127,7.2e-5,2.81e-5,6.51579e-4,0.001374566,NA,0.063071998,0.006407262,0.005618066,0.009512079
NO3N,2001,0.011774923,NA,0.005201721,0.011089167,0.005918464,0.00182966,5.57477e-4,0.001300861,4.97446e-5,0.170677056,0.029338506,0.003196409,0.004521178,0.006792336,4.71e-5,3.13e-5,7.31747e-4,0.001238882,NA,0.134874363,0.00575533,0.005418815,0.024177189
NO3N,2002,0.014605996,NA,0.002028878,NA,0.003008651,0.00108147,3.78218e-4,9.77797e-4,7.56378e-5,0.115523694,0.008294169,0.002528273,0.003021923,0.002341325,5.85e-6,4.32e-6,0.019020818,0.017553924,NA,0.084375218,0.002569253,0.002667452,0.01762744
NO3N,2003,0.009645706,4.73626e-4,0.010672247,0.023928881,0.013326777,0.002286599,0.001489612,0.002764379,3.28882e-4,0.103213986,0.008124378,0.00287973,0.003071382,0.002889683,1.25e-5,2.04e-5,0.001131251,0.002343198,0.06808818,0.07568201,0.003653536,0.004814715,0.014739736
NO3N,2004,0.003459262,4.6607e-4,0.01883902,NA,0.011746822,0.002546389,0.001407903,0.002210982,7.61123e-5,0.114111243,0.010048736,0.001238682,0.001493644,0.00203194,4.2e-5,7.82e-6,5.40915e-4,4.77175e-4,0.058383713,0.091294826,0.004115519,0.003071114,0.010145663
NO3N,2005,0.007406171,0.001091448,0.004353632,0.011735803,0.005256482,0.001403467,0.001410688,5.72181e-4,4.2253e-5,0.148855605,0.005904939,0.003814343,0.002854525,0.003601266,9.96e-5,9.27e-5,6.7352e-4,7.22078e-4,0.087632868,0.054868876,0.004943187,0.004307929,0.015670507
NO3N,2006,0.009216433,0.001002096,0.006591366,0.01367996,0.005755581,0.0016075,0.001043247,0.001507573,1.86524e-4,0.121265734,0.003255739,0.001171335,0.001247431,0.001761504,4.29e-5,2.05e-5,0.001042661,0.001105204,0.018916778,0.020758139,7.88806e-4,7.82292e-4,0.001053207
NO3N,2007,0.026324187,0.001142963,0.009850461,NA,0.007278276,0.002106167,0.001801099,7.79474e-5,4.19399e-4,0.164888089,0.009783089,0.003345202,0.003690265,0.002596797,1e-5,1.53e-5,0.002474104,0.002797801,0.017296,0.065556094,2.90258e-4,5.14963e-4,1.24339e-4
NO3N,2008,0.007395172,9.20159e-4,0.005951351,0.011172953,0.00619664,0.001095167,8.00649e-4,2.12968e-4,2.03274e-5,0.070747141,0.003688543,0.001321733,0.00130358,8.71689e-4,8.87e-6,3.88e-6,8.50012e-4,0.001043537,0.009087881,0.040157747,3.98257e-4,4.55295e-4,6.69959e-5
NO3N,2009,NA,0.001843238,0.007055759,0.007770472,0.003609983,0.00198398,6.6659e-4,3.73447e-4,4.92341e-5,0.099462217,0.002731923,5.88931e-4,8.45271e-4,6.43792e-4,1.81e-5,7.93e-6,0.002028105,0.001173611,0.035847494,0.036934354,NA,2.74991e-4,1.117e-4
