region,site,catchment,type,Year,Month,WaterYear,WaterYearMonth,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH4NmgL,StrNO3NmgL,StrTDPmgL,StrSO4SmgL,depNH4Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWADOCmgL,FWANH4NmgL,FWANO3NmgL,FWATDPmgL,FWASO4SmgL
NE,BBWM,EB,managed,1980,10,1981,198110,4.510870426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.735000134,123.3199997,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1980,11,1981,198111,-0.04608998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.324999988,145.2599945,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1980,12,1981,198112,-9.426722987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.4549999239999991,75.25,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1981,1,1981,19811,-11.58383103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.30500031,56.54000092,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1981,2,1981,19812,-1.416697636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.950000048,93.55000305,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1981,3,1981,19813,-0.079254819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.370000005,57.15999985,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1981,4,1981,19814,5.43140374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.364999771,118.3399963,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1981,5,1981,19815,11.45040404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.01500034,96.19999695,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1981,6,1981,19816,15.2978041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.075000760000002,110.8700027,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1981,7,1981,19817,18.07222406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.99500084,129.4600067,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1981,8,1981,19818,16.69267823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.84000015,111.5500031,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1981,9,1981,19819,12.24803236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.73999977,175.5899963,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1981,10,1982,198210,6.300099574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.454999924,148.7599945,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1981,11,1982,198211,1.10297416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.659999967,102.8399963,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1981,12,1982,198212,-3.306555994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.289999962,180.3999939,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1982,1,1982,19821,-12.56205444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.97000027,129.4499969,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1982,2,1982,19822,-8.766511764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.100000381,90.56999969,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1982,3,1982,19823,-2.00225811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.3099999430000002,86.83000183,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1982,4,1982,19824,2.70993604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.345000029,128.0800018,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1982,5,1982,19825,10.70628537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.18500042,25.049999239999998,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1982,6,1982,19826,13.76859844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.28999996,121.7200012,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1982,7,1982,19827,18.46518561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.31999969,77.23999786,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1982,8,1982,19828,15.43018476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.30999947,100.9499969,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1982,9,1982,19829,13.50941104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.84000015,83.19000244,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1982,10,1983,198310,7.32848829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.840000153,41.77000046,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1982,11,1983,198311,2.4680278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2300000190000002,141.7400055,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1982,12,1983,198312,-2.896872684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.545000076,62.81000137,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1983,1,1983,19831,-7.0355102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.65500021,96.97000122,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1983,2,1983,19832,-5.563696036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.5399999619999996,85.48000336,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1983,3,1983,19833,0.079601974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,153.9400024,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1983,4,1983,19834,5.77698694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.349999905,227.9100037,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1983,5,1983,19835,9.435431026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.779999733,163.7100067,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1983,6,1983,19836,16.23951832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.799999239999998,41.45999908,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1983,7,1983,19837,18.89159068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.30500031,125.0299988,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1983,8,1983,19838,17.73778871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.54500008,90.72000122,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1983,9,1983,19839,14.93494174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.18999958,69.61000061,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1983,10,1984,198410,7.295044755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4600000380000004,73.91000366,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1983,11,1984,198411,2.26067788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4800000190000002,279.2200012,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1983,12,1984,198412,-5.087424258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.795000076,195.9199982,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1984,1,1984,19841,-9.644105968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.654999733,83.19000244,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1984,2,1984,19842,-1.967949655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.200000048,153.6399994,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1984,3,1984,19843,-4.03395289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.885000229,159.0299988,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1984,4,1984,19844,4.87847062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.735000134,90.80000305,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1984,5,1984,19845,9.14280009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.225000380000001,182.1199951,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1984,6,1984,19846,15.01269796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.55000019,175.25,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1984,7,1984,19847,18.1558329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.375,100.3099976,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1984,8,1984,19848,18.364855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.51000023,50.91999817,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1984,9,1984,19849,11.7987742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.43999958,53.27000046,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1984,10,1985,198510,8.131133142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.199999809,56.77999878,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1984,11,1985,198511,2.71857562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.390000105,64.91000366,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1984,12,1985,198512,-3.365082181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.444999933,112.3899994,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1985,1,1985,19851,-10.65577292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.48499966,27,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1985,2,1985,19852,-4.76762045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.324999809,78.88999939,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1985,3,1985,19853,-1.266500329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.840000033,95.91999817,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1985,4,1985,19854,3.91947724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.230000019,39.70000076,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1985,5,1985,19855,10.08757997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.57499981,100.5899963,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1985,6,1985,19856,13.79451718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.41499996,117.5,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1985,7,1985,19857,18.59059886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.325000760000002,67.16000366,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1985,8,1985,19858,17.00203093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.39999962,117.6200027,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1985,9,1985,19859,14.14010038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.01000023,79.69999695,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1985,10,1986,198610,8.156215794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.809999943,72.94000244,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1985,11,1986,198611,1.29304492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.034999967,140.8999939,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1985,12,1986,198612,-6.809766335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.764999866,72.97000122,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1986,1,1986,19861,-6.249587116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.7550001139999996,155.8699951,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1986,2,1986,19862,-7.285440907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.675000191,48.27999878,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1986,3,1986,19863,-1.149447955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.695000052,125.5400009,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1986,4,1986,19864,6.7878178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.545000076,100.8300018,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1986,5,1986,19865,11.1076078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.850000380000001,102.4599991,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1986,6,1986,19866,15.10773334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.52999973,70.41000366,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1986,7,1986,19867,17.12744419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.38999939,137.3099976,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1986,8,1986,19868,16.97694828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.83499908,128.9700012,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1986,9,1986,19869,12.41218438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.600000380000001,86.41999817,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1986,10,1987,198710,6.902083213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.934999943,43.15999985,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1986,11,1987,198711,0.33405154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36500001,128.5500031,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1986,12,1987,198712,-4.008870239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,97.02999878,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1987,1,1987,19871,-8.298003665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.965000153,119.6399994,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1987,2,1987,19872,-7.155847207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,28.64999962,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1987,3,1987,19873,-0.764847297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.215000033,104.2200012,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1987,4,1987,19874,6.32128048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3699998860000004,94.16999817,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1987,5,1987,19875,10.84005952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.93000031,83.31999969,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1987,6,1987,19876,15.53971234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.90499973,108.7200012,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1987,7,1987,19877,17.0187527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.25499916,52.38999939,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1987,8,1987,19878,16.05725105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.34499931,50.56999969,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1987,9,1987,19879,11.98020538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.03499985,184.5700073,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1987,10,1988,198810,6.408791065,15,NA,NA,NA,NA,NA,NA,NA,0,0.07,0.07,0.22,7.519999981,91.95999908,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1987,11,1988,198811,0.0489454,70,NA,NA,NA,NA,NA,NA,NA,0.07,0.16,0.23,0.32,0.550000012,79.76000214,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1987,12,1988,198812,-4.259696755,189,NA,NA,NA,NA,NA,NA,NA,0.07,0.28,0.35,0.3,-4.360000134,117.25,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1988,1,1988,19881,-8.423416923,71.1,NA,NA,NA,NA,NA,NA,NA,0.03,0.13,0.16,0.16,-8.675000191,76.23000336,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1988,2,1988,19882,-6.633322855,112,NA,NA,NA,NA,NA,NA,NA,0.06,0.28,0.34,0.4,-6.1649999619999996,114.2399979,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1988,3,1988,19883,-1.876844852,81.5,715.171226,NA,NA,NA,NA,NA,NA,0.03,0.36,0.39,0.36,-2.0250000950000002,54.29000092,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1988,4,1988,19884,4.48104994,68.8,112.5889189,NA,NA,NA,NA,NA,NA,0.05,0.08,0.13,0.21,4.550000191,91.08000183,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1988,5,1988,19885,11.47548669,103,77.90963162,NA,NA,NA,NA,NA,NA,0.06,0.24,0.3,0.53,11.60499954,67.59999847,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1988,6,1988,19886,14.65847518,35.7,6.175763482,NA,NA,NA,NA,NA,NA,0.02,0.26,0.28,0.72,15.73499966,57,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1988,7,1988,19887,18.85814715,116,0.950117459,NA,NA,NA,NA,NA,NA,0.03,0.39,0.42,1.03,19.78000069,103.9899979,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1988,8,1988,19888,17.67926252,132,3.325411106,NA,NA,NA,NA,NA,NA,0.06,0.23,0.29,0.68,19.15500069,128.5899963,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1988,9,1988,19889,12.81824464,46.7,2.850352376,NA,NA,NA,NA,NA,NA,0.04,0.08,0.12,0.24,12.67000008,61.75999832,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1988,10,1989,198910,6.300099574,125,67.96116505,1.883428571,2.7192,0.0206,0.1236,NA,3.766857143,0.1,0.23,0.33,0.54,5.909999847,124.1900024,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1988,11,1989,198911,3.68620858,251,174.7572816,1.670888889,2.897733333,0.008011111,0.104144444,NA,3.515733333,0.12,0.43,0.55,0.68,3.0599999430000002,204.7299957,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1988,12,1989,198912,-5.806460271,30,29.12621359,1.648,1.4832,0,0.1442,NA,3.405866667,0.02,0.12,0.14,0.12,-6.554999828,41.72999954,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1989,1,1989,19891,-5.9987606,81.1,9.708737864,2.678,1.854,0,0.2884,NA,4.944,0.12,0.38,0.5,0.42,-6.554999828,55.77999878,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1989,2,1989,19892,-7.701992086,83,38.83495146,1.6995,3.09,0,0.4326,NA,3.0488,0.05,0.19,0.24,0.26,-7.545000076,79.72000122,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1989,3,1989,19893,-3.323277761,55.1,77.66990291,1.72525,1.9776,0,0.32445,NA,3.2136,0.08,0.15,0.23,0.32,-3.424999952,77.91999817,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1989,4,1989,19894,3.1591942,133,155.3398058,1.5965,2.603325,0.0270375,0.39655,NA,3.296,0.12,0.36,0.48,0.51,3.075000048,97.93000031,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1989,5,1989,19895,12.01894414,312,330.0970874,1.466235294,3.271764706,0.012723529,0.347776471,NA,3.305694118,0.34,0.41,0.75,1.24,12.55000019,211.0099945,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1989,6,1989,19896,15.7297831,120,67.96116505,1.442,2.065885714,0,0.0412,NA,3.484342857,0.07,0.18,0.25,0.41,16.22999954,104.9700012,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1989,7,1989,19897,17.87156285,29.6,0,0,0,0,0,NA,0,0.11,0.11,0.22,0.3,18.625,61.15000153,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1989,8,1989,19898,16.65087381,113,0,0,0,0,0,NA,0,0.18,0.41,0.59,1.13,17.40500069,116.1500015,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1989,9,1989,19899,12.93919876,105,0,0,0,0,0,NA,0,0.12,0.25,0.37,0.58,13.34000015,113.9000015,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1989,10,1990,199010,8.2565464,119,48.54368932,1.9364,2.12592,0,0,NA,4.08704,0.07,0.11,0.18,0.26,7.9949998860000004,89.09999847,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1989,11,1990,199011,0.57595978,239,145.631068,1.716666667,2.7192,0.009613333,0.05768,NA,3.69152,0.25,0.61,0.86,0.98,0.300000012,183.1100006,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1989,12,1990,199012,-12.34467146,51,19.41747573,1.957,1.854,0,0.1442,NA,3.9552,0.03,0.13,0.16,0.09,-13.54500008,67.36000061,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1990,1,1990,19901,-3.967065819,140,67.96116505,1.854,2.242457143,0,0.4326,NA,3.6256,0.13,0.45,0.58,0.6,-4.09499979,130.2700043,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1990,2,1990,19902,-7.128077129,52,48.54368932,1.8128,1.82928,0,0.34608,NA,3.49376,0.05,0.19,0.24,0.23,-7.09499979,61.75999832,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1990,3,1990,19903,-1.500605077,59,116.5048544,1.648,2.4411,0,0.348483333,NA,3.570666667,0.15,0.21,0.36,0.45,-1.519999981,58.29000092,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1990,4,1990,19904,4.9303081,142,155.3398058,1.454875,2.294325,0,0.2163,NA,3.4196,0.18,0.35,0.53,0.77,4.784999847,114.8600006,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1990,5,1990,19905,9.259852465,155,165.0485437,0.545294118,0.814305882,0,0.135717647,NA,3.606211765,0.08,0.19,0.27,0.52,9.5450000760000009,183.1600037,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1990,6,1990,19906,14.88310426,113,29.12621359,0.892666667,1.3184,0,0.048066667,NA,3.515733333,0.14,0.24,0.38,0.55,15.96500015,100.5899963,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1990,7,1990,19907,18.38993765,78,0,0,0,0,0,NA,0,0.06,0.18,0.24,0.44,19.549999239999998,97.97000122,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1990,8,1990,19908,18.34813323,113,9.708737864,1.03,2.2248,0,0,NA,2.3072,0.03,0.1,0.13,0.3,19.52000046,98.77999878,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1990,9,1990,19909,12.4467427,126,19.41747573,1.545,1.9776,0,0,NA,3.296,0.2,0.26,0.46,0.91,12.98499966,107.4100037,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1990,10,1991,199110,8.348516123,146,106.7961165,1.685454545,2.685490909,0.013109091,0.026218182,NA,3.745454545,0.12,0.31,0.43,0.69,9.119999886,171.6000061,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1990,11,1991,199111,2.39891116,114,106.7961165,1.610545455,2.258509091,0,0.117981818,NA,3.445818182,0.09,0.21,0.3,0.34,2.339999914,125.8499985,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1990,12,1991,199112,-2.144393135,163,194.1747573,1.5244,2.45964,0,0.25235,NA,3.19712,0.08,0.24,0.32,0.46,-2.0199999809999998,183.6000061,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1991,1,1991,19911,-9.150813819,94,38.83495146,1.5965,1.6068,0,0.2163,NA,3.296,0.04,0.15,0.19,0.16,-9.085000038,94.83999634,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1991,2,1991,19912,-4.582486593,71,19.41747573,1.957,1.6068,0,0.3605,NA,3.9552,0.09,0.21,0.3,0.36,-4.784999847,36.88999939,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1991,3,1991,19913,-0.079254819,168,213.592233,1.479454545,1.932654545,0,0.399827273,NA,3.191127273,0.11,0.22,0.33,0.42,-0.289999992,158.4700012,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1991,4,1991,19914,5.71650988,116,155.3398058,1.31325,1.8231,0,0.2163,NA,3.3166,0.32,0.26,0.58,0.63,5.570000172,103.25,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1991,5,1991,19915,12.18616182,104,67.96116505,1.236,1.906971429,0,0.0618,NA,3.248914286,0.11,0.19,0.3,0.47,12.63500023,100.5899963,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1991,6,1991,19916,16.20496,64,9.708737864,0.824,1.1124,0,0,NA,2.3072,0.07,0.11,0.18,0.25,16.81999969,56.86999893,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1991,7,1991,19917,18.52371179,78,0,0,0,0,0,NA,0,0.15,0.19,0.34,0.54,19.26000023,64.94000244,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1991,8,1991,19918,18.33977235,182,9.708737864,0.824,1.1124,0,0,NA,1.9776,0.06,0.18,0.24,0.46,19.10499954,204.4600067,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1991,9,1991,19919,12.03204286,59,38.83495146,1.4935,2.9973,0,0,NA,3.4608,0.06,0.14,0.2,0.32,12.52000046,150.8000031,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1991,10,1992,199210,8.315072587,231,106.7961165,1.498181818,2.303454545,0.013109091,0,NA,3.505745455,0.13,0.31,0.44,0.76,8.5450000760000009,111.0699997,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1991,11,1992,199211,2.58034234,88,97.08737864,1.442,1.7304,0,0,NA,3.39488,0.05,0.12,0.17,0.18,2.430000067,101.1699982,NA,NA,NA,NA,NA,NA
NE,BBWM,EB,managed,1991,12,1992,199212,-7.328141135,65,58.25242718,1.442,1.442,0,0.024033333,NA,3.186133333,0.07,0.24,0.31,0.2,-6.6199998860000004,81.33000183,NA,NA,NA,NA,NA,NA
