WaterYear,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH3NmgL,StrNO3NmgL,StrTDPmgL,StrSO4SmgL,depNH3Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWADOCmgL,FWANH3NmgL,FWANO3NmgL,FWATDPmgL,FWASO4SmgL,iNDVI
1964,8.257923497,2096.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1965,9.686849315,2543,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1966,9.844383562,1708.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1967,10.30465753,2040.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1968,9.739344262,2095.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1969,9.199452055,2523.3,1690.04006,3.18,N/A,0.003,N/A,0.038,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.205710048,N/A,0.000189739,2.00E-05,0.002510815,N/A,N/A
1970,9.919178082,2153.8,1335.313939,3.76,N/A,0.003,N/A,0.039,0.73,N/A,N/A,N/A,N/A,N/A,N/A,0.320223096,N/A,0.000284565,1.35E-05,0.003121571,N/A,N/A
1971,8.721369863,2714,1709.396607,3.53,N/A,N/A,N/A,0.08,0.44,N/A,N/A,N/A,N/A,N/A,N/A,0.243166683,N/A,N/A,8.56E-07,0.0044554,0.028305246,N/A
1972,9.084699454,3074,2265.81939,3.07,N/A,N/A,0.002,0.048,0.13,N/A,N/A,N/A,N/A,N/A,N/A,0.500698671,N/A,1.74E-06,0.000299667,0.006838215,0.023039115,N/A
1973,9.550410959,1670.3,799.18315,2.98,N/A,N/A,0.002,0.052,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.113632162,N/A,8.64E-06,7.70E-05,0.001821183,N/A,N/A
