WaterYear,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH3NmgL,StrNO3NmgL,StrTDPmgL,StrSO4SmgL,depNH3Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWADOCmgL,FWANH3NmgL,FWANO3NmgL,FWATDPmgL,FWASO4SmgL,iNDVI
1974,9.404657534,3032.2,2289.877156,3.45,N/A,N/A,0.031,0.056,N/A,N/A,9.5328,1.116,N/A,N/A,N/A,0.158532283,N/A,N/A,0.000639953,0.002221215,N/A,N/A
1975,8.969589041,2330.2,1510.194468,2.9,N/A,N/A,0.005,0.049,N/A,N/A,8.8914,N/A,N/A,N/A,N/A,0.11646787,N/A,N/A,0.000500842,0.003042041,N/A,N/A
1976,8.656557377,2523.4,1947.095968,3.69,N/A,N/A,0.02,0.062,N/A,N/A,10.7488,N/A,N/A,N/A,N/A,0.32500733,N/A,N/A,0.001574104,0.007098858,N/A,N/A
1977,9.31260274,1309.3,716.4800826,4.58,N/A,N/A,0.05,0.045,N/A,N/A,6.549333333,N/A,N/A,N/A,N/A,0.268774397,N/A,N/A,0.003345486,0.002718188,N/A,N/A
1978,9.530410959,2410.6,1833.067435,3.23,N/A,0.008,0.04,0.059,0.2,N/A,5.134363636,N/A,N/A,N/A,N/A,0.345581304,N/A,N/A,0.006111158,0.007359107,N/A,N/A
1979,8.782739726,1845,1366.03976,3.82,N/A,0.019,0.037,0.052,0.23,5.884,3.947142857,10.249,111.1114286,N/A,N/A,0.169584562,N/A,0.000593307,0.001180995,0.002325906,0.010048286,N/A
1980,9.07295082,2011.1,1308.209976,3.48,N/A,0.011,0.014,0.055,0.24,14.15325,10.52025,24.6735,148.8,N/A,N/A,0.205365688,N/A,0.00066979,0.000873453,0.003319668,1.76E-05,N/A
1981,9.81260274,2181.8,1362.273988,3.54,N/A,0.012,0.008,0.058,N/A,7.0884,4.6128,11.7012,N/A,9.905416568,1760.38001,0.213017167,N/A,0.000963447,0.000497491,0.00334459,N/A,N/A
1982,8.649863014,2757.5,2084.030948,3.16,N/A,0.006,0.005,0.064,N/A,32.51552727,9.325054545,41.85749091,N/A,8.769166624,2236.870026,0.329740925,N/A,0.000613609,0.000614253,0.006034816,N/A,N/A
1983,9.201369863,2602.5,1932.752455,3.15,N/A,0.013,0.005,0.058,N/A,6.342,16.509,22.851,N/A,9.289166689,2146.260023,0.1185907,N/A,0.000430646,0.000144976,0.002156381,N/A,111.3494
1984,8.936885246,2696,2040.400763,3.09,N/A,0.006,0.004,0.052,0.31,1.792363636,11.77254545,13.56490909,295.2,9.058750021,2144.310009,0.156361691,N/A,0.000321605,0.00021737,0.002631079,0.001264533,111.0202
1985,8.647123288,2079.7,1405.760259,3.01,N/A,0.021,0.003,0.061,N/A,8.1528,11.13555556,18.75422222,N/A,8.70374988,1682.190016,0.090843741,N/A,0.000913561,0.000102904,0.001714715,N/A,12.4192
1986,9.088219178,2378.6,1635.136544,3.51,N/A,0.008,0.003,0.058,N/A,9.141090909,18.47109091,27.61218182,N/A,9.151249955,1863.810012,0.236874477,N/A,0.001200657,0.000331974,0.003057972,N/A,136.2662
1987,9.893972603,1714.1,1182.308467,3.58,N/A,0.005,0.004,0.06,N/A,3.9615,13.3585,17.32,N/A,10.29583327,1393.829985,0.142907368,N/A,0.000203136,0.000199262,0.002455023,N/A,133.2067
1988,9.457650273,1960.4,1163.455622,3.55,N/A,0.013,0.004,0.052,N/A,5.8838,13.272,19.1558,N/A,9.76666673,1644.99,0.137027172,N/A,0.00043741,0.000108914,0.001863625,N/A,132.3397
1989,8.813150685,2270.4,1496.642487,3.2,N/A,0.012,0.007,0.053,0.3,3.243033333,6.716533333,9.959566667,6.886,9.352083258,1790.709966,0.309807843,N/A,0.001461769,0.000536099,0.005163902,0.03063721,191.0053
1990,9.543835616,1964,1212.242756,3.39,N/A,0.013,0.003,0.047,0.27,2.21285,7.9294,10.14225,13.9265,9.845833401,1596.150012,0.086347052,N/A,0.000291175,6.60E-05,0.001160962,0.006926791,140.3812
1991,8.876986301,1928.1,1189.696096,3.48,N/A,0.009,0.002,0.046,0.13,3.963,7.732916667,11.69591667,11.15333333,9.010833412,1636.889991,0.308108266,N/A,0.000765262,0.00016619,0.004485907,0.01101129,N/A
1992,10.65765027,1710.7,918.6564616,3.54,N/A,0.009,0.001,0.043,0.13,1.83738,6.050890909,7.2552,13.60527273,11.20875009,1489.439967,0.277448825,N/A,0.000777128,7.45E-05,0.003252063,0.011403916,233.58395
1993,8.260547945,2513.3,1718.103455,3.52,N/A,0.006,0.001,0.046,0.13,1.737345455,4.901690909,6.639036364,14.52418182,8.804583219,1974.949991,0.177505514,N/A,0.000299539,3.76E-05,0.002343948,0.006367583,105.5303
1994,9.260164835,1562.6,769.8245205,3.79,N/A,0.005,0.001,0.041,0.15,1.301566667,3.930333333,5.2319,10.536,9.909166614,1210.61,0.140770525,N/A,0.000159215,2.05E-05,0.001375604,0.007446643,130.69445
1995,8.716568047,2478.2,1600.30915,3.63,N/A,0.006,0.001,0.045,0.1,1.9086,4.9496,6.8582,18.91966667,9.232083321,1984.959972,0.10727364,N/A,0.00014672,2.33E-05,0.001054392,0.003499153,140.9121
1996,9.175354108,3070.1,2358.356639,3.62,N/A,0.016,0.003,0.046,0.16,2.834716667,3.361583333,6.1963,22.60733333,9.799166679,2483.430009,0.376063993,N/A,0.001663599,0.000292434,0.005456323,0.0207871,N/A
1997,10.15047022,3309.4,2372.244422,3.35,N/A,0.008,0.002,0.046,0.1,1.4918,3.64985,5.14165,19.11,9.570000132,2662.279964,0.126865382,N/A,0.000291248,0.000106509,0.00167213,0.004033184,234.7587
1998,9.952959502,2035.4,1262.876798,3.84,N/A,0.012,0.006,0.043,0.11,3.921836364,4.257327273,8.179163636,14.09127273,9.959583322,1670.970002,0.146466734,N/A,0.000482422,0.000323432,0.001630947,0.004269055,145.0196
1999,6.4590301,2887.3,2021.93169,3.41,N/A,0.006,0.001,0.043,0.1,10.48570909,3.419927273,13.90563636,16.83618182,8.592499996,2281.760019,0.216213388,N/A,0.000473706,8.70E-05,0.002510979,0.006567019,144.5673
2000,13.41871658,2333,1578.79388,3.49,N/A,0.01,0.003,0.041,0.11,1.6284,2.141727273,3.770127273,16.9092,9.73999994,1807.260007,0.221946462,N/A,0.000588405,0.000154158,0.002622892,0.006994926,0.4039
2001,9.18021978,1301.1,550.6422034,4.34,N/A,0.008,0.005,0.034,0.13,1.393666667,2.559833333,3.9535,9.28,9.436249892,1104.840008,0.281641765,N/A,0.000676439,0.000170841,0.002389511,0.008210568,108.7962
2002,9.250684932,2270.3,1490.070375,3.68,1,0.006,0.001,0.04,0.11,1.350416667,2.4765,3.826916667,12.16490909,9.409166634,1837.430007,0.225640745,0.034079648,0.000238688,4.05E-05,0.00248383,0.006566006,158.0864
2003,10.26034483,2029.5,1284.392068,3.81,1.39,0.01,0.001,0.038,0.11,1.411309091,3.896181818,5.307490909,13.4784,10.28708345,1666.070024,0.170217749,0.059029842,0.000355793,7.19E-05,0.001665758,0.005185068,104.5802
2004,10.46876712,2327.3,1293.218846,3.74,1.1,0.012,0.001,0.042,0.14,1.770436364,5.723181818,7.507254545,15.42818182,9.979999801,1812.09999,0.124894465,0.034429112,0.000387139,2.30E-05,0.001391628,0.004749054,N/A
2005,8.473410405,1603.8,872.1959507,4.37,1.32,0.008,0.001,0.04,0.12,2.199218182,5.999563636,8.198781818,12.95563636,9.880416791,1318.209984,0.359476116,0.112261915,0.000656986,0.000108022,0.003309435,0.009688695,143.9706
2006,8.756145251,2470.4,1599.301746,3.68,1.12,0.012,0.001,0.044,0.1,2.176,6.03405,8.21005,10.88181818,9.684166749,2015.96999,0.155734661,0.049426939,0.000409961,4.14E-05,0.001867196,0.004690223,151.468
2007,7.95260274,2280.5,1381.150819,3.61,1.03,0.003,0.001,0.048,0.11,1.00145,3.96895,4.9704,15.01283333,9.524999986,1819.849966,0.182416901,0.054782397,0.000141138,2.66E-05,0.002357803,0.005811886,132.6365
2008,7.542076503,2399,1561.596056,3.84,0.97,0.005,0.001,0.048,0.12,1.92885,6.25205,8.1809,17.6755,8.67666673,1945.239979,0.125398357,0.033155979,0.000150419,2.68E-05,0.001492742,0.003967744,117.2426
2009,7.805830904,2209.3,1372.132155,3.81,1,0.006,0.001,0.048,0.11,5.586,11.295,16.881,32.495,9.670416916,1669.180041,0.178104919,0.050849561,0.000243593,2.20E-05,0.002124777,0.005601336,47.5999
2010,8.009302326,2185.7,1182.884127,4.09,1.07,0.006,N/A,0.042,0.12,7.067,14.837,21.904,29.628,9.141250059,1834.72998,0.213989375,0.064324357,0.000252778,2.80E-06,0.002258517,0.007066267,N/A
2011,7.556868132,2521.4,1763.604534,3.84,0.96,0.013,0.001,0.036,0.11,5.64,14.07436364,19.71436364,35.10727273,8.717083365,2076.68998,0.254390496,0.06793654,0.000675371,2.85E-05,0.002280659,0.007405579,0.41735
2012,8.090710383,2493.55,1587.212899,3.72,0.97,0.007,0.002,0.033,0.11,8.453454545,13.05272727,21.50618182,27.126,9.290000002,1913.579999,0.161612893,0.03752739,0.000393937,5.92E-05,0.001391746,0.004797425,134.3239
2013,8.328176796,2400.5,1242.656761,4.05,0.98,0.006,0.001,0.034,0.12,4.570333333,11.71316667,16.2835,22.845,9.73875005,1910.149994,0.158057057,0.044457227,0.000255366,2.19E-05,0.00113716,0.00481084,192.1003
2014,8.71260274,2128.1,1328.573927,3.94,0.91,0.005,0.001,0.036,0.11,7.121,11.572,18.693,25.06,10.04541669,1728.580002,0.133381838,0.032962268,0.000168947,1.65E-05,0.001082686,0.003840946,139.7386
2015,9.459452055,1833.3,912.7079811,4.16,1.13,0.01,0.001,0.037,0.12,2.93,10.8605,13.7905,13.56,11.34958323,1498.459994,0.087393829,0.02613634,0.00015647,1.22E-05,0.000702039,0.002560706,181.4613
2016,9.523353293,2331.2,1420.79936,3.77,1.03,0.004,0.001,0.036,0.11,1.869454545,8.594,10.46345455,21.24,10.42291659,1833.539965,0.188330717,0.063091922,0.00031029,3.41E-05,0.001772482,0.006269942,N/A
2017,9.602739726,2754.8,1666.366067,3.93,0.93,0.003,0.001,0.037,0.11,3.1476,14.796,17.9436,28.692,9.610416626,2267.059999,0.32802614,0.084988125,0.000240914,6.54E-05,0.002892174,0.009334562,N/A
2018,9.250958904,1838.1,1132.921688,4.11,0.98,0.008,N/A,0.038,0.11,14.7818,10.5022,25.284,21.63,9.972916663,1407.270004,0.249199289,0.068342896,0.000477103,1.66E-05,0.002428493,0.007036817,N/A
