Water Year,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrTOCTCICmgL,StrNH4NmgL,StrNO3NO2NmgL,StrTPmgL,StrSO4SmgL,depNH4Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWATOCTCICmgL,FWANH4NmgL,FWANO3NO2NmgL,FWATPmgL,FWASO4SmgL,iNDVI
1996,1.770491803,804.4,165.6778,3.208333333,39.8,0.027083333,0.05625,0.0415625,0.05119875,0.141373185,0.172703662,0.314076847,0.176454176,2.051249981,710.3999958,0.123908798,1.678802167,0.002805546,0.001306042,0.001922835,0.010803539,109.5049
1997,2.973972603,868.3,189.9125,3.377272727,41.51363636,0.058181818,0.012272727,0.060454545,0.049798636,0.138815632,0.171394611,0.310210243,0.16151509,3.079999864,677.8400078,0.146834894,1.858395191,0.004374912,0.000626529,0.002353238,0.00968086,120.6326
1998,6.098630137,738.3,91.9739,3.247826087,40.00869565,0.07826087,0.014782609,0.027391304,0.045316957,0.234237673,0.171661057,0.40589873,0.223025679,6.318750024,642.1500092,0.160202309,2.395968707,0.003058655,0.000747115,0.001187701,0.004993225,129.94755
1999,4.832876712,986.7,228.2466,3.208333333,39.59583333,0.07875,0.070416667,0.05,0.06257625,0.280997034,0.230731241,0.511728275,0.262226868,5.140416572,900.3799992,0.206009475,2.750855539,0.004550383,0.001999103,0.002266009,0.015321405,113.7036
2000,5.06420765,616.3,70.4964,2.938095238,40.7,0.063809524,0.013333333,0.067619048,0.112427143,0.204558764,0.159937287,0.364496051,0.174763095,5.573750029,609.9099936,0.12350785,2.032196427,0.003238239,0.000640502,0.003524382,0.004714501,120.1343
2001,3.612328767,869.9,204.7719,4.331578947,49.64210526,0.110526316,0.014736842,0.063684211,0.060465789,0.155915309,0.157110102,0.313025411,0.167026316,3.998333285,755.5899997,0.773128025,2.786178031,0.005018822,0.006086471,0.002951153,0.037672385,122.2388
2002,4.706849315,832.9,256.4845,3.228571429,54.1952381,0.112380952,0.078571429,0.087619048,0.0999,0.284785971,0.192696198,0.477482169,0.205876277,5.150416692,668.5099916,0.063999428,1.144607979,0.002786029,0.008736906,0.002124449,0.002471126,107.6211
2003,3.887671233,627,42.622,2.733333333,51.22857143,0.111428571,0.01,0.117380952,0.245944286,0.200628873,0.137435604,0.338064476,0.150830445,4.35041672,515.5300007,0.210206352,4.669215229,0.008549298,0.000888436,0.011099908,0.034220262,116.19055
2004,3.416666667,825.5,108.1022,2.547368421,56.66315789,0.101842105,0.01,0.047894737,0.147221053,0.259186449,0.169771667,0.428958115,0.22590819,3.791666567,673.9899998,0.138696263,3.250794237,0.002608406,0.00054431,0.001542113,0.008249308,129.6053
2005,4.645205479,680.9,252.472,2.566666667,45.24666667,0.072666667,0.119333333,0.053333333,0.30636,0.190186946,0.138167823,0.328354768,0.165510167,4.92833322,639.989996,0.06873526,N/A,0.001973826,0.006450674,0.001090953,0.015170178,121.20515
2006,5.516438356,634.1,71.4314,3.111111111,56.67777778,0.175555556,0.126666667,0.068333333,0.4144,0.241575878,0.161893484,0.403469361,0.183288523,5.80583331,553.9900007,0.125474539,2.44352442,0.008176425,0.004670489,0.002661555,0.041309386,110.9386
2007,5.25890411,724.8,67.4131,3.477777778,64.63333333,0.374444444,0.057777778,0.057222222,1.2395,0.271520717,0.150655691,0.422176408,0.191558919,5.340416764,651.5200028,0.22420858,N/A,0.021545435,0.003508669,0.002374674,0.092323329,119.398
2008,2.734972678,678.9,118.8557,3.707692308,69.34615385,0.242307692,0.04,0.037692308,0.535361538,0.233110175,0.139148847,0.372259022,0.168091659,3.252500037,627.1300054,0.243941054,N/A,0.02603517,0.00849317,0.003963252,0.099904861,108.81845
2009,2.02739726,722.5,104.7069,2.957142857,55.62857143,0.098571429,0.037142857,0.045714286,0.6327,0.170288634,0.109587927,0.279876561,0.130607708,2.851666858,624.2299957,0.145773611,N/A,0.003380467,0.001103757,0.001667,0.026625382,109.30635
2010,4.584931507,798.8,86.1398,4.258928571,67.61,0.190588235,0.128235294,0.052857143,0.26862,0.203926661,0.114559886,0.318486547,0.131298636,5.662499944,724.319994,0.153810435,1.346289044,0.007828379,0.006843414,0.001824396,0.008734616,144.57885
2011,2.806849315,787.2,140.4955,3.86,N/A,0.285,0.2525,0.075,0.1153845,0.250928874,0.172180575,0.423109449,0.147237155,4.234583139,623.1599913,0.136932991,N/A,0.008383703,0.009946929,0.002433944,0.004710028,121.1926
2012,4.909836066,710.6,104.9591,3.216666667,59.5,0.289166667,0.1225,0.112916667,0.11211,0.270554012,0.1365431,0.407097112,0.122088827,6.520000021,736.2999945,0.157297507,0.317491957,0.00788442,0.00076821,0.002299583,0.008091617,136.29925
2013,3.25890411,749.1,102.4077,3.981818182,N/A,0.416363636,0.370909091,0.104545455,0.145309091,0.239984331,0.122233353,0.362217684,0.114515937,3.806666672,663.4000053,0.155035665,N/A,0.018450534,0.000941573,0.004032508,0.021734272,124.68415
2014,1.006849315,815.2,169.6486,3.846666667,N/A,0.362,0.13,0.089,0.120324,0.261662393,0.135041474,0.396703867,0.128169115,1.994583269,708.1700001,0.11401896,N/A,0.005277507,0.001248927,0.001304796,0.010180104,108.97675
2015,3.279452055,958.1,101.9875,3.842857143,N/A,0.243571429,0.225,0.076071429,0.071595,0.220007043,0.097713157,0.3177202,0.07905412,4.37166662,615.890008,0.247162315,N/A,0.021334509,0.002258652,0.002949652,0.003876772,145.867
2016,4.653005464,858,161.7851,3.785714286,71.9,0.114285714,0.01952381,0.050714286,0.0555,0.291620145,0.11711593,0.408736075,0.091844101,6.111666863,778.100008,0.27725037,0.075927318,0.013061166,0.001778998,0.005239696,0.009934024,N/A
2017,N/A,694.2,N/A,3.4,60.45,0.075,0.0175,0.09,0.041625,0.237957061,0.110082523,0.348039584,0.084997586,5.367499848,755.0899925,0.256382025,4.813737885,0.00491637,0.001855764,0.007605218,0.000185744,N/A
