Year,Month,WaterYear,WaterYearMonth,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH4NmgL,StrNO3NmgL,StrPO4PmgL,StrSO4SmgL,depNH4Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,FWACamgL,FWADOCmgL,FWANH4NmgL,FWANO3NmgL,FWAPO4PmgL,FWASO4SmgL
2005,11,2005,200511,21.9,388.41,268.9707,6.676,0.003052,0.00364,0.056672,0.005994,1.094,7.50E-06,3.52E-05,4.27E-05,0.000335345,4.52E-07,2.03E-10,2.41E-10,4.11E-09,4.44E-10,7.40E-08
2005,12,2005,200512,21.225,230.26,201.5564,6.555,0.00098,0.0033875,0.0571925,0.005545,1.09,8.52E-06,3.27E-05,4.13E-05,0.000203737,6.66E-07,9.44E-11,3.73E-10,6.44E-09,5.69E-10,1.06E-07
2006,1,2006,20061,20.44,422.76,277.346,6.59,0.001176,0.007902,0.070654,0.010105,1.042,2.38E-05,7.02E-05,9.40E-05,0.000713244,4.94E-07,7.55E-11,4.77E-10,5.10E-09,6.64E-10,7.69E-08
2006,2,2006,20062,20.65,119.36,141.1444,6.7225,0.00076,0.00351,0.067635,0.0079775,1.1575,4.52E-06,1.90E-05,2.36E-05,0.000139103,1.55E-06,1.52E-10,7.83E-10,1.46E-08,1.66E-09,2.52E-07
2006,3,2006,20063,20.625,132.35,93.8947,6.8475,0.0014,0.00458,0.073075,0.0030375,1.1725,1.58E-05,3.16E-05,4.75E-05,0.000103134,2.31E-06,3.25E-10,1.16E-09,2.28E-08,7.27E-10,4.04E-07
2006,4,2006,20064,21.25,673.78,316.6733,7.62,0.0008525,0.0025,0.0413975,0.0040925,1.25,6.05E-05,0.000133309,0.000193829,0.000403533,6.04E-07,7.03E-11,2.04E-10,3.42E-09,3.37E-10,1.02E-07
2006,5,2006,20065,21.5,152.23,178.2154,7.54,0.001216,0.003372,0.053144,0.002884,1.106,0.000108752,8.21E-05,0.000190866,0.00023376,1.20E-06,1.61E-10,4.75E-10,9.58E-09,3.97E-10,1.63E-07
2006,6,2006,20066,21.925,340.11,266.74644,7.8975,0.001503333,0.0025,0.037105,0.0041425,1.205,3.19E-05,5.80E-05,8.99E-05,0.000294217,3.54E-07,3.51E-11,6.91E-11,1.70E-09,2.05E-10,5.19E-08
2006,7,2006,20067,22.775,505.21,360.4125,6.79,0.000715,0.005285,0.08075,0.0066025,1.1375,3.47E-05,0.000101338,0.000136026,0.000433699,2.35E-07,2.43E-11,2.00E-10,2.80E-09,2.43E-10,4.00E-08
2006,8,2006,20068,22.74,327.9,282.1515,7.598,0.001112,0.009208,0.06637,0.00422,1.19,2.71E-05,7.80E-05,0.000105108,0.000309696,4.46E-07,4.94E-11,3.34E-10,3.61E-09,1.53E-10,7.01E-08
2006,9,2006,20069,22.8,279.08,211.8539,8.0475,0.0013825,0.0040975,0.0225775,0.002725,1.105,1.29E-05,4.91E-05,6.20E-05,0.000211177,6.43E-07,9.89E-11,2.94E-10,2.42E-09,2.55E-10,8.81E-08
2006,10,2006,200610,22.48,246.73,215.1491,7.992,0.001418,0.005108,0.050994,0.003108,1.064,1.24E-05,4.39E-05,5.63E-05,0.000236628,1.06E-06,1.44E-10,7.46E-10,7.24E-09,4.02E-10,1.41E-07
2006,11,2006,200611,22.075,232.92,206.9111,7.3425,0.0013425,0.0032975,0.082225,0.0028875,1.1075,2.24E-06,2.72E-05,2.94E-05,0.000109053,7.82E-07,1.05E-10,2.78E-10,6.90E-09,2.33E-10,1.14E-07
2006,12,2006,200612,21.5,363.26,202.6548,8.3275,0.0012,0.006165,0.073165,0.0066675,1.14,8.41E-06,5.41E-05,6.25E-05,0.000410059,8.60E-07,9.83E-11,6.81E-10,7.34E-09,7.54E-10,1.17E-07
2007,1,2007,20071,20.88,209.26,168.9219063,7.676,0.001366,0.006182,0.085406,0.008208,1.13,5.78E-06,2.17E-05,2.75E-05,0.000191135,1.02E-06,1.34E-10,6.59E-10,1.10E-08,1.06E-09,1.46E-07
2007,2,2007,20072,20.4,112.77,79.87808889,8.185,0.001315,0.0051825,0.1027225,0.006255,1.39,1.32E-05,1.70E-05,3.02E-05,0.000131558,3.07E-06,3.88E-10,1.47E-09,3.27E-08,2.06E-09,4.88E-07
2007,3,2007,20073,20.475,264.67,177.7631176,7.7925,0.0011275,0.007525,0.0470025,0.0051125,1.1875,2.73E-05,5.38E-05,8.12E-05,0.000167523,1.06E-06,1.56E-10,1.13E-09,6.48E-09,9.24E-10,1.61E-07
2007,4,2007,20074,21.2,422.37,204.4397,7.2575,0.0012,0.0070425,0.021395,0.0055425,1.2675,8.15E-05,9.64E-05,0.000177878,0.000247523,1.06E-06,1.08E-10,1.03E-09,3.50E-09,8.55E-10,1.75E-07
2007,5,2007,20075,21.4,106.67,117.2542,7.62,0.001186,0.00597,0.059106,0.004588,1.344,1.66E-06,1.44E-05,1.61E-05,7.47E-05,3.41E-06,2.97E-10,2.70E-09,1.48E-08,2.03E-09,5.72E-07
2007,6,2007,20076,22.1,253.14,105.8583,6.9375,0.0015875,0.0089225,0.0147175,0.00541,1.2125,1.40E-05,5.62E-05,7.02E-05,0.000167603,2.50E-06,4.33E-10,2.78E-09,5.46E-09,1.90E-09,4.30E-07
2007,7,2007,20077,22.625,264.3,81.69258467,7.506,0.001156,0.008788,0.047776,0.00682,1.262,1.11E-05,4.24E-05,5.35E-05,0.000156921,6.89E-06,8.02E-10,9.79E-09,6.38E-08,5.80E-09,1.14E-06
2007,8,2007,20078,22.525,281.95,116.59516,8.5775,0.0011875,0.00545,0.04404,0.0026925,1.2125,3.48E-05,5.19E-05,8.67E-05,0.000178995,2.24E-06,2.53E-10,1.24E-09,1.08E-08,5.68E-10,3.22E-07
2007,9,2007,20079,22.825,298.65,153.5014,7.89,0.000865,0.00481,0.0675425,0.0047525,1.22,1.66E-05,6.60E-05,8.26E-05,0.000181469,1.63E-06,1.81E-10,1.09E-09,1.43E-08,1.08E-09,2.56E-07
2007,10,2007,200710,22.28,370.67,260.1835,7.082,0.000982,0.004326,0.095554,0.005232,1.36,9.59E-06,4.74E-05,5.70E-05,0.000193047,7.00E-07,8.80E-11,4.16E-10,1.03E-08,5.20E-10,1.32E-07
2007,11,2007,200711,21.475,229.08,187.9637,6.2675,0.0017375,0.005805,0.145425,0.0050325,1.325,1.20E-05,2.93E-05,4.13E-05,0.000119994,4.44E-07,7.52E-11,4.43E-10,8.55E-09,4.60E-10,9.56E-08
2007,12,2007,200712,21.025,516.01,224.7858438,6.62,0.001135,0.01178,0.05008,0.0039625,1.165,5.29E-06,4.62E-05,5.14E-05,0.000409261,7.37E-07,7.25E-11,1.66E-09,3.97E-09,4.88E-10,1.29E-07
2008,1,2008,20081,20.63333333,345.77,244.8059,7.8975,0.000745,0.0083875,0.058295,0.0045625,1.2675,1.24E-05,4.30E-05,5.54E-05,0.000210534,5.51E-07,4.94E-11,6.43E-10,4.20E-09,3.05E-10,9.16E-08
2008,2,2008,20082,20.25,227.32,164.3481,8.6725,0.0011,0.00786,0.0533275,0.00277,1.24,1.06E-05,4.46E-05,5.52E-05,0.000224829,1.11E-06,1.39E-10,1.00E-09,7.19E-09,2.81E-10,1.56E-07
2008,3,2008,20083,20.725,164.59,133.0437,7.06,0.0009175,0.0035975,0.07627,0.0080725,1.0625,1.30E-05,3.68E-05,4.98E-05,0.000187935,1.13E-06,1.44E-10,6.16E-10,1.25E-08,1.25E-09,1.65E-07
2008,4,2008,20084,20.82,303.51,271.0302,6.298,0.001088,0.005088,0.037472,0.002,1.18,3.77E-05,7.23E-05,0.000110035,0.000376465,5.26E-07,8.49E-11,5.53E-10,3.47E-09,1.65E-10,9.91E-08
2008,5,2008,20085,21.5,100.05,121.7851,8.69,0.0007175,0.003285,0.034615,0.0188925,1.24,1.22E-05,3.16E-05,4.39E-05,0.000119533,2.47E-06,2.06E-10,9.80E-10,9.71E-09,5.53E-09,3.57E-07
2008,6,2008,20086,22.06666667,213.32,166.6822,9.41,0.0014975,0.0025,0.0428425,0.0137575,1.1525,1.25E-05,4.99E-05,6.25E-05,0.000140844,1.33E-06,1.63E-10,3.34E-10,6.45E-09,1.93E-09,1.60E-07
2008,7,2008,20087,22.4,186.19,91.8537,7.2925,0.0017925,0.01401,0.061725,0.003595,1.27,1.33E-05,4.27E-05,5.60E-05,0.000165268,2.61E-06,6.50E-10,5.13E-09,2.26E-08,1.30E-09,4.58E-07
2008,8,2008,20088,23.3,320.17,152.1284,8.815,0.00107,0.00405,0.06029,0.0041775,1.24,9.76E-06,5.60E-05,6.58E-05,0.000173531,1.72E-06,2.28E-10,8.17E-10,1.14E-08,7.31E-10,2.40E-07
2008,9,2008,20089,22.8,700.91,585.1726,6.426,0.002614,0.007684,0.075328,0.005626,1.052,9.18E-05,0.000134394,0.000226161,0.000429944,1.63E-07,6.19E-11,1.80E-10,1.63E-09,1.51E-10,2.59E-08
2008,10,2008,200810,23,394.95,374.829,7.1725,0.0011675,0.006245,0.07458,0.006425,1.1625,6.37E-06,3.84E-05,4.48E-05,0.000105645,2.46E-07,3.66E-11,1.90E-10,2.54E-09,2.23E-10,3.65E-08
2008,11,2008,200811,N/A,198.36,272.1286,6.92,0.0010325,0.0025,0.07744,0.0034075,1.075,6.51E-06,3.64E-05,4.29E-05,0.000197868,3.84E-07,5.46E-11,1.36E-10,4.33E-09,2.12E-10,5.90E-08
2008,12,2008,200812,N/A,281.17,272.1286,6.178,0.00409,0.016196,0.054566,0.004248,0.858,3.63E-06,2.38E-05,2.74E-05,0.000271596,3.04E-07,1.71E-10,9.51E-10,2.64E-09,2.33E-10,4.31E-08
2009,1,2009,20091,N/A,249.93,264.5771,9.205,0.0006775,0.0115775,0.0815225,0.0075,1.2275,4.99E-06,3.05E-05,3.55E-05,0.000214417,5.50E-07,4.04E-11,6.93E-10,4.87E-09,4.50E-10,7.36E-08
2009,2,2009,20092,19.8,148.23,204.0278,10.8875,0.0028,0.0050325,0.033985,0.007735,1.1875,5.27E-06,2.38E-05,2.91E-05,0.000183471,8.82E-07,2.38E-10,4.43E-10,2.60E-09,6.28E-10,9.48E-08
2009,3,2009,20093,20,341.49,267.4604,9.844,0.00128,0.007476,0.051856,0.003268,1.162,2.86E-05,7.54E-05,0.000104039,0.000427489,6.77E-07,6.92E-11,6.23E-10,3.28E-09,2.09E-10,7.96E-08
2009,4,2009,20094,20.25,186.18,127.8263,9.6025,0.0010175,0.0032275,0.0236425,0.0055175,1.2925,6.96E-06,3.46E-05,4.16E-05,0.000131081,2.29E-06,2.14E-10,7.17E-10,3.08E-09,1.19E-09,2.82E-07
2009,5,2009,20095,20.975,487.95,449.3829,7.6925,0.00137,0.0053025,0.0512475,0.00852,1.145,2.06E-05,6.58E-05,8.63E-05,0.000298541,1.38E-07,2.79E-11,9.19E-11,8.43E-10,1.48E-10,2.14E-08
2009,6,2009,20096,21.48,263.66,288.6046,7.044,0.00119,0.0025,0.052966,0.003964,1.084,1.29E-05,5.08E-05,6.37E-05,0.000156832,4.57E-07,7.26E-11,1.66E-10,3.44E-09,2.75E-10,7.31E-08
2009,7,2009,20097,22.26666667,386.85,142.9293,7.5475,0.0015775,0.0100675,0.06406,0.00428,1.14,1.27E-05,6.62E-05,7.89E-05,0.000307539,1.52E-06,3.03E-10,2.11E-09,1.31E-08,8.85E-10,2.28E-07
2009,8,2009,20098,23.175,453.14,203.7532,7.9725,0.0020075,0.008655,0.0578475,0.0070225,1.09,3.16E-05,8.43E-05,0.000115944,0.000288176,8.67E-07,1.86E-10,9.28E-10,6.05E-09,7.53E-10,1.17E-07
2009,9,2009,20099,22.88,353.6,171.625,8.738,0.001446,0.004294,0.04818,0.0056,1.13,6.79E-06,5.28E-05,5.96E-05,0.000173957,1.81E-06,2.54E-10,8.38E-10,9.52E-09,1.22E-09,2.30E-07
2009,10,2009,200910,22.9,179.87,249.1995,8.3125,0.00116,0.00327,0.079675,0.0076425,1.0875,1.87E-06,2.87E-05,3.06E-05,0.000139418,5.06E-07,6.83E-11,2.12E-10,4.92E-09,4.55E-10,6.66E-08
2009,11,2009,200911,22.55,404.13,291.2133,7.07,0.0017375,0.0108425,0.046275,0.002856667,0.965,1.20E-05,5.23E-05,6.43E-05,0.000190141,2.72E-07,5.17E-11,1.98E-10,1.54E-09,9.08E-11,3.55E-08
2009,12,2009,200912,22.08,232.51,232.9981,9.352,0.000788,0.008626,0.07856,0.007578,1.23,4.15E-06,2.60E-05,3.02E-05,0.000123908,1.14E-06,9.46E-11,1.08E-09,9.60E-09,9.22E-10,1.49E-07
2010,1,2010,20101,21.8,738.98,481.923,7.6025,0.0009425,0.01397,0.095575,0.006313333,1.1475,1.74E-05,6.86E-05,8.59E-05,0.000494278,2.19E-07,2.52E-11,3.94E-10,2.64E-09,1.10E-10,3.25E-08
2010,2,2010,20102,21.875,280.71,215.4287852,8.9675,0.0008225,0.008085,0.056625,0.0053775,1.1275,9.38E-05,0.000170382,0.000264157,0.000489087,9.77E-07,8.85E-11,6.94E-10,6.56E-09,5.47E-10,1.22E-07
2010,3,2010,20103,22.5,277.18,150.1313091,9.544,0.000622,0.008314,0.06898,0.00779,1.114,7.57E-05,7.41E-05,0.000149806,0.000222536,2.09E-06,1.13E-10,1.92E-09,1.34E-08,1.39E-09,2.29E-07
2010,4,2010,20104,21.6,572.51,442.106,6.26,0.0016925,0.0144125,0.055825,0.00585,0.815,6.16E-05,0.000117079,0.000178723,0.000409511,2.32E-07,3.60E-11,4.09E-10,2.01E-09,2.26E-10,2.69E-08
2010,5,2010,20105,22.73333333,800.3,715.5313222,6.5,0.001515,0.0057925,0.03672,0.0028975,0.9,4.19E-05,0.000103886,0.000145788,0.000463661,6.63E-08,1.46E-11,2.34E-11,4.53E-10,1.87E-11,9.00E-09
2010,6,2010,20106,23.26,430.6,N/A,6.306,0.00118,0.004556,0.044536,0.002596,0.952,1.33E-05,5.35E-05,6.68E-05,0.000188925,N/A,N/A,N/A,N/A,N/A,N/A
2010,7,2010,20107,23.7,689.55,N/A,5.805,0.0015475,0.007135,0.0555,0.00295,0.8975,1.70E-05,6.34E-05,8.04E-05,0.000248684,N/A,N/A,N/A,N/A,N/A,N/A
2010,8,2010,20108,N/A,331.72,N/A,7.4075,0.00191,0.0121875,0.044025,0.0041525,0.965,2.09E-05,7.29E-05,9.38E-05,0.000191777,N/A,N/A,N/A,N/A,N/A,N/A
2010,9,2010,20109,24.06666667,393.82,N/A,6.815,0.002405,0.00713,0.04365,0.0070625,0.94,1.63E-05,4.60E-05,6.23E-05,0.000124296,N/A,N/A,N/A,N/A,N/A,N/A
2010,10,2010,201010,24.1,204.43,N/A,9.0725,0.0010525,0.0025,0.099325,0.0076325,1.1225,8.96E-06,3.48E-05,4.37E-05,0.000151369,N/A,N/A,N/A,N/A,N/A,N/A
2010,11,2010,201011,22.76,300.5,N/A,6.862,0.001522,0.01039,0.0765,0.006624,1.048,2.49E-05,5.07E-05,7.56E-05,0.000252612,N/A,N/A,N/A,N/A,N/A,N/A
2010,12,2010,201012,20.3,546.68,N/A,8.085,0.0011525,0.00925,0.046675,0.0072325,1.15,2.89E-05,6.99E-05,9.88E-05,0.00029836,N/A,N/A,N/A,N/A,N/A,N/A
2011,1,2011,20111,N/A,152.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.41E-05,8.24E-05,0.000116501,0.000584668,N/A,N/A,N/A,N/A,N/A,N/A
2011,2,2011,20112,N/A,234.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.83E-06,3.03E-05,3.51E-05,0.000185815,N/A,N/A,N/A,N/A,N/A,N/A
2011,3,2011,20113,N/A,115.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.73E-05,3.67E-05,5.40E-05,0.000159654,N/A,N/A,N/A,N/A,N/A,N/A
2011,4,2011,20114,N/A,329.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.17E-05,7.55E-05,0.000107134,0.000363732,N/A,N/A,N/A,N/A,N/A,N/A
2011,5,2011,20115,N/A,417.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.54E-05,5.09E-05,7.64E-05,0.000111625,N/A,N/A,N/A,N/A,N/A,N/A
2011,6,2011,20116,N/A,315.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.42E-05,8.86E-05,0.000132716,0.000200692,N/A,N/A,N/A,N/A,N/A,N/A
2011,7,2011,20117,N/A,521.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.12E-05,0.000118596,0.000159837,0.000394817,N/A,N/A,N/A,N/A,N/A,N/A
2011,8,2011,20118,N/A,964.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.13E-05,4.28E-05,5.41E-05,0.00019414,N/A,N/A,N/A,N/A,N/A,N/A
2011,9,2011,20119,N/A,418.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.97E-05,6.96E-05,9.93E-05,0.000155127,N/A,N/A,N/A,N/A,N/A,N/A
2011,10,2011,201110,N/A,372.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.18E-05,5.00E-05,7.18E-05,0.000201452,N/A,N/A,N/A,N/A,N/A,N/A
2011,11,2011,201111,N/A,511.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.22E-05,4.30E-05,5.52E-05,0.000202313,N/A,N/A,N/A,N/A,N/A,N/A
2011,12,2011,201112,N/A,507.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.06E-05,4.18E-05,5.24E-05,0.000296547,N/A,N/A,N/A,N/A,N/A,N/A
2012,1,2012,20121,N/A,281.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.24E-06,3.09E-05,3.71E-05,0.00025856,N/A,N/A,N/A,N/A,N/A,N/A
2012,2,2012,20122,N/A,229.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.09E-05,4.72E-05,5.81E-05,0.000245569,N/A,N/A,N/A,N/A,N/A,N/A
2012,3,2012,20123,N/A,733.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.62E-05,0.000147783,0.000223978,0.000660163,N/A,N/A,N/A,N/A,N/A,N/A
2012,4,2012,20124,N/A,323.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.96E-05,6.07E-05,9.03E-05,0.000172098,N/A,N/A,N/A,N/A,N/A,N/A
2012,5,2012,20125,N/A,499.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.65E-05,0.000103318,0.000129858,0.000387924,N/A,N/A,N/A,N/A,N/A,N/A
2012,6,2012,20126,N/A,71.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.01E-05,2.64E-05,3.65E-05,9.10E-05,N/A,N/A,N/A,N/A,N/A,N/A
2012,7,2012,20127,N/A,313.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.30E-05,7.14E-05,0.000114392,0.000277552,N/A,N/A,N/A,N/A,N/A,N/A
2012,8,2012,20128,N/A,366.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.91E-05,6.28E-05,9.19E-05,0.000269851,N/A,N/A,N/A,N/A,N/A,N/A
2012,9,2012,20129,N/A,96.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.18E-06,1.79E-05,2.31E-05,4.36E-05,N/A,N/A,N/A,N/A,N/A,N/A
2012,10,2012,201210,N/A,439.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.82E-05,6.41E-05,8.22E-05,0.00018058,N/A,N/A,N/A,N/A,N/A,N/A
2012,11,2012,201211,N/A,299.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.14E-05,4.09E-05,5.23E-05,0.000129859,N/A,N/A,N/A,N/A,N/A,N/A
2012,12,2012,201212,N/A,324.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.16E-06,4.15E-05,4.76E-05,0.000305907,N/A,N/A,N/A,N/A,N/A,N/A
2013,1,2013,20131,N/A,212.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.23E-06,2.67E-05,3.29E-05,0.000204088,N/A,N/A,N/A,N/A,N/A,N/A
2013,2,2013,20132,N/A,118.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.57E-06,2.26E-05,3.01E-05,0.0001451,N/A,N/A,N/A,N/A,N/A,N/A
2013,3,2013,20133,N/A,393.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.000127617,0.000136576,0.000264193,0.000603486,N/A,N/A,N/A,N/A,N/A,N/A
2013,4,2013,20134,N/A,354.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.68E-05,7.39E-05,0.000100657,0.000357785,N/A,N/A,N/A,N/A,N/A,N/A
2013,5,2013,20135,N/A,730.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.52E-05,0.00011838,0.00017358,0.000343753,N/A,N/A,N/A,N/A,N/A,N/A
2013,6,2013,20136,N/A,554.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.75E-05,0.000186827,0.00028435,0.000610676,N/A,N/A,N/A,N/A,N/A,N/A
2013,7,2013,20137,N/A,477.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.26E-05,8.02E-05,0.000112867,0.000312095,N/A,N/A,N/A,N/A,N/A,N/A
2013,8,2013,20138,N/A,362.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.48E-05,7.29E-05,0.000107742,0.000277615,N/A,N/A,N/A,N/A,N/A,N/A
2013,9,2013,20139,N/A,296.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.25E-05,3.47E-05,4.72E-05,0.000100379,N/A,N/A,N/A,N/A,N/A,N/A
2013,10,2013,201310,N/A,222.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.55E-05,3.61E-05,5.16E-05,0.000108817,N/A,N/A,N/A,N/A,N/A,N/A
2013,11,2013,201311,N/A,352.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.22E-05,3.82E-05,5.04E-05,0.000163834,N/A,N/A,N/A,N/A,N/A,N/A
2013,12,2013,201312,N/A,425.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.01E-05,6.22E-05,7.23E-05,0.00046248,N/A,N/A,N/A,N/A,N/A,N/A
2014,1,2014,20141,N/A,211.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.16E-06,2.62E-05,2.93E-05,0.000180847,N/A,N/A,N/A,N/A,N/A,N/A
2014,2,2014,20142,N/A,257.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.06E-05,3.48E-05,4.54E-05,0.000205442,N/A,N/A,N/A,N/A,N/A,N/A
2014,3,2014,20143,N/A,114.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.99E-06,3.03E-05,3.83E-05,0.000126344,N/A,N/A,N/A,N/A,N/A,N/A
2014,4,2014,20144,N/A,167.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.57E-05,3.28E-05,4.84E-05,0.000190147,N/A,N/A,N/A,N/A,N/A,N/A
2014,5,2014,20145,N/A,301.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.05E-05,5.22E-05,8.27E-05,0.000145669,N/A,N/A,N/A,N/A,N/A,N/A
2014,6,2014,20146,N/A,68.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.11E-05,1.97E-05,3.08E-05,5.53E-05,N/A,N/A,N/A,N/A,N/A,N/A
2014,7,2014,20147,N/A,161.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.57E-05,3.72E-05,5.29E-05,0.000135008,N/A,N/A,N/A,N/A,N/A,N/A
2014,8,2014,20148,N/A,589.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.70E-05,7.94E-05,0.00010643,0.000245015,N/A,N/A,N/A,N/A,N/A,N/A
2014,9,2014,20149,N/A,404.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.55E-05,7.69E-05,0.000122412,0.00015726,N/A,N/A,N/A,N/A,N/A,N/A
2014,10,2014,201410,N/A,134.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.59E-06,3.04E-05,3.60E-05,8.24E-05,N/A,N/A,N/A,N/A,N/A,N/A
2014,11,2014,201411,N/A,509.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.16E-05,3.31E-05,4.47E-05,0.000188049,N/A,N/A,N/A,N/A,N/A,N/A
2014,12,2014,201412,N/A,275.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.10E-05,2.07E-05,3.17E-05,0.000102564,N/A,N/A,N/A,N/A,N/A,N/A
