Year,Month ,Water Year,CSMeanTempC,CSPrecipitationmm,Runoffmm,1 Ca (mg/L),1 TOC TC-IC(mg/L),1 NH4-N(mg/L),1 NO3+NO2-N(mg/L),1 TP(mg/L),1 SO4-S (mg/L),2 NH4-N (kg/ha),2 NO3-N (kg/ha),2 Total N (kg/ha),2 SO4-S (kg/ha),T2 (DegC),P2 (mm),FWACamgL,FWATOCTCICmgL,FWANH4NmgL,FWANO3NO2NmgL,FWATDPmgL,FWASO4SmgL,N/A
1992,12,1993,-12.87096774,51.5,0.5,N/A,N/A,N/A,N/A,N/A,N/A,0.006436631,0.013715784,0.020152416,0.010815072,-11.54500008,38.59999847,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1993,1,1993,-14.85483871,26.8,0,N/A,N/A,N/A,N/A,N/A,N/A,0.001853757,0.011209685,0.013063442,0.008480898,-14.04500008,19.77000046,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1993,2,1993,-12.05357143,4.4,0,N/A,N/A,N/A,N/A,N/A,N/A,7.66E-05,0.001449293,0.001525932,0.000350898,-11.22000027,1.960000038,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1993,3,1993,-3.806451613,25.8,0.42,2.2,30.6,0.2,N/A,0.08,N/A,0.009989339,0.009484946,0.019474285,0.012315058,-3.295000076,15.14000034,11.23638968,156.2879656,1.021489971,N/A,0.408595989,N/A,N/A
1993,4,1993,2.55,69.2,32.43,1.85,35.15,0.01,N/A,0.0175,N/A,0.012551613,0.014208822,0.026760435,0.028043675,3.769999981,58.86999893,1.930730164,35.51855244,0.010484833,N/A,0.018348458,N/A,N/A
1993,5,1993,9.177419355,62.7,16.05,2,37.75,0.01,N/A,0.0175,N/A,0.017292283,0.012766498,0.030058781,0.014056967,10.97999954,78,0.926621511,17.58898388,0.004633108,N/A,0.008107938,N/A,N/A
1993,6,1993,13.51666667,111.5,8.75,2.5,47.8,0.02,N/A,0.0175,N/A,0.029305918,0.024040771,0.05334669,0.036019651,14.85499954,100.3199997,5.77409401,106.314465,0.053951383,N/A,0.039125553,N/A,N/A
1993,7,1993,16.46774194,187.3,34.99,2.3,53.4,0.025,N/A,0.0175,N/A,0.032294225,0.028458795,0.060753019,0.042925614,17.75,176.2700043,1.274196987,28.81279963,0.020451131,N/A,0.010007194,N/A,N/A
1993,8,1993,16.62903226,111.6,8,2.7,63.4,0.04,N/A,0.0175,N/A,0.0183517,0.014427019,0.032778719,0.022598503,18.27000046,103.3300018,0.583610531,13.70403989,0.008646082,N/A,0.003782661,N/A,N/A
1993,9,1993,7.783333333,91.7,13.35,2.45,51.1,0.025,N/A,0.0175,N/A,0.02648159,0.018387377,0.044868967,0.028380815,9.479999542,60.47999954,1.368280516,28.69361326,0.015022358,N/A,0.009689089,N/A,N/A
1993,10,1993,1.919354839,30.6,1.52,2,43.8,0.06,N/A,0.06,N/A,0.008041293,0.005698586,0.01373988,0.008287711,4.235000134,24.25,3.205143344,70.19263924,0.0961543,N/A,0.0961543,N/A,N/A
1993,11,1994,-6.733333333,61.1,3.95,2,43.6,0.06,N/A,0.04,N/A,0.004795086,0.012187695,0.016982782,0.005314055,-5.304999828,35.43999863,1.929905465,42.07193913,0.057897164,N/A,0.038598109,N/A,N/A
1993,12,1994,-11.4516129,31.4,0.99,N/A,N/A,N/A,N/A,N/A,N/A,0.005991987,0.01171414,0.017706127,0.008136726,-10.28499985,23.48999977,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1994,1,1994,-22.20967742,23.5,0.01,N/A,N/A,N/A,N/A,N/A,N/A,0.000359433,0.002579428,0.002938862,0.001429704,-20.81500053,18.53000069,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1994,2,1994,-15.60714286,19.2,0,N/A,N/A,N/A,N/A,N/A,N/A,0.000686728,0.004385279,0.005072007,0.000839356,-15.03499985,12.73999977,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1994,3,1994,-2.822580645,29,0.22,N/A,N/A,N/A,N/A,N/A,N/A,0.011413484,0.009120828,0.020534312,0.008014348,-1.835000038,18.89999962,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1994,4,1994,2.866666667,70.5,38.53,1.4,24.4,0.05,N/A,0.04,N/A,0.014652027,0.010727197,0.025379225,0.012555544,4.159999847,65.38999939,2.970767338,51.77623075,0.106098833,N/A,0.084879067,N/A,N/A
1994,5,1994,11.5,72.6,22.1,0.7,29.8,0.01,N/A,0.04,N/A,0.031219954,0.026461298,0.057681252,0.02680194,12.64000034,46.09000015,1.025893528,43.67375304,0.014655622,N/A,0.058622487,N/A,N/A
1994,6,1994,16.41666667,217.9,34.33,1.9,42,0.08,N/A,0.0175,N/A,0.078905968,0.049960975,0.128866943,0.05859189,17.45999908,175.1699982,0.616239548,13.62213737,0.025946928,N/A,0.005675891,N/A,N/A
1994,7,1994,16.48387097,86.1,12.91,2.2,50.8,0.01,N/A,0.0175,N/A,0.020122653,0.023922867,0.04404552,0.027807852,18.14500046,103.5800018,1.231855501,28.44466338,0.005599343,N/A,0.009798851,N/A,N/A
1994,8,1994,14.5483871,92.5,1.49,2.3,50.4,0.04,N/A,0.0175,N/A,0.043579939,0.023954119,0.067534058,0.025598253,16.82500076,66.94000244,2.979188429,65.28308558,0.051811973,N/A,0.022667738,N/A,N/A
1994,9,1994,12.43333333,80.3,7.56,2.8,53.3,0.03,N/A,0.0175,N/A,0.038014132,0.025602064,0.063616196,0.033235663,14.14500046,77.04000092,1.218712785,23.65638976,0.013302194,N/A,0.007759613,N/A,N/A
1994,10,1994,6.516129032,66.8,7.35,2.45,45.9,0.02,N/A,0.0175,N/A,N/A,N/A,N/A,N/A,8.425000191,67.58999634,1.61649246,29.88460586,0.01344194,N/A,0.011761698,N/A,N/A
1994,11,1995,N/A,51.1,N/A,2.1,38.6,0.01,N/A,0.0175,N/A,0.0173171,0.011132993,0.028450092,0.014315318,-0.0550001,38.74000168,3.904095019,71.76098463,0.018590929,N/A,0.032534125,N/A,N/A
1994,12,1995,N/A,17.5,N/A,2.05,38.1,0.045,N/A,0.0175,N/A,0.002749911,0.007456396,0.010206307,0.002932593,-6.849999905,11.31000042,1.810833837,33.5489514,0.032303388,N/A,0.015260889,N/A,N/A
1995,1,1995,N/A,29.8,N/A,2.7,40.6,0.11,N/A,0.06,N/A,0.004060364,0.008221355,0.012281719,0.006144112,-12.24499989,21.69000053,1.503592814,22.60958084,0.061257485,N/A,0.033413174,N/A,N/A
1995,2,1995,N/A,25.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.002273423,0.006255682,0.008529104,0.002346515,-12.93500042,16.46999931,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1995,3,1995,N/A,26.1,N/A,1.4,22.7,0.01,0.01,0.0175,1.332,0.006859053,0.009560131,0.016419184,0.006875852,-2.559999943,24.07999992,4.256818028,69.02126373,0.030405843,0.030405843,0.053210225,4.050058295,N/A
1995,4,1995,N/A,40.8,N/A,1.5,26.7,0.01,0.04,0.0175,1.0656,0.00559581,0.005305799,0.010901609,0.006471619,1.440000057,31.43000031,1.086362133,19.50189995,0.007348986,0.027797363,0.012860726,0.767138151,N/A
1995,5,1995,N/A,67.6,N/A,2.75,32.55,0.01,0.02,0.0175,0.4662,0.015772258,0.016840789,0.032613047,0.01780041,11.30000019,56.16999817,1.993595303,34.46051177,0.01114502,0.031605561,0.019503784,0.736725638,N/A
1995,6,1995,N/A,39.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.012464515,0.012721568,0.025186082,0.019946805,19.81999969,33.02000046,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1995,7,1995,N/A,167.5,N/A,2.7,53.6,0.01,0.01,0.01375,0.2331,0.043689594,0.02888445,0.072574043,0.036785681,18.71500015,172.1600037,1.565466119,31.04125244,0.005798023,0.005798023,0.007701163,0.125521804,N/A
1995,8,1995,N/A,128.8,N/A,3.15,59.75,0.025,0.025,0.025,0.14985,0.032809941,0.025202937,0.058012878,0.034887808,19.47500038,124.3000031,0.37263102,7.131128958,1.35E-03,0.003439211,0.002392495,0.026191535,N/A
1995,9,1995,N/A,161.5,N/A,3,54.25,0.025,0.02,0.015,0.18315,0.042226329,0.029445177,0.071671506,0.039703229,12.27000046,71.51999664,2.682156416,48.93561124,0.019081245,0.015755505,0.012429765,0.17082369,N/A
1995,10,1995,N/A,106.8,N/A,2.25,40.4,0.01,0.01,0.01,0.3663,0.013891044,0.012014481,0.025905525,0.012965283,5.789999962,127.4499969,2.443051146,45.53743954,0.012105094,0.012105094,0.012105094,0.592910591,N/A
1995,11,1996,N/A,N/A,N/A,2.15,32.65,0.015,0.05,0.01,0.3663,0.004953038,0.007205036,0.012158074,0.006166897,-7.849999905,32.59999847,4.992329572,72.92192017,0.025158538,0.097724517,0.023703721,1.006755922,N/A
1995,12,1996,N/A,N/A,N/A,2.1,43.25,0.045,0.095,0.02,0.2331,0.002925038,0.012741257,0.015666296,0.003923608,-13.13500023,34.86999893,1.761162911,34.56487956,0.037856773,0.077359492,0.016459466,0.191835082,N/A
1996,1,1996,N/A,N/A,N/A,2.3,40.2,0.175,0.08,0.06,0.1998,0.003597557,0.010389395,0.013986952,0.003787425,-19.54999924,38.5,1.040323187,18.21089816,0.070481022,0.044036077,0.022833521,0.105130891,N/A
1996,2,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.006383613,0.009524154,0.015907767,0.01296993,-12.74499989,30.17000008,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1996,3,1996,N/A,N/A,N/A,4.6,41.3,0.19,0.1,0.06,0.2997,0.007007905,0.011411581,0.018419485,0.006251615,-8.494999886,13.67000008,4.727071823,42.44088398,0.195248619,0.102762431,0.061657459,0.307979006,N/A
1996,4,1996,N/A,N/A,N/A,2,22.8,0.06,0.02,0.04,1.0656,0.016219162,0.010981239,0.027200401,0.00840327,1.080000043,37.50999832,0.575567768,6.561472555,0.017267033,0.005755678,0.011511355,0.306662507,N/A
1996,5,1996,N/A,N/A,N/A,2.1,27.23333333,0.026666667,0.06,0.01,0.4218,0.022157067,0.02044858,0.042605646,0.021421691,10.09500027,43.25,2.052968078,28.21906791,0.039431702,0.020857329,0.01366303,0.886815575,N/A
1996,6,1996,N/A,N/A,N/A,2.4,44.8,0.065,0.21,0.04,0.2997,0.019167868,0.034015246,0.053183114,0.027962827,17.20999908,99.94999695,7.84101108,130.048608,0.301202909,0.483378116,0.12067313,1.504166073,N/A
1996,7,1996,N/A,N/A,N/A,2.65,50.45,0.02,0.125,0.02,0.08325,0.014443635,0.014695218,0.029138853,0.01569901,18.03499985,129.6499939,1.164704785,22.64938283,0.005662563,0.023450238,0.011281752,0.039943331,N/A
1996,8,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.01754464,0.012710787,0.030255427,0.021891371,19.13500023,53.02999878,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1996,9,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.018011702,0.017361712,0.035373414,0.032659017,13.44499969,90.31999969,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1996,10,1996,N/A,N/A,N/A,4.15,56.05,0.1,0.035,0.035,0.8991,0.00896196,0.011219458,0.020181418,0.015317518,6.039999962,104.3300018,1.004723502,14.98712558,0.022327189,0.011163594,0.008372696,0.19516754,N/A
1996,11,1997,N/A,N/A,N/A,2.55,37.15,0.045,0.04,0.025,0.999,0.011657517,0.018284975,0.029942492,0.014533113,-7.269999981,72.16999817,1.940500813,27.41727979,0.031022151,0.025673382,0.016473783,0.749490535,N/A
1996,12,1997,N/A,N/A,N/A,2.3,38.8,0.08,0.07,0.02,0.6993,0.001912258,0.010036687,0.011948945,0.005779049,-13.35499954,30.37999916,2.900033023,48.92229622,0.100870714,0.088261875,0.025217678,0.881736127,N/A
1997,1,1997,N/A,N/A,N/A,2.35,38.5,0.14,0.09,0.045,0.4329,0.002820633,0.009352439,0.012173072,0.004304849,-15.78999996,40.06000137,2.321984436,38.64445525,0.142636187,0.092879377,0.046439689,0.408702432,N/A
1997,2,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.003403142,0.013270528,0.01667367,0.003756284,-10.26500034,5.369999886,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1997,3,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.005936406,0.006702424,0.012638831,0.008065293,-4.639999866,30.80999947,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1997,4,1997,N/A,N/A,N/A,2.25,25.15,0.07,0.01,0.02,0.78255,0.006622987,0.006444988,0.013067975,0.006568023,3.180000067,21,3.385106258,36.62615467,0.096795747,0.01444501,0.028890021,1.146575559,N/A
1997,5,1997,N/A,N/A,N/A,1.5,32.85,0.075,0.01,0.025,0.2664,0.021197646,0.013452099,0.034649745,0.015177282,8.579999924,49.02000046,1.530615653,33.62301277,0.075538557,0.010204104,0.025179519,0.265229118,N/A
1997,6,1997,N/A,N/A,N/A,1.9,42.7,0.06,0.01,0.04,0.0666,0.028803379,0.039465418,0.068268798,0.03406422,18.29500008,130.0899963,0.201970384,4.539018638,0.006378012,1.06E-03,0.004252008,0.007079593,N/A
1997,7,1997,N/A,N/A,N/A,2.6,50.73333333,0.106666667,0.01,0.04,0.0888,0.013002718,0.019772975,0.032775692,0.017447535,18.92499924,112.5400009,2.913662249,53.31943602,0.071362015,0.01106975,0.031477149,0.120396482,N/A
1997,8,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.005256845,0.007140924,0.012397769,0.009108829,16.85000038,54.61999893,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1997,9,1997,N/A,N/A,N/A,3.8,54.7,0.11,0.01,0.03,0.4329,0.031307642,0.020191161,0.051498803,0.032404923,14.375,69.61000061,0.119923494,1.726267134,0.00347147,3.16E-04,9.47E-04,0.013661811,N/A
1997,10,1997,N/A,N/A,N/A,3.1,55.8,0.09,0.03,0.01,0.2664,0.006894461,0.007279993,0.014174454,0.010305689,6.704999924,59.54999924,1.245780906,22.37354991,0.036312137,0.012344552,0.004018648,0.105134656,N/A
1997,11,1998,N/A,N/A,N/A,2.85,47.85,0.23,0.08,0.035,0.21645,0.005348019,0.008530737,0.013878756,0.0053353,-4.5,26.59000015,2.336310048,36.09818758,0.125294739,0.050070385,0.01831779,0.156978181,N/A
1997,12,1998,N/A,N/A,N/A,2.8,50,0.41,0.14,0.06,0.1998,0.003313427,0.002675526,0.005988953,0.002910859,-5.414999962,5.179999828,2.65825,47.46875,0.38924375,0.1329125,0.0569625,0.189685125,N/A
1998,1,1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.000958334,0.007941493,0.008899827,0.002077362,-10.43000031,17.38999939,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1998,2,1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.011120339,0.015452741,0.02657308,0.013010032,-1.889999986,20.38999939,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1998,3,1998,N/A,N/A,N/A,2.8,41,0.29,0.07,0.02,1.0989,0.00439026,0.006306047,0.010696307,0.00656609,-2.880000114,29.06999969,0.192498689,2.818730801,0.019937364,0.004812467,1.37E-03,0.07554886,N/A
1998,4,1998,N/A,N/A,N/A,1.75,29.75,0.05,0.01,0.01,0.8991,0.007938363,0.007390526,0.015328889,0.016453321,7.195000172,28.10000038,2.726227841,46.04077154,0.077269567,0.015453913,0.015453913,1.418489614,N/A
1998,5,1998,N/A,N/A,N/A,2.2,41.45,0.09,0.01,0.01,0.2664,0.096465144,0.043559201,0.140024344,0.060212765,14.69999981,89.77999878,3.247142736,73.19442982,0.081301407,0.016232204,0.016232204,0.32455318,N/A
1998,6,1998,N/A,N/A,N/A,2.4,43.8,0.04,0.01,0.01,0.08325,0.023903685,0.015669966,0.039573652,0.018322334,15.78499985,141.1699982,0.500991266,9.984782725,0.008980335,0.002245084,0.002245084,0.021839576,N/A
1998,7,1998,N/A,N/A,N/A,3.7,52.65,0.05,0.015,0.02,0.0666,0.022013029,0.018528274,0.040541304,0.026623471,19.26000023,69.44000244,8.139204437,103.0900682,0.106119717,0.033426723,0.04722031,0.157243632,N/A
1998,8,1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.022702902,0.015255232,0.037958134,0.020652415,19.63999939,50.65000153,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1998,9,1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.007785489,0.006699483,0.014484972,0.008025201,15.29500008,59.47999954,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1998,10,1998,N/A,N/A,N/A,3.366666667,53.03333333,0.04,0.026666667,0.046666667,0.4884,0.028298682,0.023651831,0.051950512,0.042836529,7.800000191,104.1900024,1.177515321,19.73458235,0.011673181,0.01156348,0.016069531,0.203856377,N/A
1998,11,1999,N/A,N/A,N/A,2.5,45,0.03,0.05,0.02,0.3663,0.00235861,0.009526069,0.01188468,0.005101796,-1.169999957,45.25999832,3.562716894,64.12890409,0.042752603,0.071254338,0.028501735,0.522009279,N/A
1998,12,1999,N/A,N/A,N/A,2.3,34.95,0.055,0.05,0.015,0.8325,0.008670508,0.007982054,0.016652562,0.007403646,-8.899999619,24.09000015,2.085768255,29.1976713,0.044232394,0.02840877,0.009286322,0.803607861,N/A
1999,1,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.000922033,0.007018418,0.007940451,0.00277044,-14.41499996,15.14000034,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1999,2,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.008497119,0.010673197,0.019170316,0.005609306,-6.260000229,14.47999954,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1999,3,1999,N/A,N/A,N/A,2.2,23.4,0.34,0.28,0.07,2.1312,0.014498004,0.013411436,0.027909441,0.010486951,-1.644999981,28.23999977,0.239046051,2.542580729,0.036943481,0.030424043,0.007606011,0.231570429,N/A
1999,4,1999,N/A,N/A,N/A,2,57.1,0.03,0.03,0.05,0.6327,0.023458109,0.013333359,0.036791468,0.016438929,6.255000114,45.81000137,0.449845313,12.8430837,0.00674768,0.00674768,0.011246133,0.142308565,N/A
1999,5,1999,N/A,N/A,N/A,2.15,34.9,0.045,0.025,0.045,0.4329,0.052088333,0.04968517,0.101773502,0.068313175,12.98499966,131.6600037,1.304960967,19.71553627,0.022786303,0.013404857,0.025023703,0.229138292,N/A
1999,6,1999,N/A,N/A,N/A,2.233333333,44.06666667,0.033333333,0.383333333,0.043333333,0.0999,0.035429752,0.026151447,0.061581198,0.032854154,16.95999908,98.16000366,1.188185718,23.62274061,0.018764392,0.248450598,0.021509519,0.051043796,N/A
1999,7,1999,N/A,N/A,N/A,2.1,40.8,0.085,0.025,0.025,0.11655,0.077168062,0.04546761,0.122635671,0.05195907,20.60000038,218.0299988,4.391079825,83.74974218,0.077989555,0.025676192,0.048949939,0.476209659,N/A
1999,8,1999,N/A,N/A,N/A,2.4,50.4,0.08,0.035,0.045,0.0666,0.020645684,0.017667746,0.038313429,0.021172466,17.83499908,118.9599991,3.135053595,62.63286395,0.085932154,0.042818027,0.057041352,0.141105003,N/A
1999,9,1999,N/A,N/A,N/A,2.2,42.95,0.05,0.03,0.03,0.041625,0.023761837,0.020519039,0.044280877,0.024462833,12.45499992,120.4599991,2.053456851,43.9693895,0.044904894,0.026942936,0.026942936,0.056774294,N/A
1999,10,1999,N/A,N/A,N/A,2.2,37.45,0.045,0.03,0.05,0.0999,0.013498983,0.009295696,0.022794679,0.015654101,5.554999828,38.95000076,1.416592577,19.51190795,0.025048828,0.018139093,0.038871066,0.074787521,N/A
1999,11,2000,N/A,N/A,N/A,2,24.9,0.05,0.04,0.05,0.1332,0.000420558,0.000416835,0.000837393,0.000172703,1.914999962,3.099999905,4.16596105,51.86621507,0.104149026,0.083319221,0.104149026,0.277453006,N/A
1999,12,2000,N/A,N/A,N/A,2.6,37.7,0.09,0.01,0.06,0.1665,0.004466192,0.00405274,0.008518932,0.002580805,-7.230000019,6.880000114,6.5,94.25,0.225,0.025,0.15,0.41625,N/A
2000,1,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.002059044,0.005408626,0.00746767,0.001676232,-13.61499977,12.22999954,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2000,2,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.003625697,0.004400581,0.008026278,0.005354521,-6.144999981,15.56999969,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2000,3,2000,N/A,N/A,N/A,2.2,28.2,0.13,0.04,0.04,1.4652,0.020022937,0.014801152,0.034824089,0.018930937,0.959999979,31.42000008,10.1668164,130.3201011,0.600766423,0.184851207,0.184851207,6.771099719,N/A
2000,4,2000,N/A,N/A,N/A,1.6,25.6,0.06,0.025,0.04,1.18215,0.014223549,0.009300178,0.023523727,0.010774916,4.480000019,41.04999924,1.214126438,19.20614939,0.038933533,0.015672621,0.025955689,0.937319582,N/A
2000,5,2000,N/A,N/A,N/A,1.9,38.85,0.025,0.02,0.035,0.2664,0.021074729,0.0181884,0.039263129,0.01447012,12.70499992,70.69999695,0.863765954,17.30563567,0.010276811,0.006448699,0.017933035,0.144929239,N/A
2000,6,2000,N/A,N/A,N/A,2,44.95,0.075,0.02,0.03,0.078255,0.035698337,0.025484629,0.061182966,0.026440182,14.82999992,115,1.319245796,30.02745711,0.044549006,0.013192458,0.019788687,0.033586899,N/A
2000,7,2000,N/A,N/A,N/A,2.6,49.55,0.11,0.02,0.04,0.044955,0.021308916,0.017978514,0.03928743,0.020839686,19.51000023,71.63999939,3.78313627,72.03760161,0.094990763,0.031510863,0.047357929,0.104732831,N/A
2000,8,2000,N/A,N/A,N/A,2.65,49.45,0.085,0.08,0.035,0.24975,0.04302272,0.027013236,0.070035956,0.032663133,18.53499985,122.7399979,3.947706036,73.49914035,0.141327789,0.139314614,0.058411045,0.420318375,N/A
2000,9,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.025527433,0.018595341,0.044122774,0.024006106,11.97500038,48.59000015,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2000,10,2000,N/A,N/A,N/A,2.8,43.8,0.03,0.04,0.02,0.4329,0.013108653,0.014297054,0.027405707,0.016853754,7.71999979,71.58999634,0.962518814,15.05654431,0.010312702,0.013750269,0.006875134,0.148812284,N/A
2000,11,2001,N/A,N/A,N/A,2.3,45.2,0.04,0.03,0.02,0.5994,0.012368705,0.015316592,0.027685297,0.017663263,-2.069999933,74.19000244,0.525601321,10.32920856,0.009140893,0.006855669,0.004570446,0.136976275,N/A
2000,12,2001,N/A,N/A,N/A,2.3,45.8,0.05,0.05,0.04,0.4995,0.002662556,0.012833007,0.015495563,0.003169603,-17.22500038,16.11000061,4.954107709,98.6513622,0.107697994,0.107697994,0.086158395,1.075902957,N/A
2001,1,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.003318295,0.004689527,0.008007823,0.002710596,-9.199999809,15.60000038,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2001,2,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.000560496,0.007198254,0.00775875,0.002491817,-14.77000046,28.80999947,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2001,3,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.005970276,0.005335171,0.011305447,0.004164997,-4.159999847,7.159999847,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2001,4,2001,N/A,N/A,N/A,1.3,17.9,0.09,0.01,0.03,0.9324,0.020813015,0.015016929,0.035829945,0.022711849,5.304999828,115.25,4.964370011,68.35555631,0.343687155,0.038187462,0.114562385,3.560598922,N/A
2001,5,2001,N/A,N/A,N/A,1.633333333,29.56666667,0.056666667,0.01,0.03,0.333,0.016534949,0.013223167,0.029758116,0.016747358,12.625,110.2300034,1.249719829,20.77568154,0.046196352,0.007665256,0.022995768,0.309583481,N/A
2001,6,2001,N/A,N/A,N/A,2.25,45.9,0.04,0.02,0.045,0.08325,0.029883978,0.024921466,0.054805444,0.031814078,17.43499947,95.51999664,1.335625078,23.87428549,0.025284385,0.012642192,0.025557547,0.062238119,N/A
2001,7,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.017912226,0.016312083,0.03422431,0.014059834,19.97999954,72.41999817,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2001,8,2001,N/A,N/A,N/A,3.6,66.6,0.07,0.01,0.04,0.2997,0.023403934,0.017012515,0.040416449,0.016173752,19.80500031,93.51999664,0.57212806,10.58436911,0.011124712,1.59E-03,0.006356978,0.047629661,N/A
2001,9,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.009060208,0.006104242,0.01516445,0.00766786,13.14999962,43.38999939,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2001,10,2001,N/A,N/A,N/A,3.9,59.56666667,0.04,0.256666667,0.04,1.1211,0.013426669,0.019147148,0.032573817,0.027651308,5.849999905,87.44999695,6.072834611,95.8429739,0.051965848,0.273041717,0.06587372,1.645106396,N/A
2001,11,2002,N/A,N/A,N/A,3.1,56,0.07,0.02,0.05,0.54945,0.010768562,0.007921864,0.018690426,0.008254175,3.410000086,41.88000107,3.629673973,67.91646712,0.064648186,0.014289003,0.060116964,0.644378615,N/A
2001,12,2002,N/A,N/A,N/A,2.7,43,0.04,0.035,0.045,0.91575,0.015717958,0.016009843,0.031727801,0.00990374,-6.380000114,18.76000023,1.864544753,29.69027392,0.028488426,0.010321373,0.029128279,0.661934497,N/A
2002,1,2002,N/A,N/A,N/A,3.7,52.8,0.09,0.01,0.04,0.7992,0.001343112,0.002117317,0.003460429,0.001262254,-9.524999619,7.769999981,1.006140351,14.35789474,0.024473684,2.72E-03,0.010877193,0.217326316,N/A
2002,2,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.002634137,0.002950635,0.005584772,0.002545145,-5.940000057,4.940000057,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2002,3,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.006403926,0.008002946,0.014406872,0.004675119,-7.78000021,22.47999954,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2002,4,2002,N/A,N/A,N/A,1.6,29.15,0.145,0.015,0.035,0.98235,0.018032379,0.009609139,0.027641519,0.01170289,3.164999962,32.11999893,2.612991946,48.03270906,0.311011067,0.029444044,0.063905442,1.632751051,N/A
2002,5,2002,N/A,N/A,N/A,2.1,44.95,0.03,0.01,0.03,0.64935,0.016182986,0.009804664,0.02598765,0.010049668,8.630000114,49.27000046,2.341436927,50.59776106,0.035622055,0.011874018,0.035622055,0.885005491,N/A
2002,6,2002,N/A,N/A,N/A,2.4,59.3,0.035,0.295,0.025,0.21645,0.105208229,0.061953378,0.167161607,0.066518198,18.35000038,138.3000031,0.847714136,20.60273317,0.010648146,0.201916225,0.010544707,0.082162009,N/A
2002,7,2002,N/A,N/A,N/A,2.8,58.6,0.03,0.62,0.03,0.1665,0.025462426,0.017327639,0.042790065,0.022173242,21.19000053,123.3600006,16.79020947,351.3950981,0.179895101,3.717832096,0.179895101,0.998417813,N/A
2002,8,2002,N/A,N/A,N/A,3.5,67.5,0.04,0.01,0.03,0.0999,0.050656663,0.039101359,0.089758022,0.047104769,18.46999931,120.6299973,0.327229642,6.310857389,0.003739767,9.35E-04,2.80E-03,0.009340069,N/A
