Year,Month,WaterYear,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH3NmgL,StrNO3NmgL,StrTDPmgL,StrSO4SmgL,depNH3Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWADOCmgL,FWANH3NmgL,FWANO3NmgL,FWATDPmgL,FWASO4SmgL,N/A,N/A
1971,10,1972,N/A,131.2,13.7668,3.85,N/A,0.01,N/A,0.065,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.120512821,N/A,0.015897436,N/A,0.103333333,N/A,N/A,N/A
1971,11,1972,N/A,423.2,198.755,2.95,N/A,N/A,N/A,0.052,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.107202296,N/A,N/A,N/A,0.019516786,N/A,N/A,N/A
1971,12,1972,N/A,501,208.153,2.15,N/A,0.015,0.001,0.0425,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.518580118,N/A,0.022979888,0.001700515,0.050153304,N/A,N/A,N/A
1972,1,1972,N/A,569.2,336.6262,2.85,N/A,0.027,N/A,0.065,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.835804582,N/A,0.045812886,N/A,0.11029028,N/A,N/A,N/A
1972,2,1972,N/A,422.1,341.9856,3,N/A,0.004,0.003,0.026,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.516596057,N/A,6.89E-04,5.17E-04,0.004477166,N/A,N/A,N/A
1972,3,1972,N/A,235.3,485.3686,2.25,N/A,0.0265,N/A,0.033,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.078956213,N/A,0.013023468,N/A,0.012557525,N/A,N/A,N/A
1972,4,1972,N/A,246.4,162.8648,2.3,N/A,0.011,N/A,0.039,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.362986831,N/A,0.006518633,N/A,0.023111516,N/A,N/A,N/A
1972,5,1972,N/A,109,123.0884,2.515,N/A,0.005,N/A,0.031,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.337728705,N/A,0.00706831,N/A,0.024572435,N/A,N/A,N/A
1972,6,1972,N/A,38.5,21.7932,2.81,N/A,0.008,0.001,0.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.03026178,N/A,0.005780105,7.23E-04,0.021675393,N/A,N/A,N/A
1972,7,1972,N/A,N/A,6.223,3.35,N/A,0.001,0.0005,0.0285,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.863822993,N/A,1.24E-03,2.55E-04,0.024805657,N/A,N/A,N/A
1972,8,1972,N/A,19.3,1.9304,3.35,N/A,N/A,N/A,0.024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.950284091,N/A,N/A,N/A,0.021136364,N/A,N/A,N/A
1972,9,1972,N/A,97,3.6576,3.8,N/A,N/A,0.0005,0.0395,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.291935484,N/A,N/A,1.11E-03,0.058451613,N/A,N/A,N/A
1972,10,1973,N/A,75.7,2.286,1.7,N/A,N/A,0.005,0.095,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.081025641,N/A,N/A,0.003179487,0.060410256,N/A,N/A,N/A
1972,11,1973,N/A,163.9,15.875,1.95,N/A,N/A,0.0025,0.0685,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.563395415,N/A,N/A,0.001772923,0.053047994,N/A,N/A,N/A
1972,12,1973,N/A,413.2,208.0768,1.7,N/A,N/A,N/A,0.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.66505727,N/A,N/A,N/A,0.086236642,N/A,N/A,N/A
1973,1,1973,N/A,235.4,182.4736,1.55,N/A,N/A,0.001,0.0365,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.443161645,N/A,N/A,3.14E-04,0.010426991,N/A,N/A,N/A
1973,2,1973,N/A,95.1,57.6072,2.2,N/A,N/A,0.002,0.145,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.978037661,N/A,N/A,1.80E-03,0.130370664,N/A,N/A,N/A
1973,3,1973,N/A,151.6,84.1502,2.2,N/A,0.008,N/A,0.065,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.987739048,N/A,0.010864506,N/A,0.088274108,N/A,N/A,N/A
1973,4,1973,N/A,103.9,67.3354,2.49,N/A,0.006,0.0025,0.057,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.322717262,N/A,0.009147891,0.003811621,0.075927494,N/A,N/A,N/A
1973,5,1973,N/A,70.7,29.591,3.63,N/A,N/A,N/A,0.035,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.559471858,N/A,N/A,N/A,0.024678103,N/A,N/A,N/A
1973,6,1973,N/A,91.1,16.2814,3.5,N/A,N/A,0.001,0.102,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.654494382,N/A,N/A,7.58E-04,0.077359551,N/A,N/A,N/A
1973,7,1973,N/A,1,7.1374,3.25,N/A,N/A,0.002,0.047,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.717531847,N/A,N/A,0.002221338,0.044698248,N/A,N/A,N/A
1973,8,1973,N/A,22.3,2.4892,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1973,9,1973,N/A,182,9.2202,2.935,N/A,N/A,0.0025,0.057,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.751301115,N/A,N/A,1.38E-03,0.047118959,N/A,N/A,N/A
1973,10,1974,N/A,152.7,13.0556,4.22,N/A,N/A,N/A,0.054,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.027382199,N/A,N/A,N/A,0.013146597,N/A,N/A,N/A
1973,11,1974,N/A,612.4,276.3012,3.51,N/A,N/A,0.001,0.038,N/A,N/A,1.77,N/A,N/A,N/A,N/A,5.839758787,N/A,N/A,0.001902028,0.064245797,N/A,N/A,N/A
1973,12,1974,N/A,514.5,459.0288,2.9,N/A,N/A,N/A,0.023,N/A,N/A,1.178,N/A,N/A,N/A,N/A,2.656141441,N/A,N/A,N/A,0.021065949,N/A,N/A,N/A
1974,1,1974,N/A,473.7,419.9128,2.55,N/A,N/A,N/A,0.033,N/A,N/A,12.214,N/A,N/A,N/A,N/A,11.28181398,N/A,N/A,N/A,0.145999946,N/A,N/A,N/A
1974,2,1974,N/A,363.1,184.4802,2.38,N/A,N/A,N/A,0.023,N/A,N/A,1.652,N/A,N/A,N/A,N/A,1.561649663,N/A,N/A,N/A,0.015091572,N/A,N/A,N/A
1974,3,1974,N/A,417.2,273.3802,2.715,N/A,N/A,N/A,0.062,N/A,N/A,0.3875,N/A,N/A,N/A,N/A,2.449232888,N/A,N/A,N/A,0.057142988,N/A,N/A,N/A
1974,4,1974,N/A,151.6,249.5296,2.8,N/A,N/A,0.002,0.056,N/A,N/A,0.15,N/A,N/A,N/A,N/A,2.314779271,N/A,N/A,1.65E-03,0.046295585,N/A,N/A,N/A
1974,5,1974,N/A,99.1,188.7474,2.85,N/A,N/A,0.0015,0.0705,N/A,N/A,0.062,N/A,N/A,N/A,N/A,3.472813274,N/A,N/A,0.002650638,0.089837786,N/A,N/A,N/A
1974,6,1974,N/A,63.8,56.388,2.78,N/A,N/A,N/A,0.037,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.938750758,N/A,N/A,N/A,0.025803517,N/A,N/A,N/A
1974,7,1974,N/A,30.7,12.192,3.73,N/A,N/A,N/A,0.0495,N/A,N/A,0.062,N/A,N/A,N/A,N/A,3.283036551,N/A,N/A,N/A,0.046354733,N/A,N/A,N/A
1974,8,1974,N/A,8.9,3.9116,4.05,N/A,N/A,0.002,0.041,N/A,N/A,0.031,N/A,N/A,N/A,N/A,5.873684211,N/A,N/A,2.90E-03,0.059461988,N/A,N/A,N/A
1974,9,1974,N/A,1.8,1.1176,3.95,N/A,N/A,N/A,0.057,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.329896907,N/A,N/A,N/A,0.105773196,N/A,N/A,N/A
1974,10,1975,N/A,43.1,1.5494,3.625,N/A,N/A,N/A,0.041,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.238825758,N/A,N/A,N/A,0.014443182,N/A,N/A,N/A
1974,11,1975,N/A,158.7,24.4856,3.43,N/A,N/A,N/A,0.054,N/A,N/A,0.03,N/A,N/A,N/A,N/A,0.383418724,N/A,N/A,N/A,0.00603633,N/A,N/A,N/A
1974,12,1975,N/A,442.4,230.2256,2.75,N/A,N/A,N/A,0.0555,N/A,N/A,1.1315,N/A,N/A,N/A,N/A,1.687921126,N/A,N/A,N/A,0.030109195,N/A,N/A,N/A
1975,1,1975,N/A,311.9,360.1974,2.36,N/A,N/A,N/A,0.028,N/A,N/A,0.527,N/A,N/A,N/A,N/A,2.689893277,N/A,N/A,N/A,0.031913988,N/A,N/A,N/A
1975,2,1975,N/A,292.2,213.3346,2.305,N/A,N/A,N/A,0.041,N/A,N/A,0.91,N/A,N/A,N/A,N/A,1.062322995,N/A,N/A,N/A,0.021609412,N/A,N/A,N/A
1975,3,1975,N/A,337.4,183.9468,1.59,N/A,N/A,N/A,0.057,N/A,N/A,1.085,N/A,N/A,N/A,N/A,0.767147641,N/A,N/A,N/A,0.027501519,N/A,N/A,N/A
1975,4,1975,N/A,107.7,96.8502,2.37,N/A,N/A,N/A,0.0375,N/A,N/A,0.81,N/A,N/A,N/A,N/A,2.793677146,N/A,N/A,N/A,0.044729777,N/A,N/A,N/A
1975,5,1975,N/A,96,205.0542,2.68,N/A,N/A,N/A,0.025,N/A,N/A,1.364,N/A,N/A,N/A,N/A,1.581243252,N/A,N/A,N/A,0.014750403,N/A,N/A,N/A
1975,6,1975,N/A,38,19.0246,3.205,N/A,N/A,N/A,0.037,N/A,N/A,0.18,N/A,N/A,N/A,N/A,3.0263269,N/A,N/A,N/A,0.035971049,N/A,N/A,N/A
1975,7,1975,N/A,28.5,8.9408,3.83,N/A,N/A,0.001,0.027,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.032694764,N/A,N/A,7.92E-04,0.02137931,N/A,N/A,N/A
1975,8,1975,N/A,95.3,5.6388,4.18,N/A,N/A,N/A,0.026,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.356,N/A,N/A,N/A,0.014654545,N/A,N/A,N/A
1975,9,1975,N/A,N/A,2.3114,4.325,N/A,N/A,0.0015,0.0485,N/A,N/A,0.09,N/A,N/A,N/A,N/A,4.485532995,N/A,N/A,6.85E-04,0.039822335,N/A,N/A,N/A
1975,10,1976,N/A,310.9,39.8018,4.62,N/A,N/A,0.001,0.072,N/A,N/A,1.0075,N/A,N/A,N/A,N/A,0.410961263,N/A,N/A,8.90E-05,0.006404591,N/A,N/A,N/A
1975,11,1976,N/A,392.6,149.733,3.78,N/A,N/A,0.0055,0.0525,N/A,N/A,0.435,N/A,N/A,N/A,N/A,2.675112364,N/A,N/A,0.003532033,0.037298316,N/A,N/A,N/A
1975,12,1976,N/A,380.8,365.5314,3.43,N/A,N/A,0.011,0.024,N/A,N/A,1.085,N/A,N/A,N/A,N/A,1.18797054,N/A,N/A,0.003809818,0.00831233,N/A,N/A,N/A
1976,1,1976,N/A,395.6,340.1568,3.14,N/A,N/A,0.006,0.0435,N/A,N/A,1.395,N/A,N/A,N/A,N/A,6.424902572,N/A,N/A,0.009147064,0.093976775,N/A,N/A,N/A
1976,2,1976,N/A,293,122.0978,2.92,N/A,N/A,0.005,0.046,N/A,N/A,0.464,N/A,N/A,N/A,N/A,4.912310135,N/A,N/A,0.00841149,0.077385708,N/A,N/A,N/A
1976,3,1976,N/A,237.7,123.6472,3.12,N/A,N/A,0.0115,0.0325,N/A,N/A,1.736,N/A,N/A,N/A,N/A,2.423183832,N/A,N/A,0.009130353,0.025554402,N/A,N/A,N/A
1976,4,1976,N/A,114.9,199.009,3.28,N/A,N/A,0.005,0.02,N/A,N/A,1.35,N/A,N/A,N/A,N/A,3.853181975,N/A,N/A,0.005873753,0.023495012,N/A,N/A,N/A
1976,5,1976,N/A,62,104.7242,3.27,N/A,N/A,0.001,0.037,N/A,N/A,0.713,N/A,N/A,N/A,N/A,2.461669389,N/A,N/A,7.53E-04,0.027853751,N/A,N/A,N/A
1976,6,1976,N/A,23.8,16.6624,4.175,N/A,N/A,0.003,0.047,N/A,N/A,0.36,N/A,N/A,N/A,N/A,4.422123288,N/A,N/A,0.003791096,0.046058219,N/A,N/A,N/A
1976,7,1976,N/A,29.8,7.6454,4.31,N/A,N/A,N/A,0.134,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.367637444,N/A,N/A,N/A,0.135791976,N/A,N/A,N/A
1976,8,1976,N/A,98.3,7.0358,4.405,N/A,N/A,0.001,0.047,N/A,N/A,2.418,N/A,N/A,N/A,N/A,3.623904992,N/A,N/A,8.24E-04,0.037838969,N/A,N/A,N/A
1976,9,1976,N/A,28,2.9718,4.64,N/A,N/A,0.001,0.039,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.499610895,N/A,N/A,1.40E-03,0.05463035,N/A,N/A,N/A
1976,10,1977,N/A,104.1,4.064,4.655,N/A,N/A,0.0025,0.0685,N/A,N/A,0.1705,N/A,N/A,N/A,N/A,3.22443662,N/A,N/A,0.002139437,0.044840845,N/A,N/A,N/A
1976,11,1977,N/A,60,7.3406,4.61,N/A,N/A,0.001,0.051,N/A,N/A,0.3,N/A,N/A,N/A,N/A,5.609672387,N/A,N/A,1.22E-03,0.062059282,N/A,N/A,N/A
1976,12,1977,N/A,63.7,4.8006,4.195,N/A,N/A,0.003,0.065,N/A,N/A,0.527,N/A,N/A,N/A,N/A,5.533019093,N/A,N/A,0.004365155,0.093591885,N/A,N/A,N/A
1977,1,1977,N/A,65.4,8.0518,3.81,N/A,N/A,0.006,0.044,N/A,N/A,0.186,N/A,N/A,N/A,N/A,5.149662447,N/A,N/A,0.008109705,0.059471167,N/A,N/A,N/A
1977,2,1977,N/A,201.1,6.6294,3.75,N/A,N/A,0.003,0.041,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.819757366,N/A,N/A,1.46E-03,0.019896014,N/A,N/A,N/A
1977,3,1977,N/A,220.4,67.4878,3.255,N/A,N/A,0.002,0.035,N/A,N/A,1.178,N/A,N/A,N/A,N/A,2.353954315,N/A,N/A,0.002328934,0.027538071,N/A,N/A,N/A
1977,4,1977,N/A,62.9,157.0736,3.41,N/A,N/A,0.016,0.034,N/A,N/A,1.29,N/A,N/A,N/A,N/A,4.331534607,N/A,N/A,0.020323916,0.043188322,N/A,N/A,N/A
1977,5,1977,N/A,206.7,101.8032,3.295,N/A,N/A,N/A,0.04,N/A,N/A,1.5965,N/A,N/A,N/A,N/A,2.820697714,N/A,N/A,N/A,0.034379007,N/A,N/A,N/A
1977,6,1977,N/A,31.2,37.6428,3.65,N/A,N/A,N/A,0.029,N/A,N/A,0.36,N/A,N/A,N/A,N/A,3.021376592,N/A,N/A,N/A,0.024005458,N/A,N/A,N/A
1977,7,1977,N/A,12.8,10.541,4.19,N/A,N/A,0.0005,0.0345,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.073807983,N/A,N/A,6.69E-04,0.033156958,N/A,N/A,N/A
1977,8,1977,N/A,106.8,5.3086,4.92,N/A,N/A,0.004,0.052,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.918490566,N/A,N/A,1.56E-03,0.02027673,N/A,N/A,N/A
1977,9,1977,N/A,131.9,9.652,4.935,N/A,N/A,N/A,0.066,N/A,N/A,0.975,N/A,N/A,N/A,N/A,7.236298932,N/A,N/A,N/A,0.109039146,N/A,N/A,N/A
1977,10,1978,N/A,172,14.986,4.36,N/A,N/A,0.001,0.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.551185922,N/A,N/A,3.56E-04,0.010673298,N/A,N/A,N/A
1977,11,1978,N/A,483.5,298.9326,3.15,N/A,N/A,0.002,0.046,N/A,N/A,1.575,N/A,N/A,N/A,N/A,2.924785346,N/A,N/A,3.94E-04,0.046836863,N/A,N/A,N/A
1977,12,1978,N/A,639,481.3554,2.385,N/A,N/A,0.003,0.0375,N/A,N/A,1.023,N/A,N/A,N/A,N/A,5.619019053,N/A,N/A,0.008583971,0.075285504,N/A,N/A,N/A
1978,1,1978,N/A,224.1,155.575,2.64,N/A,N/A,0.005,0.035,N/A,N/A,0.62,N/A,N/A,N/A,N/A,3.174931065,N/A,N/A,0.006013127,0.042091889,N/A,N/A,N/A
1978,2,1978,N/A,177.4,127.3556,2.745,N/A,N/A,0.002,0.034,N/A,N/A,1.036,N/A,N/A,N/A,N/A,1.900729195,N/A,N/A,0.001876198,0.025223327,N/A,N/A,N/A
1978,3,1978,N/A,73.3,38.0238,2.72,N/A,N/A,N/A,0.033,N/A,N/A,1.581,N/A,N/A,N/A,N/A,2.911951952,N/A,N/A,N/A,0.035328829,N/A,N/A,N/A
1978,4,1978,N/A,206,84.6836,2.935,N/A,N/A,0.0025,0.042,N/A,N/A,1.71,N/A,N/A,N/A,N/A,5.961181463,N/A,N/A,0.009467197,0.112652566,N/A,N/A,N/A
1978,5,1978,N/A,134.2,84.328,3.03,N/A,N/A,0.001,0.037,N/A,N/A,2.914,N/A,N/A,N/A,N/A,5.016542726,N/A,N/A,1.66E-03,0.061258112,N/A,N/A,N/A
1978,6,1978,N/A,72.1,23.1902,3.27,N/A,N/A,0.0015,0.043,N/A,N/A,2.58,N/A,N/A,N/A,N/A,2.980678466,N/A,N/A,1.08E-03,0.040088496,N/A,N/A,N/A
1978,7,1978,N/A,30.5,13.208,3.68,N/A,N/A,N/A,0.054,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.160658009,N/A,N/A,N/A,0.046379221,N/A,N/A,N/A
1978,8,1978,N/A,109,11.0236,3.87,N/A,N/A,0.003,0.06,N/A,N/A,3.224,N/A,N/A,N/A,N/A,2.428601036,N/A,N/A,0.001590155,0.039320207,N/A,N/A,N/A
1978,9,1978,N/A,118.7,20.7264,3.68,N/A,N/A,0.078,0.042,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.767088608,N/A,N/A,0.0798459,0.042993946,N/A,N/A,N/A
1978,10,1979,N/A,17.1,6.6802,4.54,N/A,0.01,N/A,0.04,0.12,N/A,N/A,N/A,N/A,N/A,N/A,4.75472973,N/A,0.010472973,N/A,0.041891892,0.125675676,N/A,N/A
1978,11,1979,N/A,232.7,21.3868,4.5,N/A,0.006,0.0005,0.047,0.135,N/A,N/A,N/A,N/A,N/A,N/A,3.216409164,N/A,1.34E-03,6.23E-04,0.032509323,0.117155035,N/A,N/A
1978,12,1979,N/A,231.7,169.5704,3.48,N/A,0.006,0.004,0.031,0.14,0.124,N/A,0.124,8.99,N/A,N/A,4.984769976,N/A,0.008594431,0.005729621,0.04440456,0.200536723,N/A,N/A
1979,1,1979,N/A,128.4,84.455,4.69,N/A,0.0235,0.002,0.0305,0.15,0.806,1.395,2.201,5.27,N/A,N/A,2.822457444,N/A,0.013043704,1.14E-03,0.019614766,0.091613753,N/A,N/A
1979,2,1979,N/A,480.2,260.9088,3.24,N/A,0.003,0.001,0.033,0.08,0.616,1.736,2.352,6.16,N/A,N/A,7.760590987,N/A,0.007185732,2.40E-03,0.079043056,0.191619531,N/A,N/A
1979,3,1979,N/A,165.1,218.694,3.22,N/A,0.005,0.0015,0.03,0.16,2.604,5.921,8.525,18.6,N/A,N/A,5.60370807,N/A,0.009991027,0.003263498,0.047967604,0.197265376,N/A,N/A
1979,4,1979,N/A,227.3,158.0642,3.32,N/A,0.026,0.002,0.033,0.22,1.83,3.24,5.07,11.7,N/A,N/A,3.909828258,N/A,0.030619137,2.36E-03,0.038862751,0.259085005,N/A,N/A
1979,5,1979,N/A,127.5,98.6028,3.335,N/A,0.026,0.0015,0.044,0.24,0.713,1.984,2.697,8.68,N/A,N/A,3.72184716,N/A,0.007141155,1.25E-03,0.052548999,0.272016661,N/A,N/A
1979,6,1979,N/A,26.7,12.9794,4.03,N/A,N/A,N/A,0.039,0.36,N/A,N/A,N/A,N/A,N/A,N/A,3.910227273,N/A,N/A,N/A,0.037840909,0.349300699,N/A,N/A
1979,7,1979,N/A,24.2,5.207,4.16,N/A,0.012,0.001,0.054,0.36,N/A,N/A,N/A,N/A,N/A,N/A,4.776296296,N/A,0.013777778,1.15E-03,0.062,0.413333333,N/A,N/A
1979,8,1979,N/A,51,2.5908,4.785,N/A,0.0135,0.001,0.051,0.32,N/A,N/A,N/A,N/A,N/A,N/A,4.263533333,N/A,0.011986667,8.96E-04,0.045053333,0.284511111,N/A,N/A
1979,9,1979,N/A,59.8,3.5306,4.78,N/A,0.014,0.002,0.024,0.35,1.71,5.34,7.05,21.3,N/A,N/A,4.203908795,N/A,0.012312704,1.76E-03,0.021107492,0.30781759,N/A,N/A
1979,10,1980,N/A,246.3,15.748,4.935,N/A,0.005,0.001,0.0625,0.17,0.1705,0.775,0.9455,N/A,11.03499985,60.09999847,2.621507194,N/A,0.003278417,5.58E-04,0.039508273,0.011374101,N/A,N/A
1979,11,1980,N/A,228.5,50.6984,4.01,N/A,0.009,0.003,0.056,N/A,N/A,N/A,N/A,N/A,6.114999771,309.0400085,0.811375899,N/A,1.82E-03,6.07E-04,0.011330935,N/A,N/A,N/A
1979,12,1980,N/A,198.3,132.6896,3.24,N/A,0.012,0.0045,0.045,N/A,2.635,2.511,5.146,N/A,3.809999943,421.2799988,6.215958233,N/A,0.025482554,0.009209952,0.094867566,N/A,N/A,N/A
1980,1,1980,N/A,420,299.9994,2.74,N/A,0.01,0.002,0.035,N/A,1.984,2.914,4.898,N/A,N/A,N/A,4.693049662,N/A,0.017127918,0.003425584,0.059947715,N/A,N/A,N/A
1980,2,1980,N/A,218.8,109.22,2.97,N/A,0.002,0.003,0.036,N/A,0.464,1.16,1.624,N/A,N/A,N/A,3.943769841,N/A,0.003032947,0.004731882,0.047294591,N/A,N/A,N/A
1980,3,1980,N/A,254.3,82.7786,2.95,N/A,0.003,0.003,0.038,N/A,1.271,2.542,3.813,N/A,N/A,N/A,2.95690011,N/A,3.01E-03,3.01E-03,0.038088883,N/A,N/A,N/A
1980,4,1980,N/A,128.3,178.7906,3.075,N/A,0.0095,N/A,0.0375,N/A,1.23,3.06,4.29,N/A,N/A,N/A,2.5576062,N/A,0.004530233,N/A,0.031547072,N/A,N/A,N/A
1980,5,1980,N/A,101,34.4932,3.5,N/A,0.021,0.001,0.041,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.123217247,N/A,0.012739303,6.07E-04,0.024871973,N/A,N/A,N/A
1980,6,1980,N/A,101,32.2834,3.58,N/A,0.001,N/A,0.042,N/A,0.99,2.73,3.72,N/A,N/A,N/A,3.981991525,N/A,1.11E-03,N/A,0.046716102,N/A,N/A,N/A
1980,7,1980,N/A,8.3,15.6718,5.88,N/A,0.007,N/A,0.042,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.78862119,N/A,0.01165312,N/A,0.069918723,N/A,N/A,N/A
1980,8,1980,N/A,12.9,5.5626,4.07,N/A,0.001,N/A,0.043,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.128261759,N/A,1.01E-03,N/A,0.043615542,N/A,N/A,N/A
1980,9,1980,N/A,49.2,2.8448,4.48,N/A,0.003,0.001,0.0355,N/A,2.34,3.06,5.4,N/A,N/A,N/A,5.030314961,N/A,0.003543307,1.12E-03,0.03992126,N/A,N/A,N/A
1980,10,1981,N/A,75.4,2.6924,4.38,N/A,0.006,N/A,0.059,N/A,0.155,0.2015,0.3565,N/A,8.899999619,159.6499939,7.47940678,N/A,0.010245763,N/A,0.10075,N/A,N/A,N/A
1980,11,1981,N/A,372.5,65.4304,3.8,N/A,0.0075,0.0005,0.042,N/A,0.57,0.93,1.5,N/A,5.744999886,260.019989,4.716942365,N/A,0.010465784,2.35E-05,0.048748041,N/A,N/A,N/A
1980,12,1981,N/A,575.5,398.3736,3.01,N/A,0.006,N/A,0.038,N/A,0.279,0.744,1.023,N/A,3.234999895,592.6400146,0.929760344,N/A,1.85E-03,N/A,0.011737838,N/A,N/A,N/A
1981,1,1981,N/A,78.7,51.0032,2.82,N/A,0.002,0.001,0.0425,N/A,1.178,0.496,1.674,N/A,4.954999924,64.77999878,3.200522722,N/A,0.002057645,1.43E-03,0.050872062,N/A,N/A,N/A
1981,2,1981,N/A,314.3,182.8038,2.75,N/A,0.013,N/A,0.038,N/A,5.516,1.68,7.196,N/A,4.485000134,230.5899963,11.56825555,N/A,0.054686299,N/A,0.159852259,N/A,N/A,N/A
1981,3,1981,N/A,174.6,60.4774,2.96,N/A,0.0145,0.0005,0.0505,N/A,1.6895,0.651,2.3405,N/A,5.820000172,144.0299988,5.140901547,N/A,0.036706526,3.27E-04,0.08121275,N/A,N/A,N/A
1981,4,1981,N/A,152.9,131.3688,2.96,N/A,0.016,N/A,0.046,N/A,4.59,5.28,9.87,N/A,7.695000172,129.5200043,2.938405419,N/A,0.015883273,N/A,0.045664409,N/A,N/A,N/A
1981,5,1981,N/A,139.1,59.7154,3.06,N/A,0.011,N/A,0.035,N/A,1.116,1.116,2.232,N/A,10.27499962,113.4899979,1.593372781,N/A,0.005727811,N/A,0.018224852,N/A,N/A,N/A
1981,6,1981,N/A,188.2,110.5408,3.365,N/A,0.0075,0.0005,0.0345,N/A,1.005,1.92,2.925,N/A,13.39999962,156.8200073,1.698787159,N/A,0.003754645,2.59E-04,0.017543869,N/A,N/A,N/A
1981,7,1981,N/A,27.2,20.2946,3.59,N/A,0.003,N/A,0.059,N/A,1.023,1.519,2.542,N/A,16.77499962,18.12000084,4.318903262,N/A,0.003609111,N/A,0.07097919,N/A,N/A,N/A
1981,8,1981,N/A,1.5,5.715,4.265,N/A,0.007,0.001,0.073,N/A,N/A,N/A,N/A,N/A,19.29500008,2.539999962,4.475040241,N/A,0.010478873,1.50E-03,0.081710262,N/A,N/A,N/A
1981,9,1981,N/A,138.8,7.2644,4.89,N/A,0.004,0.003,0.075,N/A,0.51,0.39,0.9,N/A,15.20499992,110.0699997,0.928481013,N/A,7.59E-04,5.70E-04,0.014240506,N/A,N/A,N/A
1981,10,1982,N/A,182.9,20.6248,4.325,N/A,0.0135,0.001,0.066,N/A,0.754333333,0.909333333,1.663666667,N/A,9.654999733,207.25,5.305617386,N/A,0.010427741,1.20E-03,0.080692691,N/A,N/A,N/A
1981,11,1982,N/A,326.8,93.5736,3.74,N/A,0.004,0.001,0.048,N/A,0.96,0.9,1.86,N/A,3.730000019,199.75,4.471045576,N/A,0.004781867,1.20E-03,0.057382403,N/A,N/A,N/A
1981,12,1982,N/A,680.3,472.059,2.815,N/A,0.0015,0.0015,0.051,N/A,2.325,1.1625,3.4875,N/A,2.545000076,373.6000061,2.058542019,N/A,6.30E-04,6.30E-04,0.038701312,N/A,N/A,N/A
1982,1,1982,N/A,389.2,123.8504,3.14,N/A,0.007,0.009,0.037,N/A,4.588,0.868,5.456,N/A,0.814999998,289.2600098,2.905939372,N/A,0.006478209,0.008329126,0.034241961,N/A,N/A,N/A
1982,2,1982,N/A,421.3,419.1254,3.23,N/A,0.006,0.004,0.042,N/A,4.928,0.868,5.796,N/A,2.549999952,316.7900085,0.41353002,N/A,7.68E-04,5.12E-04,0.005377171,N/A,N/A,N/A
1982,3,1982,N/A,234.7,143.1544,2.645,N/A,0.003,0.0055,0.037,N/A,3.007,2.108,5.115,N/A,4.614999771,159.2400055,2.432615556,N/A,0.003672418,0.003413014,0.034330252,N/A,N/A,N/A
1982,4,1982,N/A,165.5,182.3466,2.76,N/A,0.014,0.008,0.043,N/A,2.94,1.89,4.83,N/A,5.735000134,177.6300049,5.427470603,N/A,0.027530648,0.015731799,0.084558419,N/A,N/A,N/A
