Year,Month,WaterYear,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH3NmgL,StrNO3NmgL,StrTDPmgL,StrSO4SmgL,depNH3Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWADOCmgL,FWANH3NmgL,FWANO3NmgL,FWATDPmgL,FWASO4SmgL,N/A,N/A,N/A
1990,3,1990,5.216129032,108.1,101.1174,4.005,N/A,0.016,0.0025,0.031,0.235,0.03875,0.048,0.41075,0.62,6.300000191,100.5999985,2.800189855,N/A,0.009456362,0.001647067,0.022479173,0.189654293,N/A,N/A,N/A
1990,4,1990,10.18666667,230.6,100.3808,4.99,N/A,0.018,0.004,0.028,0.17,0.21,0.039,1.38,1.2,10.06000042,187.3200073,1.622532801,N/A,0.005852824,1.30E-03,0.009104392,0.055276669,N/A,N/A,N/A
1990,5,1990,10.70967742,117.3,56.8706,4.905,N/A,0.0145,0.0015,0.0295,0.16,0.2015,0.09,0.899,1.1625,10.10000038,111.9599991,4.145,N/A,0.01203125,1.25E-03,0.024875,0.135,N/A,N/A,N/A
1990,6,1990,14.94333333,86.3,45.8978,5.15,N/A,0.022,0.001,0.028,0.16,0.12,0.06,0.72,1,14.22000027,83.66999817,3.377576515,N/A,0.014428482,6.56E-04,0.018363523,0.104934416,N/A,N/A,N/A
1990,7,1990,19.08709677,15.8,21.6662,6.52,N/A,0.013,0.001,0.0405,0.195,0.031,0.025,0.4185,0.31,19.20000076,19.81999969,6.416507937,N/A,0.012793651,9.84E-04,0.039857143,0.191904762,N/A,N/A,N/A
1990,8,1990,18.17741935,60.5,16.9418,7.23,N/A,0.014,0.006,0.038,0.22,0.7595,0.115,2.542,1.55,18.29999924,48.38000107,11.01655932,N/A,0.021332203,0.009142373,0.057901695,0.335220339,N/A,N/A,N/A
1990,9,1990,15.9,13.8,14.1986,7.18,N/A,0.004,0.002,0.029,0.24,0.12,0.049,0.855,0.75,16.93499947,13.78999996,5.622891566,N/A,0.00313253,1.57E-03,0.022710843,0.187951807,N/A,N/A,N/A
1990,10,1991,8.138709677,234.7,39.37,6.396666667,N/A,0.01,0.001,0.035,0.273333333,0.11625,0.066,0.62775,0.8525,11.17000008,114.7900009,10.8172413,N/A,0.019866569,0.00189457,0.083610178,0.498928658,N/A,N/A,N/A
1990,11,1991,5.156666667,336.1,132.8674,4.33,N/A,0.009,0.001,0.0265,0.24,0.1125,0.065,0.6,0.6,5.75,406.2099915,1.965378804,N/A,0.003943449,4.53E-04,0.011988992,0.108784805,N/A,N/A,N/A
1990,12,1991,-1.438709677,183.9,90.8304,3.795,N/A,0.012,0.0015,0.0245,0.2,0.217,0.048,0.589,0.93,3.329999924,185.0099945,3.2019814,N/A,0.007388398,1.03E-03,0.02099732,0.080138714,N/A,N/A,N/A
1991,1,1991,0.090322581,232,181.9148,3.445,N/A,0.008,0.0045,0.0295,0.205,0.1085,0.062,0.589,0.8525,1.879999995,158.0599976,5.465965506,N/A,0.01357135,0.008363994,0.046783194,0.308339896,N/A,N/A,N/A
1991,2,1991,5.832142857,207.9,153.2382,4.06,N/A,0.0045,0.0015,0.0295,0.175,0.105,0.049,0.448,0.35,7.190000057,156.9900055,5.975139278,N/A,0.005197981,0.002766498,0.04269097,0.267620116,N/A,N/A,N/A
1991,3,1991,4.516129032,221.2,133.3246,4.19,N/A,0.007,0.002,0.03,0.17,0.248,0.086,0.9145,0.93,4.300000191,222.7899933,2.934262048,N/A,0.004902108,1.40E-03,0.021009036,0.119051205,N/A,N/A,N/A
1991,4,1991,6.943333333,241.7,120.3198,4.47,N/A,0.0105,0.0015,0.0325,0.17,0.726,0.197,1.908,1.98,6.324999809,193.5599976,11.30831348,N/A,0.027934731,0.004845164,0.084375893,0.436136255,N/A,N/A,N/A
1991,5,1991,10.02903226,194.8,119.9642,4.71,N/A,0.018,0.001,0.018,0.17,2.077,0.164,3.771666667,2.273333333,8.920000076,162.5099945,3.369917622,N/A,0.01285745,7.14E-04,0.012579871,0.121431471,N/A,N/A,N/A
1991,6,1991,13.42666667,52.2,35.2298,5.38,N/A,0.018,N/A,0.037,0.16,0.06,0.04,0.46,0.7,12.46500015,57.81000137,5.248780488,N/A,0.017560976,N/A,0.036097561,0.156097561,N/A,N/A,N/A
1991,7,1991,18.55806452,33.1,22.2758,6.185,N/A,0.0125,N/A,0.0355,0.175,0.13175,0.119,1.054,0.775,18.81500053,19.36000061,7.412435567,N/A,0.01498067,N/A,0.042545103,0.209729381,N/A,N/A,N/A
1991,8,1991,18.16774194,21.3,18.6182,6.93,N/A,0.009,N/A,0.033,0.19,0.031,0.013,0.434,0.31,18.65500069,28.62999916,6.640803709,N/A,0.00862442,N/A,0.031622875,0.182071097,N/A,N/A,N/A
1991,9,1991,15.54074074,0.3,18.7706,7.39,N/A,0.0505,0.0005,0.031,0.225,0.03,0.009,0.3,0.6,17.63999939,2.849999905,4.903881279,N/A,0.036552511,3.65E-04,0.020525114,0.15,N/A,N/A,N/A
1991,10,1992,8.893548387,165.6,30.1244,7.84,N/A,0.017,0.001,0.035,0.31,N/A,0.068,N/A,3.72,10.98499966,121.3399963,2.543710752,N/A,0.005515699,3.24E-04,0.011355852,0.1005804,N/A,N/A,N/A
1991,11,1992,6.486666667,451.3,211.1502,4.65,N/A,0.008,0.0015,0.043,0.265,0.15,0.088,0.95,1.425,4.835000038,313.730011,11.58588682,N/A,0.029409689,0.004490433,0.098691817,0.656791966,N/A,N/A,N/A
1991,12,1992,3.24516129,213.9,170.307,3.52,N/A,N/A,0.001,0.029,0.17,0.062,0.044,0.217,1.054,0.610000014,324.8699951,1.946276291,N/A,N/A,5.53E-04,0.016034663,0.093996298,N/A,N/A,N/A
1992,1,1992,3.306896552,160.5,84.5312,3.91,N/A,0.006,0.001,0.0315,0.19,0.1085,0.036,0.3875,0.465,3.960000038,150.0399933,5.67100339,N/A,0.010046102,1.46E-03,0.046831017,0.276530508,N/A,N/A,N/A
1992,2,1992,5.779310345,200.9,116.5352,4.26,N/A,0.01,0.001,0.03,0.19,0.09425,0.066,0.57275,0.6525,7.045000076,156.8300018,4.439291164,N/A,0.010420871,1.04E-03,0.031262614,0.197996554,N/A,N/A,N/A
1992,3,1992,8.106666667,40,40.5384,4.635,N/A,0.0065,0.001,0.0265,0.18,0.1674,0.013,0.248,0.31,8.965000153,45.68999863,3.95885785,N/A,0.006094767,8.66E-04,0.023228076,0.154013437,N/A,N/A,N/A
1992,4,1992,9.963333333,289.5,115.7224,4.6,N/A,0.005,0.001,0.023,0.16,0.045,0.08,0.645,1.35,9.840000153,258.8299866,2.52897474,N/A,2.75E-03,5.50E-04,0.012644874,0.087964339,N/A,N/A,N/A
1992,5,1992,14.95806452,20.1,30.9626,5.25,N/A,0.003,N/A,0.039,0.17,0.155,0.043,0.48825,0.465,15.41499996,20.55999947,5.269426457,N/A,3.01E-03,N/A,0.039144311,0.170629047,N/A,N/A,N/A
1992,6,1992,16.64666667,53.1,19.6596,6.095,N/A,0.002,N/A,0.0335,0.19,0.225,0.027,0.63,0.75,16.63999939,43.81000137,5.570276163,N/A,0.001918605,N/A,0.030719477,0.173110465,N/A,N/A,N/A
1992,7,1992,18.14516129,23.8,14.5034,6.62,N/A,0.004,N/A,0.041,0.19,0.434,0.067,1.4725,0.93,18.23500061,35.99000168,6.935864811,N/A,0.004190855,N/A,0.042956262,0.199065606,N/A,N/A,N/A
1992,8,1992,18.61290323,1.1,9.3218,7.805,N/A,0.005,0.001,0.036,0.235,N/A,N/A,N/A,N/A,19.20000076,5.480000019,7.729907407,N/A,0.005262346,1.00E-03,0.036645062,0.2325,N/A,N/A,N/A
1992,9,1992,14.10666667,79.1,11.176,7.87,N/A,0.007,0.001,0.039,0.29,0.09,0.023,0.435,1.35,14.95499992,66.19999695,7.283290488,N/A,0.006478149,9.25E-04,0.036092545,0.268380463,N/A,N/A,N/A
1992,10,1993,9.767741935,176.2,27.7368,7.385,N/A,0.005,0.0005,0.041,0.355,0.0186,0.01,0.0806,0.124,11.76500034,44.65999985,3.434389234,N/A,0.002294513,2.41E-04,0.019078157,0.165590062,N/A,N/A,N/A
1992,11,1993,4.953333333,377.4,144.1704,5.27,N/A,0.016,0.001,0.037,0.29,0.39,0.097,1.1175,2.25,2.819999933,88.83999634,0.847973778,N/A,2.57E-03,1.61E-04,0.005953516,0.046662694,N/A,N/A,N/A
1992,12,1993,0.990322581,419.1,254.1778,3.83,N/A,0.006,0.001,0.0265,0.22,0.1116,0.065,0.5146,2.294,2.505000114,219.1999969,6.025452496,N/A,0.009254931,1.03E-03,0.040620027,0.339347459,N/A,N/A,N/A
1993,1,1993,-0.580645161,242.5,231.0638,3.63,N/A,0.004,0.001,0.032,0.21,0.124,0.059,0.58125,1.0075,-0.270000011,199.4199982,4.966610464,N/A,0.005472849,1.37E-03,0.043782792,0.287324572,N/A,N/A,N/A
1993,2,1993,0.625,94.7,78.7654,3.86,N/A,0.002,0.001,0.029,0.18,0.077,0.047,0.406,0.56,1.875,81.19000244,3.065541818,N/A,1.59E-03,7.94E-04,0.023031273,0.142952727,N/A,N/A,N/A
1993,3,1993,6.025806452,354.5,304.3174,4.24,N/A,0.0085,0.0015,0.0295,0.18,0.1302,0.064,0.527,1.24,6.275000095,275.019989,5.844661551,N/A,0.011959895,0.001713143,0.039997646,0.239358407,N/A,N/A,N/A
1993,4,1993,7.733333333,393.5,242.2398,4.77,N/A,0.006,N/A,0.03,0.15,0.2325,0.108,1.0425,2.475,6.974999905,294.75,4.179460802,N/A,0.005257183,N/A,0.026285917,0.131429585,N/A,N/A,N/A
1993,5,1993,13.19032258,236.7,124.6886,4.975,N/A,0.0065,0.0005,0.0375,0.14,0.155,0.043,0.599333333,1.55,12.78999996,173.25,7.643926768,N/A,0.009176882,5.94E-04,0.057271006,0.217199265,N/A,N/A,N/A
1993,6,1993,12.78571429,87,74.6506,5.16,N/A,0.007,N/A,0.031,0.15,0.054,0.044,0.318,0.78,13.48499966,116.2399979,4.636866359,N/A,0.006290323,N/A,0.027857143,0.134792627,N/A,N/A,N/A
1993,7,1993,12.81290323,51.9,29.6672,6.22,N/A,0.0075,0.0005,0.038,0.165,0.031,0.006,0.124,0.62,14.53499985,52.43000031,5.617331407,N/A,0.00716763,5.23E-04,0.03326975,0.152312139,N/A,N/A,N/A
1993,8,1993,14.52903226,4.7,16.7132,7.02,N/A,0.007,N/A,0.038,0.16,0.268666667,0.049,0.775,0.413333333,17.09000015,21.37000084,7.865783133,N/A,0.007843373,N/A,0.042578313,0.179277108,N/A,N/A,N/A
1993,9,1993,12.52,N/A,10.5664,7.34,N/A,0.002,N/A,0.03,0.215,N/A,N/A,N/A,N/A,16.46999931,1.340000033,7.746341463,N/A,0.00195122,N/A,0.031788618,0.225203252,N/A,N/A,N/A
1993,10,1994,8.551612903,42.4,15.3924,7.37,N/A,0.003,0.001,0.06,0.28,0.020666667,0.001,0.031,0.31,9.204999924,194.5099945,7.643977695,N/A,0.003111524,1.04E-03,0.062230483,0.290408922,N/A,N/A,N/A
1993,11,1994,-0.786666667,103.3,21.6408,6.195,N/A,0.006,N/A,0.0305,0.35,0.066,0.058,0.414,0.48,1.044999957,347.4100037,6.861854305,N/A,0.007827815,N/A,0.03518543,0.401523179,N/A,N/A,N/A
1993,12,1994,-0.226666667,277.5,81.2038,4.31,N/A,0.003,0.001,0.027,0.25,0.11625,0.017,0.248,1.7825,1.485000014,197.0399933,1.179050477,N/A,8.21E-04,2.74E-04,0.007386163,0.068390399,N/A,N/A,N/A
1994,1,1994,1.487096774,287.4,159.7914,4.07,N/A,0.004,0.001,0.024,0.25,0.03875,0.035,0.31,1.24,4.230000019,196.1000061,7.222004306,N/A,0.007097793,1.77E-03,0.042586758,0.443612058,N/A,N/A,N/A
1994,2,1994,0.385714286,284.9,131.6482,4.075,N/A,0.0035,0.0005,0.027,0.23,0.182,0.038,0.448,0.63,2.75999999,190.7700043,2.321928183,N/A,0.001441132,9.45E-05,0.0168,0.137044614,N/A,N/A,N/A
1994,3,1994,3.935483871,156.3,100.965,4.13,N/A,0.002,0.001,0.026,0.17,0.0558,0.056,0.403,1.55,6.795000076,140.2599945,2.105995462,N/A,1.02E-03,5.10E-04,0.013258083,0.086687465,N/A,N/A,N/A
1994,4,1994,7.26,134.6,85.6996,4.75,N/A,0.004,N/A,0.0255,0.215,0.225,0.062,0.69,0.9,8.824999809,114.9899979,2.188766299,N/A,0.001825476,N/A,0.011835507,0.098696088,N/A,N/A,N/A
1994,5,1994,12.17096774,91.7,31.5722,5.84,N/A,0.006,N/A,0.038,0.18,0.1736,0.084,0.6944,0.3875,12.36999989,73.88999939,7.044995475,N/A,0.007238009,N/A,0.045840724,0.217140271,N/A,N/A,N/A
1994,6,1994,12.98666667,96.2,29.0322,6.11,N/A,0.012,0.001,0.033,0.09,0.0375,0.039,0.33,0.75,13.49499989,82.98000336,10.00857988,N/A,0.016686391,0.001627219,0.048017751,0.231656805,N/A,N/A,N/A
1994,7,1994,18.03225806,2.4,16.5354,6.99,N/A,0.01,0.002,0.038,0.26,0.341,0.027,1.178,N/A,19.125,7.599999905,6.406486957,N/A,0.009165217,1.83E-03,0.034827826,0.238295652,N/A,N/A,N/A
1994,8,1994,16.66129032,1.8,11.7856,7.795,N/A,0.006,0.001,0.0365,0.27,N/A,0.013,0.403,N/A,17.44499969,2.24000001,6.739866505,N/A,0.004175971,8.65E-04,0.031075243,0.223470874,N/A,N/A,N/A
1994,9,1994,15.18137931,45.3,10.795,7.68,N/A,0.022,0.001,0.034,0.33,0.045,0.005,0.0825,0.75,16.77499962,49.08000183,6.111405836,N/A,0.017506631,7.96E-04,0.027055703,0.262599469,N/A,N/A,N/A
1994,10,1995,8.51483871,226,33.147,7.47,N/A,0.005,0.001,0.044,0.38,0.031,0.015,0.124,0.93,9.375,132.2700043,3.199585492,N/A,2.14E-03,4.28E-04,0.018846287,0.162763385,N/A,N/A,N/A
1994,11,1995,0.994666667,435.9,226.6442,5.065,N/A,0.005,0.001,0.034,0.28,0.39,0.097,0.972,3.42,7.360000134,451.1900024,7.735367396,N/A,0.007375743,0.002223346,0.044730618,0.42613507,N/A,N/A,N/A
1994,12,1995,-0.015,242.3,196.85,3.52,N/A,0.005,0.001,0.026,0.22,0.155,0.03,0.3875,1.705,3.714999914,403.3200073,2.731970888,N/A,0.00388064,7.76E-04,0.02017933,0.17074818,N/A,N/A,N/A
1995,1,1995,2.876129032,431.1,335.3308,3.86,N/A,0.006,0.001,0.0315,0.185,0.1736,0.023,0.3162,1.798,3.464999914,327.6099854,1.259868399,N/A,2.67E-03,3.25E-04,0.010403093,0.059433003,N/A,N/A,N/A
1995,2,1995,6.16,200.1,221.7674,4.33,N/A,0.001,N/A,0.033,0.15,0.112,0.018,0.238,1.213333333,5.980000019,170.6900024,1.817268381,N/A,4.20E-04,N/A,0.013849851,0.06295387,N/A,N/A,N/A
1995,3,1995,4.989677419,178.2,89.0524,4.33,N/A,0.0065,0.0005,0.0335,0.125,0.1705,0.029,0.39525,0.93,5.25,191.9400024,2.650504986,N/A,0.003938565,3.54E-04,0.021063847,0.076178836,N/A,N/A,N/A
1995,4,1995,7.092666667,237.2,93.0148,4.53,N/A,0.017,0.001,0.028,0.12,0.2175,0.066,0.7125,1.35,6.894999981,192.4799957,3.137119114,N/A,0.011772853,6.93E-04,0.019390582,0.083102493,N/A,N/A,N/A
1995,5,1995,12.41741935,115.5,83.566,5.05,N/A,0.005,N/A,0.026,0.14,0.186,0.113,1.06175,1.343333333,11.94999981,107.9000015,3.040466392,N/A,0.00308299,N/A,0.01603155,0.081433471,N/A,N/A,N/A
1995,6,1995,14.36866667,120.8,35.433,5.77,N/A,0.005,0.001,0.029,0.17,0.06,0.014,0.2,1.3,14.19499969,105.2699966,8.262864078,N/A,0.007160194,1.43E-03,0.041529126,0.243446602,N/A,N/A,N/A
1995,7,1995,18.032,38.7,23.241,6.53,N/A,0.006,0.001,0.028,0.2,0.2945,0.108,1.9685,3.41,18.39999962,51.27000046,7.987373613,N/A,0.007339088,1.22E-03,0.034249075,0.244636252,N/A,N/A,N/A
1995,8,1995,15.50451613,56.3,17.526,7.24,N/A,0.005,N/A,0.027,0.25,0.1085,0.016,0.2325,0.62,16.21500015,33.13999939,6.959803922,N/A,0.004812092,N/A,0.025985294,0.240604575,N/A,N/A,N/A
1995,9,1995,15.56,101.6,16.8402,7.55,N/A,0.016,0.001,0.032,0.23,0.01,0.024,0.25,0.9,16.70000076,65.69999695,4.999151104,N/A,0.010594228,6.62E-04,0.021188455,0.15229202,N/A,N/A,N/A
1995,10,1996,8.430967742,158.2,37.719,6.675,N/A,0.0075,0.001,0.0285,0.25,0.036166667,0.011,0.093,0.93,9.390000343,240.3399963,8.120605945,N/A,0.011022485,1.16E-03,0.034296113,0.284245427,N/A,N/A,N/A
1995,11,1996,7.332666667,553,238.8616,4.95,N/A,0.018,0.033,0.036,0.36,0.225,0.023,0.3975,4.35,5.269999981,449.2999878,2.707124011,N/A,0.009844087,0.018047493,0.019688175,0.196881746,N/A,N/A,N/A
1995,12,1996,3.541935484,433.6,359.3338,4.37,N/A,0.0245,0.0035,0.033,0.175,0.3255,0.013,0.42625,2.7125,2.234999895,689.9199829,3.13489477,N/A,0.013016342,0.003184271,0.024096421,0.110405373,N/A,N/A,N/A
1996,1,1996,2.903225806,552.6,447.4718,4.18,N/A,0.005,0.001,0.028,0.11,0.1178,0.045,0.3968,5.394,2.61500001,437.5899963,3.625717762,N/A,0.004336983,8.67E-04,0.024287105,0.095413625,N/A,N/A,N/A
1996,2,1996,1.690344828,457.6,417.2712,3.45,N/A,0.02175,0.00225,0.024,0.2325,0.25375,0.036,0.51475,3.6975,3.275000095,383.8099976,5.561544602,N/A,0.019957664,0.00214931,0.037994043,0.448089033,N/A,N/A,N/A
1996,3,1996,5.480645161,116.6,73.1266,3.66,N/A,0.016,0.001,0.024,0.14,0.03875,0.01,0.11625,0.413333333,5.909999847,91.13999939,2.355417156,N/A,0.010296906,6.44E-04,0.015445358,0.090097924,N/A,N/A,N/A
1996,4,1996,8.440666667,284.4,137.2616,4.105,N/A,0.0025,0.0005,0.029,0.145,0.024,0.097,0.606,2.04,8.324999809,260.1000061,1.633371608,N/A,9.14E-04,1.19E-04,0.011373695,0.06006263,N/A,N/A,N/A
1996,5,1996,10.23741935,198.4,110.1344,4.56,N/A,0.005,0.001,0.029,0.12,0.82925,0.054,1.24775,0.93,9.755000114,179.9299927,5.957419355,N/A,0.006532258,1.31E-03,0.037887097,0.156774194,N/A,N/A,N/A
1996,6,1996,14.63533333,57.3,27.7114,4.74,N/A,0.011,0.001,0.022,0.13,0.135,0.024,0.495,0.3,14.40999985,44.40999985,4.999793175,N/A,0.011602896,1.05E-03,0.023205791,0.137125129,N/A,N/A,N/A
1996,7,1996,19.45548387,14.2,13.8684,5.745,N/A,0.007,0.001,0.03,0.14,0.124,0.021,0.4495,0.62,20.11000061,12.26000023,6.113495851,N/A,0.008039419,1.09E-03,0.033958506,0.141493776,N/A,N/A,N/A
1996,8,1996,17.99612903,13.3,6.1976,6.7,N/A,0.005,N/A,0.033,0.14,0.6355,0.046,1.3485,0.62,18.95499992,10.28999996,3.864186047,N/A,2.88E-03,N/A,0.019032558,0.080744186,N/A,N/A,N/A
1996,9,1996,12.654,77.6,7.874,6.46,N/A,0.0055,0.0005,0.0325,0.23,0.09,0.001,0.105,0.6,13.78499985,77.12000275,2.798555957,N/A,0.002382671,2.17E-04,0.014079422,0.099638989,N/A,N/A,N/A
1996,10,1997,8.773548387,262.8,56.6166,6.58,N/A,0.027,0.002,0.034,0.22,0.1426,0.004,0.1674,1.395,8.960000038,256.2799988,2.574204947,N/A,0.010562847,7.82E-04,0.013301363,0.086067643,N/A,N/A,N/A
1996,11,1997,4.843333333,497.5,249.7328,4.015,N/A,0.009,0.001,0.0305,0.15,0.0375,0.004,0.0675,2.25,6.699999809,117.3600006,1.375725594,N/A,0.003997361,3.56E-04,0.010567282,0.051451187,N/A,N/A,N/A
1996,12,1997,2.345806452,847.1,684.7332,3.6,N/A,0.003,0.001,0.027,0.11,0.1612,0.019,0.279,1.395,2.25,135.7100067,0.887270901,N/A,7.39E-04,2.46E-04,0.006654532,0.027111055,N/A,N/A,N/A
1997,1,1997,2.23483871,366.1,296.3672,3.605,N/A,0.0095,0.0015,0.0285,0.13,0.0775,0.013,0.17825,1.6275,2.005000114,309.1099854,3.824732566,N/A,0.011372763,0.001736048,0.03043481,0.146679563,N/A,N/A,N/A
1997,2,1997,3.593571429,151.5,158.115,3.85,N/A,0.006,0.001,0.03,0.15,0.063,0.009,0.126,1.54,3.785000086,150.1300049,2.481529817,N/A,0.003867319,6.45E-04,0.019336596,0.09668298,N/A,N/A,N/A
1997,3,1997,5.27483871,374.9,246.4816,3.79,N/A,0.005,N/A,0.023,0.15,0.062,0.016,0.186,1.7825,5.289999962,291.6000061,6.598566279,N/A,0.008705233,N/A,0.04004407,0.261156977,N/A,N/A,N/A
1997,4,1997,7.655333333,246.9,99.1616,4.265,N/A,0.009,0.001,0.029,0.14,0.12,0.028,0.288,1.44,7.179999828,196.3600006,5.294991339,N/A,0.011353926,1.24E-03,0.035811201,0.173383372,N/A,N/A,N/A
1997,5,1997,14.18967742,77.3,38.608,4.64,N/A,0.01,0.001,0.029,0.14,0.062,0.043,0.7285,1.705,13.89000034,71.86000061,3.404497041,N/A,0.007337278,7.34E-04,0.021278107,0.102721893,N/A,N/A,N/A
1997,6,1997,14.27266667,91.7,25.1206,5.54,N/A,0.0105,N/A,0.032,0.145,0.03,0.028,0.24,0.675,13.77000046,84.36000061,8.512371722,N/A,0.019652223,N/A,0.048335234,0.222006842,N/A,N/A,N/A
1997,7,1997,17.71096774,17.2,10.033,6.09,N/A,0.015,0.001,0.029,0.16,0.062,0.015,0.2945,0.62,17.625,26.45000076,4.896570605,N/A,0.012060519,8.04E-04,0.023317003,0.128645533,N/A,N/A,N/A
1997,8,1997,18.65548387,38.6,4.5212,7.075,N/A,0.01,N/A,0.0285,0.17,0.434,0.045,1.829,0.93,18.95000076,30.70999908,8.388757962,N/A,0.01243949,N/A,0.033665605,0.203375796,N/A,N/A,N/A
1997,9,1997,14.55266667,137.2,9.9568,7.28,N/A,0.009,0.001,0.031,0.19,0.24,0.069,0.7575,3.75,15.44999981,122.1399994,27.06929577,N/A,0.033464789,0.00371831,0.115267606,0.706478873,N/A,N/A,N/A
1997,10,1998,8.510322581,312.3,66.04,5.64,N/A,0.0045,0.0015,0.024,0.25,0.06975,0.01,0.14725,1.3175,9.329999924,113.9100037,0.973804348,N/A,7.35E-04,2.76E-04,0.004090652,0.040232609,N/A,N/A,N/A
1997,11,1998,6.574,107.3,27.7114,4.68,N/A,0.015,0.001,0.028,0.2,0.21,0.046,0.555,2.1,4.710000038,449,2.897832817,N/A,0.009287926,6.19E-04,0.017337461,0.123839009,N/A,N/A,N/A
1997,12,1998,1.059354839,168,88.2142,4.11,N/A,0.009666667,0.002,0.020666667,0.196666667,0.2108,0.017,0.3162,0.434,0.535000026,446.7600098,2.189855025,N/A,0.004631721,0.001093368,0.0112959,0.102997944,N/A,N/A,N/A
1998,1,1998,4.293793103,526.7,330.708,3.67,N/A,0.015,0.001,0.024,0.14,0.217,0.03,0.527,1.55,3.625,382.4299927,3.065806256,N/A,0.012530543,8.35E-04,0.020048869,0.116951737,N/A,N/A,N/A
1998,2,1998,4.245,243.8,139.4968,4.34,N/A,0.045,0.001,0.029,0.13,0.242666667,0.03,0.522666667,0.84,4.099999905,207.7400055,1.77201068,N/A,0.018373383,4.08E-04,0.011840624,0.053078661,N/A,N/A,N/A
1998,3,1998,5.396774194,189.3,145.7706,4.095,N/A,0.0065,0.001,0.025,0.145,2.0088,0.032,2.2072,1.488,5.519999981,169.5700073,6.938541953,N/A,0.010827766,0.001708685,0.043274514,0.239398703,N/A,N/A,N/A
1998,4,1998,8.317241379,84.3,51.943,4.42,N/A,0.013,0.001,0.024,0.18,0.15,0.103,0.9225,1.05,7.940000057,96.01999664,4.383471074,N/A,0.012892562,9.92E-04,0.023801653,0.178512397,N/A,N/A,N/A
1998,5,1998,10.39032258,199.2,60.198,5.15,N/A,0.0055,N/A,0.025,0.16,0.2945,0.071,0.84475,1.1625,9.510000229,199.6199951,4.750554498,N/A,0.005060923,N/A,0.023098762,0.147327463,N/A,N/A,N/A
1998,6,1998,15.21434783,52.6,23.5458,5.68,N/A,0.001,N/A,0.022,0.17,0.0525,0.033,0.3,0.675,14.56999969,56.86999893,4.767883212,N/A,8.39E-04,N/A,0.018467153,0.14270073,N/A,N/A,N/A
1998,7,1998,20.54166667,6.9,8.0518,6.825,N/A,0.0115,0.001,0.0295,0.185,N/A,N/A,N/A,N/A,20.10000038,9.909999847,5.971666667,N/A,0.009388889,8.89E-04,0.027388889,0.166111111,N/A,N/A,N/A
1998,8,1998,19.1266129,0.3,2.7686,7.32,N/A,0.004,N/A,0.032,0.18,0.124,0.026,0.93,1.55,19.38500023,5.570000172,6.674117647,N/A,0.003647059,N/A,0.029176471,0.164117647,N/A,N/A,N/A
1998,9,1998,15.94333333,37.5,2.1336,7.81,N/A,0.021,0.001,0.026,0.25,0.015,0.014,0.225,0.75,16.85499954,33.88999939,7.450632911,N/A,0.019177215,9.49E-04,0.025443038,0.244936709,N/A,N/A,N/A
1998,10,1999,8.516935484,171.6,28.5242,6.16,N/A,0.009,0.001,0.026,N/A,0.0372,0.011,0.1054,0.31,11.19499969,110.0100021,3.262633166,N/A,0.004766834,5.30E-04,0.013770854,N/A,N/A,N/A,N/A
1998,11,1999,5.8175,494.2,173.6598,5.71,N/A,0.008,0.001,0.028,0.24,0.255,0.038,0.54,1.275,6.965000153,377.8099976,4.267662102,N/A,0.005979211,7.47E-04,0.02092724,0.179376341,N/A,N/A,N/A
1998,12,1999,0.627688172,561.6,399.161,3.84,N/A,0.0065,0.001,0.021,0.15,0.2604,0.046,0.5456,1.55,2.880000114,261.980011,1.26624686,N/A,0.002007178,3.22E-04,0.00675253,0.051547987,N/A,N/A,N/A
1999,1,1999,1.807741935,401.2,344.17,3.57,N/A,0.007,0.001,0.029,0.14,0.0775,0.014,0.186,1.1625,2.484999895,311.7900085,1.418964283,N/A,2.78E-03,3.97E-04,0.011526601,0.055645658,N/A,N/A,N/A
1999,2,1999,2.212142857,518.7,332.5876,3.755,N/A,0.0045,0.0005,0.0235,0.135,0.28,0.054,0.658,2.1,1.929999948,418.8500061,4.536817712,N/A,0.006053239,8.07E-04,0.02825448,0.165484149,N/A,N/A,N/A
1999,3,1999,4.22,197,132.461,3.8,N/A,0.006,N/A,0.027,0.12,7.9298,0.051,8.246,3.534,3.785000086,193.2599945,2.495546909,N/A,0.003940337,N/A,0.017731518,0.078806744,N/A,N/A,N/A
1999,4,1999,7.277333333,75.2,44.958,4.225,N/A,0.0065,N/A,0.0275,0.15,0.06,0.039,0.3525,1.05,6.625,74.09999847,4.428206765,N/A,0.008126994,N/A,0.032393108,0.154499043,N/A,N/A,N/A
1999,5,1999,10.68193548,215.3,60.5282,4.47,N/A,0.006,N/A,0.024,0.15,0.072333333,0.008,0.155,1.756666667,9.18500042,149.9799957,10.15524823,N/A,0.013631206,N/A,0.054524823,0.340780142,N/A,N/A,N/A
1999,6,1999,14.54666667,32.3,20.9042,5.39,N/A,0.01,0.001,0.0235,0.18,0.03,0.016,0.15,0.525,13.35000038,47.58000183,5.970741758,N/A,0.011291209,1.11E-03,0.026188187,0.198626374,N/A,N/A,N/A
