Year,Month,WaterYear,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH3NmgL,StrNO3NmgL,StrTDPmgL,StrSO4SmgL,depNH3Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWADOCmgL,FWANH3NmgL,FWANO3NmgL,FWATDPmgL,FWASO4SmgL,N/A,N/A,N/A
1980,9,1980,13.48333333,46.7,13.1318,6.215,N/A,0.016,0.001,0.0335,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.987310195,N/A,0.01197397,7.16E-04,0.032049892,N/A,N/A,N/A,N/A
1980,10,1981,8.812903226,83.6,14.5796,6.36,N/A,0.004,0.001,0.055,N/A,2.0305,0.071,3.131,N/A,8.899999619,159.6499939,6.958588235,N/A,0.004376471,1.09E-03,0.060176471,N/A,N/A,N/A,N/A
1980,11,1981,5.52,349.6,92.6084,5.355,N/A,0.002,0.0005,0.035,N/A,0.735,0.022,1.065,N/A,5.744999886,260.019989,5.454811262,N/A,0.002441213,9.28E-05,0.033406559,N/A,N/A,N/A,N/A
1980,12,1981,2.958064516,507,278.6888,3.9,N/A,0.018,0.013,0.036,N/A,0.992,0.058,2.79,N/A,3.234999895,592.6400146,0.472120029,N/A,2.18E-03,1.57E-03,0.004358031,N/A,N/A,N/A,N/A
1981,1,1981,3.641935484,91.9,75.311,3.655,N/A,0.0085,0.022,0.05,N/A,0.2015,0.005,0.279,N/A,4.954999924,64.77999878,5.25010853,N/A,0.012961919,0.038744097,0.073256093,N/A,N/A,N/A,N/A
1981,2,1981,3.917857143,315.2,216.2556,3.64,N/A,0.003,0.001,0.042,N/A,0.812,N/A,0.812,N/A,4.485000134,230.5899963,10.86840641,N/A,0.008957478,0.002985826,0.125404689,N/A,N/A,N/A,N/A
1981,3,1981,5.583870968,195.5,103.6574,3.95,N/A,0.005,0.001,0.063,N/A,0.155,0.001,0.186,N/A,5.820000172,144.0299988,1.964076327,N/A,2.49E-03,4.97E-04,0.031325774,N/A,N/A,N/A,N/A
1981,4,1981,8.513333333,134.5,105.3592,3.995,N/A,0.011,0.0005,0.0455,N/A,0.48,0.005,0.555,N/A,7.695000172,129.5200043,5.700122416,N/A,0.016264962,1.13E-03,0.061509793,N/A,N/A,N/A,N/A
1981,5,1981,11.09354839,108.8,44.4246,4.45,N/A,N/A,0.001,0.032,N/A,0.124,0.001,0.155,N/A,10.27499962,113.4899979,3.555412371,N/A,N/A,7.99E-04,0.02556701,N/A,N/A,N/A,N/A
1981,6,1981,14.08333333,160.1,61.468,5.115,N/A,0.004,0.0005,0.0335,N/A,0.315,0.004,0.375,N/A,13.39999962,156.8200073,2.503846154,N/A,0.001958042,2.45E-04,0.016398601,N/A,N/A,N/A,N/A
1981,7,1981,17.00322581,22.1,21.3614,5.58,N/A,0.002,0.001,0.058,N/A,0.062,0.011,0.403,N/A,16.77499962,18.12000084,6.797317073,N/A,2.44E-03,1.22E-03,0.070653117,N/A,N/A,N/A,N/A
1981,8,1981,19.20322581,1.3,13.1064,6.67,N/A,0.008,0.0015,0.059,N/A,N/A,N/A,N/A,N/A,19.29500008,2.539999962,7.822242888,N/A,0.010208972,0.001729759,0.069326039,N/A,N/A,N/A,N/A
1981,9,1981,14.28,129.1,18.669,7.65,N/A,0.007,0.002,0.07,N/A,N/A,N/A,N/A,N/A,15.20499992,110.0699997,4.597072419,N/A,0.004206471,1.20E-03,0.042064715,N/A,N/A,N/A,N/A
1981,10,1982,6.664516129,197.8,51.4604,5.64,N/A,0.0045,0.005,0.051,N/A,0.248,0.004,0.1705,N/A,9.654999733,207.25,8.655103179,N/A,0.007408533,0.007970441,0.079998327,N/A,N/A,N/A,N/A
1981,11,1982,3.59,321.8,129.159,4.85,N/A,0.002,0.001,0.043,N/A,N/A,N/A,N/A,N/A,3.730000019,199.75,10.22467302,N/A,0.00421636,2.11E-03,0.09065174,N/A,N/A,N/A,N/A
1981,12,1982,2.874193548,750,592.582,3.723333333,N/A,0.003,0.000666667,0.054333333,N/A,0.217,0.014,0.361666667,N/A,2.545000076,373.6000061,2.056235415,N/A,0.001734046,3.01E-04,0.028843808,N/A,N/A,N/A,N/A
1982,1,1982,0.158064516,412,393.4206,3.533333333,N/A,0.003333333,0.001,0.051,N/A,0.496,0.037,1.0695,N/A,0.814999998,289.2600098,4.060480699,N/A,0.003735955,0.001365234,0.058163195,N/A,N/A,N/A,N/A
1982,2,1982,1.65,369,331.6224,3.78,N/A,0.0035,0.00025,0.04375,N/A,0.133,0.038,0.399,N/A,2.549999952,316.7900085,2.793148164,N/A,0.000945227,5.81E-05,0.031498488,N/A,N/A,N/A,N/A
1982,3,1982,4.329032258,179,132.8928,3.762,N/A,0.0032,0.0014,0.0438,N/A,0.0744,0.044,0.3472,N/A,4.614999771,159.2400055,3.898756197,N/A,0.005527743,0.001849709,0.046715844,N/A,N/A,N/A,N/A
1982,4,1982,5.853333333,230.5,148.9964,3.68,N/A,0.0075,0.001,0.0425,N/A,1.66,0.038,2.04,N/A,5.735000134,177.6300049,3.881477207,N/A,0.008260242,0.001581073,0.046762839,N/A,N/A,N/A,N/A
1982,5,1982,11.19354839,20.1,40.7924,4.5325,N/A,N/A,0.00075,0.04425,N/A,0.31,0.03,0.775,N/A,10.47999954,23.87000084,4.692336957,N/A,N/A,7.55E-04,0.047679348,N/A,N/A,N/A,N/A
1982,6,1982,15.40333333,92.2,24.7142,5.6725,N/A,0.00075,0.00175,0.06375,N/A,0.0225,0.07,0.5475,N/A,15.03999996,92.98999786,5.443815331,N/A,5.75E-04,0.00174216,0.061977352,N/A,N/A,N/A,N/A
1982,7,1982,17.22258065,19.1,19.1262,6.82,N/A,0.005,N/A,0.056,N/A,7.533,0.044,8.897,N/A,16.79000092,25.02000046,6.503483483,N/A,0.004747748,N/A,0.053784535,N/A,N/A,N/A,N/A
1982,8,1982,17.43225806,40.7,13.0302,7.36,N/A,N/A,0.002,0.055,N/A,14.942,0.06,16.802,N/A,17.5,26.51000023,7.45620915,N/A,N/A,2.03E-03,0.055718954,N/A,N/A,N/A,N/A
1982,9,1982,13.12666667,108.7,14.5288,7.305,N/A,N/A,0.014,0.046,N/A,4.17,0.093,6.96,N/A,13.82499981,113.25,11.15875984,N/A,N/A,0.026870079,0.067559055,N/A,N/A,N/A,N/A
1982,10,1983,8.729032258,292.1,72.9742,6.29,N/A,N/A,0.005,0.038,N/A,0.868,0.037,1.4415,N/A,10.73999977,67.95999908,1.988133333,N/A,N/A,1.58E-03,0.01201098,N/A,N/A,N/A,N/A
1982,11,1983,2.793333333,256.5,104.4702,4.685,N/A,N/A,0.006,0.0425,N/A,0.06,0.025,0.81,N/A,5.130000114,398.0499878,8.254851974,N/A,N/A,0.017845395,0.075879934,N/A,N/A,N/A,N/A
1982,12,1983,1.909677419,442.7,323.4436,3.59,N/A,N/A,0.003,0.047,N/A,1.5035,0.061,2.449,N/A,0.224999994,350.1900024,3.923243578,N/A,N/A,0.003278477,0.051362799,N/A,N/A,N/A,N/A
1983,1,1983,3.493548387,373.1,297.6372,3.61,N/A,N/A,0.001,0.039,N/A,0.093,0.036,1.209,N/A,4.045000076,266.3800049,2.111509434,N/A,N/A,5.85E-04,0.022811321,N/A,N/A,N/A,N/A
1983,2,1983,4.589285714,412,305.689,3.96,N/A,N/A,0.0005,0.044,N/A,0.378,0.14,2.338,N/A,4.90500021,310.5700073,1.971965139,N/A,N/A,1.02E-04,0.020024553,N/A,N/A,N/A,N/A
1983,3,1983,6.319354839,374.1,223.9772,4.51,N/A,0.018,N/A,0.041,N/A,0.589,0.075,2.914,N/A,6.210000038,326.6000061,2.987622521,N/A,0.011923992,N/A,0.027160205,N/A,N/A,N/A,N/A
1983,4,1983,7.543333333,111.7,116.078,4.46,N/A,0.0045,N/A,0.041,N/A,0.975,0.138,3.045,N/A,7.414999962,104.0800018,3.583127775,N/A,0.003492847,N/A,0.032948939,N/A,N/A,N/A,N/A
1983,5,1983,12.71290323,126.3,54.7878,3.37,N/A,0.003,0.02,0.052,N/A,1.085,0.089,3.844,N/A,12.31499958,112.7900009,2.674519331,N/A,2.38E-03,0.015872518,0.041268548,N/A,N/A,N/A,N/A
1983,6,1983,13.94666667,92,26.5684,3.38,N/A,0.0025,0.003,0.0445,N/A,0.225,0.055,1.05,N/A,13.36499977,86.38999939,2.960346696,N/A,0.00216143,0.002697725,0.038954496,N/A,N/A,N/A,N/A
1983,7,1983,16.02903226,63.4,28.4226,3.71,N/A,0.003,0.001,0.064,N/A,0.279,0.049,1.798,N/A,15.53999996,96.30999756,3.365580222,N/A,2.72E-03,9.07E-04,0.058058527,N/A,N/A,N/A,N/A
1983,8,1983,17.77419355,60.8,14.0462,4.015,N/A,0.006,0.0025,0.0465,N/A,0.0465,0.032,0.5425,N/A,17.91500092,40.16999817,5.910436105,N/A,0.008677485,0.003426978,0.065552738,N/A,N/A,N/A,N/A
1983,9,1983,12.80333333,19,14.8844,4.2,N/A,0.024,0.003,0.039,N/A,0.24,0.039,1.41,N/A,13.82999992,22.37000084,3.648648649,N/A,0.020849421,2.61E-03,0.033880309,N/A,N/A,N/A,N/A
1983,10,1984,9.716129032,85.3,22.987,4.49,N/A,0.033,0.011,0.047,N/A,0.093,0.03,0.558,N/A,8.010000229,241.0599976,3.301635456,N/A,0.024265918,0.008088639,0.034560549,N/A,N/A,N/A,N/A
1983,11,1984,5.406666667,511.7,163.2204,4.75,N/A,0.0055,0.003,0.044,0.41,0.24,0.073,1.335,24.6,3.829999924,497.1000061,1.987361769,N/A,0.002867299,1.35E-03,0.016132175,0.224539231,N/A,N/A,N/A
1983,12,1984,0.338709677,439,352.0948,3.43,N/A,0.002,0.001,0.031,N/A,0.124,0.081,2.635,N/A,0.694999993,209.8200073,7.00211396,N/A,0.004082865,2.04E-03,0.063284412,N/A,N/A,N/A,N/A
1984,1,1984,1.338709677,189,215.8492,3.39,N/A,0.015,0.004,0.036,N/A,0.341,0.101,1.9065,N/A,3.089999914,159.4100037,4.268220924,N/A,0.018712361,0.005010953,0.04530231,N/A,N/A,N/A,N/A
1984,2,1984,3.4,384.3,308.5846,3.21,N/A,0.002,0.001,0.03,N/A,0.087,0.041,1.276,N/A,4.360000134,304.480011,6.433119079,N/A,0.004008174,2.00E-03,0.060122608,N/A,N/A,N/A,N/A
1984,3,1984,6.364516129,360.5,275.3614,3.23,N/A,0.002,0.0005,0.038,N/A,0.093,0.095,1.5655,N/A,6.525000095,255.1100006,2.258168245,N/A,0.001675632,5.02E-04,0.025555405,N/A,N/A,N/A,N/A
1984,4,1984,6.29,231.1,166.0144,3.25,N/A,0.003,0.003,0.036,N/A,0.51,0.029,1.38,N/A,5.864999771,191.2299957,3.920189819,N/A,0.003618637,0.003618637,0.043423641,N/A,N/A,N/A,N/A
1984,5,1984,10.49354839,201.8,116.078,3.54,N/A,0.003,0.026,0.0335,N/A,0.062,0.021,0.3875,N/A,9.81499958,189.6300049,2.015306022,N/A,0.001866732,0.011804788,0.019550962,N/A,N/A,N/A,N/A
1984,6,1984,13.58666667,186.6,108.0008,3.49,N/A,0.006,0.002,0.022,N/A,N/A,0.028,0.84,N/A,12.72000027,152.2400055,1.497695364,N/A,2.57E-03,8.58E-04,0.00944106,N/A,N/A,N/A,N/A
1984,7,1984,18.43870968,3.9,32.131,3.71,N/A,0.028,0.002,0.068,N/A,0.093,0.008,0.341,N/A,18.28499985,4.650000095,3.60049195,N/A,0.027173524,1.94E-03,0.065992844,N/A,N/A,N/A,N/A
1984,8,1984,17.58387097,4.3,19.1008,4.12,N/A,0.004,0.003,0.0495,N/A,N/A,N/A,N/A,N/A,17.82500076,8.600000381,4.627420334,N/A,0.005080425,0.003104704,0.057084219,N/A,N/A,N/A,N/A
1984,9,1984,12.81,69.2,18.2118,4.91,N/A,0.005,0.003,0.052,N/A,N/A,0.007,0.21,N/A,14.125,62.75999832,4.848432602,N/A,0.004937304,2.96E-03,0.051347962,N/A,N/A,N/A,N/A
1984,10,1985,7.709677419,341,81.3054,4.285,N/A,0.003,0.0015,0.0435,N/A,0.031,0.029,0.330666667,N/A,8.670000076,199.3800049,1.718454481,N/A,1.03E-03,5.14E-04,0.018070572,N/A,N/A,N/A,N/A
1984,11,1985,3.703333333,585.9,326.39,3.64,N/A,N/A,0.001,0.029,N/A,N/A,0.01,0.3,N/A,0.504999995,215.5399933,3.307928703,N/A,N/A,9.09E-04,0.026354377,N/A,N/A,N/A,N/A
1984,12,1985,-0.025806452,255.1,254.381,3.295,N/A,0.0055,0.001,0.0395,N/A,0.7905,0.033,1.302,N/A,2.244999886,110.0899963,2.026927107,N/A,0.003354608,6.15E-04,0.024327456,N/A,N/A,N/A,N/A
1985,1,1985,-0.335483871,14.3,84.6328,3.2,N/A,0.002,0.002,0.047,N/A,0.031,0.008,0.279,N/A,1.894999981,16.47999954,2.282002706,N/A,1.43E-03,1.43E-03,0.033516915,N/A,N/A,N/A,N/A
1985,2,1985,0.832142857,217.4,159.7152,3.24,N/A,0.006,0.002,0.0495,N/A,0.518,0.074,1.554,N/A,2.019999981,194.9100037,1.163467337,N/A,0.002296482,8.49E-04,0.017092965,N/A,N/A,N/A,N/A
1985,3,1985,2.938709677,236.4,138.9634,3.32,N/A,0.003,0.001,0.04,N/A,0.961,0.021,1.612,N/A,3.980000019,170.8800049,1.018169827,N/A,9.20E-04,3.07E-04,0.012267106,N/A,N/A,N/A,N/A
1985,4,1985,8.98,102.5,101.8794,3.22,N/A,0.006,0.002,0.048,N/A,0.69,0.059,2.46,N/A,8.859999657,100.8899994,2.19915683,N/A,0.004097808,1.37E-03,0.032782462,N/A,N/A,N/A,N/A
1985,5,1985,11.34193548,58.5,40.005,3.625,N/A,0.064,0.005,0.048,N/A,1.1625,0.081,2.418,N/A,10.82499981,56.63000107,3.77484957,N/A,0.072237106,0.005063037,0.051030086,N/A,N/A,N/A,N/A
1985,6,1985,15.63666667,83.3,37.3888,3.82,N/A,0.01,0.001,0.076,N/A,1.53,0.076,3.81,N/A,15.39000034,73.01999664,3.057164634,N/A,0.008003049,8.00E-04,0.060823171,N/A,N/A,N/A,N/A
1985,7,1985,19.45483871,7.3,19.7358,4.08,N/A,0.0125,0.001,0.0425,N/A,N/A,N/A,N/A,N/A,20.05999947,7.730000019,4.359545455,N/A,0.0135,1.09E-03,0.045386364,N/A,N/A,N/A,N/A
1985,8,1985,16.4516129,20.3,16.4592,5.1,N/A,0.004,N/A,0.042,N/A,N/A,N/A,N/A,N/A,16.83499908,17.37999916,4.966492147,N/A,0.003895288,N/A,0.040900524,N/A,N/A,N/A,N/A
1985,9,1985,11.44333333,122.2,21.463,4.74,N/A,0.003,0.038,0.039,N/A,1.08,N/A,N/A,N/A,12.04500008,96.29000092,6.644859813,N/A,0.004205607,0.053271028,0.054672897,N/A,N/A,N/A,N/A
1985,10,1986,7.967741935,239.9,53.7718,6.35,N/A,0.007,0.028,0.024,N/A,0.630333333,0.112,1.787666667,N/A,11.52499962,87.26999664,18.52711702,N/A,0.009464894,0.134817021,0.089834043,N/A,N/A,N/A,N/A
1985,11,1986,0.9,279.9,112.4458,4.58,N/A,0.005,0.003,0.024,N/A,0.36,0.028,1.2,N/A,6.230000019,370.0499878,14.63266242,N/A,0.015974522,0.009584713,0.076677707,N/A,N/A,N/A,N/A
1985,12,1986,-1.390322581,145.3,128.7018,3.85,N/A,0.005,0.0235,0.031,N/A,0.6045,0.105,2.232,N/A,3.184999943,107.6999969,4.62166741,N/A,0.007511592,0.043749666,0.036203522,N/A,N/A,N/A,N/A
1986,1,1986,3.661290323,312.3,190.5254,4.13,N/A,0.004,0.01,0.035,N/A,1.333,0.055,3.038,N/A,4.534999847,270.9100037,11.39927207,N/A,0.011040457,0.027601143,0.096604001,N/A,N/A,N/A,N/A
1986,2,1986,4.242857143,538.8,465.709,3.905,N/A,0.002,0.004,0.039,N/A,0.56,0.134,2.436,N/A,4.065000057,454.8900146,2.483122077,N/A,1.03E-03,0.002340512,0.026323652,N/A,N/A,N/A,N/A
1986,3,1986,7.506451613,171.5,132.1054,3.82,N/A,0.003,0.009,0.038,N/A,0.372,0.045,1.767,N/A,7.735000134,160.6300049,2.309382449,N/A,1.81E-03,0.005440953,0.022972914,N/A,N/A,N/A,N/A
1986,4,1986,7.323333333,175.5,59.4868,4,N/A,0.0025,0.013,0.037,N/A,1.35,0.152,3.63,N/A,6.784999847,130.3099976,3.61280135,N/A,0.00277001,0.011752652,0.033449855,N/A,N/A,N/A,N/A
1986,5,1986,12.0516129,123,56.4388,4.26,N/A,0.008,0.011,0.028,N/A,1.612,0.056,3.348,N/A,11.23999977,91.5,2.814063927,N/A,0.005284627,0.007266362,0.018496195,N/A,N/A,N/A,N/A
1986,6,1986,16.71333333,11.9,22.352,4.53,N/A,0.035,0.017,0.032,N/A,0.03,0.008,0.27,N/A,16.60499954,27.12999916,4.734580645,N/A,0.036580645,0.017767742,0.033445161,N/A,N/A,N/A,N/A
1986,7,1986,16.14516129,38.3,17.7292,4.815,N/A,0.0305,0.0105,0.0475,N/A,0.3875,0.05,1.1625,N/A,15.5,33.34000015,5.093897893,N/A,0.034140194,0.011430308,0.049464344,N/A,N/A,N/A,N/A
1986,8,1986,19.3483871,N/A,10.5664,6.35,N/A,0.004,0.016,0.032,N/A,N/A,N/A,N/A,N/A,19.95000076,3.529999971,6.35,N/A,0.004,0.016,0.032,N/A,N/A,N/A,N/A
1986,9,1986,11.86,282.8,57.4548,6.145,N/A,0.001,0.0015,0.03,N/A,1.14,0.11,4.44,N/A,11.97999954,166.5599976,14.89181185,N/A,0.00261324,0.005174216,0.078397213,N/A,N/A,N/A,N/A
1986,10,1987,9.161290323,111.3,23.3426,4.9,N/A,0.015,0.005,0.034,N/A,N/A,0.027,0.4185,N/A,13.60000038,4.940000057,3.168466258,N/A,0.009699387,0.003233129,0.021985276,N/A,N/A,N/A,N/A
1986,11,1987,5.416666667,466.6,237.2868,4.97,N/A,0.008,0.0025,0.0445,N/A,0.885,0.129,2.82,N/A,5.824999809,155.8999939,2.011413043,N/A,1.05E-03,0.001759058,0.019990942,N/A,N/A,N/A,N/A
1986,12,1987,1.870967742,123,86.6648,4,N/A,N/A,0.004,0.041,N/A,N/A,0.034,1.054,N/A,1.25,377.6600037,2.57992074,N/A,N/A,2.58E-03,0.026444188,N/A,N/A,N/A,N/A
1987,1,1987,0.651612903,306,207.3656,3.93,N/A,0.0055,0.0075,0.0345,N/A,0.496,0.071,1.5965,N/A,1.809999943,230.9900055,3.418334946,N/A,0.00590517,0.005431642,0.032082043,N/A,N/A,N/A,N/A
1987,2,1987,3.935714286,178.1,180.4924,4.02,N/A,0.004,0.008,0.043,N/A,0.364,0.037,1.4,N/A,4.514999866,166.2200012,5.059479034,N/A,0.005034307,0.010068615,0.054118806,N/A,N/A,N/A,N/A
1987,3,1987,5.912903226,185.4,117.1194,4.3,N/A,0.003,0.009,0.045,N/A,0.279,0.047,1.736,N/A,5.925000191,153.25,2.313444146,N/A,1.61E-03,0.004842092,0.024210462,N/A,N/A,N/A,N/A
1987,4,1987,10.30666667,72.9,40.386,5.135,N/A,0.004,0.0085,0.04,N/A,0.195,0.091,1.56,N/A,10.48499966,68.20999908,5.08055949,N/A,0.004121813,0.009762748,0.040548867,N/A,N/A,N/A,N/A
1987,5,1987,12.98709677,98.9,26.8986,6.12,N/A,0.032,0.054,0.087,N/A,0.093,0.008,0.341,N/A,12.64000034,79.13999939,6.906295503,N/A,0.036111349,0.060937901,0.09817773,N/A,N/A,N/A,N/A
1987,6,1987,16.55666667,12.6,20.828,6.425,N/A,0.0075,0.0395,0.0365,N/A,0.735,0.113,2.43,N/A,16.51499939,19.73999977,6.099654696,N/A,0.006940608,0.038100829,0.034661602,N/A,N/A,N/A,N/A
1987,7,1987,16.26774194,69.2,17.1958,7.76,N/A,0.002,0.002,0.493,N/A,0.62,0.069,2.759,N/A,15.99499989,97.02999878,9.221466667,N/A,2.38E-03,2.38E-03,0.585848333,N/A,N/A,N/A,N/A
1987,8,1987,17.48387097,1.1,10.5918,7.54,N/A,0.01,0.013,0.044,N/A,0.2945,0.051,1.085,N/A,18.41500092,3.869999886,10.62454545,N/A,0.014090909,0.018318182,0.062,N/A,N/A,N/A,N/A
1987,9,1987,14.25333333,10.6,4.1656,9.01,N/A,0.024,0.01,0.049,N/A,N/A,0.004,0.12,N/A,16.30999947,10.35999966,21.76912752,N/A,0.057986577,0.024161074,0.118389262,N/A,N/A,N/A,N/A
1987,10,1988,9.912903226,1.5,9.4234,8.47,N/A,0.026,0.013,0.041,N/A,0.0155,0.009,0.155,N/A,13.74499989,14.52999973,3.17305136,N/A,0.009740181,0.004870091,0.015359517,N/A,N/A,N/A,N/A
1987,11,1988,5.203333333,191.6,26.543,5.97,N/A,0.011,0.019,0.054,N/A,0.39,0.037,1.5,N/A,4.360000134,550.539978,3.86407767,N/A,0.007119741,0.012297735,0.034951456,N/A,N/A,N/A,N/A
1987,12,1988,1.561290323,394.4,132.207,4.16,N/A,0.011,0.009,0.0305,N/A,0.558,0.099,2.0925,N/A,2.61500001,171.6900024,1.806250542,N/A,0.005146511,0.004031209,0.013057759,N/A,N/A,N/A,N/A
1988,1,1988,0.735483871,355.3,226.7712,3.38,N/A,0.009,0.006,0.028,N/A,0.465,0.048,1.953,N/A,1.434999943,284.5100098,1.972983698,N/A,0.005253507,0.003502338,0.016344244,N/A,N/A,N/A,N/A
1988,2,1988,3.475862069,207.8,87.5792,3.41,N/A,0.004,0.007,0.028,N/A,0.841,0.038,1.943,N/A,4.860000134,97.84999847,6.085538462,N/A,0.007138462,0.012492308,0.049969231,N/A,N/A,N/A,N/A
1988,3,1988,4.932258065,310.6,137.287,3.92,N/A,0.0205,0.016,0.04,N/A,0.279,0.068,1.333,N/A,5.284999847,225.8300018,3.982180851,N/A,0.027178348,0.019053296,0.039186483,N/A,N/A,N/A,N/A
1988,4,1988,8.503333333,225.2,116.586,4.1,N/A,0.02,0.001,0.033,N/A,1.92,0.123,5.61,N/A,8.319999695,196.5599976,2.35840708,N/A,0.011504425,5.75E-04,0.018982301,N/A,N/A,N/A,N/A
1988,5,1988,10.86451613,164.3,91.186,4.815,N/A,0.011,0.0015,0.04,N/A,0.299666667,0.081,1.136666667,N/A,10.22500038,152.0599976,6.98143194,N/A,0.015037095,0.002611757,0.060533323,N/A,N/A,N/A,N/A
1988,6,1988,14.21333333,81.4,72.4662,5,N/A,0.01,0.001,0.032,N/A,0.09,0.003,0.135,N/A,14.08500004,83.30999756,3.38748019,N/A,0.00677496,6.77E-04,0.021679873,N/A,N/A,N/A,N/A
1988,7,1988,17.94193548,3.7,27.5082,6.36,N/A,0.008,0.001,0.0465,N/A,N/A,N/A,N/A,N/A,18.43000031,8.630000114,5.976845114,N/A,0.007073285,9.51E-04,0.044824324,N/A,N/A,N/A,N/A
1988,8,1988,17.44516129,N/A,19.1262,6.86,N/A,0.003,N/A,0.051,N/A,N/A,N/A,N/A,N/A,18.31500053,2.079999924,7.651934033,N/A,0.003346327,N/A,0.056887556,N/A,N/A,N/A,N/A
1988,9,1988,13.88666667,66.6,17.1704,6.985,N/A,0.0095,0.001,0.0495,N/A,0.045,0.004,0.105,N/A,15.56999969,55.65999985,11.01797659,N/A,0.010961538,0.001605351,0.086613712,N/A,N/A,N/A,N/A
1988,10,1989,11.65483871,15,15.3162,7.1,N/A,0.006,N/A,0.038,0.42,0.010333333,0.001,0.020666667,0.62,9.449999809,108.3399963,4.918435754,N/A,0.004156425,N/A,0.026324022,0.290949721,N/A,N/A,N/A
1988,11,1989,4.95,697.3,251.206,4.786666667,N/A,0.008,0.001,0.025333333,0.416666667,0.714,0.075,1.164,N/A,5.715000153,182.3300018,7.310015971,N/A,0.016234314,0.003555784,0.035919462,0.712708191,N/A,N/A,N/A
1988,12,1989,1.361290323,238.1,134.5438,3.96,N/A,0.0165,0.0025,0.02,0.325,0.36425,0.041,0.682,2.17,3.400000095,85.98000336,1.496254789,N/A,0.005681354,8.15E-04,0.008211899,0.121974244,N/A,N/A,N/A
1989,1,1989,0.867741935,352.7,368.1476,3.53,N/A,0.007,0.001,0.0335,0.385,0.1674,0.08,0.6634,N/A,1.825000048,265.4599915,6.620631567,N/A,0.01047206,0.001994046,0.065928983,0.811286092,N/A,N/A,N/A
1989,2,1989,-1.639285714,150,132.5626,3.636666667,N/A,0.029333333,0.003666667,0.038,0.433333333,0.205333333,0.05,0.672,N/A,-0.215000004,107.8199997,2.665173979,N/A,0.017008573,0.00219062,0.029248613,0.311205245,N/A,N/A,N/A
1989,3,1989,4.432258065,387.7,280.5684,3.67,N/A,0.01,0.002,0.027,0.34,0.423666667,0.106,1.519,N/A,4.440000057,322.6799927,4.764140537,N/A,0.012981309,2.60E-03,0.035049535,0.441364518,N/A,N/A,N/A
1989,4,1989,10.01333333,115.3,112.8776,4.41,N/A,0.005,0.0005,0.0415,0.385,0.79,0.121,2,3.2,10.27999973,101.6399994,6.509626619,N/A,0.008625857,1.22E-03,0.06998984,0.6,N/A,N/A,N/A
1989,5,1989,11.20967742,117.4,45.466,4.86,N/A,0.118,0.001,0.04,0.37,0.0868,0.106,0.744,0.496,10.93500042,106.1200027,3.326876972,N/A,0.080776025,6.85E-04,0.027381703,0.253280757,N/A,N/A,N/A
1989,6,1989,15.59666667,31.1,26.3144,5.27,N/A,0.009,0.0005,0.0365,0.38,0.06,0.02,0.66,N/A,15.71000004,32.47999954,4.892445652,N/A,0.00836413,4.57E-04,0.033978261,0.353315217,N/A,N/A,N/A
1989,7,1989,16.30344828,24.9,19.4056,6.01,N/A,0.007,0.001,0.028,0.34,0.062,0.038,0.651,N/A,16.25499916,18.98999977,6.329586411,N/A,0.00737223,1.05E-03,0.029488922,0.358079764,N/A,N/A,N/A
1989,8,1989,16.36129032,98.4,12.1666,6.8,N/A,0.005,N/A,0.028,0.34,0.20925,0.047,0.5735,N/A,16.30999947,81.93000031,5.417757009,N/A,0.003983645,N/A,0.022308411,0.27088785,N/A,N/A,N/A
1989,9,1989,13.49,16.3,9.4234,7.22,N/A,0.013,0.0005,0.027,0.4,0.15,0.046,0.61,0.4,15.96500015,16.82999992,8.455855856,N/A,0.015225225,5.86E-04,0.031621622,0.468468468,N/A,N/A,N/A
1989,10,1990,8.090322581,90.5,17.0942,6.74,N/A,0.009,0.001,0.035,0.5,0.05425,0.065,0.558,0.31,8.555000305,207.9900055,4.7461,N/A,0.005735,7.23E-04,0.026608333,0.372,N/A,N/A,N/A
1989,11,1990,4.936666667,219.8,63.9318,5.095,N/A,0.006,0.0005,0.0245,0.35,0.15,0.047,0.5025,N/A,4.84499979,274.2799988,4.347176154,N/A,0.004585388,7.19E-04,0.016748095,0.260735096,N/A,N/A,N/A
1989,12,1990,1.132258065,93.2,44.3484,4.22,N/A,0.007,0.001,0.021,0.31,0.08525,0.019,0.2325,N/A,-1.460000038,152.0599976,3.382546865,N/A,0.00561086,8.02E-04,0.016832579,0.248480931,N/A,N/A,N/A
1990,1,1990,2.890322581,475.3,232.9434,3.95,N/A,0.015,0.003,0.0225,0.31,0.2046,0.107,0.868,6.324,2.980000019,399.980011,1.620180767,N/A,0.007323045,1.27E-03,0.010618606,0.12385514,N/A,N/A,N/A
1990,2,1990,0.267857143,290.5,291.3888,3.45,N/A,0.011,0.003,0.022,0.26,0.238,0.074,0.756,0.7,1.49000001,253.9799957,2.508103855,N/A,0.007996853,2.18E-03,0.015993706,0.189016522,N/A,N/A,N/A
