Year,Month,WaterYear,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH4NmgL,StrNO3NmgL,StrTDPmgL,StrSO4SmgL,depNH4Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWADOCmgL,FWANH4NmgL,FWANO3NmgL,FWATDPmgL,FWASO4SmgL
1981,1,1980,-9.274812038,26,11.32671141,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-12.22000027,60.56999969,N/A,N/A,N/A,N/A,N/A,N/A
1981,2,1980,-11.99181398,67.65,28.45208054,6.5,N/A,0.0528,0.738,0.0025,2.696666667,N/A,N/A,N/A,N/A,-14.03999996,91.33999634,7.921689713,N/A,0.064348495,0.899416463,0.003046804,3.286485629
1981,3,1980,-5.987997507,107.8,83.73261745,4.94,N/A,0.005,0.889333333,0.001533333,2.447777778,N/A,N/A,N/A,N/A,-7.539999962,66.38999939,4.832415465,N/A,0.004757304,0.778735533,0.00140404,2.356708532
1981,4,1980,4.032746971,71.9,214.6469799,4.233571429,N/A,0.010357143,0.831428571,0.003228571,2.252857143,N/A,N/A,N/A,N/A,2.410000086,102.7600021,4.614822829,N/A,0.011939418,0.896888272,0.003371248,2.454041081
1981,5,1980,11.48997003,79,59.03033557,4.749,N/A,0.028966667,0.628333333,0.001266667,2.425555556,N/A,N/A,N/A,N/A,10.04500008,55.13000107,5.585592777,N/A,0.033376788,0.73818015,0.00158547,2.836488978
1981,6,1981,13.23001029,337.1,128.4402685,4.602,N/A,0.0158,0.7038,0.00324,2.343333333,N/A,N/A,N/A,N/A,11.15499973,162.1699982,4.061433745,N/A,0.013861068,0.646518976,0.00227665,2.11778807
1981,7,1981,17.47532107,10.4,32.14389262,5.25,N/A,0.02215,0.508,0.0016,2.215833333,N/A,N/A,N/A,N/A,15.26000023,28.13999939,5.164474102,N/A,0.023206456,0.485643601,0.001735826,2.206643514
1981,8,1981,18.12758065,107,0.734496644,6.085,N/A,0.036475,0.62,0.0022,2.350833333,N/A,N/A,N/A,N/A,16.36000061,88.63999939,5.848841911,N/A,0.032359034,0.593288193,0.002113232,2.238770423
1981,9,1981,10.78033333,55.35,0.057986577,6.333333333,N/A,0.0205,0.755666667,0.002466667,2.513333333,N/A,N/A,N/A,N/A,9.520000458,61.43000031,6.041374204,N/A,0.025100354,0.701785858,0.002117127,2.438295201
1981,10,1981,3.5614881,147,0.811812081,5.956666667,N/A,0.008133333,0.625333333,0.0013,2.464444444,N/A,N/A,N/A,N/A,2.125,131.9900055,5.632800962,N/A,0.008764893,0.607463875,0.001217396,2.158314795
