WaterYear,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH4NmgL,StrNO3NmgL,StrTDPmgL,StrSO4SmgL,depNH4Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWADOCmgL,FWANH4NmgL,FWANO3NmgL,FWATDPmgL,FWASO4SmgL,iNDVI
1985,5.178630137,1109.8,709.1389662,3.471505376,9.588648649,0.013445055,0.114164835,0.026792319,0.006789135,4.203976059,1.280319223,5.484295282,19.78946855,4.692083264,1197.590012,4.015555713,8.608938204,0.006004086,0.276035606,0.030045938,0.010138568,113.2518
1986,5.044383562,1192.5,716.4563815,3.29192053,9.746357616,0.019154605,0.090426667,0.031517391,0.005975166,5.303179861,2.148726047,7.451905908,14.08779163,4.416250014,1198.429993,3.392993632,8.816982516,0.013277038,0.173394828,0.027161058,0.00797769,120.66635
1987,5.568767123,944.5,445.0660062,3.501610738,9.042758621,0.02584106,0.079629139,0.030421569,0.006600811,7.693135458,2.730609129,10.42374459,21.14834457,4.804583381,1004.620003,3.325482066,8.980802109,0.015919782,0.161038897,0.03046198,0.007126053,119.65085
1988,5.398907104,958.2,506.2059692,4.978888889,9.322131148,0.021035433,0.10823622,0.022395455,0.013471855,4.188154297,1.488719403,5.6768737,10.01529629,4.895833272,1031.039989,4.016575944,8.294899314,0.008259581,0.120094296,0.020058009,0.011157505,109.40715
1989,5.267123288,962.7,512.84016,4.181439394,10.38484848,0.007662879,0.119838462,0.018251064,0.009401894,1.963225603,0.954846144,2.918071747,10.47749745,4.339583337,1079.050003,4.151184364,10.24898688,0.009535065,0.310017653,0.016744741,0.01027818,110.8641
1990,5.048219178,839,445.4235356,6.501694915,10.60677966,0.008033613,0.0854,0.016976744,0.017871949,4.605871466,1.667324278,6.273195744,9.484661677,4.364166796,999.0299835,5.376058885,12.30484896,0.007163611,0.263338222,0.018975308,0.013763945,119.14035
1991,5.635342466,1003.3,568.9408372,4.232671756,11.54656489,0.006565891,0.055732824,0.015697727,0.009567863,2.421016739,1.142883103,3.563899842,6.765492836,5.447500045,1169.600012,4.014977257,9.925055531,0.007670834,0.09717794,0.015686947,0.010327872,115.2214
1992,4.509562842,877.1,450.0729078,4.262782609,11.0394958,0.00795339,0.051638655,0.01415122,0.009560169,3.530721801,1.729063379,5.25978518,11.92552294,4.449999984,958.6799965,4.708101856,11.03370636,0.013059592,0.103806183,0.02051328,0.010964437,123.1081
1993,3.590410959,997.8,639.7753001,3.8625,12.14307692,0.0146875,0.0428,0.016732,0.005616923,2.964235431,1.111411993,4.075647424,7.547203255,3.643333331,1163.940006,2.096580625,6.464002202,0.006864307,0.027217833,0.010207523,0.004172415,111.2433
1994,3.209041096,911.5,540.100842,4.015102041,10.05306122,0.033428571,0.065673469,0.021277083,0.006753878,3.366576746,0.737356338,4.103933084,4.279427969,3.20541659,1044.37999,3.600540465,11.91367136,0.011098348,0.043368246,0.01677402,0.007727976,112.65025
1995,5.125479452,1040.3,600.0177111,3.245,10.218,0.019843137,0.04972549,0.016056863,0.00555,5.047125547,1.362774235,6.409899782,6.013615893,5.012916714,1075.840008,2.704432622,7.22892476,0.012064112,0.052069384,0.010950177,0.005534825,103.83815
1996,3.746448087,1249.2,784.0613908,3.041944444,11.18333333,0.027540541,0.060540541,0.01932973,0.004515278,15.99040064,1.672839952,17.66324059,12.02873567,3.542500089,1198.509998,2.231998119,7.773096451,0.019175893,0.072844849,0.010789382,0.00414919,122.6577
1997,4.13369863,1185.9,738.2931653,2.952244898,9.355102041,0.03112766,0.077510204,0.020665306,0.00480625,3.29355457,1.132424828,4.425979398,7.732381063,4.064583321,1269.560017,2.537552135,6.838507728,0.026447186,0.113499334,0.012844585,0.005703007,103.75755
1998,5.875890411,743.7,340.4127823,4.898695652,10.34222222,0.019086957,0.061,0.01906087,0.011704348,2.786647511,1.282460972,4.069108483,8.680130578,5.846250017,815.1499939,4.476805948,10.88242967,0.029814932,0.259205102,0.02028747,0.010767741,136.41085
1999,5.665205479,684.1,296.3279455,4.974761905,12.5047619,0.011619048,0.071809524,0.016352174,0.010703571,2.171563651,0.777872975,2.949436626,4.752778379,5.809583217,861.4500046,4.896036046,14.88471226,0.010748678,0.133467226,0.015940085,0.010207924,116.6934
2000,5.466939891,1041,542.525746,3.424117647,13.47941176,0.012411765,0.054411765,0.017417647,0.005740625,3.776651055,1.09375772,4.870408775,5.229789483,5.80916671,1121.089996,2.687509743,8.508507959,0.007522535,0.055113896,0.011413504,0.005102922,120.3037
2001,4.484931507,950.5,500.8368375,3.150857143,12.25294118,0.01630303,0.044727273,0.018958824,0.0045375,10.61181208,3.175889468,13.78770155,12.95735657,4.44333317,1002.850002,1.848294739,7.477675026,0.007914137,0.057534191,0.008680646,0.003836594,121.01895
2002,6.076712329,1147.7,618.6504531,3.006956522,11.19545455,0.012166667,0.0355,0.011328,0.00568125,1.957156913,1.411334672,3.368491585,18.49238077,6.038333376,1171.24,2.19179479,8.270580627,0.007508245,0.030855847,0.00635148,0.005691565,133.35525
2003,4.42,876.1,425.6629955,4.057297297,11.90571429,0.012368421,0.052736842,0.012868421,0.009740278,3.259926326,1.139638612,4.399564938,6.711224083,4.054583212,949.6000023,3.610056721,14.20734261,0.014565723,0.102509742,0.015548693,0.008137699,132.2988
2004,5.11147541,1072.9,693.0705116,3.00974359,11.5025641,0.012974359,0.060615385,0.01445641,0.005958974,3.773402185,0.956721538,4.730123723,5.799056448,4.714583397,1146.760014,3.544477833,12.48923594,0.015466509,0.176796955,0.024657528,0.008436174,136.8985
2005,4.841917808,804.1,439.9414474,3.346470588,12.38823529,0.007714286,0.024685714,0.01244,0.007095714,8.475076626,1.872884083,10.34796071,14.08140906,4.305416743,889.7700043,3.570401398,12.26086754,0.011017239,0.045402163,0.0122554,0.008044666,136.09
2006,6.327671233,964.8,514.3519689,4.058064516,11.34375,0.0123125,0.0328125,0.01168125,0.011276563,7.430698126,1.503300652,8.933998778,9.027154814,6.289583345,1065.810017,4.586887533,13.46038595,0.01650776,0.075182769,0.013358011,0.011917891,124.859
2007,5.348767123,1063.7,597.841262,3.54,12.89782609,0.013022222,0.042826087,0.016308696,0.004909783,1.68633245,0.677802937,2.364135387,4.535364928,5.302500188,1049.369995,3.262517485,11.31240313,0.01458969,0.078161263,0.013307102,0.005902407,138.4765
2008,5.345933971,1016.5,628.9293172,4.6825,11.42,0.01115,0.0371,0.010855,0.00820375,N/A,N/A,N/A,N/A,5.200416535,1183.959999,2.827525537,8.616023851,0.0092674,0.054454862,0.007735118,0.005780588,140.8105
2009,4.536742466,1046.5,831.5025991,2.716666667,12.22419355,0.016064516,0.040709677,0.01686129,0.003296774,N/A,N/A,N/A,N/A,4.459583413,1269.880009,1.972378415,8.494295719,0.009285208,0.041537934,0.011307581,0.003319536,139.73755
2010,6.61009863,899.6,541.1193736,2.95875,13.28125,0.0193125,0.0211875,0.02151875,0.003059677,N/A,N/A,N/A,N/A,5.705416699,904.220006,2.038579624,8.672971175,0.008990914,0.016701096,0.011444371,0.002704558,130.8906
2011,5.410134247,1107.712,642.1942365,2.895,12.72272727,0.032681818,0.048181818,0.025125,0.003470455,N/A,N/A,N/A,N/A,4.828333328,1189.330002,2.303051093,9.320691342,0.019671055,0.079480621,0.01369967,0.004039581,114.3018
2012,7.051931694,912.44,453.2849723,2.946842105,12.92368421,0.020842105,0.044473684,0.021652632,0.005215789,N/A,N/A,N/A,N/A,6.968333383,978.9900093,2.957147775,12.65185,0.018218609,0.114547179,0.02267396,0.0060517,153.15775
2013,5.677443836,1100.68,668.9632985,3.061666667,11.37222222,0.012277778,0.036016667,0.014127778,0.006254167,N/A,N/A,N/A,N/A,5.518749873,1203.290001,3.828841328,14.62612853,0.009623162,0.134557234,0.022298911,0.007135774,130.2031
2014,3.565994521,923.12,728.0615631,2.755151515,13.30909091,0.033878788,0.052242424,0.0219625,0.00325,N/A,N/A,N/A,N/A,3.482499947,1146.589993,3.155427706,13.42696963,0.026214421,0.205969061,0.029110282,0.005498091,119.56785
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
