WaterYear,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH4NmgL,StrNO3NmgL,StrTDPmgL,StrSO4SmgL,depNH4Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWADOCmgL,FWANH4NmgL,FWANO3NmgL,FWATDPmgL,FWASO4SmgL,iNDVI
2005,4.841917808,804.1,418.3722249,2.868823529,4.414285714,0.009333333,0.045666667,0.006129412,0.002606038,8.475076626,1.872884083,10.34796071,14.08140906,4.265291743,892.1363337,0.310819606,0.498425604,0.000933365,0.011735803,0.000478312,0.000305236,136.09
2006,6.327671233,964.8,484.310381,2.876551724,4.472413793,0.009666667,0.045333333,0.006525,0.002504089,7.430698126,1.503300652,8.933998778,9.027154814,6.249731663,1068.375041,0.281734964,0.452571843,0.001180567,0.01367996,0.000519003,0.000286323,124.859
2007,5.348767123,1063.7,544.3183398,2.795609756,4.470731707,N/A,N/A,0.005463415,0.002512276,1.68633245,0.677802937,2.364135387,4.535364928,5.25974251,1052.4689,0.301360383,0.524060252,N/A,N/A,0.000693924,0.000280407,138.4765
2008,5.345933971,1016.5,606.6743402,2.803589744,4.548648649,0.009666667,0.047,0.005805263,0.002582599,N/A,N/A,N/A,N/A,5.160812465,1187.180445,0.218664311,0.394767029,0.00077031,0.011172953,0.000420016,0.000227437,140.8105
2009,4.536742466,1046.5,727.161235,2.664347826,4.94,0.009666667,0.046333333,0.0057,0.002516031,N/A,N/A,N/A,N/A,4.418510025,1272.72685,0.248103942,0.576318947,0.000565779,0.007770472,0.000876089,0.000224569,139.73755
2010,6.61009863,899.6,524.4764112,2.649032258,4.44516129,N/A,N/A,0.006521875,0.002566623,N/A,N/A,N/A,N/A,5.66926835,906.0386832,0.103006911,0.19087529,N/A,N/A,0.000254431,8.22E-05,130.8906
2011,5.410134247,1107.712,596.8121987,2.658181818,5.35,N/A,N/A,0.006747619,0.00260593,N/A,N/A,N/A,N/A,4.788418357,1191.353257,0.209126893,0.411833522,N/A,N/A,0.000499179,0.000173314,114.3018
2012,7.051931694,912.44,406.7795542,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.929463394,981.2198359,N/A,N/A,N/A,N/A,N/A,N/A,153.15775
2013,5.677443836,1100.68,613.7574595,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.480801547,1205.863101,N/A,N/A,N/A,N/A,N/A,N/A,130.2031
2014,3.565994521,923.12,628.0976611,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.441500863,1149.80296,N/A,N/A,N/A,N/A,N/A,N/A,119.56785
2015,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.79670337,1132.543742,N/A,N/A,N/A,N/A,N/A,N/A,105.46315
2016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.141248293,1030.006319,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.392519115,1085.574197,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.89934669,1027.9915,N/A,N/A,N/A,N/A,N/A,N/A,N/A
