Water Year,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrTOCTCICmgL,StrNH4NmgL,StrNO3NO2NmgL,StrTPmgL,StrSO4SmgL,depNH4Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWATOCTCICmgL,FWANH4NmgL,FWANO3NO2NmgL,FWATPmgL,FWASO4SmgL,iNDVI
1995,4.07260274,853.9,194.5854,2.157142857,52.87142857,0.062142857,0.059090909,0.034285714,0.544909091,0.19970934,0.173041756,0.372751096,0.201175227,4.613749915,731.2700033,0.147468699,4.116264237,0.002609987,0.003264894,0.002125429,0.042977516,110.46865
1996,1.770491803,804.4,190.8692,2.353333333,52.71333333,0.228,0.1,0.173333333,0.312354,0.141373185,0.172703662,0.314076847,0.176454176,2.048749963,714.819994,0.097606797,2.105574963,0.005560214,0.002864538,0.00355736,0.032882887,109.5049
1997,2.973972603,868.3,191.8308,2.05,60.2,0.126,0.015,0.043,0.172161,0.138815632,0.171394611,0.310210243,0.16151509,3.078333219,681.6599979,0.068005096,2.077479798,0.00512164,0.000560887,0.001558076,0.010609712,120.6326
1998,6.098630137,738.3,119.202,1.975,56.75,0.135,0.0225,0.0275,0.2333775,0.234237673,0.171661057,0.40589873,0.223025679,6.312083324,645.4700079,0.094014934,2.739246729,0.005093453,0.000779659,0.001059302,0.022664874,129.94755
1999,4.832876712,986.7,284.5918,1.906666667,54.60666667,0.192666667,0.114666667,0.051333333,0.220224,0.280997034,0.230731241,0.511728275,0.262226868,5.142083297,904.6799994,0.123036902,3.812291184,0.007632847,0.002181945,0.002724601,0.026894615,113.7036
2000,5.06420765,616.3,110.182,2.215384615,63.74615385,0.164615385,0.018461538,0.055384615,0.405747692,0.204558764,0.159937287,0.364496051,0.174763095,5.569999983,612.3100028,0.080705691,2.42866546,0.007044516,0.000651579,0.001980471,0.013514686,120.1343
2001,3.612328767,869.9,271.5432,1.97,61.25,0.125,0.013,0.048,0.67599,0.155915309,0.157110102,0.313025411,0.167026316,3.992916604,757.31001,0.081271863,2.314392451,0.008407667,0.000731747,0.002692269,0.047893869,122.2388
2002,4.706849315,832.9,226.9721,2.285714286,75.87857143,0.148571429,0.1,0.05,0.479044286,0.284785971,0.192696198,0.477482169,0.205876277,5.147916704,671.9800014,0.09672522,3.793342027,0.006948756,0.019020818,0.002849455,0.029820819,107.6211
2003,3.887671233,627,90.7032,2.054545455,66.36363636,0.191818182,0.016363636,0.058181818,0.475281818,0.200628873,0.137435604,0.338064476,0.150830445,4.348750075,516.3999996,0.14989388,5.50453464,0.010621863,0.001131251,0.002619284,0.027326187,116.19055
2004,3.416666667,825.5,195.5987,2.069230769,74.24615385,0.106923077,0.019230769,0.035384615,0.397038462,0.259186449,0.169771667,0.428958115,0.22590819,3.793333133,675.779995,0.093798839,3.525790985,0.005465965,0.000540915,0.001753718,0.016604056,129.6053
2005,4.645205479,680.9,176.3191,1.927272727,58.31818182,0.208181818,0.01,0.041818182,0.614536364,0.190186946,0.138167823,0.328354768,0.165510167,4.925833288,641.9799957,0.085065111,N/A,0.013424069,0.00067352,0.001861339,0.030810171,121.20515
2006,5.516438356,634.1,100.4566,1.885714286,55.31428571,0.494285714,0.045714286,0.079285714,0.509014286,0.241575878,0.161893484,0.403469361,0.183288523,5.803333193,556.1499949,0.096461333,2.917317844,0.015605159,0.001042661,0.004395504,0.033555482,110.9386
2007,5.25890411,724.8,123.0445,2.755555556,71.28888889,0.54,0.037777778,0.045,1.6502,0.271520717,0.150655691,0.422176408,0.191558919,5.340416536,654.4999952,0.235272468,N/A,0.020420548,0.002474104,0.002859616,0.108667369,119.398
2008,2.734972678,678.9,119.0365,2.861538462,88.02857143,0.613571429,0.027142857,0.047692308,0.409846154,0.233110175,0.139148847,0.372259022,0.168091659,3.250416795,629.5699966,0.079084759,N/A,0.005372785,0.000850012,0.001208915,0.029400903,108.81845
2009,2.02739726,722.5,131.0638,2.4,61.85,0.22,0.053333333,0.064166667,0.79365,0.170288634,0.109587927,0.279876561,0.130607708,2.849583536,627.6399918,0.08125505,N/A,0.007017721,0.002028105,0.002458546,0.03837563,109.30635
2010,4.584931507,798.8,113.0198,2.92,79.78,0.269444444,0.149444444,0.05,0.671257895,0.203926661,0.114559886,0.318486547,0.131298636,5.65749987,726.679997,0.079726344,1.245072347,0.004466226,0.005523372,0.00113978,0.018525016,144.57885
2011,2.806849315,787.2,172.6007,2.2,N/A,0.393333333,0.303333333,0.09125,0.3219,0.250928874,0.172180575,0.423109449,0.147237155,4.225833247,626.5099955,0.107352451,N/A,0.012138362,0.010960706,0.002973813,0.012839782,121.1926
2012,4.909836066,710.6,122.435,2.1,71.9,0.346,0.046,0.055,0.70596,0.270554012,0.1365431,0.407097112,0.122088827,6.51416668,739.6799912,0.079091212,0.01572133,0.011599264,0.002879799,0.002176957,0.037467317,136.29925
2013,3.25890411,749.1,127.1803,2.558333333,N/A,0.286666667,0.0325,0.064583333,1.229325,0.239984331,0.122233353,0.362217684,0.114515937,3.803750058,665.6899967,0.099304809,N/A,0.00832288,0.000800199,0.003958029,0.044284203,124.68415
2014,1.006849315,815.2,193.6358,2.38125,N/A,0.1825,0.050625,0.046875,0.37670625,0.261662393,0.135041474,0.396703867,0.128169115,1.987916688,710.130003,0.09020102,N/A,0.007359761,0.00487404,0.002395443,0.030755801,108.97675
2015,3.279452055,958.1,128.0067,2.492857143,N/A,0.375714286,0.122142857,0.063928571,0.337757143,0.220007043,0.097713157,0.3177202,0.07905412,4.365000178,618.3600025,0.212962386,N/A,0.025659458,0.001919489,0.003178213,0.028739935,145.867
2016,4.653005464,858,169.442,2.38,78.75,0.198,0.0285,0.06775,0.114885,0.291620145,0.11711593,0.408736075,0.091844101,6.102916559,782.2300014,0.169843783,0.035384856,0.010372157,0.002462789,0.004270583,0.014419099,N/A
2017,N/A,694.2,N/A,2.075,82.725,1.0725,0.03,0.1825,0.08325,0.237957061,0.110082523,0.348039584,0.084997586,5.360416512,759.8800068,0.304934867,11.83571647,0.007704491,0.0060881,0.016935681,0.020047892,N/A
