Year,Month,WaterYear,WaterYearMonth,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH4NmgL,StrNO3NmgL,StrTDPmgL,StrSO4SmgL,depNH4Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,N/AMGridTempC,N/AMGridPrecipitationmm,FWACamgL,FWADOCmgL,FWANH4NmgL,FWANO3NmgL,FWATDPmgL,FWASO4SmgL
1995,1,1995,19951,-6.200647825,89.154,66.33623536,17.60673129,0.674333707,0.004813305,0.206041695,N/A,2.128634695,0.026428191,0.411490289,0.43791848,0.153990129,-1.850000024,85.59999847,9.943283583,0.55098092,0.004447042,0.156616814,N/A,1.212991445
1995,2,1995,19952,-10.48714972,83.82,29.75924287,23.66086386,0.876133398,0.005484767,0.319813011,N/A,3.149572133,0.109957798,0.457960531,0.567918328,0.23204138,-4.860000134,65.44999695,20.50186568,0.733889639,0.004704421,0.272064526,N/A,2.691443575
1995,3,1995,19953,-1.453105091,68.072,79.67501285,12.48788369,0.688694743,0.003178758,0.221650377,N/A,1.728211749,0.154532618,0.299368423,0.453901041,0.327052185,3.99000001,70.72000122,7.192719266,0.481455837,0.001945403,0.158976968,N/A,0.992265419
1995,4,1995,19954,0.900157693,64.516,82.12710532,7.181196092,0.456780011,0.008121903,0.124733008,N/A,0.955566557,0.331369551,0.536275425,0.867644977,0.642419695,6.050000191,58.58000183,6.795076946,0.411435419,0.008279849,0.113382823,N/A,0.905051173
1995,5,1995,19955,10.39312926,66.548,59.20641897,10.97202456,0.563232488,0.005919656,0.115385486,N/A,1.307241973,2.870812837,0.415629548,3.286442385,0.908849279,15.78999996,78.47000122,11.26904838,0.623243233,0.005320369,0.112520531,N/A,1.317630746
1995,6,1995,19956,16.82838365,21.59,15.68348841,173.6909787,6.343571456,0.549191077,1.062956568,N/A,18.26627385,0.184014832,0.074323145,0.258337977,0.346695356,24,39.68000031,52.37100182,2.218256493,0.147926274,0.336621492,N/A,5.472937319
1995,7,1995,19957,18.31892947,137.414,9.128182919,207.1583024,9.265436174,0.442858472,1.167804503,N/A,21.23504231,0.240789168,0.23253673,0.473325898,0.626599903,25.04000092,140.9700012,94.87101734,5.602429361,0.220197165,0.606575372,N/A,9.635492384
1995,8,1995,19958,17.00481484,170.688,47.82588061,178.8243243,7.777780764,0.333746369,0.728330928,N/A,18.37433688,0.197373395,0.14388958,0.341262975,0.672604484,23.55999947,117.4499969,16.86618186,0.876303781,0.035336516,0.095367224,N/A,1.898085029
1995,9,1995,19959,10.35511668,102.87,10.88625646,304.2424183,13.03116379,0.602312972,0.81827737,N/A,36.32395146,0.185871252,0.165266616,0.351137868,0.652807585,16.95000076,89.30000305,74.62620441,3.993108205,0.140544181,0.194648057,N/A,9.38000325
1995,10,1996,199610,8.776538829,217.2221188,81.07660596,32.865851,2.084535084,0.019889295,0.154806186,N/A,4.344287428,0.220237931,0.244832509,0.46507044,0.619898082,14.02999973,200.8399963,8.409330804,0.713646055,0.010545582,0.044525316,N/A,1.131738174
1995,11,1996,199611,-2.044867262,140.9499054,137.0566408,5.07688054,0.379679104,0.009118182,0.04314792,N/A,0.702706728,0.279483841,0.498371682,0.777855523,0.498752462,1.99000001,107.9700012,4.160615615,0.308266712,0.007588104,0.034118981,N/A,0.571701572
1995,12,1996,199612,-8.991007354,111.2586184,39.9936834,16.14697046,0.626927118,0.019429,0.146757521,N/A,2.07877649,0.130170591,0.383271911,0.513442501,0.255012358,-5.840000153,92.81999969,16.31057568,0.649852621,0.017002685,0.152453457,N/A,2.128956644
1996,1,1996,19961,-10.53159714,130.7259205,95.31899017,20.79150453,0.961219297,0.030659118,0.234991063,N/A,2.983459169,0.414907124,0.319828286,0.734735411,0.204557725,-5.170000076,108.4100037,6.599314564,0.362362211,0.00944198,0.090817985,N/A,0.943928747
1996,2,1996,19962,-9.678456835,107.0148587,64.92885314,14.19397404,0.724795955,0.023856207,0.18288425,N/A,2.06673481,0.27280498,0.511658872,0.784463853,0.451782468,-4.019999981,92.38999939,8.430150442,0.457577773,0.012937238,0.118295161,N/A,1.232148654
1996,3,1996,19963,-4.400842033,45.46325098,62.72827372,9.678591627,0.530468464,0.008162041,0.133962431,N/A,1.309467628,0.138684184,0.436639504,0.575323689,0.360067466,1.179999948,41.24000168,9.25133063,0.576932822,0.009405647,0.135445878,N/A,1.256245618
1996,4,1996,19964,2.509650282,206.5037832,286.6728273,3.3316204,0.275378216,0.002978096,0.048094178,N/A,0.443440692,0.40542236,0.414580491,0.820002851,1.028652267,8.050000191,187.3999939,1.664754921,0.189275002,0.002755755,0.026115105,N/A,0.228855914
1996,5,1996,19965,9.560501993,132.6193508,185.2373713,3.638497876,0.346093956,0.007137886,0.033474569,N/A,0.527700055,1.101484466,0.520377454,1.621861921,1.130044933,14.94999981,145.5099945,2.510292587,0.251731061,0.00518254,0.024061587,N/A,0.361499964
