Year,Month ,Water Year,"Year, Month",CSMeanTempC,CSPrecipitationmm,Runoffmm,1 Ca (mg/L),1 TOC TC-IC(mg/L),1 NH4-N(mg/L),1 NO3+NO2-N(mg/L),1 TP(mg/L),1 SO4-S (mg/L),2 NH4-N (kg/ha),2 NO3-N (kg/ha),2 Total N (kg/ha),2 SO4-S (kg/ha),T2 (DegC),P2 (mm),FWACamgL,FWATOCTCICmgL,FWANH4NmgL,FWANO3NO2NmgL,FWATDPmgL,FWASO4SmgL,
1972,3,1972,19723,-6.983870968,42,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1972,4,1972,19724,1.616666667,58.7,48.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1972,5,1972,19725,13.88709677,113.3,18.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1972,6,1972,19726,16.11666667,54.8,4.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1972,7,1972,19727,17.12903226,231.9,23.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1972,8,1972,19728,17.64516129,103.7,5.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1972,9,1972,19729,10.06666667,91.5,2.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1972,10,1972,197210,4.290322581,54.3,1.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1972,11,1973,197311,-4.333333333,8.5,3.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1972,12,1973,197312,-15.09677419,47.3,0.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1973,1,1973,19731,-11.62903226,6.7,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1973,2,1973,19732,-10.94642857,4.8,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1973,3,1973,19733,0.85483871,38.3,0.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1973,4,1973,19734,4.05,22,6.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1973,5,1973,19735,11.35483871,76.5,8.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1973,6,1973,19736,17.01666667,157.9,14.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1973,7,1973,19737,19.19354839,137,6.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1973,8,1973,19738,19.67741935,96.3,7.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1973,9,1973,19739,12.33333333,82.3,3.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1973,10,1973,197310,9.451612903,71.2,13.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1973,11,1974,197411,-3.483333333,41.7,4.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1973,12,1974,197412,-12.98387097,23.1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,1,1974,19741,-17.01612903,17.6,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,2,1974,19742,-12.66071429,15.8,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,3,1974,19743,-7.741935484,40.5,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,4,1974,19744,3.533333333,81.1,42.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,5,1974,19745,8.580645161,118.4,32.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,6,1974,19746,15.7,76.9,19.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,7,1974,19747,20.30645161,115.3,1.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,8,1974,19748,15.74193548,93.1,0.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,9,1974,19749,9.216666667,31.7,0.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,10,1974,197410,6.290322581,87,1.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,11,1975,197511,-2.033333333,50.3,1.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,12,1975,197512,-7.870967742,31.6,0.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,1,1975,19751,-13.38709677,120.2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,2,1975,19752,-11.94642857,17,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,3,1975,19753,-7.661290323,66.1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,4,1975,19754,0.483333333,65.9,62.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,5,1975,19755,12.96774194,60,31.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,6,1975,19756,16.15,134.2,6.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,7,1975,19757,20.72580645,80.7,15.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,8,1975,19758,17,112.8,0.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,9,1975,19759,10.53333333,81.4,2.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,10,1975,197510,7.580645161,48.2,0.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,11,1976,197611,-1.833333333,51.3,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,12,1976,197612,-12.80645161,26.8,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,1,1976,19761,-16.5483871,32.8,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,2,1976,19762,-7.431034483,20.1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,3,1976,19763,-6.516129032,65,0.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,4,1976,19764,6.483333333,16.7,32.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,5,1976,19765,10.83870968,12.9,1.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,6,1976,19766,17.8,161.2,2.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,7,1976,19767,19.08064516,59.5,0.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,8,1976,19768,18.83870968,24,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,9,1976,19769,12.45,22.1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,10,1976,197610,2.435483871,7.1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,11,1977,197711,-6.65,10.5,17.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,12,1977,197712,-16.85483871,22.1,3.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1977,1,1977,19771,-18.88709677,26.2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1977,2,1977,19772,-8.732142857,32,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1977,3,1977,19773,0.274193548,43.4,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1977,4,1977,19774,7.316666667,42.3,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1977,5,1977,19775,16.19354839,110.8,0.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1977,6,1977,19776,17.13333333,116.6,7.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1977,7,1977,19777,20.0483871,71.5,3.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1977,8,1977,19778,15.12903226,180,3.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1977,9,1977,19779,12.8,134.8,25.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1977,10,1977,197710,7.064516129,55.4,15.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1977,11,1978,197811,-3.4,109,0.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1977,12,1978,197812,-12.74193548,41.9,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1978,1,1978,19781,-16.32258065,16.7,0.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1978,2,1978,19782,-12.98214286,14.6,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1978,3,1978,19783,-4.612903226,19.8,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1978,4,1978,19784,3.283333333,39.1,34.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1978,5,1978,19785,12.77419355,119.9,19.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1978,6,1978,19786,15.33333333,76.1,13.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1978,7,1978,19787,17.41935484,229.7,43.14,N/A,N/A,N/A,N/A,N/A,N/A,0.034521377,0.032483159,0.067004535,0.061241175,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1978,8,1978,19788,17.41935484,135.5,9.65,N/A,N/A,N/A,N/A,N/A,N/A,0.02727152,0.023802636,0.051074156,0.048775539,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1978,9,1978,19789,13.7,100.9,14.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1978,10,1978,197810,6.193548387,12.8,1.55,N/A,N/A,N/A,N/A,N/A,N/A,0.001057584,0.00156085,0.002618434,0.004229957,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1978,11,1979,197911,-5.316666667,42.5,7.43,N/A,N/A,N/A,N/A,N/A,N/A,0.002897178,0.008304922,0.0112021,0.012923641,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1978,12,1979,197912,-15.11290323,38.4,0.24,N/A,N/A,N/A,N/A,N/A,N/A,0.001125122,0.0125811,0.013706222,0.004934507,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1979,1,1979,19791,-19.46774194,20.3,0,N/A,N/A,N/A,N/A,N/A,N/A,0.000680431,0.00698026,0.007660692,0.003130237,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1979,2,1979,19792,-15.89285714,47.8,0,N/A,N/A,N/A,N/A,N/A,N/A,0.000287997,0.013347453,0.01363545,0.01043361,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1979,3,1979,19793,-5.580645161,89.4,0,N/A,N/A,N/A,N/A,N/A,N/A,0.020099856,0.028878178,0.048978034,0.045886561,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1979,4,1979,19794,1.516666667,38.7,82.51,N/A,N/A,N/A,N/A,N/A,N/A,0.02243893,0.018832754,0.041271683,0.033235703,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1979,5,1979,19795,8.403225806,63.9,17.2,N/A,N/A,N/A,N/A,N/A,N/A,0.021320951,0.013378996,0.034699947,0.030111495,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1979,6,1979,19796,15.71666667,99.2,9.78,N/A,N/A,N/A,N/A,N/A,N/A,0.088049897,0.062809165,0.150859061,0.138765672,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1979,7,1979,19797,19.06451613,212.1,75.71,N/A,N/A,N/A,N/A,N/A,N/A,0.025767723,0.02308412,0.048851843,0.043215045,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1979,8,1979,19798,15.59677419,35.8,0.42,N/A,N/A,N/A,N/A,N/A,N/A,0.010968475,0.012409841,0.023378316,0.032914628,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1979,9,1979,19799,12.6,13.5,0,N/A,N/A,N/A,N/A,N/A,N/A,0.014722656,0.009483726,0.024206382,0.022826997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1979,10,1979,197910,4.306451613,125.9,0.57,N/A,N/A,N/A,N/A,N/A,N/A,0.037794978,0.032342366,0.070137343,0.047690307,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1979,11,1980,198011,-4.016666667,27,3.43,N/A,N/A,N/A,N/A,N/A,N/A,0.036566475,0.04822755,0.084794024,0.095919574,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1979,12,1980,198012,-8.274193548,12.8,0,N/A,N/A,N/A,N/A,N/A,N/A,0.000989401,0.003417233,0.004406634,0.012670693,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1980,1,1980,19801,-15.16129032,48.2,0,N/A,N/A,N/A,N/A,N/A,N/A,0.003601013,0.01125755,0.014858562,0.008515468,-15.17500019,27.32999992,N/A,N/A,N/A,N/A,N/A,N/A,
1980,2,1980,19802,-12.63793103,20.7,0,N/A,N/A,N/A,N/A,N/A,N/A,0.002045067,0.007755392,0.009800459,0.006693471,-12.75500011,16.12999916,N/A,N/A,N/A,N/A,N/A,N/A,
1980,3,1980,19803,-6.951612903,43.5,0,N/A,N/A,N/A,N/A,N/A,N/A,0.011750501,0.016446334,0.028196835,0.01529507,-7.190000057,23.71999931,N/A,N/A,N/A,N/A,N/A,N/A,
1980,4,1980,19804,6.583333333,8.5,18.74,N/A,N/A,N/A,N/A,N/A,N/A,0.002505164,0.001955555,0.004460719,0.005387801,6.679999828,10.61999989,N/A,N/A,N/A,N/A,N/A,N/A,
1980,5,1980,19805,14.14516129,20.9,1.71,N/A,N/A,N/A,N/A,N/A,N/A,0.009462178,0.013569179,0.023031356,0.034720451,14.25,16.04000092,N/A,N/A,N/A,N/A,N/A,N/A,
1980,6,1980,19806,15.93333333,112.7,0.98,N/A,N/A,N/A,N/A,N/A,N/A,0.02047999,0.018873672,0.039353662,0.038035659,16.49500084,88.93000031,N/A,N/A,N/A,N/A,N/A,N/A,
1980,7,1980,19807,19.80645161,33.1,0.13,N/A,N/A,N/A,N/A,N/A,N/A,0.010494417,0.012817514,0.023311931,0.016449935,19.86499977,55.31000137,N/A,N/A,N/A,N/A,N/A,N/A,
1980,8,1980,19808,17.40322581,215.9,11.18,N/A,N/A,N/A,N/A,N/A,N/A,0.057551473,0.039467244,0.097018717,0.064307809,17.93499947,152.4600067,N/A,N/A,N/A,N/A,N/A,N/A,
1980,9,1980,19809,11.05,90.3,12.04,N/A,N/A,N/A,N/A,N/A,N/A,0.032233504,0.018477644,0.050711148,0.045363583,11.56499958,88.81999969,N/A,N/A,N/A,N/A,N/A,N/A,
1980,10,1980,198010,3.322580645,55.1,5.38,N/A,N/A,N/A,N/A,N/A,N/A,0.015852903,0.029639835,0.045492738,0.033490091,4.050000191,34.65999985,N/A,N/A,N/A,N/A,N/A,N/A,
1980,11,1981,198111,-2.433333333,34.1,4.59,N/A,N/A,N/A,N/A,N/A,N/A,0.014942494,0.01241374,0.027356234,0.018585941,-1.764999986,23.55999947,N/A,N/A,N/A,N/A,N/A,N/A,
1980,12,1981,198112,-13.64516129,19.8,0.33,N/A,N/A,N/A,N/A,N/A,N/A,0.004706451,0.007870529,0.01257698,0.008703713,-13.13500023,14.97999954,N/A,N/A,N/A,N/A,N/A,N/A,
1981,1,1981,19811,-12.41935484,8.9,0,N/A,N/A,N/A,N/A,N/A,N/A,0.001419937,0.006356803,0.00777674,0.003180175,-12.71000004,5.510000229,N/A,N/A,N/A,N/A,N/A,N/A,
1981,2,1981,19812,-8.196428571,19.9,0,N/A,N/A,N/A,N/A,N/A,N/A,0.00789575,0.008336576,0.016232325,0.013827304,-8.375,14.72999954,N/A,N/A,N/A,N/A,N/A,N/A,
1981,3,1981,19813,-0.532258065,38.1,1.48,N/A,N/A,N/A,N/A,N/A,N/A,0.008423121,0.009117471,0.017540591,0.018147198,-0.805000007,24.04999924,N/A,N/A,N/A,N/A,N/A,N/A,
1981,4,1981,19814,5.083333333,94,38.02,N/A,N/A,N/A,N/A,N/A,N/A,0.039225265,0.025793055,0.06501832,0.040051674,5.449999809,78.55999756,N/A,N/A,N/A,N/A,N/A,N/A,
1981,5,1981,19815,11.19354839,38.4,13.15,N/A,N/A,N/A,N/A,N/A,N/A,0.025498424,0.021049591,0.046548014,0.033160047,11.375,37.90999985,N/A,N/A,N/A,N/A,N/A,N/A,
1981,6,1981,19816,15.95,129,5.98,N/A,N/A,N/A,N/A,N/A,N/A,0.021642461,0.020770363,0.042412824,0.047173342,15.85999966,150.3099976,N/A,N/A,N/A,N/A,N/A,N/A,
1981,7,1981,19817,19.30645161,74.2,2.34,N/A,N/A,N/A,N/A,N/A,N/A,0.011968452,0.015562142,0.027530593,0.022587264,19.36499977,73.15000153,N/A,N/A,N/A,N/A,N/A,N/A,
1981,8,1981,19818,18.32258065,157.9,8.68,N/A,N/A,N/A,N/A,N/A,N/A,0.040111099,0.027537979,0.067649078,0.068049874,18.45999908,102.9000015,N/A,N/A,N/A,N/A,N/A,N/A,
1981,9,1981,19819,12.06666667,68.6,5.48,N/A,N/A,N/A,N/A,N/A,N/A,0.014723091,0.010098476,0.024821568,0.02603241,12.11499977,68.73000336,N/A,N/A,N/A,N/A,N/A,N/A,
1981,10,1981,198110,4.612903226,113.2,23.06,N/A,N/A,N/A,N/A,N/A,N/A,0.019904881,0.024708293,0.044613174,0.049774542,5.065000057,100.7799988,N/A,N/A,N/A,N/A,N/A,N/A,
1981,11,1982,198211,1.166666667,16.5,11.59,N/A,N/A,N/A,N/A,N/A,N/A,0.010770099,0.014663108,0.025433207,0.013705019,1.054999948,13.48999977,N/A,N/A,N/A,N/A,N/A,N/A,
1981,12,1982,198212,-11.20967742,31,2.85,N/A,N/A,N/A,N/A,N/A,N/A,0.001798612,0.008582826,0.010381437,0.00600124,-11.52000046,23.51000023,N/A,N/A,N/A,N/A,N/A,N/A,
1982,1,1982,19821,-22.77419355,42.8,0,N/A,N/A,N/A,N/A,N/A,N/A,0.002093551,0.01236143,0.01445498,0.012183248,-21.72999954,26.38999939,N/A,N/A,N/A,N/A,N/A,N/A,
1982,2,1982,19822,-12.91071429,18.2,0,N/A,N/A,N/A,N/A,N/A,N/A,0.002826643,0.003414748,0.006241391,0.004554684,-12.96500015,10.77000046,N/A,N/A,N/A,N/A,N/A,N/A,
1982,3,1982,19823,-6.129032258,64.8,0,N/A,N/A,N/A,N/A,N/A,N/A,0.011649698,0.013966989,0.025616686,0.023956931,-6.300000191,39.88000107,N/A,N/A,N/A,N/A,N/A,N/A,
1982,4,1982,19824,2.433333333,52,56.09,N/A,N/A,N/A,N/A,N/A,N/A,0.025136459,0.014820252,0.039956711,0.039028997,2.400000095,43.45999908,N/A,N/A,N/A,N/A,N/A,N/A,
1982,5,1982,19825,13.03225806,124.2,38.17,N/A,N/A,N/A,N/A,N/A,N/A,0.038878846,0.030697947,0.069576793,0.078787084,13.25,114.8000031,N/A,N/A,N/A,N/A,N/A,N/A,
1982,6,1982,19826,13.56666667,78.6,3.06,N/A,N/A,N/A,N/A,N/A,N/A,0.020301081,0.014644324,0.034945405,0.029174369,13.52999973,63.93999863,N/A,N/A,N/A,N/A,N/A,N/A,
1982,7,1982,19827,19.74193548,119,4.33,N/A,N/A,N/A,N/A,N/A,N/A,0.031000497,0.023698458,0.054698954,0.031890361,19.48500061,132.6499939,N/A,N/A,N/A,N/A,N/A,N/A,
1982,8,1982,19828,16.87096774,48.6,0.57,N/A,N/A,N/A,N/A,N/A,N/A,0.012859162,0.013289176,0.026148338,0.021503183,16.90999985,58.04999924,N/A,N/A,N/A,N/A,N/A,N/A,
1982,9,1982,19829,12.13333333,74.7,2.66,N/A,N/A,N/A,N/A,N/A,N/A,0.019276909,0.014578502,0.033855411,0.030035036,12.49499989,82.19000244,N/A,N/A,N/A,N/A,N/A,N/A,
1982,10,1982,198210,7.758064516,105.3,15.47,N/A,N/A,N/A,N/A,N/A,N/A,0.016231858,0.014872843,0.0311047,0.050573882,7.34499979,116.7799988,N/A,N/A,N/A,N/A,N/A,N/A,
1982,11,1983,198311,-4.333333333,69,3.85,N/A,N/A,N/A,N/A,N/A,N/A,0.009865902,0.01127128,0.021137182,0.017455954,-4.590000153,42.77999878,N/A,N/A,N/A,N/A,N/A,N/A,
1982,12,1983,198312,-7.177419355,12.5,1.88,N/A,N/A,N/A,N/A,N/A,N/A,0.007722928,0.009185884,0.016908812,0.009377812,-7.690000057,11.02999973,N/A,N/A,N/A,N/A,N/A,N/A,
1983,1,1983,19831,-10.67741935,33.2,0,N/A,N/A,N/A,N/A,N/A,N/A,0.014742674,0.014782487,0.029525161,0.01046587,-11.52499962,26.26000023,N/A,N/A,N/A,N/A,N/A,N/A,
1983,2,1983,19832,-6.285714286,17.1,0,N/A,N/A,N/A,N/A,N/A,N/A,0.010438619,0.010634052,0.021072671,0.013144352,-7.324999809,11.85999966,N/A,N/A,N/A,N/A,N/A,N/A,
1983,3,1983,19833,-0.919354839,36.7,1.03,N/A,N/A,N/A,N/A,N/A,N/A,0.006759865,0.00660826,0.013368126,0.013739563,-2.119999886,23.39999962,N/A,N/A,N/A,N/A,N/A,N/A,
1983,4,1983,19834,4.15,25.5,13.01,N/A,N/A,N/A,N/A,N/A,N/A,0.015206777,0.014008503,0.02921528,0.023708629,3.545000076,22.27000046,N/A,N/A,N/A,N/A,N/A,N/A,
