Year,Month ,Water Year,"Year, Month",CSMeanTempC,CSPrecipitationmm,Runoffmm,1 Ca (mg/L),1 TOC TC-IC(mg/L),1 NH4-N(mg/L),1 NO3+NO2-N(mg/L),1 TP(mg/L),1 SO4-S (mg/L),2 NH4-N (kg/ha),2 NO3-N (kg/ha),2 Total N (kg/ha),2 SO4-S (kg/ha),T2 (DegC),P2 (mm),FWACamgL,FWATOCTCICmgL,FWANH4NmgL,FWANO3NO2NmgL,FWATDPmgL,FWASO4SmgL,
1993,7,1993,19937,16.46774194,187.3,34.99,2.3,53.4,0.025,N/A,0.0175,N/A,0.032294225,0.028458795,0.060753019,0.042925614,17.75,176.2700043,0.082206257,1.858890299,0.001319428,N/A,0.000645625,N/A,
1993,8,1993,19938,16.62903226,111.6,8,2.7,63.4,0.04,N/A,0.0175,N/A,0.0183517,0.014427019,0.032778719,0.022598503,18.27000046,103.3300018,0.018826146,0.442065803,0.000278906,N/A,0.000122021,N/A,
1993,9,1993,19939,7.783333333,91.7,13.35,2.45,51.1,0.025,N/A,0.0175,N/A,0.02648159,0.018387377,0.044868967,0.028380815,9.479999542,60.47999954,0.091218701,1.912907551,0.001001491,N/A,0.000645939,N/A,
1993,10,1993,199310,1.919354839,30.6,1.52,2,43.8,0.06,N/A,0.06,N/A,0.008041293,0.005698586,0.01373988,0.008287711,4.235000134,24.25,0.103391721,2.264278685,0.003101752,N/A,0.003101752,N/A,
1993,11,1994,199411,-6.733333333,61.1,3.95,2,43.6,0.06,N/A,0.04,N/A,0.004795086,0.012187695,0.016982782,0.005314055,-5.304999828,35.43999863,0.064330182,1.402397971,0.001929905,N/A,0.001286604,N/A,
1993,12,1994,199412,-11.4516129,31.4,0.99,N/A,N/A,N/A,N/A,N/A,N/A,0.005991987,0.01171414,0.017706127,0.008136726,-10.28499985,23.48999977,N/A,N/A,N/A,N/A,N/A,N/A,
1994,1,1994,19941,-22.20967742,23.5,0.01,N/A,N/A,N/A,N/A,N/A,N/A,0.000359433,0.002579428,0.002938862,0.001429704,-20.81500053,18.53000069,N/A,N/A,N/A,N/A,N/A,N/A,
1994,2,1994,19942,-15.60714286,19.2,0,N/A,N/A,N/A,N/A,N/A,N/A,0.000686728,0.004385279,0.005072007,0.000839356,-15.03499985,12.73999977,N/A,N/A,N/A,N/A,N/A,N/A,
1994,3,1994,19943,-2.822580645,29,0.22,N/A,N/A,N/A,N/A,N/A,N/A,0.011413484,0.009120828,0.020534312,0.008014348,-1.835000038,18.89999962,N/A,N/A,N/A,N/A,N/A,N/A,
1994,4,1994,19944,2.866666667,70.5,38.53,1.4,24.4,0.05,N/A,0.04,N/A,0.014652027,0.010727197,0.025379225,0.012555544,4.159999847,65.38999939,0.099025578,1.725874358,0.003536628,N/A,0.002829302,N/A,
1994,5,1994,19945,11.5,72.6,22.1,0.7,29.8,0.01,N/A,0.04,N/A,0.031219954,0.026461298,0.057681252,0.02680194,12.64000034,46.09000015,0.03309334,1.408830743,0.000472762,N/A,0.001891048,N/A,
1994,6,1994,19946,16.41666667,217.9,34.33,1.9,42,0.08,N/A,0.0175,N/A,0.078905968,0.049960975,0.128866943,0.05859189,17.45999908,175.1699982,0.020541318,0.454071246,0.000864898,N/A,0.000189196,N/A,
1994,7,1994,19947,16.48387097,86.1,12.91,2.2,50.8,0.01,N/A,0.0175,N/A,0.020122653,0.023922867,0.04404552,0.027807852,18.14500046,103.5800018,0.039737274,0.917569787,0.000180624,N/A,0.000316092,N/A,
1994,8,1994,19948,14.5483871,92.5,1.49,2.3,50.4,0.04,N/A,0.0175,N/A,0.043579939,0.023954119,0.067534058,0.025598253,16.82500076,66.94000244,0.096102853,2.105905986,0.001671354,N/A,0.000731217,N/A,
1994,9,1994,19949,12.43333333,80.3,7.56,2.8,53.3,0.03,N/A,0.0175,N/A,0.038014132,0.025602064,0.063616196,0.033235663,14.14500046,77.04000092,0.081247519,1.577092651,0.000886813,N/A,0.000517308,N/A,
1994,10,1994,199410,6.516129032,66.8,7.35,2.45,45.9,0.02,N/A,0.0175,N/A,N/A,N/A,N/A,N/A,8.425000191,67.58999634,0.104289836,1.928039088,0.000867222,N/A,0.000758819,N/A,
1994,11,1995,199511,N/A,51.1,N/A,2.1,38.6,0.01,N/A,0.0175,N/A,0.0173171,0.011132993,0.028450092,0.014315318,-0.0550001,38.74000168,0.130136501,2.392032821,0.000619698,N/A,0.001084471,N/A,
1994,12,1995,199512,N/A,17.5,N/A,2.05,38.1,0.045,N/A,0.0175,N/A,0.002749911,0.007456396,0.010206307,0.002932593,-6.849999905,11.31000042,0.11682799,2.164448478,0.00208409,N/A,0.000984574,N/A,
1995,1,1995,19951,N/A,29.8,N/A,2.7,40.6,0.11,N/A,0.06,N/A,0.004060364,0.008221355,0.012281719,0.006144112,-12.24499989,21.69000053,0.048502994,0.729341317,0.001976048,N/A,0.001077844,N/A,
1995,2,1995,19952,N/A,25.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.002273423,0.006255682,0.008529104,0.002346515,-12.93500042,16.46999931,N/A,N/A,N/A,N/A,N/A,N/A,
1995,3,1995,19953,N/A,26.1,N/A,1.4,22.7,0.01,0.01,0.0175,1.332,0.006859053,0.009560131,0.016419184,0.006875852,-2.559999943,24.07999992,0.137316711,2.226492378,0.000980834,0.000980834,0.001716459,0.130647042,
1995,4,1995,19954,N/A,40.8,N/A,1.5,26.7,0.01,0.04,0.0175,1.0656,0.00559581,0.005305799,0.010901609,0.006471619,1.440000057,31.43000031,0.072424142,1.300126664,0.000489932,0.001853158,0.000857382,0.051142543,
1995,5,1995,19955,N/A,67.6,N/A,2.75,32.55,0.01,0.02,0.0175,0.4662,0.015772258,0.016840789,0.032613047,0.01780041,11.30000019,56.16999817,0.128619052,2.223258824,0.000719034,0.002039068,0.001258309,0.047530686,
1995,6,1995,19956,N/A,39.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.012464515,0.012721568,0.025186082,0.019946805,19.81999969,33.02000046,N/A,N/A,N/A,N/A,N/A,N/A,
1995,7,1995,19957,N/A,167.5,N/A,2.7,53.6,0.01,0.01,0.01375,0.2331,0.043689594,0.02888445,0.072574043,0.036785681,18.71500015,172.1600037,0.100997814,2.002661447,0.000374066,0.000374066,0.000496849,0.008098181,
1995,8,1995,19958,N/A,128.8,N/A,3.15,59.75,0.025,0.025,0.025,0.14985,0.032809941,0.025202937,0.058012878,0.034887808,19.47500038,124.3000031,0.024040711,0.460072836,8.68E-05,0.000221885,0.000154354,0.001689776,
1995,9,1995,19959,N/A,161.5,N/A,3,54.25,0.025,0.02,0.015,0.18315,0.042226329,0.029445177,0.071671506,0.039703229,12.27000046,71.51999664,0.178810428,3.262374083,0.001272083,0.001050367,0.000828651,0.011388246,
1995,10,1995,199510,N/A,106.8,N/A,2.25,40.4,0.01,0.01,0.01,0.3663,0.013891044,0.012014481,0.025905525,0.012965283,5.789999962,127.4499969,0.157616203,2.937899325,0.000780974,0.000780974,0.000780974,0.038252296,
1995,11,1996,199611,N/A,N/A,N/A,2.15,32.65,0.015,0.05,0.01,0.3663,0.004953038,0.007205036,0.012158074,0.006166897,-7.849999905,32.59999847,0.332821971,4.861461345,0.001677236,0.006514968,0.001580248,0.067117061,
1995,12,1996,199612,N/A,N/A,N/A,2.1,43.25,0.045,0.095,0.02,0.2331,0.002925038,0.012741257,0.015666296,0.003923608,-13.13500023,34.86999893,0.113623414,2.22999223,0.002442372,0.004990935,0.001061901,0.012376457,
1996,1,1996,19961,N/A,N/A,N/A,2.3,40.2,0.175,0.08,0.06,0.1998,0.003597557,0.010389395,0.013986952,0.003787425,-19.54999924,38.5,0.067117625,1.174896655,0.004547163,0.002841037,0.00147313,0.006782638,
1996,2,1996,19962,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.006383613,0.009524154,0.015907767,0.01296993,-12.74499989,30.17000008,N/A,N/A,N/A,N/A,N/A,N/A,
1996,3,1996,19963,N/A,N/A,N/A,4.6,41.3,0.19,0.1,0.06,0.2997,0.007007905,0.011411581,0.018419485,0.006251615,-8.494999886,13.67000008,0.152486188,1.369060773,0.006298343,0.003314917,0.00198895,0.009934807,
1996,4,1996,19964,N/A,N/A,N/A,2,22.8,0.06,0.02,0.04,1.0656,0.016219162,0.010981239,0.027200401,0.00840327,1.080000043,37.50999832,0.019185592,0.218715752,0.000575568,0.000191856,0.000383712,0.010222084,
1996,5,1996,19965,N/A,N/A,N/A,2.1,27.23333333,0.026666667,0.06,0.01,0.4218,0.022157067,0.02044858,0.042605646,0.021421691,10.09500027,43.25,0.19867433,2.730877539,0.003815971,0.002018451,0.001322229,0.085820862,
1996,6,1996,19966,N/A,N/A,N/A,2.4,44.8,0.065,0.21,0.04,0.2997,0.019167868,0.034015246,0.053183114,0.027962827,17.20999908,99.94999695,0.522734072,8.669907202,0.020080194,0.032225208,0.008044875,0.100277738,
1996,7,1996,19967,N/A,N/A,N/A,2.65,50.45,0.02,0.125,0.02,0.08325,0.014443635,0.014695218,0.029138853,0.01569901,18.03499985,129.6499939,0.075142244,1.461250505,0.000365327,0.001512919,0.000727855,0.002576989,
1996,8,1996,19968,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.01754464,0.012710787,0.030255427,0.021891371,19.13500023,53.02999878,N/A,N/A,N/A,N/A,N/A,N/A,
1996,9,1996,19969,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.018011702,0.017361712,0.035373414,0.032659017,13.44499969,90.31999969,N/A,N/A,N/A,N/A,N/A,N/A,
1996,10,1996,199610,N/A,N/A,N/A,4.15,56.05,0.1,0.035,0.035,0.8991,0.00896196,0.011219458,0.020181418,0.015317518,6.039999962,104.3300018,0.064820871,0.966911327,0.001440464,0.000720232,0.000540174,0.012591454,
1996,11,1997,199711,N/A,N/A,N/A,2.55,37.15,0.045,0.04,0.025,0.999,0.011657517,0.018284975,0.029942492,0.014533113,-7.269999981,72.16999817,0.129366721,1.827818653,0.002068143,0.001711559,0.001098252,0.049966036,
1996,12,1997,199712,N/A,N/A,N/A,2.3,38.8,0.08,0.07,0.02,0.6993,0.001912258,0.010036687,0.011948945,0.005779049,-13.35499954,30.37999916,0.093549452,1.578138588,0.003253894,0.002847157,0.000813473,0.028443101,
1997,1,1997,19971,N/A,N/A,N/A,2.35,38.5,0.14,0.09,0.045,0.4329,0.002820633,0.009352439,0.012173072,0.004304849,-15.78999996,40.06000137,0.149805447,2.493190661,0.009202335,0.005992218,0.002996109,0.026367899,
1997,2,1997,19972,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.003403142,0.013270528,0.01667367,0.003756284,-10.26500034,5.369999886,N/A,N/A,N/A,N/A,N/A,N/A,
1997,3,1997,19973,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.005936406,0.006702424,0.012638831,0.008065293,-4.639999866,30.80999947,N/A,N/A,N/A,N/A,N/A,N/A,
1997,4,1997,19974,N/A,N/A,N/A,2.25,25.15,0.07,0.01,0.02,0.78255,0.006622987,0.006444988,0.013067975,0.006568023,3.180000067,21,0.225673751,2.441743645,0.00645305,0.000963001,0.001926001,0.076438371,
1997,5,1997,19975,N/A,N/A,N/A,1.5,32.85,0.075,0.01,0.025,0.2664,0.021197646,0.013452099,0.034649745,0.015177282,8.579999924,49.02000046,0.098749397,2.16922663,0.004873455,0.000658329,0.001624485,0.017111556,
1997,6,1997,19976,N/A,N/A,N/A,1.9,42.7,0.06,0.01,0.04,0.0666,0.028803379,0.039465418,0.068268798,0.03406422,18.29500008,130.0899963,0.006732346,0.151300621,0.0002126,3.54E-05,0.000141734,0.000235986,
1997,7,1997,19977,N/A,N/A,N/A,2.6,50.73333333,0.106666667,0.01,0.04,0.0888,0.013002718,0.019772975,0.032775692,0.017447535,18.92499924,112.5400009,0.281967314,5.159945421,0.006906001,0.001071266,0.003046176,0.011651272,
1997,8,1997,19978,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.005256845,0.007140924,0.012397769,0.009108829,16.85000038,54.61999893,N/A,N/A,N/A,N/A,N/A,N/A,
1997,9,1997,19979,N/A,N/A,N/A,3.8,54.7,0.11,0.01,0.03,0.4329,0.031307642,0.020191161,0.051498803,0.032404923,14.375,69.61000061,0.00399745,0.057542238,0.000115716,1.05E-05,3.16E-05,0.000455394,
1997,10,1997,199710,N/A,N/A,N/A,3.1,55.8,0.09,0.03,0.01,0.2664,0.006894461,0.007279993,0.014174454,0.010305689,6.704999924,59.54999924,0.080372962,1.443454833,0.002342719,0.000796423,0.000259268,0.006782881,
1997,11,1998,199811,N/A,N/A,N/A,2.85,47.85,0.23,0.08,0.035,0.21645,0.005348019,0.008530737,0.013878756,0.0053353,-4.5,26.59000015,0.155754003,2.406545838,0.008352983,0.003338026,0.001221186,0.010465212,
1997,12,1998,199812,N/A,N/A,N/A,2.8,50,0.41,0.14,0.06,0.1998,0.003313427,0.002675526,0.005988953,0.002910859,-5.414999962,5.179999828,0.08575,1.53125,0.01255625,0.0042875,0.0018375,0.006118875,
1998,1,1998,19981,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.000958334,0.007941493,0.008899827,0.002077362,-10.43000031,17.38999939,N/A,N/A,N/A,N/A,N/A,N/A,
1998,2,1998,19982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.011120339,0.015452741,0.02657308,0.013010032,-1.889999986,20.38999939,N/A,N/A,N/A,N/A,N/A,N/A,
1998,3,1998,19983,N/A,N/A,N/A,2.8,41,0.29,0.07,0.02,1.0989,0.00439026,0.006306047,0.010696307,0.00656609,-2.880000114,29.06999969,0.006209635,0.0909268,0.000643141,0.000155241,4.44E-05,0.00243706,
1998,4,1998,19984,N/A,N/A,N/A,1.75,29.75,0.05,0.01,0.01,0.8991,0.007938363,0.007390526,0.015328889,0.016453321,7.195000172,28.10000038,0.181748523,3.069384769,0.005151304,0.001030261,0.001030261,0.094565974,
1998,5,1998,19985,N/A,N/A,N/A,2.2,41.45,0.09,0.01,0.01,0.2664,0.096465144,0.043559201,0.140024344,0.060212765,14.69999981,89.77999878,0.20949308,4.722221279,0.005245252,0.001047239,0.001047239,0.020938915,
1998,6,1998,19986,N/A,N/A,N/A,2.4,43.8,0.04,0.01,0.01,0.08325,0.023903685,0.015669966,0.039573652,0.018322334,15.78499985,141.1699982,0.033399418,0.665652182,0.000598689,0.000149672,0.000149672,0.001455972,
1998,7,1998,19987,N/A,N/A,N/A,3.7,52.65,0.05,0.015,0.02,0.0666,0.022013029,0.018528274,0.040541304,0.026623471,19.26000023,69.44000244,0.525109964,6.650972143,0.006846433,0.002156563,0.003046472,0.01014475,
1998,8,1998,19988,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.022702902,0.015255232,0.037958134,0.020652415,19.63999939,50.65000153,N/A,N/A,N/A,N/A,N/A,N/A,
1998,9,1998,19989,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.007785489,0.006699483,0.014484972,0.008025201,15.29500008,59.47999954,N/A,N/A,N/A,N/A,N/A,N/A,
1998,10,1998,199810,N/A,N/A,N/A,3.366666667,53.03333333,0.04,0.026666667,0.046666667,0.4884,0.028298682,0.023651831,0.051950512,0.042836529,7.800000191,104.1900024,0.113953096,1.909798292,0.001129663,0.001119046,0.001555116,0.019728036,
1998,11,1999,199911,N/A,N/A,N/A,2.5,45,0.03,0.05,0.02,0.3663,0.00235861,0.009526069,0.01188468,0.005101796,-1.169999957,45.25999832,0.11875723,2.137630136,0.001425087,0.002375145,0.000950058,0.017400309,
1998,12,1999,199912,N/A,N/A,N/A,2.3,34.95,0.055,0.05,0.015,0.8325,0.008670508,0.007982054,0.016652562,0.007403646,-8.899999619,24.09000015,0.134565694,1.883720729,0.002853703,0.001832824,0.000599118,0.051845668,
1999,1,1999,19991,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.000922033,0.007018418,0.007940451,0.00277044,-14.41499996,15.14000034,N/A,N/A,N/A,N/A,N/A,N/A,
1999,2,1999,19992,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.008497119,0.010673197,0.019170316,0.005609306,-6.260000229,14.47999954,N/A,N/A,N/A,N/A,N/A,N/A,
1999,3,1999,19993,N/A,N/A,N/A,2.2,23.4,0.34,0.28,0.07,2.1312,0.014498004,0.013411436,0.027909441,0.010486951,-1.644999981,28.23999977,0.007711163,0.082018733,0.001191725,0.000981421,0.000245355,0.007470014,
1999,4,1999,19994,N/A,N/A,N/A,2,57.1,0.03,0.03,0.05,0.6327,0.023458109,0.013333359,0.036791468,0.016438929,6.255000114,45.81000137,0.014994844,0.42810279,0.000224923,0.000224923,0.000374871,0.004743619,
1999,5,1999,19995,N/A,N/A,N/A,2.15,34.9,0.045,0.025,0.045,0.4329,0.052088333,0.04968517,0.101773502,0.068313175,12.98499966,131.6600037,0.08419103,1.271970082,0.001470084,0.00086483,0.001614432,0.014783116,
1999,6,1999,19996,N/A,N/A,N/A,2.233333333,44.06666667,0.033333333,0.383333333,0.043333333,0.0999,0.035429752,0.026151447,0.061581198,0.032854154,16.95999908,98.16000366,0.118818572,2.362274061,0.001876439,0.02484506,0.002150952,0.00510438,
1999,7,1999,19997,N/A,N/A,N/A,2.1,40.8,0.085,0.025,0.025,0.11655,0.077168062,0.04546761,0.122635671,0.05195907,20.60000038,218.0299988,0.283295473,5.403209173,0.005031584,0.001656529,0.003158061,0.030723204,
1999,8,1999,19998,N/A,N/A,N/A,2.4,50.4,0.08,0.035,0.045,0.0666,0.020645684,0.017667746,0.038313429,0.021172466,17.83499908,118.9599991,0.202261522,4.040829932,0.00554401,0.002762453,0.003680087,0.009103549,
1999,9,1999,19999,N/A,N/A,N/A,2.2,42.95,0.05,0.03,0.03,0.041625,0.023761837,0.020519039,0.044280877,0.024462833,12.45499992,120.4599991,0.136897123,2.931292633,0.00299366,0.001796196,0.001796196,0.003784953,
1999,10,1999,199910,N/A,N/A,N/A,2.2,37.45,0.045,0.03,0.05,0.0999,0.013498983,0.009295696,0.022794679,0.015654101,5.554999828,38.95000076,0.091393069,1.258832771,0.001616053,0.001170264,0.002507811,0.004825001,
1999,11,2000,200011,N/A,N/A,N/A,2,24.9,0.05,0.04,0.05,0.1332,0.000420558,0.000416835,0.000837393,0.000172703,1.914999962,3.099999905,0.138865368,1.728873836,0.003471634,0.002777307,0.003471634,0.009248434,
1999,12,2000,200012,N/A,N/A,N/A,2.6,37.7,0.09,0.01,0.06,0.1665,0.004466192,0.00405274,0.008518932,0.002580805,-7.230000019,6.880000114,0.209677419,3.040322581,0.007258065,0.000806452,0.00483871,0.013427419,
2000,1,2000,20001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.002059044,0.005408626,0.00746767,0.001676232,-13.61499977,12.22999954,N/A,N/A,N/A,N/A,N/A,N/A,
2000,2,2000,20002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.003625697,0.004400581,0.008026278,0.005354521,-6.144999981,15.56999969,N/A,N/A,N/A,N/A,N/A,N/A,
2000,3,2000,20003,N/A,N/A,N/A,2.2,28.2,0.13,0.04,0.04,1.4652,0.020022937,0.014801152,0.034824089,0.018930937,0.959999979,31.42000008,0.327961819,4.203874228,0.019379562,0.005962942,0.005962942,0.218422572,
2000,4,2000,20004,N/A,N/A,N/A,1.6,25.6,0.06,0.025,0.04,1.18215,0.014223549,0.009300178,0.023523727,0.010774916,4.480000019,41.04999924,0.080941763,1.28040996,0.002595569,0.001044841,0.001730379,0.062487972,
2000,5,2000,20005,N/A,N/A,N/A,1.9,38.85,0.025,0.02,0.035,0.2664,0.021074729,0.0181884,0.039263129,0.01447012,12.70499992,70.69999695,0.055726836,1.116492624,0.00066302,0.000416045,0.00115697,0.009350273,
2000,6,2000,20006,N/A,N/A,N/A,2,44.95,0.075,0.02,0.03,0.078255,0.035698337,0.025484629,0.061182966,0.026440182,14.82999992,115,0.08794972,2.001830474,0.002969934,0.000879497,0.001319246,0.002239127,
2000,7,2000,20007,N/A,N/A,N/A,2.6,49.55,0.11,0.02,0.04,0.044955,0.021308916,0.017978514,0.03928743,0.020839686,19.51000023,71.63999939,0.244073308,4.647587201,0.006128436,0.002032959,0.00305535,0.006756957,
2000,8,2000,20008,N/A,N/A,N/A,2.65,49.45,0.085,0.08,0.035,0.24975,0.04302272,0.027013236,0.070035956,0.032663133,18.53499985,122.7399979,0.254690712,4.741880022,0.009117922,0.00898804,0.003768454,0.027117315,
2000,9,2000,20009,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.025527433,0.018595341,0.044122774,0.024006106,11.97500038,48.59000015,N/A,N/A,N/A,N/A,N/A,N/A,
2000,10,2000,200010,N/A,N/A,N/A,2.8,43.8,0.03,0.04,0.02,0.4329,0.013108653,0.014297054,0.027405707,0.016853754,7.71999979,71.58999634,0.031048994,0.485694978,0.000332668,0.000443557,0.000221779,0.004800396,
2000,11,2001,200111,N/A,N/A,N/A,2.3,45.2,0.04,0.03,0.02,0.5994,0.012368705,0.015316592,0.027685297,0.017663263,-2.069999933,74.19000244,0.017520044,0.344306952,0.000304696,0.000228522,0.000152348,0.004565876,
2000,12,2001,200112,N/A,N/A,N/A,2.3,45.8,0.05,0.05,0.04,0.4995,0.002662556,0.012833007,0.015495563,0.003169603,-17.22500038,16.11000061,0.159809926,3.182302006,0.003474129,0.003474129,0.002779303,0.034706547,
2001,1,2001,20011,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.003318295,0.004689527,0.008007823,0.002710596,-9.199999809,15.60000038,N/A,N/A,N/A,N/A,N/A,N/A,
2001,2,2001,20012,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.000560496,0.007198254,0.00775875,0.002491817,-14.77000046,28.80999947,N/A,N/A,N/A,N/A,N/A,N/A,
2001,3,2001,20013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.005970276,0.005335171,0.011305447,0.004164997,-4.159999847,7.159999847,N/A,N/A,N/A,N/A,N/A,N/A,
2001,4,2001,20014,N/A,N/A,N/A,1.3,17.9,0.09,0.01,0.03,0.9324,0.020813015,0.015016929,0.035829945,0.022711849,5.304999828,115.25,0.165479,2.278518544,0.011456238,0.001272915,0.003818746,0.118686631,
2001,5,2001,20015,N/A,N/A,N/A,1.633333333,29.56666667,0.056666667,0.01,0.03,0.333,0.016534949,0.013223167,0.029758116,0.016747358,12.625,110.2300034,0.120940629,2.010549827,0.004470615,0.000741799,0.002225397,0.029959692,
2001,6,2001,20016,N/A,N/A,N/A,2.25,45.9,0.04,0.02,0.045,0.08325,0.029883978,0.024921466,0.054805444,0.031814078,17.43499947,95.51999664,0.089041672,1.591619032,0.001685626,0.000842813,0.001703836,0.004149208,
2001,7,2001,20017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.017912226,0.016312083,0.03422431,0.014059834,19.97999954,72.41999817,N/A,N/A,N/A,N/A,N/A,N/A,
2001,8,2001,20018,N/A,N/A,N/A,3.6,66.6,0.07,0.01,0.04,0.2997,0.023403934,0.017012515,0.040416449,0.016173752,19.80500031,93.51999664,0.018455744,0.341431262,0.000358862,5.13E-05,0.000205064,0.001536441,
2001,9,2001,20019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.009060208,0.006104242,0.01516445,0.00766786,13.14999962,43.38999939,N/A,N/A,N/A,N/A,N/A,N/A,
2001,10,2001,200110,N/A,N/A,N/A,3.9,59.56666667,0.04,0.256666667,0.04,1.1211,0.013426669,0.019147148,0.032573817,0.027651308,5.849999905,87.44999695,0.587693672,9.275126506,0.005028953,0.026423392,0.006374876,0.159203845,
2001,11,2002,200211,N/A,N/A,N/A,3.1,56,0.07,0.02,0.05,0.54945,0.010768562,0.007921864,0.018690426,0.008254175,3.410000086,41.88000107,0.241978265,4.527764475,0.004309879,0.0009526,0.004007798,0.042958574,
2001,12,2002,200212,N/A,N/A,N/A,2.7,43,0.04,0.035,0.045,0.91575,0.015717958,0.016009843,0.031727801,0.00990374,-6.380000114,18.76000023,0.12029321,1.915501543,0.001837963,0.000665895,0.001879244,0.042705451,
2002,1,2002,20021,N/A,N/A,N/A,3.7,52.8,0.09,0.01,0.04,0.7992,0.001343112,0.002117317,0.003460429,0.001262254,-9.524999619,7.769999981,0.03245614,0.463157895,0.000789474,8.77E-05,0.000350877,0.007010526,
2002,2,2002,20022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.002634137,0.002950635,0.005584772,0.002545145,-5.940000057,4.940000057,N/A,N/A,N/A,N/A,N/A,N/A,
2002,3,2002,20023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.006403926,0.008002946,0.014406872,0.004675119,-7.78000021,22.47999954,N/A,N/A,N/A,N/A,N/A,N/A,
2002,4,2002,20024,N/A,N/A,N/A,1.6,29.15,0.145,0.015,0.035,0.98235,0.018032379,0.009609139,0.027641519,0.01170289,3.164999962,32.11999893,0.174199463,3.202180604,0.020734071,0.001962936,0.004260363,0.10885007,
2002,5,2002,20025,N/A,N/A,N/A,2.1,44.95,0.03,0.01,0.03,0.64935,0.016182986,0.009804664,0.02598765,0.010049668,8.630000114,49.27000046,0.151060447,3.264371682,0.002298197,0.000766066,0.002298197,0.057097128,
2002,6,2002,20026,N/A,N/A,N/A,2.4,59.3,0.035,0.295,0.025,0.21645,0.105208229,0.061953378,0.167161607,0.066518198,18.35000038,138.3000031,0.056514276,1.373515545,0.000709876,0.013461082,0.00070298,0.005477467,
2002,7,2002,20027,N/A,N/A,N/A,2.8,58.6,0.03,0.62,0.03,0.1665,0.025462426,0.017327639,0.042790065,0.022173242,21.19000053,123.3600006,0.54161966,11.33532575,0.005803068,0.119930068,0.005803068,0.032207026,
2002,8,2002,20028,N/A,N/A,N/A,3.5,67.5,0.04,0.01,0.03,0.0999,0.050656663,0.039101359,0.089758022,0.047104769,18.46999931,120.6299973,0.010555795,0.203576045,0.000120638,3.02E-05,9.05E-05,0.000301293,
2002,9,2002,20029,N/A,N/A,N/A,3.4,70.1,0.06,0.01,0.04,0.1332,0.008461013,0.00669623,0.015157243,0.007272139,14.98499966,49.52000046,0.053255244,1.097997821,0.000939798,0.000156633,0.000626532,0.002086352,
2002,10,2002,200210,N/A,N/A,N/A,3.55,64.7,0.045,0.17,0.03,0.5328,0.023914579,0.011201184,0.035115763,0.014414938,1.889999986,58.49000168,0.05814482,1.113710359,0.000702431,0.002486258,0.000494715,0.008522125,
2002,11,2003,200311,N/A,N/A,N/A,3.3,56.6,0.03,0.06,0.03,0.4662,0.004228922,0.002669478,0.006898401,0.002511949,-3.900000095,9.460000038,0.170705916,2.927865104,0.001551872,0.003103744,0.001551872,0.02411609,
2002,12,2003,200312,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.004250229,0.00689706,0.011147289,0.006281638,-7.204999924,11.72000027,N/A,N/A,N/A,N/A,N/A,N/A,
2003,1,2003,20031,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.001845837,0.001565296,0.003411133,0.001732077,-13.77000046,4.699999809,N/A,N/A,N/A,N/A,N/A,N/A,
2003,2,2003,20032,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.006805709,0.006148772,0.012954481,0.004267573,-13.65499973,5.489999771,N/A,N/A,N/A,N/A,N/A,N/A,
