"solute","watershed","Bias_MARSS","Bias_L95_MARSS","Bias_U95_MARSS","Sig_MARSS","Bias_MKandSens","Bias_L95_MKandSens","Bias_U95_MKandSens","pval_MKandSens","Sig_MKandSens"
"Ca","C32",-0.560269166967187,-21.8781041906825,19.9642521432668,"NS",NA,NA,NA,NA,NA
"Ca","C35",-1.17422512301686,-6.49834103718057,4.50844805677004,"NS",-0.588654743042333,-1.36346830121598,0.244797777853936,0.156179895919277,"NS"
"Ca","C38",0.366055820675015,-23.8792099916945,24.9763734044951,"NS",0.35813978943493,-0.780448922908093,1.64799323275408,0.528746090780692,"NS"
"Ca","EB",-2.72091059808957,-5.99696505883096,0.548525328490967,"NS",-2.51170389927184,-3.4422395101074,-1.60715114741891,0.000119151179603841,"Sig"
"Ca","EIF",0.333646374697416,-9.19260911673652,9.02174425554687,"NS",NA,NA,NA,NA,NA
"Ca","GSWS08",0.092643575996032,-0.776148888759209,0.969991823924143,"NS",0.0905699069990389,-0.111045584268776,0.277391915054318,0.361058511638891,"NS"
"Ca","GSWS09",0.288034562764938,0.168011760548836,0.411670597471314,"Sig",0.311007835602876,0.117143613984119,0.494999038615319,0.00314505625197627,"Sig"
"Ca","HP3",2.17396684648499,-21.4067611700391,28.1654559861867,"NS",NA,NA,NA,NA,NA
"Ca","HP3A",-0.289165154199278,-9.13306725865826,9.57802219202089,"NS",-1.33943811652469,-2.92972760545482,0.452437198115101,0.116381890731945,"NS"
"Ca","HP4",-0.411529418669998,-5.50732344483329,4.30369902476135,"NS",-0.895250147963135,-2.29931545268717,0.850440975880606,0.246304294442572,"NS"
"Ca","HP5",2.12588084953751,-15.8543349670487,19.5983177605256,"NS",NA,NA,NA,NA,NA
"Ca","HP6",1.52496814980658,-22.702500945222,27.7970616113099,"NS",-1.39475007777455,-4.66016427893311,1.64207749804582,0.284663189751534,"NS"
"Ca","HP6A",3.52115597443872,-32.4336301365062,41.6256844342634,"NS",-1.2687151618074,-5.81993304467967,3.1791303499192,0.458816573894039,"NS"
"Ca","NEIF",0.139208073912211,-16.6829468845657,15.5802767259944,"NS",-1.0461200385558,-3.09510161675609,1.16123055297823,0.374130211926214,"NS"
"Ca","NWIF",-0.232777419860142,-6.98757641724908,6.58198531827665,"NS",-0.683248254485463,-2.07056772209083,0.781555331980489,0.37131819932847,"NS"
"Ca","S2",0.698603273833331,-14.9066394073423,18.1356775388627,"NS",NA,NA,NA,NA,NA
"Ca","S5",1.58504590014541,-12.1777877014861,15.701840831771,"NS",NA,NA,NA,NA,NA
"Ca","W9",-0.148790774781293,-2.96034247198445,2.61885351317623,"NS",NA,NA,NA,NA,NA
"Ca","WS6",-1.90648394361634,-3.2116944071884,-0.689801663016354,"Sig",NA,NA,NA,NA,NA
"Ca","WS7",-1.79865067474694,-3.12791629359723,-0.341951269629437,"Sig",NA,NA,NA,NA,NA
"Ca","WS8",-1.77468640811864,-4.31223332280801,0.576138262120995,"NS",NA,NA,NA,NA,NA
"Ca","WS9",-2.51735585122805,-23.8792099916945,20.2082693946071,"NS",NA,NA,NA,NA,NA
"DOC","C32",-0.0931163870374174,-5.71036994040655,5.71355895985253,"NS",-0.409637820053609,-2.63595107187534,1.81960605079705,0.712457853175041,"NS"
"DOC","C35",-0.820519350391802,-2.52933061779559,0.872717194261963,"NS",-0.269343778567076,-1.6906556325262,1.08921096054741,0.64786683788892,"NS"
"DOC","C38",2.48657271486703,-11.6787975917328,17.1615586963216,"NS",NA,NA,NA,NA,NA
"DOC","EB",-0.658619192489329,-2.85260405465086,1.52496814980658,"NS",-0.552172568527424,-1.8230598825834,0.796039716295629,0.354296933465225,"NS"
"DOC","EIF",-0.127193258638192,-1.64287437409456,1.27267439826637,"NS",NA,NA,NA,NA,NA
"DOC","GSWS08",1.64512665444692,0.953178361733098,2.3182363785053,"Sig",1.81816170033224,-3.20672470437272,6.37168212207511,0.364747795250623,"NS"
"DOC","GSWS09",0.0265202930482822,-0.728178975322935,0.709409609891054,"NS",NA,NA,NA,NA,NA
"DOC","HP3",1.58504590014541,-3.78601494591679,7.11299820608495,"NS",1.28876899106865,-1.5441868938884,4.32448780668615,0.266544330288095,"NS"
"DOC","HP3A",-0.117474249541605,-0.602248822897966,0.346850117427788,"NS",-0.0743845186632057,-2.11435726939121,1.91208454899966,0.902037982941058,"NS"
"DOC","HP4",0.687797035031945,0.248425711174072,1.17057056041698,"Sig",0.659589482401644,-1.16411447268263,2.53517896658253,0.407758732614187,"NS"
"DOC","HP5",0.988006508911354,-4.96968077985653,6.5940511984591,"NS",1.11592547907236,-1.67640938548173,3.96658169745153,0.345149688241663,"NS"
"DOC","HP6",2.16194516692516,1.68117654899218,2.66695922942457,"Sig",2.01673005170442,-0.207510336354998,4.46965936277299,0.0623118699289896,"NS"
"DOC","HP6A",2.19801056625828,-4.9457799344645,9.8078638505033,"NS",1.27279622562018,-2.18227191723498,4.68392724654978,0.298727888326319,"NS"
"DOC","NEIF",-0.307160681755247,-4.07307185412282,3.83411215753267,"NS",NA,NA,NA,NA,NA
"DOC","NWIF",0.38646221707781,-1.91846481887237,2.78723193888277,"NS",NA,NA,NA,NA,NA
"DOC","S2",0.961585063404957,0.454886195489035,1.42884999713218,"Sig",1.01489382589702,-1.00903546289328,2.82662171575649,0.292570722916621,"NS"
"DOC","S5",0.935164199164262,0.460888484925714,1.40482166041638,"Sig",0.868780992949273,-0.761884216510188,2.48419797798222,0.236173634933408,"NS"
"DOC","W9",1.80135067525331,-47.6290025863044,55.4845036831808,"NS",NA,NA,NA,NA,NA
