lab_id,Site,NAME,DATE/TIME,CL,SO4,CA,K,MG,NA,TP,NPOC,TC-IC,DOC,STAGE,q,TEMPC
352460,S2,S2 lagg pool,7/6/15 11:15,0.20,0.40,2.70,0.67,0.96,1.06,0.03,98.88,,,,,15
352471,S2,S2 lagg pool,7/13/15 10:25,0.17,0.47,2.95,0.79,1.01,1.17,0.03,101.90,,,,,14.7
224219,S2,S2 lagg pool,9/14/15 8:40,0.29,0.44,3.53,1.29,1.17,1.11,0.04,129.10,,,0.045,5.62E-02,12
352598,S2,S2 lagg pool,9/14/15 9:35,0.3,0.67,3.50,1.14,1.20,1.06,0.01,126.10,,,,,
352603,S2,S2 lagg pool,9/21/15 9:40,0.23,0.56,3.55,1.11,1.22,1.27,0.00,121.60,,,,,13.2
352617,S2,S2 lagg pool,9/28/15 9:20,0.13,0.15,3.42,1.01,1.17,1.11,0.00,119.10,,,,,12.3
224235,S2,S2 lagg pool,9/28/15 9:20,0.24,0.32,3.50,1.07,1.16,1.14,0.04,123.4,,,0.033,2.63E-02,11.5
352628,S2,S2 lagg pool,10/5/15 10:45,0.29,0.49,3.42,0.89,1.16,1.10,0.04,113.90,,,,,8.8
352630,S2,S2 lagg pool,10/13/15 9:55,0.12,0.1,3.62,1.05,1.20,1.14,0,113.1,,,,,8.3
224248,S2,S2 lagg pool,10/13/15 12:20,0.34,0.46,3.72,1.12,1.20,1.13,0.04,113.50,,,0.02,7.72E-03,6.5
352638,S2,S2 lagg pool,10/19/15 12:15,0.13,0.10,3.68,0.90,1.20,1.05,0.00,107.90,,,,,7.1
224253,S2,S2 lagg pool,10/26/15 9:40,0.39,0.68,3.2,0.79,1.18,1.1,0.03,106.2,,,0.064,1.33E-01,5
352652,S2,S2 lagg pool,10/26/15 11:25,0.32,0.69,3.06,0.73,1.14,1.10,0.05,106.10,,,,,6.2
352668,S2,S2 lagg pool,11/3/15 13:35,0.45,0.36,2.69,0.94,1.03,1.09,0.05,101.8,,,,,7.2
352677,S2,S2 lagg pool,11/9/15 14:05,0.46,0.3,2.57,0.97,0.99,1.07,0.05,95.23,,,,,6.6
224282,S2,S2 lagg pool,11/12/15 14:30,0.49,0.47,3.41,1.01,1.02,1.00,0.03,95.41,,,0.08,2.30E-01,4
224296,S2,S2 lagg pool,11/25/15 10:00,0.4,0.35,1.82,1.10,0.73,0.91,0.03,74.54,,,0.113,5.36E-01,0.5
224313,S2,S2 lagg pool,12/7/15 13:05,0.35,0.30,2.35,0.83,0.86,1.01,0.04,83.48,,,0.07,1.66E-01,0
224327,S2,S2 lagg pool,12/21/15 12:40,0.37,0.37,4.63,0.85,0.84,1.11,0.03,76.22,,,0.07,1.66E-01,0
225000,S2,S2 lagg pool,1/4/16 10:25,0.33,0.57,2.42,0.85,0.91,1.14,0.16,85.58,,,0.02,7.72E-03,1
225036,S2,S2 lagg pool,3/16/16 9:35,0.34,0.80,1.18,1.08,0.50,0.94,0.03,46.01,,,0.293,5.53E+00,0
225052,S2,S2 lagg pool,3/28/16 7:45,0.28,0.70,1.50,1.14,0.61,1.01,0.06,55.63,,,0.1,3.97E-01,0
225082,S2,S2 lagg pool,4/13/16 9:50,0.24,0.54,1.24,0.76,0.50,1.00,0.03,48.8,,,0.085,2.67E-01,0
352715,S2,S2 lagg pool,4/19/16 10:15,0.25,0.58,1.2,1.07,0.5,1.1,0.03,49.98,,,,,
225096,S2,S2 lagg pool,4/25/16 12:40,0.24,0.54,1.39,1.12,0.56,1.11,0.03,50.60,,,0.243,3.50E+00,0
352722,S2,S2 lagg pool,4/26/16 13:50,0.21,0.52,1.20,1.09,0.49,1.15,0.03,47.19,,,,,
352724,S2,S2 lagg pool,5/2/16 10:05,0.2,0.4,1.30,1.02,0.52,1.28,0.03,52.72,,,,,
225114,S2,S2 lagg pool,5/9/16 9:35,0.22,0.49,1.66,1.03,0.67,1.03,0.11,62.22,,,0.05,7.28E-02,3.5
352742,S2,S2 lagg pool,5/17/16 9:55,0.19,0.49,1.86,1.02,0.71,1.34,0.08,67.78,,,,,
352749,S2,S2 lagg pool,5/23/16 11:20,0.15,0.37,2.16,1.02,0.78,1.28,0.05,73.86,,,,,
352753,S2,S2 lagg pool,6/1/16 9:20,0.26,0.41,2.35,0.59,0.89,1.46,0.04,81.15,,,,,9.8
225140,S2,S2 lagg pool,6/6/16 9:15,0.15,0.15,2.02,0.86,0.79,1.26,0.09,75.47,,,0.129,7.41E-01,9
352760,S2,S2 lagg pool,6/6/16 9:35,0.19,0.21,2.00,0.81,0.76,1.42,0.03,77.84,,,,,
352793,S2,S2 lagg pool,6/13/16 10:35,0.16,0.28,2.27,0.41,0.86,1.2,0.03,86.29,,,,,11.7
400097,S2,S2 lagg pool,6/13/16 10:35,,,,,,,,,,,,,11.7
352811,S2,S2 lagg pool,6/20/16 12:45,0.16,0.22,6.54,0.03,1.49,1.11,0.03,86.87,,,,,14.7
225168,S2,S2 lagg pool,6/21/16 7:50,0.16,0.15,2.35,1.02,0.87,1.25,0.06,82.36,,,0.09,3.07E-01,13
352815,S2,S2 lagg pool,6/27/16 10:30,0.12,0.18,2.58,0.65,0.92,1.05,0.04,92.16,,,,,13.3
352852,S2,S2 lagg pool,7/12/16 13:45,0.12,0.17,2.30,0.63,0.84,1.04,0.02,96.55,,,,,17.8
352855,S2,S2 lagg pool,7/19/16 9:18,0.11,0.18,2.59,0.55,0.90,0.96,0.03,96.84,,,,,15
225198,S2,S2 lagg pool,7/19/16 13:35,0.11,0.16,2.41,0.49,0.89,1.05,0.07,98.86,,,0.075,1.96E-01,14
352864,S2,S2 lagg pool,7/25/16 9:55,0.09,0.20,2.74,0.62,0.94,0.98,0.04,100.80,,,,,17.7
352905,S2,S2 lagg pool,8/2/16 9:05,0.21,0.22,2.43,0.54,0.82,0.87,0.05,84.38,,,,,17.2
225222,S2,S2 lagg pool,8/3/16 8:35,0.15,0.15,2.52,0.87,0.89,1.12,0.06,94.56,,,0.297,5.71E+00,16
352927,S2,S2 lagg pool,8/8/16 9:05,0.20,0.15,2.52,0.85,0.89,0.87,0.05,100.7,,,,,
352935,S2,S2 lagg pool,8/15/16 9:30,0.24,0.17,2.81,0.79,0.97,0.88,0.06,104.30,,,,,
225233,S2,S2 lagg pool,8/15/16 9:30,0.17,0.16,2.83,0.82,0.97,1.06,0.08,107.2,,,0.084,2.59E-01,14.5
352987,S2,S2 lagg pool,8/29/16 14:25,0.24,0.26,2.27,0.54,0.82,0.80,0.02,88.84,,,,,18.7
225254,S2,S2 lagg pool,8/31/16 12:50,0.21,0.19,2.56,0.67,0.95,1.10,0.09,104.20,,,0.13,7.56E-01,16.5
352994,S2,S2 lagg pool,9/7/16 9:50,0.18,0.13,2.55,0.52,0.90,0.92,0.05,101.70,,,,,15.3
225267,S2,S2 lagg pool,9/12/16 8:30,0.20,0.16,2.53,0.95,0.88,1.17,0.08,98.61,,,0.101,4.07E-01,14.5
353007,S2,S2 lagg pool,9/12/16 13:07,0.21,0.13,2.47,0.89,0.89,0.91,0.02,95.73,,,,,15.1
353016,S2,S2 lagg pool,9/19/16 11:56,0.18,0.12,2.41,0.62,0.86,0.83,0.02,91.6,99.02,,,,14.6
225278,S2,S2 lagg pool,9/26/16 8:45,0.20,0.15,2.43,0.98,0.86,1.02,0.07,79.05,,,,,12
353047,S2,S2 lagg pool,9/26/16 14:10,0.22,0.12,2.40,0.97,0.86,0.95,0.01,85.71,92.51,,,,
353081,S2,S2 lagg pool,10/3/16 12:55,0.21,0.12,2.43,0.68,0.89,0.79,0.02,86.93,95.83,,,,14.2
353088,S2,S2 lagg pool,10/11/16 10:50,0.18,0.12,2.96,0.81,0.96,0.84,0.04,86.60,96.80,,,,
225297,S2,S2 lagg pool,10/12/16 11:50,0.16,0.23,2.47,0.70,0.88,1.06,0.16,84.75,90.53,,0.04,4.21E-02,7
353107,S2,S2 lagg pool,10/17/16 12:40,0.8,0.12,2.98,1.28,1.03,0.86,0.03,80.99,87.19,,,,11
353155,S2,S2 lagg pool,10/24/16 13:15,0.30,0.04,5.31,0.54,1.34,0.80,0.09,89.22,,,,,
225311,S2,S2 lagg pool,10/26/16 10:45,0.32,0.10,3.85,0.6,1.24,1.43,0.09,65,67.03,,0.062,1.23E-01,4
225313,S2,S2 lagg pool,10/26/16 12:10,0.25,0.11,2.57,0.63,0.87,1.08,0.11,82.38,87.81,,0.037,3.48E-02,5
353163,S2,S2 lagg pool,10/31/16 11:10,0.19,0.08,2.39,0.59,0.81,0.92,0.09,82.50,,,,,6.8
225319,S2,S2 lagg pool,11/7/16 14:10,0.28,0.13,2.25,0.82,0.80,1.23,0.12,84.89,89.27,,0.03,2.08E-02,10
353176,S2,S2 lagg pool,11/8/16 13:35,0.28,0.14,2.36,0.73,0.82,0.86,0.1,82.17,,,,,7.4
353186,S2,S2 lagg pool,11/14/16 13:45,0.24,0.11,2.39,0.55,0.78,0.86,0.10,83.91,,,,,6.3
353202,S2,S2 lagg pool,11/29/16 13:25,0.48,0.73,2.13,1.85,0.84,0.91,0.11,54.91,,,,,
225333,S2,S2 lagg pool,11/30/16 9:50,0.37,0.37,1.96,1.49,0.76,1.06,0.11,69.34,77.46,,0.252,3.82E+00,4.5
225354,S2,S2 lagg pool,12/14/16 9:10,0.27,0.21,1.88,0.94,0.71,1.23,0.14,74.48,79.26,,0.05,7.28E-02,1
225365,S2,S2 lagg pool,12/28/16 10:10,0.22,0.32,2.24,0.82,0.78,1.23,0.36,81.66,84.8,,0.02,7.72E-03,1
226015,S2,S2 lagg pool,1/23/17 13:10,0.85,1.82,0.92,2.98,0.34,0.74,0.51,24.79,26.57,,0.03,2.08E-02,1
226029,S2,S2 lagg pool,2/22/17 10:30,0.37,0.97,1.66,1.44,0.65,0.87,0.05,52.5,56.55,,0.14,9.06E-01,1
226088,S2,S2 lagg pool,4/3/17 11:45,0.34,0.37,1.09,1.35,0.44,0.70,0.04,39.87,32.84,,0.254,3.90E+00,2
353258,S2,S2 lagg pool,4/4/17 12:00,0.27,0.36,1.17,1.53,0.46,0.69,0.05,34.12,42.50,,,,2.5
353276,S2,S2 lagg pool,4/11/17 12:55,0.25,0.26,,,,,0.05,42.02,51.53,,,,
226103,S2,S2 lagg pool,4/17/17 8:00,0.40,0.25,1.30,1.38,0.49,0.77,0.04,51.97,56.97,,0.121,6.34E-01,1.5
353279,S2,S2 lagg pool,4/17/17 10:10,0.21,0.23,1.36,1.55,0.52,0.8,0.05,12.09,12.5,,,,1.7
353292,S2,S2 lagg pool,4/24/17 9:00,0.17,0.20,1.14,1.34,0.45,0.76,0.04,44.40,51.23,,,,1.6
400163,S2,S2 lagg pool,4/24/17 9:00,,,,,,,,,,40.55,,,
353327,S2,S2 lagg pool,5/2/17 13:20,0.14,0.31,1.25,1.21,0.45,0.80,0.04,47.11,51.82,,,,8.9
226150,S2,S2 lagg pool,5/3/17 8:40,0.35,0.27,1.12,1.24,0.44,0.75,0.05,46.39,,,0.175,1.56E+00,3
353933,S2,S2 lagg pool,5/7/17 11:00,0.32,0.71,1.38,1.50,0.52,1.00,0.06,50.20,,,,,4.6
353332,S2,S2 lagg pool,5/8/17 9:10,0.11,0.26,1.37,1.46,0.51,0.97,0.06,53.47,57.45,,,,6.3
353357,S2,S2 lagg pool,5/15/17 10:55,0.13,0.21,1.73,1.21,0.65,0.95,0.09,57.03,,,,,
226167,S2,S2 lagg pool,5/15/17 11:20,0.25,0.20,1.64,1.08,0.61,0.91,0.07,59.18,,,0.038,3.72E-02,9
353370,S2,S2 lagg pool,5/22/17 10:40,0.04,0.12,1.62,0.82,0.63,0.94,0.04,60.07,,,,,
353377,S2,S2 lagg pool,5/30/17 9:00,0.06,0.11,1.83,0.81,0.73,0.93,0.06,64.74,,,,,8.1
226184,S2,S2 lagg pool,5/31/17 9:00,0.24,0.17,1.80,0.86,0.67,0.90,0.07,65.50,,,0.07,1.66E-01,8.5
353388,S2,S2 lagg pool,6/5/17 9:00,0.12,0.16,2.09,1.11,0.76,1.02,0.07,71.53,,,,,12.1
353436,S2,S2 lagg pool,6/12/17 8:50,0.13,0.27,2.19,1.05,0.78,0.92,0.14,70.38,,,,,13.7
353453,S2,S2 lagg pool,6/19/17 9:20,0.15,0.15,2.19,0.9,0.84,1.05,0.04,83.23,,,,,13.6
353480,S2,S2 lagg pool,6/26/17 9:05,0.18,0.14,2.41,0.84,0.90,0.99,0.03,83.96,,,,,
226202,S2,S2 lagg pool,6/26/17 9:20,0.17,0.15,2.28,0.79,0.84,0.92,0.07,81.56,,,0.092,3.24E-01,13
353495,S2,S2 lagg pool,7/3/17 8:45,0.15,0.15,2.58,0.85,0.90,1.16,0.04,91.00,,,,,13.2
353504,S2,S2 lagg pool,7/10/17 8:45,0.16,0.70,2.75,1.02,1.02,0.95,0.49,91.63,,,,,
353550,S2,S2 lagg pool,7/24/17 8:50,0.30,0.96,3.14,0.89,1.02,1,0.1,93.73,,,,,
226257,S2,S2 lagg pool,9/20/17 11:10,0.41,1.93,4.14,2.71,1.50,1.03,0.09,57.63,,,0.061,1.18E-01,14.5
353668,S2,S2 lagg pool,9/25/17 9:25,0.93,0.17,4.03,2.47,1.47,1.28,0.09,128.90,,,,,14.1
353696,S2,S2 lagg pool,10/2/17 10:35,0.38,0.37,4.00,2.02,1.47,1.12,0.09,124.10,,,,,12.4
353734,S2,S2 lagg pool,10/10/17 13:15,0.29,0.40,3.79,1.29,1.43,1.20,0.08,118.60,,,,,8.5
226282,S2,S2 lagg pool,10/11/17 12:00,0.42,0.36,3.47,1.13,1.30,0.95,0.00,56.43,,,0.048,6.58E-02,8
353741,S2,S2 lagg pool,10/16/17 10:35,0.26,0.44,3.96,1.19,1.45,1.15,0.07,120.20,,,,,6.9
226287,S2,S2 lagg pool,10/23/17 12:25,0.42,0.48,3.84,1.18,1.37,1.01,0.00,122.20,,,0.053,8.39E-02,10
353756,S2,S2 lagg pool,10/23/17 13:05,0.57,0.46,3.96,1.28,1.44,1.17,0.12,125.90,,,,,9.6
353797,S2,S2 lagg pool,10/31/17 10:55,0.26,0.30,3.22,1.04,1.23,1.06,0.06,105.60,,,,,3
226304,S2,S2 lagg pool,11/8/17 11:15,0.58,0.67,3.55,1.23,1.48,1.34,0.04,98.60,,,0.09,3.07E-01,1.5
226317,S2,S2 lagg pool,11/20/17 13:05,0.28,0.55,3.16,1.07,1.21,0.99,0.06,107.80,,,0.035,3.04E-02,1
353918,S2,S2 lagg pool,4/25/18 11:20,0.36,0.81,1.19,2.06,0.47,0.82,0.07,37.45,,,,,
353921,S2,S2 lagg pool,4/30/18 12:00,0.34,0.55,1,1.48,0.37,0.88,0.07,40.94,,,,,2.3
353943,S2,S2 lagg pool,5/14/18 10:25,0.32,0.75,1.55,1.44,0.61,1.03,0.07,55.09,,,,,8.1
353991,S2,S2 lagg pool,5/21/18 13:45,0.28,0.83,1.74,1.39,0.71,0.93,0.18,62.46,,62.85,,,7.7
353997,S2,S2 lagg pool,5/29/18 12:20,0.25,0.78,1.84,1.02,0.72,1.14,0.09,70.51,,71.20,,,10.7
354010,S2,S2 lagg pool,6/4/18 11:10,0.27,0.32,1.83,1.13,0.69,1.03,0.02,72.54,,89.63,,,10.1
227124,S2,S2 lagg pool,6/12/18 11:10,0.26,0.23,2.01,1.28,0.74,1.12,0.04,81.43,,,,,13.1
354036,S2,S2 lagg pool,6/18/18 13:40,0.20,0.14,2.37,1.66,0.78,1.24,0.09,66.69,,,,,14.3
227144,S2,S2 lagg pool,6/25/18 10:50,0.23,0.19,2.30,1.04,0.82,0.87,0.04,93.86,,88.40,0.054,8.79E-02,13.2
354058,S2,S2 lagg pool,7/2/18 13:05,0.21,0.14,2.30,0.81,0.85,1.35,0.02,94.86,,,,,17.3
354078,S2,S2 lagg pool,7/16/18 10:00,0.22,0.17,2.52,1.18,0.89,1.45,0.09,104.00,,,,,16.1
354186,S2,S2 lagg pool,9/25/18 10:45,0.59,6.88,4.84,1.59,1.88,1.54,0.09,83.57,,82.08,,,10.7
354235,S2,S2 lagg pool,10/11/18 10:50,0.36,0.45,2.47,1.31,0.97,0.99,0.03,94.66,,,,,5.8
227234,S2,S2 lagg pool,10/15/18 10:55,0.38,0.54,2.51,1.29,1,0.99,0.02,93.81,,,0.128,7.27E-01,4
354250,S2,S2 lagg pool,10/22/18 10:50,0.40,0.63,2.86,1.22,1.06,1.11,0.03,96.15,,,,,4.1
227245,S2,S2 lagg pool,10/29/18 13:05,0.47,0.48,2.08,1.28,0.85,0.94,0.01,83.41,,,0.172,1.50E+00,5.4
354359,S2,S2 lagg pool,4/8/19 12:25,0.46,0.76,1.24,1.94,0.52,0.84,0.09,49.42,52.25,,,,0.3
354380,S2,S2 lagg pool,4/15/19 9:00,0.36,0.77,1.53,1.60,0.58,1.12,0.04,45.38,48.42,,,,0.3
354415,S2,S2 lagg pool,4/22/19 8:20,0.13,1.04,0.61,1.24,0.24,0.94,0.04,26.10,29.45,,,,0.6
354451,S2,S2 lagg pool,4/29/19 12:20,0.25,0.42,0.90,1.39,0.34,0.89,0.09,38.91,42.54,,,,0.7
354479,S2,S2 lagg pool,5/7/19 11:25,0.24,0.53,1.12,1.43,0.44,1.08,0.04,45.36,51.12,,,,2.6
354501,S2,S2 lagg pool,5/14/19 9:55,0.20,0.54,1.27,1.47,0.49,1.00,0.07,52.21,58.06,,,,7.5
354515,S2,S2 lagg pool,5/20/19 10:35,0.26,0.56,1.57,1.50,0.59,1.21,0.07,58.05,63.20,,,,8.6
354545,S2,S2 lagg pool,5/29/19 10:40,0.17,0.41,1.5,1.26,0.56,1.1,0.07,60.54,65.63,,,,11.7
354551,S2,S2 lagg pool,6/3/19 10:30,0.24,0.40,1.88,1.43,0.70,1.21,0.06,68.19,72.80,,,,8.8
354561,S2,S2 lagg pool,6/10/19 10:50,0.29,0.57,2.33,1.61,0.85,1.34,0.07,78.53,83.6,,,,13.3
354604,S2,S2 lagg pool,6/26/19 11:05,0.64,0.67,2.5,1.59,0.85,1.23,0.12,70.70,77.17,,,,14.1
354626,S2,S2 lagg pool,7/2/19 10:55,0.79,0.32,2.35,1.27,0.85,1.18,,88.35,93.29,,,,16.1
354630,S2,S2 lagg pool,7/8/19 10:55,0.36,0.47,2.91,1.05,1.01,1.22,0.1,90.20,98.84,,,,15.1
354644,S2,S2 lagg pool,7/15/19 11:30,0.27,0.33,2.99,0.89,1.04,1.25,0.34,95.88,100.60,,,,16.3
354666,S2,S2 lagg pool,7/24/19 10:50,0.19,0.32,3.02,1.05,1.03,1.33,0.04,102.80,108.40,,,,15.4
354702,S2,S2 lagg pool,7/29/19 10:55,0.27,0.21,3.1,0.75,1.02,1.37,0.09,101.10,106.90,,,,14
354783,S2,S2 lagg pool,9/16/19 12:15,0.31,0.38,3.18,1.52,1.15,1.27,0.03,113.80,121.50,,,,14.8
354804,S2,S2 lagg pool,9/25/19 10:20,0.29,0.37,3.41,1.48,1.22,1.32,0.02,105.50,112.00,,,,12.8
354819,S2,S2 lagg pool,10/2/19 10:45,0.31,0.25,2.98,1.54,1.1,1.67,,99.1,105.7,,,,9.6
354839,S2,S2 lagg pool,10/7/19 10:55,0.33,0.18,2.25,1.43,0.87,0.97,0.02,85.24,91.59,,,,9.2
354875,S2,S2 lagg pool,10/16/19 14:20,0.38,0.02,2.01,1.38,0.81,1.05,0.04,80.98,90.05,,,,
354892,S2,S2 lagg pool,10/25/19 11:05,0.46,0.14,1.76,1.52,0.71,1.07,0.04,69.93,81.59,,,,6
354905,S2,S2 lagg pool,10/28/19 10:30,0.55,0.10,2.19,1.75,0.78,1.08,0.04,71.06,83.13,,,,3.1
355000,S2,S2 lagg pool,4/8/20 15:05,0.21,0.40,0.78,1.16,0.38,0.32,0.04,38.38,,,,,2.9
355039,S2,S2 lagg pool,4/29/20 11:00,0.21,0.39,0.99,1.18,0.43,0.38,0.04,53.22,,,,,7.6
355051,S2,S2 lagg pool,5/4/20 13:10,0.24,0.39,1.39,1.47,0.53,0.44,0.03,58.55,,,,,9.1
355067,S2,S2 lagg pool,5/11/20 10:10,0.23,0.55,1.59,1.30,0.57,0.45,0.14,68.48,,,,,6.3
355132,S2,S2 lagg pool,6/1/20 10:40,0.23,0.36,2.16,1.57,0.70,0.57,0.10,81.37,,,,,10.3
355156,S2,S2 lagg pool,6/12/20 10:05,0.21,0.34,1.48,1.27,0.58,0.44,0.05,71.93,,,,,12.7
355169,S2,S2 lagg pool,6/15/20 10:30,0.24,0.16,2.15,1.76,0.75,0.51,0.09,82.26,,,,,12.4
355186,S2,S2 lagg pool,6/22/20 13:55,0.21,0.22,2.5,1.33,0.82,0.56,0.08,89.84,,,,,13.4
355217,S2,S2 lagg pool,7/20/20 10:30,0.21,0.52,2.99,1.53,1.08,0.60,0.04,100.30,,,,,
355261,S2,S2 lagg pool,7/27/20 10:35,0.27,0.33,2.58,1.27,0.89,0.56,0.04,104.30,,,,,
355284,S2,S2 lagg pool,8/10/20 10:30,0.24,0.22,2.10,1.43,0.72,0.42,0.04,76.88,,,,,
355324,S2,S2 lagg pool,8/21/20 9:45,0.26,0.29,2.60,1.65,0.79,0.47,0.05,91.15,,,,,
355335,S2,S2 lagg pool,8/24/20 10:15,0.25,0.28,2.64,1.58,0.84,0.52,0.05,95.23,,,,,
355357,S2,S2 lagg pool,9/1/20 13:45,0.19,0.2,2.4,1.24,0.83,0.44,0.04,97.30,,,,,
355362,S2,S2 lagg pool,9/9/20 10:20,0.29,0.20,2.89,1.32,0.89,0.51,0.05,92.86,,,,,
355390,S2,S2 lagg pool,9/21/20 10:40,0.16,0.17,2.87,1.00,0.88,0.47,0.05,101.30,,,,,11.4
355428,S2,S2 lagg pool,9/29/20 11:40,0.22,0.31,2.96,1.02,0.97,0.46,0.03,102.60,,,0.296,5.67E+00,
355442,S2,S2 lagg pool,10/5/20 11:10,0.37,0.29,2.76,1.05,0.96,0.42,0.06,93.90,,,,,8.6
355455,S2,S2 lagg pool,10/13/20 10:55,0.52,0.30,2.69,1.25,0.95,0.47,0.04,100.10,,,,,9.3
400343,S2,S2 lagg pool,10/21/20 11:30,,,,,,,,,,,,,3.2
355471,S2,S2 lagg pool,10/21/20 11:30,0.39,0.23,2.74,1.13,0.9,0.38,0.04,86.43,,,,,3.2
400354,S2,S2 lagg pool,10/26/20 11:25,,,,,,,,,,,,,1.8
355486,S2,S2 lagg pool,10/26/20 11:25,0.38,0.25,2.68,1.12,0.88,0.39,0.02,85.08,,,,,1.8
355546,S2,S2 lagg pool,11/12/20 13:05,0.43,0.27,1.94,1.33,0.75,0.38,0.02,85.45,,,,,1.7
355672,S2,S2 lagg pool,4/6/21 10:50,,,,,,,,,,,,,1.3
355704,S2,S2 lagg pool,4/12/21 13:05,,,,,,,,,,,,,0.8
355721,S2,S2 lagg pool,4/21/21 10:45,,,,,,,,,,,,,
355736,S2,S2 lagg pool,4/28/21 10:55,,,,,,,,,,,,,
355761,S2,S2 lagg pool,5/5/21 10:55,,,,,,,,,,,,,2
355766,S2,S2 lagg pool,5/12/21 10:00,,,,,,,,,,,,,2.9
355777,S2,S2 lagg pool,5/17/21 11:55,,,,,,,,,,,,,11.1
355788,S2,S2 lagg pool,5/24/21 11:15,,,,,,,,,,,,,8.2
355949,S2,S2 lagg pool,11/16/21 13:55,,,,,,,,,,,,,
