lab_id,Site,NAME,DATE/TIME,CL,SO4,CA,K,MG,NA,TP,NPOC,TC-IC,DOC,STAGE,q,TEMPC
170281,S2,S2 lagg pool,11/25/98 14:05,0.38,0.93,2.45,0.40,0.90,0.51,0.03,,73.59,,0.09,3.07E-01,2
170307,S2,S2 lagg pool,12/10/98 12:35,0.47,1.23,2.00,0.40,0.80,0.49,0.05,,58.19,,0.072,1.78E-01,0
170321,S2,S2 lagg pool,12/23/98 13:30,0.52,1.04,2.20,0.50,0.85,0.51,0.08,,58.52,,0.02,7.72E-03,0
171048,S2,S2 lagg pool,4/7/99 13:45,0.27,2.15,1.10,0.75,0.40,0.47,0.03,,25.06,,0.285,5.17E+00,3
171078,S2,S2 lagg pool,4/21/99 9:45,0.00,1.24,1.50,0.60,0.45,0.39,0.06,,39.43,,0.109,4.91E-01,3
171101,S2,S2 lagg pool,5/6/99 12:35,0.00,0.94,1.55,0.55,0.55,0.47,0.05,,49.81,,0.105,4.48E-01,9
171131,S2,S2 lagg pool,5/19/99 12:40,0.20,0.57,1.10,0.45,0.40,0.44,0.03,,45.77,,0.086,2.75E-01,9
171148,S2,S2 lagg pool,6/2/99 8:10,0.00,0.16,2.05,0.40,0.60,0.54,0.06,,57.64,,0.005,2.59E-04,8
171165,S2,S2 lagg pool,6/16/99 9:30,0.36,0.13,2.12,0.34,0.68,0.52,0.11,,63.79,,0.02,7.72E-03,11
171188,S2,S2 lagg pool,7/6/99 10:00,0.39,0.67,1.52,1.36,0.45,0.38,0.03,,49.90,,0.454,1.62E+01,19
171231,S2,S2 lagg pool,7/21/99 8:30,0.34,0.18,2.12,0.47,0.68,0.49,0.06,,66.80,,,,17
171269,S2,S2 lagg pool,8/18/99 8:10,0.26,0.19,1.88,0.15,0.61,0.41,0.05,,60.07,,0.17,1.46E+00,16
171292,S2,S2 lagg pool,9/8/99 10:40,0.81,0.22,2.00,0.04,0.61,0.38,0.04,,59.67,,0.106,4.58E-01,14
171318,S2,S2 lagg pool,10/5/99 10:25,0.31,0.00,2.33,0.50,0.72,0.40,0.03,,65.31,,0.037,3.48E-02,7
171329,S2,S2 lagg pool,10/20/99 10:25,0.55,0.42,2.75,0.60,0.88,0.43,0.06,,45.47,,0.079,2.23E-01,4
171345,S2,S2 lagg pool,11/4/99 9:55,0.33,0.45,2.72,1.00,0.95,0.60,0.10,,50.50,,0.035,3.04E-02,1
172039,S2,S2 lagg pool,3/30/00 9:30,1.03,3.02,1.95,2.80,0.70,0.59,0.12,,39.00,,0.06,1.14E-01,1
172059,S2,S2 lagg pool,4/13/00 8:05,0.41,2.59,1.85,1.20,0.75,0.47,0.05,,42.68,,0.08,2.30E-01,2
172079,S2,S2 lagg pool,4/26/00 9:25,0.32,2.06,1.60,0.78,0.63,0.39,0.09,,47.06,,0.084,2.59E-01,5
172096,S2,S2 lagg pool,5/17/00 9:15,0.25,1.78,1.76,0.59,0.75,0.40,0.07,,58.40,,0.069,1.60E-01,8
172104,S2,S2 lagg pool,5/31/00 12:05,0.00,0.47,2.18,0.15,0.88,0.43,0.05,,66.07,,0.021,8.70E-03,12
172116,S2,S2 lagg pool,6/14/00 11:35,0.25,0.98,2.10,0.35,0.80,2.47,0.03,,71.23,,0.12,6.21E-01,12
172138,S2,S2 lagg pool,6/28/00 12:10,0.18,0.00,1.80,0.25,0.70,2.47,0.04,,70.46,,0.075,1.96E-01,12
172149,S2,S2 lagg pool,7/12/00 7:00,0.32,0.19,2.15,0.28,0.80,2.94,0.05,,66.04,,0.15,1.07E+00,15
172167,S2,S2 lagg pool,7/18/00 7:45,0.00,0.00,3.00,0.08,1.05,2.18,0.03,,90.30,,0.03,2.08E-02,12
172200,S2,S2 lagg pool,8/16/00 13:45,0.14,0.55,2.30,0.16,0.96,0.52,0.02,,75.98,,0.071,1.72E-01,15
172211,S2,S2 lagg pool,8/31/00 11:45,2.06,1.97,2.55,1.02,0.87,0.79,0.02,,79.05,,,,15
172239,S2,S2 lagg pool,10/25/00 10:00,0.59,1.58,2.79,1.01,1.13,0.57,0.05,,71.88,,0.093,3.33E-01,9
172283,S2,S2 lagg pool,11/22/00 10:15,0.38,0.87,1.92,0.71,0.77,0.47,0.04,,71.38,,0.055,9.19E-02,0
172290,S2,S2 lagg pool,12/6/00 13:30,0.49,0.58,2.66,1.16,1.04,0.72,0.05,,84.20,,0.02,7.72E-03,0
173050,S2,S2 lagg pool,4/12/01 7:20,0.20,2.72,0.93,1.30,0.36,0.43,0.04,,21.65,,0.345,8.25E+00,0
173121,S2,S2 lagg pool,5/2/01 13:00,0.15,1.33,0.80,0.66,0.34,0.45,0.03,,33.28,,0.212,2.50E+00,5
173143,S2,S2 lagg pool,5/17/01 7:25,0.03,0.96,1.28,0.57,0.47,0.44,0.03,,45.73,,0.099,3.88E-01,5
173178,S2,S2 lagg pool,5/30/01 13:00,0.07,0.54,1.35,0.34,0.51,0.47,0.10,,48.45,,0.122,6.47E-01,10
173194,S2,S2 lagg pool,6/13/01 13:15,0.17,0.43,1.68,0.61,0.60,0.52,0.05,,56.95,,0.17,1.46E+00,13
173230,S2,S2 lagg pool,6/27/01 12:15,0.31,0.15,1.79,0.36,0.65,0.63,0.05,,78.39,,0.015,3.81E-03,19
173303,S2,S2 lagg pool,10/17/01 12:40,0.67,7.95,3.99,0.79,1.53,1.20,0.03,,91.16,,0.09,3.07E-01,6
173315,S2,S2 lagg pool,10/31/01 9:00,0.43,4.73,3.28,0.52,1.33,1.14,0.06,,81.28,,0.112,5.24E-01,5
173329,S2,S2 lagg pool,11/14/01 9:15,0.70,4.04,2.80,0.81,1.15,0.77,0.05,,74.06,,0.062,1.23E-01,6
173348,S2,S2 lagg pool,11/29/01 11:20,0.75,2.60,2.69,0.89,1.05,0.70,0.04,,85.98,,0.072,1.78E-01,2
173364,S2,S2 lagg pool,12/13/01 10:30,0.26,1.5,2.44,0.54,0.95,0.67,0.05,,76.38,,0.035,3.04E-02,0
173379,S2,S2 lagg pool,12/27/01 14:50,0.29,1.81,2.93,0.32,1.03,0.68,0.05,,75.71,,0.041,4.48E-02,0
174058,S2,S2 lagg pool,4/17/02 7:50,0.30,2.00,1.15,1.06,0.46,0.44,0.10,,44.50,,0.222,2.80E+00,2
174084,S2,S2 lagg pool,4/29/02 8:40,0.21,2.20,1.51,0.85,0.36,0.60,0.04,,64.05,,0.12,6.21E-01,2
174113,S2,S2 lagg pool,5/29/02 9:15,0.14,1.84,1.73,0.83,0.68,0.61,0.05,,65.11,,,,8
174127,S2,S2 lagg pool,6/13/02 8:30,0.30,0.55,2.17,0.93,0.81,0.69,0.06,,83.06,,0.12,6.21E-01,10
174156,S2,S2 lagg pool,6/26/02 9:20,0.32,1.82,1.89,2.36,0.69,0.41,0.04,,79.12,,0.33,7.40E+00,18
174176,S2,S2 lagg pool,7/9/02 12:10,0.15,0.40,2.10,1.07,0.88,0.53,0.05,,84.52,,0.172,1.50E+00,17
174205,S2,S2 lagg pool,8/9/02 8:10,0.25,0.08,2.64,0.64,0.99,0.54,0.05,,76.62,,,,17
174225,S2,S2 lagg pool,8/21/02 9:20,0.05,0.08,2.53,0.65,0.98,0.58,0.04,,89.26,,0.059,1.09E-01,16
174257,S2,S2 lagg pool,10/9/02 8:20,0.33,0.96,2.92,0.24,1.11,0.56,0.04,,79.38,,0.046,5.93E-02,7
174274,S2,S2 lagg pool,10/25/02 9:30,0.18,0.30,2.71,0.35,1.01,0.56,0.04,,84.46,,0.058,1.05E-01,3
174284,S2,S2 lagg pool,11/7/02 9:10,0.25,0.72,2.49,0.25,0.97,0.59,0.07,,76.17,,0.041,4.48E-02,2
174292,S2,S2 lagg pool,11/27/02 9:45,0.30,0.70,2.49,0.19,0.95,0.60,0.07,,79.31,,0.011,1.78E-03,1
175024,S2,S2 lagg pool,3/26/03 10:00,1.18,1.85,1.27,4.61,0.54,0.43,0.12,,33.57,,0.01,1.41E-03,1
175061,S2,S2 lagg pool,4/25/03 8:55,0.78,4.07,2.08,2.54,0.92,0.64,0.06,,60.73,,0.112,5.24E-01,1
175068,S2,S2 lagg pool,5/7/03 7:20,0.5,2.49,2.18,1.56,0.84,0.64,0.08,,56.45,,0.045,5.62E-02,4
175092,S2,S2 lagg pool,5/22/03 11:40,0.25,1.67,1.52,0.95,0.67,0.50,0.04,,52.38,,0.175,1.56E+00,3
175107,S2,S2 lagg pool,6/5/03 11:30,0.19,1.27,1.95,0.36,0.72,0.50,0.07,,58.80,,0.053,8.39E-02,8
175117,S2,S2 lagg pool,6/19/03 14:35,0.13,1.28,1.97,0.51,0.82,0.60,0.04,,70.96,,0.05,7.28E-02,10
175128,S2,S2 lagg pool,7/2/03 9:15,0.11,0.66,1.96,0.41,0.83,0.59,0.04,,73.20,,0.05,7.28E-02,12
175155,S2,S2 lagg pool,7/16/03 7:20,,,,,,,,,,,0.05,7.28E-02,14
175154,S2,S2 lagg pool,7/16/03 7:20,0.23,0.29,2.27,0.57,0.89,0.59,0.00,,82.23,,0.05,7.28E-02,14
175168,S2,S2 lagg pool,7/30/03 9:40,0.39,0.53,2.16,0.33,0.91,0.44,0.05,,86.18,,0.19,1.91E+00,17
175263,S2,S2 lagg pool,12/4/03 12:40,0.75,2.43,2.86,1.14,1.16,0.71,0.06,,101.10,,0.018,5.96E-03,2
213053,S2,S2 lagg pool,4/14/04 9:50,0.51,2.99,1.54,1.82,0.64,0.47,0.05,,50.68,,0.11,5.02E-01,1
213082,S2,S2 lagg pool,4/28/04 10:05,0.33,2.45,1.38,1.20,0.60,0.55,0.00,,56.79,,0.11,5.02E-01,7
213086,S2,S2 lagg pool,5/12/04 8:00,0.27,2.25,1.96,1.15,0.75,0.54,0.05,,66.30,,0.09,3.07E-01,7
213099,S2,S2 lagg pool,5/25/04 6:50,0.27,1.77,1.80,0.97,0.77,0.55,0.00,,67.05,,0.15,1.07E+00,8
213137,S2,S2 lagg pool,6/9/04 12:10,0.23,0.86,1.73,0.72,0.78,0.54,0.00,,69.16,,0.06,1.14E-01,12
213140,S2,S2 lagg pool,6/22/04 8:00,0.27,0.36,2.12,0.48,0.81,0.62,0.00,,76.03,,0.01,1.41E-03,12
213153,S2,S2 lagg pool,7/8/04 7:30,0.34,0.68,2.60,0.45,1.13,0.69,0.00,,80.99,,0.06,1.14E-01,13
213175,S2,S2 lagg pool,7/20/04 12:35,0.23,0.14,1.87,0.06,0.60,0.42,0.05,,56.34,,0.02,7.72E-03,19
213214,S2,S2 lagg pool,9/15/04 8:40,0.46,0.70,2.50,0.54,0.99,0.54,0.05,,94.72,,0.1,3.97E-01,14
213248,S2,S2 lagg pool,9/29/04 9:05,0.42,0.18,2.03,0.52,0.84,0.54,0.05,,87.10,,0.08,2.30E-01,10
213264,S2,S2 lagg pool,10/13/04 12:00,0.63,0.20,2.42,0.64,0.92,0.55,0.00,,82.41,,0.06,1.14E-01,10
213274,S2,S2 lagg pool,10/27/04 8:05,0.62,0.35,2.10,0.50,0.84,0.57,0.05,,76.55,,0.085,2.67E-01,5
213298,S2,S2 lagg pool,11/24/04 15:30,0.59,0.39,1.87,0.32,0.74,0.54,0.06,,71.32,,0.045,5.62E-02,2
213306,S2,S2 lagg pool,12/8/04 13:45,0.53,0.14,1.89,0.36,0.68,0.51,0.08,,74.12,,0.025,1.33E-02,2
214037,S2,S2 lagg pool,4/7/05 9:10,0.29,2.09,1.02,0.83,0.4,0.56,0,,22.59,,0.29,5.39E+00,1
214070,S2,S2 lagg pool,4/22/05 10:20,0.25,1.10,1.08,0.57,0.46,0.55,0.12,,40.43,,0.08,2.30E-01,4
214075,S2,S2 lagg pool,5/5/05 11:00,0.23,0.74,1.13,0.50,0.49,0.41,0.00,,43.26,,0.06,1.14E-01,7
214094,S2,S2 lagg pool,5/18/05 11:15,0.26,0.34,1.43,0.56,0.59,0.75,0.05,,49.79,,0.09,3.07E-01,8
214122,S2,S2 lagg pool,6/2/05 10:55,0.1,0.21,1.22,0.63,0.59,0.55,0,,52.97,,0.138,8.74E-01,12
214148,S2,S2 lagg pool,6/15/05 12:45,0.16,0.14,1.49,0.60,0.65,0.61,,,58.21,,0.18,1.68E+00,14
214162,S2,S2 lagg pool,6/30/05 10:35,0.31,0.31,1.88,0.27,0.38,0.29,0.00,,63.77,,0.1,3.97E-01,15
214216,S2,S2 lagg pool,10/13/05 9:30,0.47,8.65,4.20,0.89,1.75,0.82,0.00,,83.72,,,,10
214224,S2,S2 lagg pool,10/26/05 11:00,0.38,6.40,3.99,0.96,1.62,0.83,0.00,,81.29,,0.04,4.21E-02,5
214257,S2,S2 lagg pool,12/14/05 13:05,0.98,1.89,2.94,0.93,1.16,0.98,0.08,,78.81,,0.03,2.08E-02,1
215006,S2,S2 lagg pool,1/12/06 12:50,0.64,2.00,2.82,0.77,1.09,0.70,0.13,,70.76,,0.03,2.08E-02,1
215023,S2,S2 lagg pool,3/29/06 11:00,0.44,1.57,0.41,1.56,0.16,0.18,0.11,,5.21,,0.06,1.14E-01,1
215050,S2,S2 lagg pool,4/10/06 6:30,0.40,2.45,1.49,1.58,0.61,0.55,0.08,,38.66,,0.207,2.36E+00,1
215077,S2,S2 lagg pool,4/27/06 12:00,0.30,1.38,1.83,0.85,0.71,0.60,0.06,,63.63,,0.105,4.48E-01,8
215096,S2,S2 lagg pool,5/11/06 8:20,0.91,1.12,1.84,0.82,0.71,0.70,0.07,,60.12,,0.233,3.15E+00,6
215122,S2,S2 lagg pool,5/22/06 9:55,0.24,0.32,2.00,0.58,0.74,0.69,0.05,,70.02,,0.05,7.28E-02,9
216038,S2,S2 lagg pool,3/28/07 10:10,0.86,6.38,1.98,2.39,0.92,0.68,0.10,,64.37,,0.134,8.14E-01,1
216066,S2,S2 lagg pool,4/11/07 11:50,0.92,6.52,2.84,2.88,1.17,0.68,0.06,,86.59,,0.05,7.28E-02,1
216095,S2,S2 lagg pool,4/26/07 8:50,0.49,3.61,1.48,2.61,0.71,0.51,0.00,,56.91,,0.207,2.36E+00,2
216107,S2,S2 lagg pool,5/7/07 10:50,0.54,6.40,2.13,2.58,1.04,0.73,0.06,,60.70,,0.117,5.84E-01,4
216110,S2,S2 lagg pool,5/21/07 8:00,0.54,9.99,3.45,2.14,1.47,0.86,0.05,,44.83,,0.04,4.21E-02,4
216142,S2,S2 lagg pool,6/6/07 14:20,0.17,3.61,2.43,0.83,1.03,0.62,0.00,,60.76,,0.19,1.91E+00,9
216152,S2,S2 lagg pool,6/18/07 10:05,0.43,2.53,3.08,1.15,1.18,0.80,0.06,,57.34,,0.1,3.97E-01,13
216260,S2,S2 lagg pool,10/18/07 12:25,0.72,3.31,4.29,1.66,1.65,0.82,0.00,,109.70,,0.232,3.12E+00,10
216276,S2,S2 lagg pool,10/19/07 9:10,1.14,3.19,3.88,1.77,1.35,1.07,0.00,,72.99,,0.335,7.67E+00,10
216281,S2,S2 lagg pool,10/20/07 11:50,0.84,2.32,3.21,1.49,1.21,0.75,0,,87.65,,0.272,4.61E+00,9.5
216288,S2,S2 lagg pool,10/21/07 12:20,0.80,2.16,3.14,1.49,1.21,0.74,0.00,,91.41,,0.315,6.60E+00,9
216295,S2,S2 lagg pool,10/22/07 7:55,0.78,2.27,3.19,1.66,1.24,0.75,0.00,,100.40,,0.191,1.94E+00,8
216305,S2,S2 lagg pool,10/30/07 14:40,0.57,1.78,3.72,1.38,1.47,0.89,0.06,,104.40,,0.061,1.18E-01,7
216307,S2,S2 lagg pool,11/1/07 6:40,0.52,1.73,3.63,1.40,1.44,0.88,0.00,,96.96,,0.06,1.14E-01,5
216321,S2,S2 lagg pool,11/7/07 14:55,0.56,1.11,3.41,1.56,1.34,0.89,0.00,,94.63,,0.052,8.01E-02,5
216322,S2,S2 lagg pool,11/15/07 11:20,0.57,0.94,3.42,1.54,1.36,0.86,0.00,,102.10,,0.05,7.28E-02,4
216324,S2,S2 lagg pool,11/20/07 14:45,1.22,1.07,3.37,1.56,1.32,0.92,0.00,,98.17,,0.045,5.62E-02,4
216327,S2,S2 lagg pool,11/28/07 10:10,0.65,0.79,3.29,1.56,1.28,0.89,0.09,,93.94,,,,1
216335,S2,S2 lagg pool,12/6/07 13:55,,,,,,,,,100.80,,,,2
216337,S2,S2 lagg pool,12/13/07 8:40,0.88,0.44,3.83,1.46,1.39,1.02,0.09,,107.70,,,,1
216347,S2,S2 lagg pool,12/31/07 11:40,0.68,0.35,3.40,1.09,1.22,1.01,0.00,,103.40,,,,1
217173,S2,S2 lagg pool,4/28/08 8:10,0.31,2.44,1.31,1.34,0.54,0.52,0.00,,41.01,,,,1
217251,S2,S2 lagg pool,5/12/08 7:10,0.29,2.39,1.32,1.24,0.58,0.57,0.00,,50.22,,,,2
217277,S2,S2 lagg pool,5/28/08 12:20,0.32,2.69,2.28,1.47,0.96,0.73,0.12,,71.75,,,,7
217301,S2,S2 lagg pool,6/12/08 6:50,0.19,1.22,2.13,0.96,0.86,0.72,0.00,,76.52,,,,11
217320,S2,S2 lagg pool,6/25/08 9:45,0.34,0.55,2.67,1.12,1.04,0.75,0.07,,89.57,,,,12
217342,S2,S2 lagg pool,7/21/08 7:20,0.27,0.31,3.20,0.94,1.23,0.83,0.05,,105.60,,,,13
218031,S2,S2 lagg pool,3/23/09 12:30,0.61,6.40,2.21,2.84,1.01,0.79,0.17,,39.46,,,,1
218075,S2,S2 lagg pool,4/8/09 10:30,0.35,4.30,3.06,1.81,1.26,0.72,0.06,,71.52,,,,1
218115,S2,S2 lagg pool,4/20/09 9:10,0.55,1.72,1.15,0.98,0.47,0.49,0.02,,36.02,,,,1
347149,S2,S2 lagg pool,4/22/09 14:15,0.25,1.84,1.34,1.14,0.52,0.49,0.03,,42.65,,,,
218149,S2,S2 lagg pool,5/6/09 7:35,0.33,1.96,1.70,1.19,0.71,0.63,0.03,,53.39,,,,3
218188,S2,S2 lagg pool,5/19/09 10:35,0.29,1.31,1.82,1.13,0.73,0.67,0.05,,60.49,,,,6
218203,S2,S2 lagg pool,6/2/09 9:30,0.26,1.13,2.57,1.03,1.00,0.69,0.09,,80.62,,,,9
218261,S2,S2 lagg pool,8/26/09 12:45,0.31,1.32,3.70,0.94,1.43,0.86,0.06,,116.40,,,,
218301,S2,S2 lagg pool,11/4/09 12:00,0.29,4.19,3.33,0.89,1.52,0.84,0.03,,95.99,,,,5
218315,S2,S2 lagg pool,11/18/09 11:00,0.41,2.88,2.92,0.75,1.31,0.78,0.03,,89.94,,,,
218325,S2,S2 lagg pool,11/30/09 11:50,0.44,2.97,3.33,0.96,1.40,0.83,0.03,,95.10,,,,
348059,S2,S2 lagg pool,3/14/10 17:15,0.26,1.47,0.67,1.51,0.29,0.22,0.14,,19.14,,,,
219034,S2,S2 lagg pool,3/15/10 10:45,0.31,3.12,1.84,1.97,0.75,0.62,0.05,,41.15,,,,1
348078,S2,S2 lagg pool,3/16/10 13:55,0.36,3.00,1.85,1.71,0.80,0.46,0.06,,47.58,56.10,,,1
348097,S2,S2 lagg pool,3/23/10 9:30,0.57,3.77,2.50,1.17,1.04,0.65,0.06,,60.96,,,,
219056,S2,S2 lagg pool,3/31/10 6:35,0.36,2.90,1.96,1.05,0.72,0.56,0.06,,55.93,,,,2
348104,S2,S2 lagg pool,4/1/10 11:10,0.56,3.08,2.14,1.20,0.87,0.59,0.09,,60.53,63.30,,,4
348115,S2,S2 lagg pool,4/6/10 8:05,0.28,4.17,2.68,0.70,1.10,0.66,0.06,,72.86,73.40,,,0
219073,S2,S2 lagg pool,4/12/10 7:20,0.36,4.02,2.57,0.73,1.02,0.63,0.05,,76.96,,,,2
348124,S2,S2 lagg pool,4/15/10 10:40,0.45,4.21,2.81,0.74,1.14,0.72,0.06,,70.17,76.10,,,6
348132,S2,S2 lagg pool,4/18/10 15:33,0.41,4.07,2.72,0.83,1.12,0.72,0.06,,71.14,76.90,,,6.8
399083,S2,S2 lagg pool,4/20/10 9:30,,,,,,,,,,,,,
348146,S2,S2 lagg pool,4/20/10 9:30,0.44,4.13,2.65,0.79,1.09,0.67,0.06,,72.24,78.40,,,
219093,S2,S2 lagg pool,4/26/10 13:15,0.43,4.32,,,,,,,75.02,,,,7
348157,S2,S2 lagg pool,5/1/10 13:10,0.45,3.40,2.38,1.02,1.01,0.62,0.07,,78.37,85.00,,,1
348163,S2,S2 lagg pool,5/3/10 14:00,0.37,3.05,2.20,0.78,0.96,0.60,0.07,,72.81,81.20,,,1
348166,S2,S2 lagg pool,5/6/10 16:20,0.38,2.93,2.21,0.80,0.97,0.65,0.00,,72.78,81.20,,,
348172,S2,S2 lagg pool,5/9/10 14:50,0.33,2.15,2.29,0.99,0.96,0.65,0.03,,66.21,,,,1.5
348183,S2,S2 lagg pool,5/10/10 12:35,0.35,2.11,2.14,0.81,0.90,0.65,0.07,,70.28,73.80,,,
348187,S2,S2 lagg pool,5/11/10 13:20,0.34,2.30,2.24,0.88,0.99,0.55,0.08,,72.20,,,,4
219109,S2,S2 lagg pool,5/12/10 7:35,0.28,2.56,,,,,,,77.93,,,,1
348190,S2,S2 lagg pool,5/12/10 11:50,0.35,2.42,2.13,1.01,0.99,0.58,0.00,,73.77,,,,4
348194,S2,S2 lagg pool,5/13/10 10:45,0.37,2.34,2.13,0.89,0.95,0.55,0.07,,73.05,77.00,,,5
348202,S2,S2 lagg pool,5/14/10 10:30,0.14,2.03,2.26,0.86,0.96,0.61,0.03,,69.36,,,,4
348205,S2,S2 lagg pool,5/17/10 10:30,0.15,2.06,2.17,0.82,1.00,0.58,0.01,,74.09,,,,7
348212,S2,S2 lagg pool,5/20/10 9:40,0.15,2.33,2.52,1.04,1.12,0.63,0.06,,79.42,85.60,,,8
399193,S2,S2 lagg pool,5/20/10 9:40,,,2.43,0.87,1.07,0.75,,,,,,,
348215,S2,S2 lagg pool,5/24/10 10:30,0.19,2.04,2.77,0.94,1.13,0.71,0.09,,81.56,86.40,,,11
219130,S2,S2 lagg pool,5/26/10 6:45,0.24,2.05,,,,,,,87.68,,,,8.5
348267,S2,S2 lagg pool,6/9/10 10:40,0.42,1.49,2.97,0.70,1.20,0.79,0.06,,92.67,,,,11
348271,S2,S2 lagg pool,6/10/10 13:10,0.16,1.21,3.04,0.66,1.23,0.72,0.07,,91.29,98.70,,,
348277,S2,S2 lagg pool,6/14/10 11:10,0.23,1.49,3.01,0.42,1.25,0.78,0.04,,94.81,,,,12
219154,S2,S2 lagg pool,6/15/10 13:30,0.45,1.29,,,,,,,102.10,,,,10
348373,S2,S2 lagg pool,6/17/10 12:45,0.39,1.10,3.07,0.77,1.33,0.71,0.10,,102.40,,,,14
348378,S2,S2 lagg pool,6/21/10 10:40,0.42,0.61,3.08,0.61,1.29,0.86,0.08,,106.30,,,,13
348389,S2,S2 lagg pool,6/22/10 12:45,0.21,0.39,3.23,0.71,1.25,0.75,0.08,,96.43,,,,14
348455,S2,S2 lagg pool,6/24/10 10:25,0.30,0.43,3.12,0.80,1.25,0.86,0.04,74.55,,,,,
348470,S2,S2 lagg pool,6/28/10 12:10,0.26,0.31,2.99,0.72,1.24,0.79,0.05,75.49,,,,,16
219182,S2,S2 lagg pool,6/30/10 9:15,0.40,0.26,3.05,0.77,1.21,0.70,0.04,81.76,,,,,11
348473,S2,S2 lagg pool,6/30/10 10:05,0.34,0.26,3.02,0.76,1.28,0.81,0.05,77.78,,,,,15
