STCODE,FORMAT,SITECODE,WATERYEAR,YEAR,MONTH,MEAN_Q,MAX_Q,MIN_Q,MEAN_Q_AREA,TOTAL_Q_AREA,ESTCODE,ESTDAYS,TOTAL_DAYS,TOTAL_Q_AREA mm
HF004,3,GSLOOK,1950,1949,10,30,124,11,1.25,1.44,A,0,31,36.576
HF004,3,GSLOOK,1950,1949,11,106,1180,15,4.4,4.91,A,0,30,124.714
HF004,3,GSLOOK,1950,1949,12,123,287,68,5.12,5.9,A,0,31,149.86
HF004,3,GSLOOK,1950,1950,1,187,1164,50,7.75,8.94,A,0,31,227.076
HF004,3,GSLOOK,1950,1950,2,344,1981,88,14.31,14.9,A,0,28,378.46
HF004,3,GSLOOK,1950,1950,3,338,1092,116,14.03,16.17,A,0,31,410.718
HF004,3,GSLOOK,1950,1950,4,250,429,163,10.38,11.58,A,0,30,294.132
HF004,3,GSLOOK,1950,1950,5,255,451,137,10.61,12.23,A,0,31,310.642
HF004,3,GSLOOK,1950,1950,6,212,491,111,8.8,9.81,A,0,30,249.174
HF004,3,GSLOOK,1950,1950,7,46,113,24,1.92,2.21,A,0,31,56.134
HF004,3,GSLOOK,1950,1950,8,19,65,15,0.81,0.93,A,0,31,23.622
HF004,3,GSLOOK,1950,1950,9,14,64,12,0.6,0.68,A,0,30,17.272
HF004,3,GSLOOK,1951,1950,10,179,1802,13,7.45,8.58,A,0,31,217.932
HF004,3,GSLOOK,1951,1950,11,287,1439,79,11.92,13.29,A,0,30,337.566
HF004,3,GSLOOK,1951,1950,12,284,1283,84,11.81,13.62,A,0,31,345.948
HF004,3,GSLOOK,1951,1951,1,324,930,121,13.45,15.51,A,0,31,393.954
HF004,3,GSLOOK,1951,1951,2,318,1053,77,13.23,13.77,A,0,28,349.758
HF004,3,GSLOOK,1951,1951,3,121,356,55,5.03,5.8,A,0,31,147.32
HF004,3,GSLOOK,1951,1951,4,195,318,103,8.12,9.06,A,0,30,230.124
HF004,3,GSLOOK,1951,1951,5,142,296,61,5.9,6.8,A,0,31,172.72
HF004,3,GSLOOK,1951,1951,6,39,61,24,1.6,1.79,A,0,30,45.466
HF004,3,GSLOOK,1951,1951,7,21,26,15,0.86,0.99,A,0,31,25.146
HF004,3,GSLOOK,1951,1951,8,13,25,11,0.56,0.64,A,0,31,16.256
HF004,3,GSLOOK,1951,1951,9,11,66,9,0.46,0.51,A,0,30,12.954
HF004,3,GSLOOK,1952,1951,10,152,1324,22,6.3,7.26,E,4,31,184.404
HF004,3,GSLOOK,1952,1951,11,159,686,44,6.63,7.39,E,2,30,187.706
HF004,3,GSLOOK,1952,1951,12,234,720,107,9.73,11.22,A,0,31,284.988
HF004,3,GSLOOK,1952,1952,1,100,528,50,4.17,4.8,A,0,31,121.92
HF004,3,GSLOOK,1952,1952,2,258,934,90,10.71,11.55,A,0,29,293.37
HF004,3,GSLOOK,1952,1952,3,168,481,70,6.99,8.06,A,0,31,204.724
HF004,3,GSLOOK,1952,1952,4,282,458,186,11.73,13.09,A,0,30,332.486
HF004,3,GSLOOK,1952,1952,5,156,205,98,6.5,7.49,A,0,31,190.246
HF004,3,GSLOOK,1952,1952,6,68,115,46,2.83,3.16,A,0,30,80.264
HF004,3,GSLOOK,1952,1952,7,32,81,20,1.34,1.54,A,0,31,39.116
HF004,3,GSLOOK,1952,1952,8,18,21,15,0.75,0.86,A,0,31,21.844
HF004,3,GSLOOK,1952,1952,9,16,35,12,0.65,0.72,A,0,30,18.288
HF004,3,GSLOOK,1953,1952,10,9,10,8,0.36,0.42,A,0,31,10.668
HF004,3,GSLOOK,1953,1952,11,10,40,6,0.41,0.46,A,0,30,11.684
HF004,3,GSLOOK,1953,1952,12,81,310,7,3.36,3.88,A,0,31,98.552
HF004,3,GSLOOK,1953,1953,1,591,3621,92,24.55,28.31,A,0,31,719.074
HF004,3,GSLOOK,1953,1953,2,364,1307,96,15.11,15.73,A,0,28,399.542
HF004,3,GSLOOK,1953,1953,3,158,353,75,6.55,7.55,A,0,31,191.77
HF004,3,GSLOOK,1953,1953,4,159,311,91,6.61,7.38,A,0,30,187.452
HF004,3,GSLOOK,1953,1953,5,185,276,113,7.67,8.85,A,0,31,224.79
HF004,3,GSLOOK,1953,1953,6,111,192,54,4.6,5.13,A,0,30,130.302
HF004,3,GSLOOK,1953,1953,7,31,54,19,1.3,1.49,E,9,31,37.846
HF004,3,GSLOOK,1953,1953,8,19,66,14,0.78,0.9,E,3,31,22.86
HF004,3,GSLOOK,1953,1953,9,14,46,12,0.57,0.64,A,0,30,16.256
HF004,3,GSLOOK,1954,1953,10,18,61,13,0.77,0.88,A,0,31,22.352
HF004,3,GSLOOK,1954,1953,11,206,2491,14,8.54,9.53,A,0,30,242.062
HF004,3,GSLOOK,1954,1953,12,369,1744,97,15.35,17.7,A,0,31,449.58
HF004,3,GSLOOK,1954,1954,1,235,757,90,9.76,11.25,A,0,31,285.75
HF004,3,GSLOOK,1954,1954,2,287,551,146,11.94,12.43,A,0,28,315.722
HF004,3,GSLOOK,1954,1954,3,125,395,58,5.2,5.99,A,0,31,152.146
HF004,3,GSLOOK,1954,1954,4,166,360,57,6.89,7.69,E,3,30,195.326
HF004,3,GSLOOK,1954,1954,5,68,127,42,2.84,3.28,A,0,31,83.312
HF004,3,GSLOOK,1954,1954,6,87,238,38,3.63,4.05,A,0,30,102.87
HF004,3,GSLOOK,1954,1954,7,24,39,17,0.98,1.13,A,0,31,28.702
HF004,3,GSLOOK,1954,1954,8,16,18,14,0.65,0.75,A,0,31,19.05
HF004,3,GSLOOK,1954,1954,9,20,73,13,0.81,0.91,A,0,30,23.114
HF004,3,GSLOOK,1955,1954,10,34,166,14,1.42,1.63,A,0,31,41.402
HF004,3,GSLOOK,1955,1954,11,52,290,18,2.16,2.41,A,0,30,61.214
HF004,3,GSLOOK,1955,1954,12,106,1150,28,4.43,5.1,A,0,31,129.54
HF004,3,GSLOOK,1955,1955,1,121,830,50,5.03,5.8,E,3,31,147.32
HF004,3,GSLOOK,1955,1955,2,150,604,65,6.23,6.49,E,3,28,164.846
HF004,3,GSLOOK,1955,1955,3,138,348,58,5.72,6.6,A,0,31,167.64
HF004,3,GSLOOK,1955,1955,4,207,406,133,8.62,9.62,A,0,30,244.348
HF004,3,GSLOOK,1955,1955,5,235,464,146,9.75,11.24,A,0,31,285.496
HF004,3,GSLOOK,1955,1955,6,188,437,76,7.83,8.73,A,0,30,221.742
HF004,3,GSLOOK,1955,1955,7,46,93,24,1.9,2.19,A,0,31,55.626
HF004,3,GSLOOK,1955,1955,8,19,24,16,0.79,0.91,A,0,31,23.114
HF004,3,GSLOOK,1955,1955,9,18,46,15,0.73,0.82,A,0,30,20.828
HF004,3,GSLOOK,1956,1955,10,82,533,14,3.38,3.9,A,0,31,99.06
HF004,3,GSLOOK,1956,1955,11,307,1330,71,12.74,14.21,A,0,30,360.934
HF004,3,GSLOOK,1956,1955,12,494,2546,130,20.51,23.64,A,0,31,600.456
HF004,3,GSLOOK,1956,1956,1,337,2044,87,14,16.14,A,0,31,409.956
HF004,3,GSLOOK,1956,1956,2,72,165,47,2.98,3.22,A,0,29,81.788
HF004,3,GSLOOK,1956,1956,3,168,374,57,6.96,8.02,A,0,31,203.708
HF004,3,GSLOOK,1956,1956,4,254,490,128,10.56,11.78,A,0,30,299.212
HF004,3,GSLOOK,1956,1956,5,223,376,108,9.26,10.67,A,0,31,271.018
HF004,3,GSLOOK,1956,1956,6,77,162,33,3.2,3.57,A,0,30,90.678
HF004,3,GSLOOK,1956,1956,7,21,33,14,0.86,0.99,A,0,31,25.146
HF004,3,GSLOOK,1956,1956,8,12,16,10,0.49,0.57,A,0,31,14.478
HF004,3,GSLOOK,1956,1956,9,9,11,8,0.37,0.42,A,0,30,10.668
HF004,3,GSLOOK,1957,1956,10,60,538,17,2.5,2.89,A,0,31,73.406
HF004,3,GSLOOK,1957,1956,11,105,571,44,4.34,4.84,A,0,30,122.936
HF004,3,GSLOOK,1957,1956,12,241,2470,38,9.98,11.51,A,0,31,292.354
HF004,3,GSLOOK,1957,1957,1,65,104,48,2.68,3.09,A,0,31,78.486
HF004,3,GSLOOK,1957,1957,2,231,1421,48,9.6,9.99,A,0,28,253.746
HF004,3,GSLOOK,1957,1957,3,334,1098,137,13.88,16,A,0,31,406.4
HF004,3,GSLOOK,1957,1957,4,183,483,81,7.6,8.47,A,0,30,215.138
HF004,3,GSLOOK,1957,1957,5,100,152,60,4.14,4.77,A,0,31,121.158
HF004,3,GSLOOK,1957,1957,6,49,107,34,2.03,2.26,A,0,30,57.404
HF004,3,GSLOOK,1957,1957,7,27,34,22,1.12,1.29,A,0,31,32.766
HF004,3,GSLOOK,1957,1957,8,21,38,17,0.87,1,A,0,31,25.4
HF004,3,GSLOOK,1957,1957,9,17,32,15,0.71,0.79,A,0,30,20.066
HF004,3,GSLOOK,1958,1957,10,30,59,20,1.24,1.43,A,0,31,36.322
HF004,3,GSLOOK,1958,1957,11,81,567,18,3.37,3.76,A,0,30,95.504
HF004,3,GSLOOK,1958,1957,12,423,2948,45,17.54,20.23,A,0,31,513.842
HF004,3,GSLOOK,1958,1958,1,285,735,121,11.82,13.63,A,0,31,346.202
HF004,3,GSLOOK,1958,1958,2,334,1421,164,13.87,14.44,A,0,28,366.776
HF004,3,GSLOOK,1958,1958,3,101,182,69,4.18,4.82,A,0,31,122.428
HF004,3,GSLOOK,1958,1958,4,185,851,68,7.68,8.56,A,0,30,217.424
HF004,3,GSLOOK,1958,1958,5,76,116,39,3.17,3.66,A,0,31,92.964
HF004,3,GSLOOK,1958,1958,6,66,157,38,2.73,3.05,A,0,30,77.47
HF004,3,GSLOOK,1958,1958,7,26,41,19,1.1,1.27,A,0,31,32.258
HF004,3,GSLOOK,1958,1958,8,16,19,13,0.65,0.74,A,0,31,18.796
HF004,3,GSLOOK,1958,1958,9,15,40,13,0.62,0.69,A,0,30,17.526
HF004,3,GSLOOK,1959,1958,10,16,61,12,0.65,0.75,A,0,31,19.05
HF004,3,GSLOOK,1959,1958,11,227,1252,13,9.41,10.49,A,0,30,266.446
HF004,3,GSLOOK,1959,1958,12,166,586,63,6.87,7.92,A,0,31,201.168
HF004,3,GSLOOK,1959,1959,1,232,1075,96,9.62,11.09,A,0,31,281.686
HF004,3,GSLOOK,1959,1959,2,141,239,76,5.84,6.08,A,0,28,154.432
HF004,3,GSLOOK,1959,1959,3,154,345,93,6.37,7.35,A,0,31,186.69
HF004,3,GSLOOK,1959,1959,4,149,440,65,6.17,6.88,A,0,30,174.752
HF004,3,GSLOOK,1959,1959,5,110,217,57,4.57,5.27,A,0,31,133.858
HF004,3,GSLOOK,1959,1959,6,51,92,31,2.11,2.36,A,0,30,59.944
HF004,3,GSLOOK,1959,1959,7,23,33,15,0.94,1.08,A,0,31,27.432
HF004,3,GSLOOK,1959,1959,8,13,15,12,0.55,0.63,A,0,31,16.002
HF004,3,GSLOOK,1959,1959,9,34,233,12,1.41,1.58,A,0,30,40.132
HF004,3,GSLOOK,1960,1959,10,101,468,26,4.19,4.83,A,0,31,122.682
HF004,3,GSLOOK,1960,1959,11,92,525,31,3.8,4.24,A,0,30,107.696
HF004,3,GSLOOK,1960,1959,12,58,99,40,2.4,2.77,A,0,31,70.358
HF004,3,GSLOOK,1960,1960,1,66,196,39,2.75,3.17,A,0,31,80.518
HF004,3,GSLOOK,1960,1960,2,240,759,66,9.94,10.72,A,0,29,272.288
HF004,3,GSLOOK,1960,1960,3,256,576,62,10.61,12.22,A,0,31,310.388
HF004,3,GSLOOK,1960,1960,4,270,611,134,11.2,12.5,A,0,30,317.5
HF004,3,GSLOOK,1960,1960,5,202,384,118,8.37,9.66,A,0,31,245.364
HF004,3,GSLOOK,1960,1960,6,71,166,31,2.93,3.27,A,0,30,83.058
HF004,3,GSLOOK,1960,1960,7,22,31,17,0.93,1.06,A,0,31,26.924
HF004,3,GSLOOK,1960,1960,8,16,35,13,0.66,0.75,A,0,31,19.05
HF004,3,GSLOOK,1960,1960,9,13,26,11,0.55,0.61,A,0,30,15.494
HF004,3,GSLOOK,1961,1960,10,21,88,10,0.88,1.02,A,0,31,25.908
HF004,3,GSLOOK,1961,1960,11,246,1931,22,10.21,11.39,A,0,30,289.306
HF004,3,GSLOOK,1961,1960,12,132,481,63,5.49,6.33,A,0,31,160.782
HF004,3,GSLOOK,1961,1961,1,124,452,47,5.15,5.94,A,0,31,150.876
HF004,3,GSLOOK,1961,1961,2,424,2328,155,17.58,18.3,A,0,28,464.82
HF004,3,GSLOOK,1961,1961,3,254,581,159,10.55,12.17,A,0,31,309.118
HF004,3,GSLOOK,1961,1961,4,142,291,96,5.87,6.55,A,0,30,166.37
HF004,3,GSLOOK,1961,1961,5,147,241,79,6.1,7.03,A,0,31,178.562
HF004,3,GSLOOK,1961,1961,6,45,92,23,1.88,2.1,A,0,30,53.34
HF004,3,GSLOOK,1961,1961,7,17,24,13,0.73,0.84,A,0,31,21.336
HF004,3,GSLOOK,1961,1961,8,12,15,10,0.48,0.56,A,0,31,14.224
HF004,3,GSLOOK,1961,1961,9,13,43,10,0.53,0.59,A,0,30,14.986
HF004,3,GSLOOK,1962,1961,10,35,179,10,1.44,1.66,A,0,31,42.164
HF004,3,GSLOOK,1962,1961,11,139,1449,30,5.75,6.42,A,0,30,163.068
HF004,3,GSLOOK,1962,1961,12,288,1919,86,11.97,13.8,A,0,31,350.52
HF004,3,GSLOOK,1962,1962,1,140,380,56,5.79,6.68,A,0,31,169.672
HF004,3,GSLOOK,1962,1962,2,107,179,64,4.45,4.63,A,0,28,117.602
HF004,3,GSLOOK,1962,1962,3,177,838,58,7.34,8.46,E,8,31,214.884
HF004,3,GSLOOK,1962,1962,4,243,690,99,10.09,11.26,A,0,30,286.004
HF004,3,GSLOOK,1962,1962,5,128,263,80,5.3,6.11,A,0,31,155.194
HF004,3,GSLOOK,1962,1962,6,52,102,26,2.14,2.38,A,0,30,60.452
HF004,3,GSLOOK,1962,1962,7,20,26,16,0.81,0.93,A,0,31,23.622
HF004,3,GSLOOK,1962,1962,8,16,31,13,0.67,0.77,A,0,31,19.558
HF004,3,GSLOOK,1962,1962,9,16,64,12,0.64,0.72,A,0,30,18.288
HF004,3,GSLOOK,1963,1962,10,76,305,22,3.17,3.66,E,20,31,92.964
HF004,3,GSLOOK,1963,1962,11,227,1068,26,9.42,10.51,E,30,30,266.954
HF004,3,GSLOOK,1963,1962,12,262,1185,90,10.89,12.55,E,20,31,318.77
HF004,3,GSLOOK,1963,1963,1,85,322,56,3.52,4.06,A,0,31,103.124
HF004,3,GSLOOK,1963,1963,2,282,1430,83,11.72,12.21,A,0,28,310.134
HF004,3,GSLOOK,1963,1963,3,105,346,69,4.35,5.01,A,0,31,127.254
HF004,3,GSLOOK,1963,1963,4,178,492,107,7.37,8.23,A,0,30,209.042
HF004,3,GSLOOK,1963,1963,5,177,533,57,7.33,8.45,A,0,31,214.63
HF004,3,GSLOOK,1963,1963,6,44,72,29,1.84,2.05,A,0,30,52.07
HF004,3,GSLOOK,1963,1963,7,34,51,19,1.39,1.6,A,0,31,40.64
HF004,3,GSLOOK,1963,1963,8,14,19,12,0.6,0.69,A,0,31,17.526
HF004,3,GSLOOK,1963,1963,9,17,108,10,0.7,0.78,A,0,30,19.812
HF004,3,GSLOOK,1964,1963,10,27,143,10,1.14,1.31,A,0,31,33.274
HF004,3,GSLOOK,1964,1963,11,243,1381,28,10.07,11.24,A,0,30,285.496
HF004,3,GSLOOK,1964,1963,12,128,477,63,5.32,6.13,A,0,31,155.702
HF004,3,GSLOOK,1964,1964,1,201,482,91,8.35,9.62,A,0,31,244.348
HF004,3,GSLOOK,1964,1964,2,148,436,90,6.13,6.61,A,0,29,167.894
HF004,3,GSLOOK,1964,1964,3,148,300,91,6.13,7.07,A,0,31,179.578
HF004,3,GSLOOK,1964,1964,4,180,277,125,7.48,8.35,A,0,30,212.09
HF004,3,GSLOOK,1964,1964,5,178,287,92,7.38,8.51,E,8,31,216.154
HF004,3,GSLOOK,1964,1964,6,148,306,60,6.15,6.86,A,0,30,174.244
HF004,3,GSLOOK,1964,1964,7,35,61,22,1.47,1.69,A,0,31,42.926
HF004,3,GSLOOK,1964,1964,8,18,32,13,0.77,0.88,A,0,31,22.352
HF004,3,GSLOOK,1964,1964,9,13,34,11,0.56,0.63,A,0,30,16.002
HF004,3,GSLOOK,1965,1964,10,12,22,10,0.51,0.59,A,0,31,14.986
HF004,3,GSLOOK,1965,1964,11,137,1280,12,5.68,6.33,A,0,30,160.782
HF004,3,GSLOOK,1965,1964,12,794,6665,142,32.95,37.98,A,0,31,964.692
HF004,3,GSLOOK,1965,1965,1,438,2746,83,18.16,20.93,E,8,31,531.622
HF004,3,GSLOOK,1965,1965,2,157,549,103,6.5,6.76,E,2,28,171.704
HF004,3,GSLOOK,1965,1965,3,61,148,30,2.53,2.91,A,0,31,73.914
HF004,3,GSLOOK,1965,1965,4,120,730,34,4.99,5.57,A,0,30,141.478
HF004,3,GSLOOK,1965,1965,5,66,111,51,2.75,3.17,A,0,31,80.518
HF004,3,GSLOOK,1965,1965,6,34,52,20,1.41,1.57,A,0,30,39.878
HF004,3,GSLOOK,1965,1965,7,18,26,13,0.75,0.86,A,0,31,21.844
HF004,3,GSLOOK,1965,1965,8,14,20,10,0.56,0.66,A,0,31,16.764
HF004,3,GSLOOK,1965,1965,9,10,13,8,0.43,0.47,A,0,30,11.938
HF004,3,GSLOOK,1966,1965,10,11,31,8,0.46,0.53,A,0,31,13.462
HF004,3,GSLOOK,1966,1965,11,57,278,8,2.35,2.63,A,0,30,66.802
HF004,3,GSLOOK,1966,1965,12,59,157,28,2.47,2.84,A,0,31,72.136
HF004,3,GSLOOK,1966,1966,1,237,1143,54,9.85,11.35,A,0,31,288.29
HF004,3,GSLOOK,1966,1966,2,85,135,54,3.52,3.66,A,0,28,92.964
HF004,3,GSLOOK,1966,1966,3,234,796,77,9.7,11.18,A,0,31,283.972
HF004,3,GSLOOK,1966,1966,4,222,458,86,9.2,10.26,A,0,30,260.604
HF004,3,GSLOOK,1966,1966,5,99,246,46,4.09,4.71,A,0,31,119.634
HF004,3,GSLOOK,1966,1966,6,30,46,18,1.22,1.37,A,0,30,34.798
HF004,3,GSLOOK,1966,1966,7,16,30,11,0.66,0.77,A,0,31,19.558
HF004,3,GSLOOK,1966,1966,8,10,12,8,0.4,0.46,A,0,31,11.684
HF004,3,GSLOOK,1966,1966,9,9,23,7,0.36,0.4,A,0,30,10.16
HF004,3,GSLOOK,1967,1966,10,26,306,6.6,1.09,1.26,A,0,31,32.004
HF004,3,GSLOOK,1967,1966,11,161,733,15,6.69,7.46,A,0,30,189.484
HF004,3,GSLOOK,1967,1966,12,217,1333,73,8.99,10.36,A,0,31,263.144
HF004,3,GSLOOK,1967,1967,1,298,1557,86,12.35,14.23,A,0,31,361.442
HF004,3,GSLOOK,1967,1967,2,160,383,98,6.66,6.93,A,0,28,176.022
HF004,3,GSLOOK,1967,1967,3,122,222,68,5.05,5.82,A,0,31,147.828
HF004,3,GSLOOK,1967,1967,4,82,101,74,3.42,3.81,A,0,30,96.774
HF004,3,GSLOOK,1967,1967,5,168,280,72,6.99,8.06,E,28,31,204.724
HF004,3,GSLOOK,1967,1967,6,54,133,24,2.24,2.5,A,0,30,63.5
HF004,3,GSLOOK,1967,1967,7,18,24,14,0.74,0.85,A,0,31,21.59
HF004,3,GSLOOK,1967,1967,8,12,14,10,0.48,0.55,A,0,31,13.97
HF004,3,GSLOOK,1967,1967,9,11,29,8.7,0.45,0.49,A,0,30,12.446
HF004,3,GSLOOK,1968,1967,10,79,952,14,3.27,3.77,A,0,31,95.758
HF004,3,GSLOOK,1968,1967,11,96,662,34,3.97,4.42,A,0,30,112.268
HF004,3,GSLOOK,1968,1967,12,165,471,49,6.87,7.91,A,0,31,200.914
HF004,3,GSLOOK,1968,1968,1,186,533,77,7.73,8.91,A,0,31,226.314
HF004,3,GSLOOK,1968,1968,2,354,1959,79,14.71,15.85,A,0,29,402.59
HF004,3,GSLOOK,1968,1968,3,92,192,46,3.82,4.41,A,0,31,112.014
HF004,3,GSLOOK,1968,1968,4,70,111,46,2.9,3.23,A,0,30,82.042
HF004,3,GSLOOK,1968,1968,5,66,204,33,2.75,3.17,A,0,31,80.518
HF004,3,GSLOOK,1968,1968,6,40,84,25,1.66,1.86,A,0,30,47.244
HF004,3,GSLOOK,1968,1968,7,18,27,12,0.76,0.87,A,0,31,22.098
HF004,3,GSLOOK,1968,1968,8,21,57,11,0.86,1,A,0,31,25.4
HF004,3,GSLOOK,1968,1968,9,28,79,14,1.18,1.31,A,0,30,33.274
HF004,3,GSLOOK,1969,1968,10,85,286,17,3.52,4.06,A,0,31,103.124
HF004,3,GSLOOK,1969,1968,11,253,1738,71,10.51,11.72,A,0,30,297.688
HF004,3,GSLOOK,1969,1968,12,281,2162,98,11.68,13.46,A,0,31,341.884
HF004,3,GSLOOK,1969,1969,1,235,1192,56,9.77,11.26,A,0,31,286.004
HF004,3,GSLOOK,1969,1969,2,79,150,49,3.29,3.43,A,0,28,87.122
HF004,3,GSLOOK,1969,1969,3,167,451,70,6.94,8,A,0,31,203.2
HF004,3,GSLOOK,1969,1969,4,261,439,187,10.83,12.07,A,0,30,306.578
HF004,3,GSLOOK,1969,1969,5,228,431,109,9.45,10.89,A,0,31,276.606
HF004,3,GSLOOK,1969,1969,6,92,200,47,3.81,4.26,A,0,30,108.204
HF004,3,GSLOOK,1969,1969,7,44,103,24,1.82,2.09,A,0,31,53.086
HF004,3,GSLOOK,1969,1969,8,19,24,15,0.79,0.91,A,0,31,23.114
HF004,3,GSLOOK,1969,1969,9,16,37,12,0.67,0.75,A,0,30,19.05
HF004,3,GSLOOK,1970,1969,10,30,82,13,1.26,1.45,A,0,31,36.83
HF004,3,GSLOOK,1970,1969,11,39,209,23,1.62,1.8,A,0,30,45.72
HF004,3,GSLOOK,1970,1969,12,180,884,21,7.49,8.63,A,0,31,219.202
HF004,3,GSLOOK,1970,1970,1,517,1922,63,21.44,24.71,A,0,31,627.634
HF004,3,GSLOOK,1970,1970,2,193,423,78,8,8.33,A,0,28,211.582
HF004,3,GSLOOK,1970,1970,3,113,231,56,4.69,5.41,A,0,31,137.414
HF004,3,GSLOOK,1970,1970,4,96,228,48,3.97,4.42,A,0,30,112.268
HF004,3,GSLOOK,1970,1970,5,137,293,49,5.69,6.56,A,0,31,166.624
HF004,3,GSLOOK,1970,1970,6,36,52,25,1.51,1.69,A,0,30,42.926
HF004,3,GSLOOK,1970,1970,7,16,25,10,0.66,0.76,A,0,31,19.304
HF004,3,GSLOOK,1970,1970,8,10,12,8.7,0.4,0.46,A,0,31,11.684
HF004,3,GSLOOK,1970,1970,9,14,45,8.7,0.57,0.64,A,0,30,16.256
HF004,3,GSLOOK,1971,1970,10,33,203,8.7,1.36,1.57,A,0,31,39.878
HF004,3,GSLOOK,1971,1970,11,213,1600,40,8.82,9.83,A,0,30,249.682
HF004,3,GSLOOK,1971,1970,12,154,447,58,6.39,7.37,A,0,31,187.198
HF004,3,GSLOOK,1971,1971,1,434,2357,67,18.02,20.77,A,0,31,527.558
HF004,3,GSLOOK,1971,1971,2,251,620,113,10.44,10.86,A,0,28,275.844
HF004,3,GSLOOK,1971,1971,3,233,598,96,9.66,11.14,A,0,31,282.956
HF004,3,GSLOOK,1971,1971,4,202,379,118,8.39,9.36,A,0,30,237.744
HF004,3,GSLOOK,1971,1971,5,244,474,120,10.13,11.67,A,0,31,296.418
HF004,3,GSLOOK,1971,1971,6,97,214,60,4.02,4.49,A,0,30,114.046
HF004,3,GSLOOK,1971,1971,7,33,60,20,1.38,1.59,A,0,31,40.386
HF004,3,GSLOOK,1971,1971,8,17,41,13,0.69,0.8,A,0,31,20.32
HF004,3,GSLOOK,1971,1971,9,27,107,13,1.14,1.27,A,0,30,32.258
HF004,3,GSLOOK,1972,1971,10,34,111,18,1.4,1.61,A,0,31,40.894
HF004,3,GSLOOK,1972,1971,11,244,1666,62,10.12,11.29,A,0,30,286.766
HF004,3,GSLOOK,1972,1971,12,262,1724,70,10.86,12.52,A,0,31,318.008
HF004,3,GSLOOK,1972,1972,1,372,4183,58,15.45,17.81,E,8,31,452.374
HF004,3,GSLOOK,1972,1972,2,348,1127,86,14.44,15.56,A,0,29,395.224
HF004,3,GSLOOK,1972,1972,3,420,1544,126,17.42,20.08,A,0,31,510.032
HF004,3,GSLOOK,1972,1972,4,175,287,121,7.27,8.11,A,0,30,205.994
HF004,3,GSLOOK,1972,1972,5,197,271,148,8.16,9.4,A,0,31,238.76
HF004,3,GSLOOK,1972,1972,6,76,157,35,3.14,3.5,A,0,30,88.9
HF004,3,GSLOOK,1972,1972,7,24,35,16,0.99,1.14,A,0,31,28.956
HF004,3,GSLOOK,1972,1972,8,15,28,12,0.62,0.72,E,3,31,18.288
HF004,3,GSLOOK,1972,1972,9,16,59,11,0.68,0.77,A,0,30,19.558
HF004,3,GSLOOK,1973,1972,10,13,26,11,0.56,0.65,A,0,31,16.51
HF004,3,GSLOOK,1973,1972,11,45,106,15,1.88,2.1,A,0,30,53.34
HF004,3,GSLOOK,1973,1972,12,203,823,24,8.4,9.68,A,0,31,245.872
HF004,3,GSLOOK,1973,1973,1,165,792,54,6.83,7.87,A,0,31,199.898
HF004,3,GSLOOK,1973,1973,2,75,116,56,3.13,3.26,A,0,28,82.804
HF004,3,GSLOOK,1973,1973,3,95,197,67,3.93,4.53,A,0,31,115.062
HF004,3,GSLOOK,1973,1973,4,96,153,70,3.98,4.44,E,3,30,112.776
HF004,3,GSLOOK,1973,1973,5,55,89,31,2.27,2.62,A,0,31,66.548
HF004,3,GSLOOK,1973,1973,6,33,63,22,1.37,1.52,A,0,30,38.608
HF004,3,GSLOOK,1973,1973,7,20,31,13,0.81,0.94,A,0,31,23.876
HF004,3,GSLOOK,1973,1973,8,11,18,10,0.48,0.54,A,0,31,13.716
HF004,3,GSLOOK,1973,1973,9,18,80,8,0.75,0.83,A,0,30,21.082
HF004,3,GSLOOK,1974,1973,10,33,452,16,1.38,1.58,A,0,31,40.132
HF004,3,GSLOOK,1974,1973,11,312,732,103,12.96,14.45,A,1,30,367.03
HF004,3,GSLOOK,1974,1973,12,408,820,195,16.92,19.5,A,0,31,495.3
HF004,3,GSLOOK,1974,1974,1,299,1313,82,12.39,14.27,A,0,31,362.458
HF004,3,GSLOOK,1974,1974,2,220,656,133,9.14,9.52,A,0,28,241.808
HF004,3,GSLOOK,1974,1974,3,258,671,124,10.7,12.33,A,0,31,313.182
HF004,3,GSLOOK,1974,1974,4,208,471,136,8.61,9.61,A,0,30,244.094
HF004,3,GSLOOK,1974,1974,5,173,268,122,7.17,8.26,A,0,31,209.804
HF004,3,GSLOOK,1974,1974,6,149,426,58,6.17,6.88,A,0,30,174.752
HF004,3,GSLOOK,1974,1974,7,32,61,20,1.35,1.55,E,3,31,39.37
HF004,3,GSLOOK,1974,1974,8,16,21,13,0.68,0.79,A,0,31,20.066
HF004,3,GSLOOK,1974,1974,9,10,13,8,0.41,0.45,A,0,30,11.43
HF004,3,GSLOOK,1975,1974,10,9,38,7,0.39,0.45,A,0,31,11.43
HF004,3,GSLOOK,1975,1974,11,54,280,10,2.24,2.5,A,0,30,63.5
HF004,3,GSLOOK,1975,1974,12,266,1305,54,11.03,12.71,E,5,31,322.834
HF004,3,GSLOOK,1975,1975,1,360,1323,108,14.95,17.23,E,7,31,437.642
HF004,3,GSLOOK,1975,1975,2,238,719,86,9.86,10.26,A,0,28,260.604
HF004,3,GSLOOK,1975,1975,3,219,559,92,9.09,10.47,A,0,31,265.938
HF004,3,GSLOOK,1975,1975,4,113,233,80,4.68,5.22,A,0,30,132.588
