STCODE,FORMAT,SITECODE,WATERYEAR,YEAR,MONTH,MEAN_Q,MAX_Q,MIN_Q,MEAN_Q_AREA,TOTAL_Q_AREA,ESTCODE,ESTDAYS,TOTAL_DAYS,TOTAL_Q_AREA mm
HF004,3,GSWS10,1976,1976,9,0.017,0.027,0.015,0.428,0.479,A,0,30,12.1666
HF004,3,GSWS10,1977,1976,10,0.034,0.379,0.012,0.859,0.993,E,8,31,25.2222
HF004,3,GSWS10,1977,1976,11,0.087,0.279,0.032,2.205,2.46,A,0,30,62.484
HF004,3,GSWS10,1977,1976,12,0.041,0.195,0.012,1.039,1.196,A,0,31,30.3784
HF004,3,GSWS10,1977,1977,1,0.07,0.206,0.028,1.768,2.036,E,13,31,51.7144
HF004,3,GSWS10,1977,1977,2,0.109,1.224,0.015,2.749,2.858,A,0,28,72.5932
HF004,3,GSWS10,1977,1977,3,0.33,1.074,0.095,8.361,9.642,E,3,31,244.9068
HF004,3,GSWS10,1977,1977,4,0.071,0.216,0.026,1.787,1.994,E,2,30,50.6476
HF004,3,GSWS10,1977,1977,5,0.13,0.325,0.034,3.279,3.777,A,0,31,95.9358
HF004,3,GSWS10,1977,1977,6,0.049,0.103,0.026,1.229,1.373,A,0,30,34.8742
HF004,3,GSWS10,1977,1977,7,0.018,0.026,0.011,0.451,0.52,E,23,31,13.208
HF004,3,GSWS10,1977,1977,8,0.012,0.117,0.007,0.316,0.365,E,14,31,9.271
HF004,3,GSWS10,1977,1977,9,0.031,0.261,0.006,0.79,0.881,E,3,30,22.3774
HF004,3,GSWS10,1978,1977,10,0.07,0.668,0.012,1.777,2.047,A,0,31,51.9938
HF004,3,GSWS10,1978,1977,11,0.614,4.734,0.069,15.539,17.335,A,0,30,440.309
HF004,3,GSWS10,1978,1977,12,0.847,4.831,0.203,21.415,24.691,A,0,31,627.1514
HF004,3,GSWS10,1978,1978,1,0.319,0.844,0.11,8.07,9.307,A,0,31,236.3978
HF004,3,GSWS10,1978,1978,2,0.257,2.131,0.085,6.491,6.758,A,0,28,171.6532
HF004,3,GSWS10,1978,1978,3,0.074,0.103,0.051,1.878,2.167,A,0,31,55.0418
HF004,3,GSWS10,1978,1978,4,0.134,0.696,0.044,3.378,3.769,A,0,30,95.7326
HF004,3,GSWS10,1978,1978,5,0.101,0.366,0.035,2.548,2.935,A,0,31,74.549
HF004,3,GSWS10,1978,1978,6,0.033,0.064,0.023,0.842,0.939,A,0,30,23.8506
HF004,3,GSWS10,1978,1978,7,0.018,0.05,0.011,0.443,0.51,A,0,31,12.954
HF004,3,GSWS10,1978,1978,8,0.015,0.123,0.008,0.372,0.43,A,0,31,10.922
HF004,3,GSWS10,1978,1978,9,0.036,0.381,0.009,0.898,1.003,A,0,30,25.4762
HF004,3,GSWS10,1979,1978,10,0.011,0.039,0.008,0.276,0.321,A,1,31,8.1534
HF004,3,GSWS10,1979,1978,11,0.128,2.217,0.008,3.236,3.609,A,0,30,91.6686
HF004,3,GSWS10,1979,1978,12,0.364,3.037,0.065,9.209,10.617,A,0,31,269.6718
HF004,3,GSWS10,1979,1979,1,0.15,1.088,0.041,3.8,4.38,A,0,31,111.252
HF004,3,GSWS10,1979,1979,2,0.571,4.513,0.041,14.449,15.046,A,0,28,382.1684
HF004,3,GSWS10,1979,1979,3,0.238,1.277,0.038,6.031,6.954,A,0,31,176.6316
HF004,3,GSWS10,1979,1979,4,0.244,0.9,0.079,6.168,6.88,A,0,30,174.752
HF004,3,GSWS10,1979,1979,5,0.148,1.167,0.035,3.733,4.304,A,0,31,109.3216
HF004,3,GSWS10,1979,1979,6,0.023,0.035,0.016,0.59,0.659,A,0,30,16.7386
HF004,3,GSWS10,1979,1979,7,0.012,0.034,0.006,0.314,0.362,A,0,31,9.1948
HF004,3,GSWS10,1979,1979,8,0.008,0.039,0.005,0.196,0.225,E,2,31,5.715
HF004,3,GSWS10,1979,1979,9,0.008,0.068,0.004,0.194,0.216,A,0,30,5.4864
HF004,3,GSWS10,1980,1979,10,0.066,0.85,0.003,1.67,1.923,E,5,31,48.8442
HF004,3,GSWS10,1980,1979,11,0.217,1.6,0.024,5.486,6.123,A,0,30,155.5242
HF004,3,GSWS10,1980,1979,12,0.277,1.301,0.089,7.01,8.08,A,0,31,205.232
HF004,3,GSWS10,1980,1980,1,0.494,3.998,0.054,12.492,14.399,A,0,31,365.7346
HF004,3,GSWS10,1980,1980,2,0.206,0.657,0.054,5.222,5.632,A,0,29,143.0528
HF004,3,GSWS10,1980,1980,3,0.267,1.466,0.081,6.753,7.787,A,0,31,197.7898
HF004,3,GSWS10,1980,1980,4,0.162,0.832,0.044,4.11,4.585,A,0,30,116.459
HF004,3,GSWS10,1980,1980,5,0.039,0.069,0.028,0.986,1.139,A,0,31,28.9306
HF004,3,GSWS10,1980,1980,6,0.033,0.044,0.023,0.836,0.93,A,0,30,23.622
HF004,3,GSWS10,1980,1980,7,0.014,0.023,0.012,0.352,0.407,A,0,31,10.3378
HF004,3,GSWS10,1980,1980,8,0.007,0.012,0.002,0.17,0.195,A,0,31,4.953
HF004,3,GSWS10,1980,1980,9,0.004,0.021,0.001,0.091,0.104,A,0,30,2.6416
HF004,3,GSWS10,1981,1980,10,0.008,0.114,0.002,0.203,0.233,A,0,31,5.9182
HF004,3,GSWS10,1981,1980,11,0.169,1.267,0.008,4.287,4.781,A,0,30,121.4374
HF004,3,GSWS10,1981,1980,12,0.603,3.396,0.085,15.257,17.592,A,0,31,446.8368
HF004,3,GSWS10,1981,1981,1,0.108,0.492,0.038,2.735,3.152,A,0,31,80.0608
HF004,3,GSWS10,1981,1981,2,0.398,3.29,0.058,10.063,10.477,A,0,28,266.1158
HF004,3,GSWS10,1981,1981,3,0.148,0.823,0.048,3.737,4.305,A,0,31,109.347
HF004,3,GSWS10,1981,1981,4,0.2,0.823,0.046,5.057,5.639,A,0,30,143.2306
HF004,3,GSWS10,1981,1981,5,0.064,0.167,0.035,1.61,1.856,A,0,31,47.1424
HF004,3,GSWS10,1981,1981,6,0.139,0.918,0.039,3.52,3.927,A,0,30,99.7458
HF004,3,GSWS10,1981,1981,7,0.026,0.051,0.014,0.667,0.766,A,0,31,19.4564
HF004,3,GSWS10,1981,1981,8,0.01,0.014,0.008,0.261,0.303,A,0,31,7.6962
HF004,3,GSWS10,1981,1981,9,0.014,0.174,0.004,0.361,0.402,A,0,30,10.2108
HF004,3,GSWS10,1982,1981,10,0.059,0.554,0.012,1.496,1.723,A,0,31,43.7642
HF004,3,GSWS10,1982,1981,11,0.278,1.517,0.023,7.035,7.845,A,0,30,199.263
HF004,3,GSWS10,1982,1981,12,0.903,4.232,0.195,22.842,26.337,A,0,31,668.9598
HF004,3,GSWS10,1982,1982,1,0.471,2.641,0.089,11.915,13.734,A,0,31,348.8436
HF004,3,GSWS10,1982,1982,2,0.631,3.537,0.093,15.972,16.633,A,0,28,422.4782
HF004,3,GSWS10,1982,1982,3,0.199,1.015,0.056,5.024,5.795,A,0,31,147.193
HF004,3,GSWS10,1982,1982,4,0.262,1.134,0.056,6.628,7.396,A,0,30,187.8584
HF004,3,GSWS10,1982,1982,5,0.036,0.056,0.021,0.907,1.045,A,0,31,26.543
HF004,3,GSWS10,1982,1982,6,0.018,0.058,0.012,0.465,0.518,A,0,30,13.1572
HF004,3,GSWS10,1982,1982,7,0.01,0.017,0.006,0.254,0.296,A,0,31,7.5184
HF004,3,GSWS10,1982,1982,8,0.006,0.015,0.003,0.148,0.166,A,0,31,4.2164
HF004,3,GSWS10,1982,1982,9,0.009,0.114,0.003,0.219,0.242,A,0,30,6.1468
HF004,3,GSWS10,1983,1982,10,0.118,1.856,0.007,2.979,3.434,A,0,31,87.2236
HF004,3,GSWS10,1983,1982,11,0.227,1.351,0.043,5.753,6.421,A,0,30,163.0934
HF004,3,GSWS10,1983,1982,12,0.598,2.884,0.114,15.118,17.43,A,0,31,442.722
HF004,3,GSWS10,1983,1983,1,0.441,2.771,0.101,11.152,12.858,A,0,31,326.5932
HF004,3,GSWS10,1983,1983,2,0.532,2.758,0.089,13.455,14.011,A,0,28,355.8794
HF004,3,GSWS10,1983,1983,3,0.406,3.024,0.114,10.278,11.849,A,0,31,300.9646
HF004,3,GSWS10,1983,1983,4,0.154,0.761,0.049,3.904,4.355,A,0,30,110.617
HF004,3,GSWS10,1983,1983,5,0.102,0.402,0.041,2.575,2.969,A,0,31,75.4126
HF004,3,GSWS10,1983,1983,6,0.031,0.051,0.02,0.795,0.886,A,0,30,22.5044
HF004,3,GSWS10,1983,1983,7,0.034,0.261,0.017,0.871,1.003,A,0,31,25.4762
HF004,3,GSWS10,1983,1983,8,0.012,0.126,0.006,0.296,0.342,A,0,31,8.6868
HF004,3,GSWS10,1983,1983,9,0.009,0.014,0.008,0.241,0.274,A,0,30,6.9596
HF004,3,GSWS10,1984,1983,10,0.012,0.112,0.006,0.313,0.361,A,0,31,9.1694
HF004,3,GSWS10,1984,1983,11,0.406,1.7,0.026,10.271,11.461,A,0,30,291.1094
HF004,3,GSWS10,1984,1983,12,0.541,3.127,0.093,13.685,15.775,A,0,31,400.685
HF004,3,GSWS10,1984,1984,1,0.303,1.243,0.079,7.654,8.824,A,0,31,224.1296
HF004,3,GSWS10,1984,1984,2,0.461,4.104,0.062,11.651,12.566,A,0,29,319.1764
HF004,3,GSWS10,1984,1984,3,0.413,1.311,0.095,10.46,12.058,A,0,31,306.2732
HF004,3,GSWS10,1984,1984,4,0.228,1.167,0.077,5.769,6.437,A,0,30,163.4998
HF004,3,GSWS10,1984,1984,5,0.211,0.966,0.079,5.35,6.166,A,0,31,156.6164
HF004,3,GSWS10,1984,1984,6,0.173,1.39,0.044,4.386,4.892,A,0,30,124.2568
HF004,3,GSWS10,1984,1984,7,0.029,0.044,0.018,0.731,0.842,A,0,31,21.3868
HF004,3,GSWS10,1984,1984,8,0.011,0.018,0.006,0.27,0.31,A,0,31,7.874
HF004,3,GSWS10,1984,1984,9,0.012,0.056,0.006,0.304,0.34,A,0,30,8.636
HF004,3,GSWS10,1985,1984,10,0.114,1.042,0.007,2.892,3.332,A,0,31,84.6328
HF004,3,GSWS10,1985,1984,11,0.62,2.531,0.119,15.69,17.506,A,0,30,444.6524
HF004,3,GSWS10,1985,1984,12,0.311,1.172,0.108,7.859,9.062,A,0,31,230.1748
HF004,3,GSWS10,1985,1985,1,0.105,0.464,0.043,2.658,3.063,A,0,31,77.8002
HF004,3,GSWS10,1985,1985,2,0.279,1.224,0.036,7.067,7.357,A,0,28,186.8678
HF004,3,GSWS10,1985,1985,3,0.212,1.224,0.053,5.363,6.182,A,0,31,157.0228
HF004,3,GSWS10,1985,1985,4,0.176,1.172,0.054,4.447,4.962,A,0,30,126.0348
HF004,3,GSWS10,1985,1985,5,0.047,0.106,0.026,1.18,1.359,A,0,31,34.5186
HF004,3,GSWS10,1985,1985,6,0.05,0.426,0.014,1.264,1.409,A,0,30,35.7886
HF004,3,GSWS10,1985,1985,7,0.012,0.017,0.008,0.284,0.33,A,0,31,8.382
HF004,3,GSWS10,1985,1985,8,0.007,0.014,0.005,0.181,0.207,A,0,31,5.2578
HF004,3,GSWS10,1985,1985,9,0.012,0.114,0.005,0.308,0.343,A,0,30,8.7122
HF004,3,GSWS10,1986,1985,10,0.065,0.853,0.005,1.649,1.897,A,0,31,48.1838
HF004,3,GSWS10,1986,1985,11,0.22,1.205,0.044,5.557,6.201,A,0,30,157.5054
HF004,3,GSWS10,1986,1985,12,0.233,1.769,0.056,5.9,6.798,A,0,31,172.6692
HF004,3,GSWS10,1986,1986,1,0.399,1.507,0.123,10.085,11.626,A,0,31,295.3004
HF004,3,GSWS10,1986,1986,2,0.891,5.124,0.114,22.527,23.458,E,5,28,595.8332
HF004,3,GSWS10,1986,1986,3,0.19,0.595,0.054,4.812,5.547,A,0,31,140.8938
HF004,3,GSWS10,1986,1986,4,0.107,0.58,0.03,2.698,3.009,A,0,30,76.4286
HF004,3,GSWS10,1986,1986,5,0.118,0.433,0.023,2.985,3.44,A,0,31,87.376
HF004,3,GSWS10,1986,1986,6,0.017,0.035,0.006,0.441,0.49,A,0,30,12.446
HF004,3,GSWS10,1986,1986,7,0.009,0.11,0.002,0.221,0.253,A,0,31,6.4262
HF004,3,GSWS10,1986,1986,8,0.003,0.006,0.001,0.08,0.092,E,20,31,2.3368
HF004,3,GSWS10,1986,1986,9,0.046,0.688,0.002,1.178,1.312,E,19,30,33.3248
HF004,3,GSWS10,1987,1986,10,0.03,0.331,0.005,0.762,0.875,A,0,31,22.225
HF004,3,GSWS10,1987,1986,11,0.484,3.095,0.028,12.244,13.659,A,0,30,346.9386
HF004,3,GSWS10,1987,1986,12,0.154,0.353,0.069,3.899,4.494,A,0,31,114.1476
HF004,3,GSWS10,1987,1987,1,0.342,2.148,0.058,8.654,9.979,E,4,31,253.4666
HF004,3,GSWS10,1987,1987,2,0.304,1.579,0.075,7.676,7.994,A,0,28,203.0476
HF004,3,GSWS10,1987,1987,3,0.209,0.84,0.063,5.281,6.087,E,2,31,154.6098
HF004,3,GSWS10,1987,1987,4,0.059,0.135,0.032,1.485,1.657,A,0,30,42.0878
HF004,3,GSWS10,1987,1987,5,0.028,0.079,0.014,0.715,0.824,A,0,31,20.9296
HF004,3,GSWS10,1987,1987,6,0.013,0.038,0.007,0.339,0.377,A,0,30,9.5758
HF004,3,GSWS10,1987,1987,7,0.009,0.108,0.005,0.224,0.254,E,13,31,6.4516
HF004,3,GSWS10,1987,1987,8,0.003,0.007,0.002,0.085,0.103,A,0,31,2.6162
HF004,3,GSWS10,1987,1987,9,0.002,0.012,0.001,0.05,0.057,A,0,30,1.4478
HF004,3,GSWS10,1988,1987,10,0.001,0.003,0,0.032,0.037,A,0,31,0.9398
HF004,3,GSWS10,1988,1987,11,0.015,0.174,0.001,0.385,0.428,A,0,30,10.8712
HF004,3,GSWS10,1988,1987,12,0.217,3.114,0.013,5.486,6.327,A,0,31,160.7058
HF004,3,GSWS10,1988,1988,1,0.435,3.107,0.054,10.993,12.671,A,0,31,321.8434
HF004,3,GSWS10,1988,1988,2,0.162,0.684,0.056,4.102,4.425,A,0,29,112.395
HF004,3,GSWS10,1988,1988,3,0.258,1.12,0.048,6.531,7.53,A,0,31,191.262
HF004,3,GSWS10,1988,1988,4,0.197,0.732,0.062,4.993,5.568,A,0,30,141.4272
HF004,3,GSWS10,1988,1988,5,0.148,0.506,0.036,3.741,4.314,A,0,31,109.5756
HF004,3,GSWS10,1988,1988,6,0.131,1.167,0.03,3.327,3.709,A,0,30,94.2086
HF004,3,GSWS10,1988,1988,7,0.013,0.034,0.006,0.331,0.381,A,0,31,9.6774
HF004,3,GSWS10,1988,1988,8,0.004,0.007,0.002,0.109,0.127,A,0,31,3.2258
HF004,3,GSWS10,1988,1988,9,0.004,0.091,0.001,0.101,0.111,A,0,30,2.8194
HF004,3,GSWS10,1989,1988,10,0.003,0.006,0.001,0.08,0.088,A,0,31,2.2352
HF004,3,GSWS10,1989,1988,11,0.469,2.177,0.004,11.866,13.241,A,0,30,336.3214
HF004,3,GSWS10,1989,1988,12,0.149,0.786,0.044,3.762,4.336,A,0,31,110.1344
HF004,3,GSWS10,1989,1989,1,0.512,5.721,0.142,12.961,14.942,E,2,31,379.5268
HF004,3,GSWS10,1989,1989,2,0.254,1.186,0.056,6.419,6.684,A,1,28,169.7736
HF004,3,GSWS10,1989,1989,3,0.463,1.895,0.133,11.705,13.496,E,14,31,342.7984
HF004,3,GSWS10,1989,1989,4,0.151,0.909,0.032,3.829,4.273,E,4,30,108.5342
HF004,3,GSWS10,1989,1989,5,0.029,0.157,0.012,0.745,0.859,A,0,31,21.8186
HF004,3,GSWS10,1989,1989,6,0.015,0.034,0.007,0.374,0.417,A,0,30,10.5918
HF004,3,GSWS10,1989,1989,7,0.006,0.026,0.002,0.146,0.169,A,0,31,4.2926
HF004,3,GSWS10,1989,1989,8,0.006,0.142,0,0.144,0.165,A,0,31,4.191
HF004,3,GSWS10,1989,1989,9,0.001,0.002,0,0.022,0.027,A,0,30,0.6858
HF004,3,GSWS10,1990,1989,10,0.006,0.112,0,0.161,0.185,A,0,31,4.699
HF004,3,GSWS10,1990,1989,11,0.074,0.68,0.002,1.875,2.091,A,0,30,53.1114
HF004,3,GSWS10,1990,1989,12,0.086,0.944,0.013,2.183,2.515,A,0,31,63.881
HF004,3,GSWS10,1990,1990,1,0.481,3.824,0.036,12.176,14.04,A,0,31,356.616
HF004,3,GSWS10,1990,1990,2,0.451,2.012,0.112,11.419,11.889,A,0,28,301.9806
HF004,3,GSWS10,1990,1990,3,0.207,0.572,0.039,5.241,6.043,A,0,31,153.4922
HF004,3,GSWS10,1990,1990,4,0.189,4.153,0.015,4.79,5.343,A,0,30,135.7122
HF004,3,GSWS10,1990,1990,5,0.069,0.285,0.028,1.741,2.009,A,0,31,51.0286
HF004,3,GSWS10,1990,1990,6,0.091,0.543,0.021,2.303,2.568,A,0,30,65.2272
HF004,3,GSWS10,1990,1990,7,0.018,0.044,0.006,0.455,0.525,A,0,31,13.335
HF004,3,GSWS10,1990,1990,8,0.007,0.106,0.003,0.186,0.215,A,0,31,5.461
HF004,3,GSWS10,1990,1990,9,0.004,0.032,0.001,0.107,0.119,A,0,30,3.0226
HF004,3,GSWS10,1991,1990,10,0.03,0.457,0.002,0.744,0.861,A,0,31,21.8694
HF004,3,GSWS10,1991,1990,11,0.247,2.252,0.035,6.244,6.969,A,0,30,177.0126
HF004,3,GSWS10,1991,1990,12,0.184,0.524,0.051,4.661,5.373,A,0,31,136.4742
HF004,3,GSWS10,1991,1991,1,0.321,2.142,0.039,8.11,9.349,A,0,31,237.4646
HF004,3,GSWS10,1991,1991,2,0.24,1.263,0.044,6.072,6.325,A,0,28,160.655
HF004,3,GSWS10,1991,1991,3,0.217,1.336,0.056,5.489,6.327,A,0,31,160.7058
HF004,3,GSWS10,1991,1991,4,0.196,1.481,0.062,4.969,5.544,A,0,30,140.8176
HF004,3,GSWS10,1991,1991,5,0.15,0.546,0.046,3.79,4.369,A,0,31,110.9726
HF004,3,GSWS10,1991,1991,6,0.031,0.053,0.021,0.793,0.886,A,0,30,22.5044
HF004,3,GSWS10,1991,1991,7,0.014,0.211,0.008,0.347,0.402,A,0,31,10.2108
HF004,3,GSWS10,1991,1991,8,0.007,0.032,0.002,0.179,0.203,A,0,31,5.1562
HF004,3,GSWS10,1991,1991,9,0.002,0.003,0.001,0.047,0.054,A,0,30,1.3716
HF004,3,GSWS10,1992,1991,10,0.013,0.225,0,0.333,0.385,A,0,31,9.779
HF004,3,GSWS10,1992,1991,11,0.305,2.459,0.007,7.71,8.603,A,0,30,218.5162
HF004,3,GSWS10,1992,1991,12,0.264,2.429,0.035,6.682,7.702,A,0,31,195.6308
HF004,3,GSWS10,1992,1992,1,0.137,0.379,0.032,3.464,3.992,A,0,31,101.3968
HF004,3,GSWS10,1992,1992,2,0.255,1.813,0.038,6.461,6.968,A,0,29,176.9872
HF004,3,GSWS10,1992,1992,3,0.038,0.087,0.014,0.965,1.109,A,0,31,28.1686
HF004,3,GSWS10,1992,1992,4,0.224,1.889,0.01,5.664,6.321,A,0,30,160.5534
HF004,3,GSWS10,1992,1992,5,0.019,0.058,0.008,0.486,0.562,A,0,31,14.2748
HF004,3,GSWS10,1992,1992,6,0.006,0.021,0.002,0.148,0.165,A,0,30,4.191
HF004,3,GSWS10,1992,1992,7,0.004,0.013,0.001,0.09,0.103,A,0,31,2.6162
HF004,3,GSWS10,1992,1992,8,0.001,0.003,0,0.022,0.022,A,0,31,0.5588
HF004,3,GSWS10,1992,1992,9,0.004,0.182,0,0.093,0.103,A,0,30,2.6162
HF004,3,GSWS10,1993,1992,10,0.018,0.704,0,0.442,0.513,A,0,31,13.0302
HF004,3,GSWS10,1993,1992,11,0.203,2.877,0.006,5.141,5.737,A,0,30,145.7198
HF004,3,GSWS10,1993,1992,12,0.433,1.501,0.081,10.953,12.627,A,0,31,320.7258
HF004,3,GSWS10,1993,1993,1,0.308,1.36,0.06,7.784,8.975,A,0,31,227.965
HF004,3,GSWS10,1993,1993,2,0.175,0.356,0.079,4.419,4.604,A,0,28,116.9416
HF004,3,GSWS10,1993,1993,3,0.462,2.006,0.079,11.686,13.473,A,0,31,342.2142
HF004,3,GSWS10,1993,1993,4,0.442,1.689,0.081,11.167,12.456,A,0,30,316.3824
HF004,3,GSWS10,1993,1993,5,0.185,0.641,0.049,4.673,5.386,A,0,31,136.8044
HF004,3,GSWS10,1993,1993,6,0.102,0.46,0.021,2.567,2.863,A,0,30,72.7202
HF004,3,GSWS10,1993,1993,7,0.017,0.044,0.01,0.426,0.488,E,7,31,12.3952
HF004,3,GSWS10,1993,1993,8,0.006,0.015,0.002,0.145,0.168,A,0,31,4.2672
HF004,3,GSWS10,1993,1993,9,0.004,0.009,0.001,0.093,0.104,A,0,30,2.6416
HF004,3,GSWS10,1994,1993,10,0.008,0.198,0.001,0.199,0.23,A,0,31,5.842
HF004,3,GSWS10,1994,1993,11,0.007,0.097,0.001,0.17,0.188,A,0,30,4.7752
HF004,3,GSWS10,1994,1993,12,0.101,1.125,0.005,2.557,2.947,A,0,31,74.8538
HF004,3,GSWS10,1994,1994,1,0.298,2.136,0.036,7.532,8.683,A,0,31,220.5482
HF004,3,GSWS10,1994,1994,2,0.271,2.721,0.028,6.852,7.133,A,0,28,181.1782
HF004,3,GSWS10,1994,1994,3,0.166,0.79,0.049,4.21,4.856,A,0,31,123.3424
HF004,3,GSWS10,1994,1994,4,0.149,0.676,0.033,3.756,4.188,A,0,30,106.3752
HF004,3,GSWS10,1994,1994,5,0.023,0.085,0.012,0.589,0.679,A,0,31,17.2466
HF004,3,GSWS10,1994,1994,6,0.033,0.167,0.007,0.834,0.929,A,0,30,23.5966
HF004,3,GSWS10,1994,1994,7,0.007,0.01,0.005,0.178,0.203,A,0,31,5.1562
HF004,3,GSWS10,1994,1994,8,0.003,0.007,0.001,0.068,0.08,A,0,31,2.032
HF004,3,GSWS10,1994,1994,9,0.002,0.007,0.001,0.06,0.067,A,0,30,1.7018
HF004,3,GSWS10,1995,1994,10,0.03,0.957,0,0.761,0.876,A,0,31,22.2504
HF004,3,GSWS10,1995,1994,11,0.292,2.941,0.056,7.392,8.249,A,0,30,209.5246
HF004,3,GSWS10,1995,1994,12,0.387,2.815,0.101,9.8,11.299,A,0,31,286.9946
HF004,3,GSWS10,1995,1995,1,0.498,3.734,0.089,12.591,14.517,A,0,31,368.7318
HF004,3,GSWS10,1995,1995,2,0.401,3.523,0.062,10.141,10.56,A,0,28,268.224
HF004,3,GSWS10,1995,1995,3,0.158,0.433,0.06,3.991,4.601,A,0,31,116.8654
HF004,3,GSWS10,1995,1995,4,0.197,0.584,0.049,4.981,5.557,A,0,30,141.1478
HF004,3,GSWS10,1995,1995,5,0.156,0.819,0.033,3.958,4.565,A,0,31,115.951
HF004,3,GSWS10,1995,1995,6,0.043,0.119,0.023,1.079,1.204,A,0,30,30.5816
HF004,3,GSWS10,1995,1995,7,0.022,0.11,0.014,0.548,0.631,A,0,31,16.0274
HF004,3,GSWS10,1995,1995,8,0.012,0.067,0.007,0.316,0.368,A,0,31,9.3472
HF004,3,GSWS10,1995,1995,9,0.012,0.063,0.003,0.309,0.346,A,0,30,8.7884
HF004,3,GSWS10,1996,1995,10,0.041,0.386,0.008,1.045,1.206,A,0,31,30.6324
HF004,3,GSWS10,1996,1995,11,0.514,2.746,0.014,12.991,14.491,A,0,30,368.0714
HF004,3,GSWS10,1996,1995,12,0.63,3.185,0.067,15.932,18.367,A,0,31,466.5218
HF004,3,GSWS10,1996,1996,1,0.604,2.34,0.179,15.285,17.622,A,0,31,447.5988
HF004,3,GSWS10,1996,1996,2,0.767,6.849,0.119,19.415,20.94,E,5,29,531.876
HF004,3,GSWS10,1996,1996,3,0.111,0.467,0.044,2.819,3.251,A,0,31,82.5754
HF004,3,GSWS10,1996,1996,4,0.312,2.177,0.041,7.901,8.815,A,0,30,223.901
HF004,3,GSWS10,1996,1996,5,0.195,0.745,0.041,4.932,5.684,A,0,31,144.3736
HF004,3,GSWS10,1996,1996,6,0.038,0.195,0.021,0.97,1.083,A,0,30,27.5082
HF004,3,GSWS10,1996,1996,7,0.015,0.024,0.009,0.375,0.432,A,0,31,10.9728
HF004,3,GSWS10,1996,1996,8,0.013,0.026,0.006,0.315,0.363,A,0,31,9.2202
HF004,3,GSWS10,1996,1996,9,0.009,0.154,0.004,0.223,0.249,A,0,30,6.3246
HF004,3,GSWS10,1997,1996,10,0.052,0.695,0.003,1.321,1.523,A,0,31,38.6842
HF004,3,GSWS10,1997,1996,11,0.445,4.209,0.012,11.26,12.565,A,0,30,319.151
HF004,3,GSWS10,1997,1996,12,1.114,4.829,0.144,28.184,32.493,A,0,31,825.3222
HF004,3,GSWS10,1997,1997,1,0.475,3.727,0.095,12.006,13.843,A,0,31,351.6122
HF004,3,GSWS10,1997,1997,2,0.278,2.243,0.083,7.023,7.31,A,0,28,185.674
HF004,3,GSWS10,1997,1997,3,0.471,1.91,0.077,11.906,13.726,A,0,31,348.6404
HF004,3,GSWS10,1997,1997,4,0.246,1.229,0.067,6.23,6.951,A,0,30,176.5554
HF004,3,GSWS10,1997,1997,5,0.099,0.463,0.024,2.511,2.895,A,0,31,73.533
HF004,3,GSWS10,1997,1997,6,0.028,0.09,0.009,0.719,0.802,A,0,30,20.3708
HF004,3,GSWS10,1997,1997,7,0.014,0.033,0.005,0.359,0.414,A,0,31,10.5156
HF004,3,GSWS10,1997,1997,8,0.006,0.08,0.003,0.145,0.167,A,1,31,4.2418
HF004,3,GSWS10,1997,1997,9,0.013,0.252,0.002,0.324,0.362,E,2,30,9.1948
HF004,3,GSWS10,1998,1997,10,0.106,2.493,0.004,2.68,3.09,A,0,31,78.486
HF004,3,GSWS10,1998,1997,11,0.077,0.426,0.017,1.945,2.17,A,0,30,55.118
HF004,3,GSWS10,1998,1997,12,0.174,1.578,0.039,4.404,5.077,A,0,31,128.9558
HF004,3,GSWS10,1998,1998,1,0.625,2.732,0.056,15.806,18.223,A,0,31,462.8642
HF004,3,GSWS10,1998,1998,2,0.271,1.641,0.075,6.866,7.15,A,0,28,181.61
HF004,3,GSWS10,1998,1998,3,0.23,0.692,0.056,5.816,6.705,A,0,31,170.307
HF004,3,GSWS10,1998,1998,4,0.076,0.202,0.019,1.933,2.156,A,0,30,54.7624
HF004,3,GSWS10,1998,1998,5,0.101,0.334,0.024,2.556,2.947,E,11,31,74.8538
HF004,3,GSWS10,1998,1998,6,0.045,0.166,0.02,1.149,1.282,A,0,30,32.5628
HF004,3,GSWS10,1998,1998,7,0.014,0.048,0.007,0.348,0.402,E,5,31,10.2108
HF004,3,GSWS10,1998,1998,8,0.006,0.012,0.003,0.162,0.187,A,0,31,4.7498
HF004,3,GSWS10,1998,1998,9,0.005,0.047,0.003,0.126,0.141,A,0,30,3.5814
HF004,3,GSWS10,1999,1998,10,0.013,0.222,0.003,0.333,0.384,A,0,31,9.7536
HF004,3,GSWS10,1999,1998,11,0.336,3.35,0.005,8.487,9.47,A,0,30,240.538
HF004,3,GSWS10,1999,1998,12,0.724,6.502,0.065,18.324,21.126,A,0,31,536.6004
HF004,3,GSWS10,1999,1999,1,0.521,2.182,0.085,13.182,15.196,A,0,31,385.9784
HF004,3,GSWS10,1999,1999,2,0.675,1.927,0.144,17.069,17.776,A,0,28,451.5104
HF004,3,GSWS10,1999,1999,3,0.207,1.074,0.062,5.234,6.033,A,0,31,153.2382
HF004,3,GSWS10,1999,1999,4,0.101,0.224,0.037,2.559,2.855,A,0,30,72.517
HF004,3,GSWS10,1999,1999,5,0.165,0.587,0.043,4.175,4.813,A,0,31,122.2502
