STCODE,ENTITY,SITECODE,WATERYEAR,YEAR,MONTH,TYPE,MEAN_LPS,Q_AREA_MO,QCODE_MO,PH_MO,PHCODE_MO,COND_MO,CONDCODE_MO,ALK_MO,ALKCODE_MO,SSED_MO,SSEDCODE_MO,SI_MO,SICODE_MO,UTP_MO,UTPCODE_MO,TDP_MO,TDPCODE_MO,PO4P_MO,PO4PCODE_MO,PARTP_MO,PARTPCODE_MO,UTN_MO,UTNCODE_MO,TDN_MO,TDNCODE_MO,DON_MO,DONCODE_MO,PARTN_MO,PARTNCODE_MO,UTKN_MO,UTKNCODE_MO,TKN_MO,TKNCODE_MO,NH3N_MO,NH3NCODE_MO,NO3N_MO,NO3NCODE_MO,NA_MO,NACODE_MO,K_MO,KCODE_MO,CA_MO,CACODE_MO,MG_MO,MGCODE_MO,SO4S_MO,SO4SCODE_MO,CL_MO,CLCODE_MO,DOC_MO,DOCCODE_MO
CF002,2,"GSMACK",1993,1993,8,F,37.97,1.75,A,7.40,A,36.68,A,17.92,A,8.24,A,8.41,A,0.036,A,0.023,A,0.011,A,0.013,D,0.15,D,0.07,D,0.02,D*,0.08,D,0.12,A,0.04,A,0.017,*,0.036,A,1.93,A,0.47,A,3.30,A,1.17,A,0.11,A,0.77,A,,N
CF002,2,"GSMACK",1993,1993,9,F,21.52,0.96,A,7.47,A,38.81,A,19.00,A,6.92,A,8.58,A,0.031,A,0.021,A,0.009,A,0.011,D,0.13,D,0.08,D,0.03,D*,0.06,D,0.09,A,0.03,A,0.003,*,0.049,A,2.04,A,0.50,A,3.38,A,1.21,A,0.11,A,0.60,A,,N
CF002,2,"GSMACK",1994,1993,10,F,21.91,1.01,A,7.50,A,38.53,A,18.67,A,7.60,A,8.60,A,0.049,A,0.031,A,0.009,A,0.018,D,0.15,D,0.07,D,0.03,D,0.08,D,0.11,A,0.03,A,0.005,*,0.039,A,2.08,A,0.48,A,3.36,A,1.25,A,0.15,A,0.76,A,,N
CF002,2,"GSMACK",1994,1993,11,F,27.80,1.24,A,7.49,A,35.35,A,17.58,A,5.74,A,7.98,A,0.027,A,0.017,A,0.009,A,0.010,D,0.17,D,0.09,D,0.02,D,0.08,D,0.11,A,0.03,A,0.006,*,0.061,A,1.89,A,0.41,A,3.17,A,1.17,A,0.15,A,0.85,A,,N
CF002,2,"GSMACK",1994,1993,12,F,182.04,8.39,A,7.37,A,28.02,A,12.71,A,8.35,A,6.61,A,0.030,A,0.021,A,0.010,A,0.009,D,0.30,D,0.21,D,0.04,D,0.09,D,0.13,A,0.04,A,0.005,*,0.172,A,1.43,A,0.35,A,2.47,A,0.90,A,0.12,A,1.15,A,,N
CF002,2,"GSMACK",1994,1994,1,F,505.54,23.30,A,7.24,A,25.91,A,12.58,A,8.14,A,6.47,A,0.031,A,0.014,A,0.008,A,0.016,D,0.20,D,0.13,D,0.04,D*,0.06,D,0.10,A,0.04,A,0.003,*,0.100,A,1.37,A,0.32,A,2.30,A,0.83,A,0.10,A,0.86,A,,N
CF002,2,"GSMACK",1994,1994,2,F,241.42,10.05,A,7.33,A,25.30,A,12.83,A,3.32,A,4.97,I,0.021,A,0.015,A,0.013,A,0.006,D,0.14,ID,0.11,ID,0.03,D*,0.02,D,0.05,A,0.03,A,0.003,*,0.075,I,1.37,A,0.30,A,2.27,A,0.83,A,0.10,A,0.51,A,,N
CF002,2,"GSMACK",1994,1994,3,F,532.66,24.55,A,7.30,A,23.74,A,12.04,A,3.08,A,5.41,A,0.018,A,0.014,A,0.012,A,0.005,D,0.13,D,0.11,D,0.03,D,0.02,D,0.05,A,0.03,A,0.003,*,0.075,A,1.29,A,0.29,A,2.15,A,0.78,A,0.09,A,0.45,A,,N
CF002,2,"GSMACK",1994,1994,4,F,435.62,19.43,A,7.31,A,24.89,A,12.54,A,1.75,A,6.39,A,0.014,A,0.011,A,0.005,A,0.002,D,0.11,D,0.10,D,0.02,D,0.01,D,0.04,A,0.03,A,0.006,*,0.066,A,1.32,A,0.30,A,2.24,A,0.80,A,0.09,A,0.50,A,,N
CF002,2,"GSMACK",1994,1994,5,F,155.57,7.17,A,7.40,A,29.14,A,14.54,A,4.99,A,7.04,A,0.026,A,0.016,A,0.008,A,0.011,D,0.13,D,0.06,D,0.02,D,0.07,D,0.10,A,0.03,A,0.006,*,0.029,A,1.53,A,0.35,A,2.59,A,0.94,A,0.12,A,0.61,A,,N
CF002,2,"GSMACK",1994,1994,6,F,165.91,7.40,A,7.40,A,28.52,A,15.04,A,4.12,A,7.13,A,0.028,A,0.020,A,0.007,A,0.008,D,0.10,D,0.06,D,0.03,D,0.04,D,0.07,A,0.03,A,0.005,*,0.028,A,1.51,A,0.36,A,2.59,A,0.95,A,0.08,A,0.64,A,,N
CF002,2,"GSMACK",1994,1994,7,F,47.95,2.21,A,7.50,A,34.94,A,18.12,A,7.33,A,8.31,A,0.034,A,0.024,A,0.010,A,0.010,D,0.14,D,0.07,D,0.02,D,0.07,D,0.10,A,0.03,A,0.009,*,0.033,A,1.86,A,0.46,A,3.12,A,1.13,A,0.12,A,0.81,A,,N
CF002,2,"GSMACK",1994,1994,8,F,21.05,0.97,A,7.50,A,37.86,A,19.04,A,8.91,A,8.72,A,0.034,A,0.021,A,0.009,A,0.013,D,0.16,D,0.07,D,0.02,D,0.08,D,0.12,A,0.03,A,0.010,*,0.037,A,2.03,A,0.49,A,3.30,A,1.19,A,0.13,A,0.85,A,,N
CF002,2,"GSMACK",1994,1994,9,P,19.28,0.86,A,,N,,N,,N,22.74,A,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
CF002,2,"GSMACK",1995,1994,10,P,66.18,3.05,A,,N,,N,,N,2658.40,A,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
CF002,2,"GSMACK",1995,1994,11,P,215.23,9.60,A,,N,,N,,N,1645.50,A,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
CF002,2,"GSMACK",1995,1994,12,P,509.66,23.49,A,7.30,I,25.50,I,12.87,I,1447.60,A,6.54,I,0.040,I,0.015,I,0.006,I,0.025,ID,0.21,ID,0.08,ID,0.02,ID,0.13,ID,0.16,I,0.03,I,0.009,I*,0.047,I,1.37,I,0.30,I,2.30,I,0.81,I,0.10,I,1.14,I,,N
CF002,2,"GSMACK",1995,1995,1,P,649.82,29.95,A,7.20,A,24.79,A,13.37,A,920.09,A,6.14,A,0.143,I,0.015,A,0.006,A,0.130,ID,0.70,D,0.10,D,0.03,D,0.60,D,0.64,A,0.04,A,0.010,*,0.052,A,1.35,A,0.31,A,2.25,A,0.79,A,0.11,A,0.74,A,,N
CF002,2,"GSMACK",1995,1995,2,P,774.21,32.23,A,7.26,A,22.15,A,11.46,A,155.85,A,5.69,A,0.094,A,0.015,A,0.007,A,0.079,D,0.35,D,0.10,D,0.03,D,0.25,D,0.29,A,0.04,A,0.015,*,0.061,A,1.24,A,0.26,A,1.94,A,0.70,A,0.09,A,0.71,A,,N
CF002,2,"GSMACK",1995,1995,3,F,302.24,13.93,A,7.31,A,23.99,A,12.83,A,0.94,A,6.42,A,0.017,A,0.014,A,0.007,A,0.004,D,0.09,D,0.09,D,0.02,D,0.00,D,0.03,A,0.03,A,0.006,*,0.056,A,1.32,A,0.28,A,2.14,A,0.78,A,0.07,A,0.60,A,,N
CF002,2,"GSMACK",1995,1995,4,F,385.18,17.18,A,7.37,Q,25.60,A,12.71,A,1.69,A,6.37,A,0.014,A,0.011,A,0.007,A,0.004,D,0.09,D,0.08,D,0.02,D,0.01,D,0.04,A,0.03,A,0.007,*,0.048,A,1.32,A,0.28,A,2.18,A,0.79,A,0.07,A,0.60,A,,N
CF002,2,"GSMACK",1995,1995,5,F,404.21,18.63,A,7.50,Q,26.79,A,12.92,A,1.78,A,6.52,A,0.014,A,0.010,A,0.007,A,0.003,D,0.08,D,0.06,D,0.01,D,0.02,D,0.04,A,0.02,A,0.011,*,0.038,A,1.35,A,0.29,A,2.28,A,0.80,A,0.07,A,0.63,A,,N
CF002,2,"GSMACK",1995,1995,6,F,148.20,6.61,A,7.66,Q,31.97,Q,15.33,Q,10.69,A,7.44,A,0.036,A,0.016,A,0.007,A,0.019,D,0.18,D,0.07,D,0.04,D,0.11,D,0.16,A,0.05,A,0.015,A,0.019,A,1.62,A,0.39,A,2.76,A,0.93,A,0.09,A,0.66,A,,N
CF002,2,"GSMACK",1995,1995,7,F,60.97,2.81,A,7.50,Q,33.46,Q,16.54,Q,14.23,A,7.95,A,0.044,A,0.017,A,0.008,A,0.027,D,0.23,D,0.08,D,0.05,D,0.15,D,0.20,A,0.05,A,0.010,*,0.025,A,1.77,A,0.43,A,3.01,A,0.99,A,0.08,A,0.72,A,,N
CF002,2,"GSMACK",1995,1995,8,G,31.24,1.44,A,7.50,A,36.62,A,18.33,A,0.54,A,8.62,A,0.023,A,0.019,A,0.010,A,0.004,D,0.07,D,0.07,D,0.03,D,0.00,D,0.03,A,0.03,A,0.005,*,0.043,A,1.97,A,0.47,A,4.55,A,1.13,A,0.11,A,0.64,A,,N
CF002,2,"GSMACK",1995,1995,9,G,33.41,1.49,E,7.50,A,36.96,A,17.87,A,1.44,A,8.29,A,0.027,A,0.023,A,0.012,A,0.004,D,0.16,D,0.15,D,0.04,D,0.01,D,0.06,A,0.05,A,0.009,*,0.100,A,1.95,A,0.48,A,4.89,A,1.22,A,0.10,A,0.60,A,,N
CF002,2,"GSMACK",1996,1995,10,G,126.06,5.81,E,7.46,A,29.89,A,14.87,A,0.91,Q,7.47,A,0.020,A,0.016,A,0.009,A,0.004,D,0.15,D,0.13,D,0.03,D,0.01,D,0.05,A,0.04,A,0.006,*,0.095,A,1.59,A,0.38,A,2.68,A,0.98,A,0.09,A,0.63,A,,N
CF002,2,"GSMACK",1996,1995,11,G,1028.19,45.86,A,7.34,A,24.30,A,12.21,A,1.21,Q,6.29,A,0.024,A,0.018,A,0.007,A,0.007,D,0.14,D,0.13,D,0.03,D,0.01,D,0.05,A,0.04,A,0.010,*,0.084,A,1.30,A,0.30,A,2.21,A,0.79,A,0.06,A,0.65,A,,N
CF002,2,"GSMACK",1996,1995,12,P,932.31,42.97,E,7.23,A,23.52,A,11.83,A,3.83,A,6.17,A,0.022,A,0.014,A,0.007,A,0.008,D,0.11,D,0.10,D,0.03,D*,0.02,D,0.05,A,0.03,A,0.007,*,0.061,A,1.26,A,0.28,A,2.14,A,0.75,A,0.12,A,0.61,A,,N
CF002,2,"GSMACK",1996,1996,1,F,569.11,26.23,A,7.23,A,23.61,A,11.96,A,11.87,A,6.20,A,0.025,A,0.011,A,0.006,A,0.014,D,0.10,D,0.08,D,0.03,D*,0.02,D,0.05,A,0.03,A,0.004,*,0.057,A,1.28,A,0.29,A,2.18,A,0.77,A,0.09,A,0.57,A,,N
CF002,2,"GSMACK",1996,1996,2,P,1321.08,56.96,E,7.11,I,18.84,I,12.08,I,2200.90,I,4.31,I,0.441,I,0.014,I,0.005,I,0.428,ID,2.61,ID,0.10,ID,0.06,ID,2.51,ID,2.58,I,0.07,I,0.013,I*,0.026,I,1.40,I,0.24,I,1.66,I,0.55,I,0.11,I,0.56,I,,N
CF002,2,"GSMACK",1996,1996,3,P,380.78,17.55,E,7.30,I,22.20,I,11.25,I,0.03,I,6.05,I,0.016,I,0.017,I,0.006,I,0.000,ID,0.10,ID,0.11,ID,0.03,ID,0.00,ID,0.03,I,0.04,I,0.010,I*,0.068,I,1.25,I,0.27,I,1.89,I,0.65,I,0.08,I,0.61,I,,N
CF002,2,"GSMACK",1996,1996,4,G,704.66,31.43,A,7.30,A,21.15,A,10.96,A,0.24,A,5.99,A,0.015,A,0.014,A,0.006,A,0.002,D,0.08,D,0.09,D,0.04,D,0.00,D,0.03,A,0.04,A,0.005,*,0.049,A,1.20,A,0.25,A,1.88,A,0.63,A,0.09,A,0.61,A,,N
CF002,2,"GSMACK",1996,1996,5,G,466.48,21.50,A,7.33,A,25.09,A,13.04,A,0.18,A,6.69,A,0.015,A,0.012,A,0.006,A,0.003,D,0.04,D,0.04,D,0.01,D,0.01,D,0.03,A,0.02,A,0.007,*,0.020,A,1.35,A,0.30,A,2.18,A,0.79,A,0.05,A,0.43,A,,N
CF002,2,"GSMACK",1996,1996,6,G,121.97,5.44,A,7.45,A,29.37,A,14.96,A,0.07,A,7.49,A,0.017,A,0.015,A,0.007,A,0.002,D,0.04,D,0.04,D,0.03,D,0.00,D,0.03,A,0.03,A,0.005,*,0.013,A,1.59,A,0.36,A,2.47,A,0.91,A,0.06,I,0.49,I,,N
CF002,2,"GSMACK",1996,1996,7,G,59.02,2.72,A,7.50,A,33.13,A,16.67,A,0.14,A,8.38,A,0.021,A,0.018,A,0.009,A,0.003,D,0.06,D,0.05,D,0.02,D,0.01,D,0.04,A,0.03,A,0.007,*,0.023,A,1.85,A,0.46,A,2.89,A,1.02,A,0.10,A,0.58,A,,N
CF002,2,"GSMACK",1996,1996,8,G,29.94,1.38,A,7.50,A,34.89,A,17.42,A,0.23,A,8.54,A,0.022,A,0.021,A,0.009,A,0.001,D,0.07,D,0.06,D,0.02,D,0.01,D,0.04,A,0.03,A,0.009,*,0.027,A,1.98,A,0.48,A,2.97,A,1.08,A,0.10,A,0.60,A,,N
CF002,2,"GSMACK",1996,1996,9,P,32.96,1.47,A,7.50,A,35.54,A,17.08,A,7.06,A,8.21,A,0.026,A,0.019,A,0.011,A,0.008,D,0.14,D,0.10,D,0.03,D,0.04,D,0.09,A,0.04,A,0.014,*,0.062,A,1.97,A,0.44,A,3.01,A,1.12,A,0.11,A,0.61,A,,N
CF002,2,"GSMACK",1997,1996,10,P,190.28,8.77,A,7.22,A,27.43,A,13.54,A,69.35,A,6.75,A,0.106,Q,0.020,A,0.009,A,0.086,DQ,0.60,D,0.20,D,0.05,D,0.40,D,0.46,A,0.06,A,0.015,A,0.146,A,1.50,A,0.35,A,2.49,A,0.92,A,0.07,A,0.65,A,,N
CF002,2,"GSMACK",1997,1996,11,F,832.23,37.12,A,7.12,A,23.77,A,12.58,A,364.10,A,5.91,A,0.192,Q,0.016,A,0.007,A,0.176,DQ,1.34,D,0.11,D,0.04,D,1.22,D,1.27,A,0.05,A,0.008,*,0.071,A,1.30,A,0.30,A,2.11,A,0.74,A,0.05,A,0.49,A,,N
CF002,2,"GSMACK",1997,1996,12,F,1348.46,62.15,A,7.20,A,21.71,A,10.87,A,111.35,A,5.57,A,0.093,A,0.014,A,0.005,A,0.079,D,0.49,D,0.06,D,0.02,D,0.43,D,0.45,A,0.03,A,0.007,*,0.039,A,1.19,A,0.26,A,1.90,A,0.66,A,0.04,A,0.50,A,,N
CF002,2,"GSMACK",1997,1997,1,P,794.54,36.62,A,7.17,A,21.87,A,11.37,A,117.87,A,5.86,A,0.105,A,0.014,A,0.006,A,0.091,D,0.57,D,0.07,D,0.02,D,0.49,D,0.53,A,0.04,A,0.013,*,0.037,A,1.24,A,0.27,A,1.97,A,0.70,A,0.07,A,0.50,A,,N
CF002,2,"GSMACK",1997,1997,2,F,503.73,20.97,A,7.15,A,22.09,A,11.54,A,160.84,A,5.92,A,0.142,A,0.013,A,0.006,A,0.129,D,0.74,D,0.07,D,0.02,D,0.67,D,0.71,A,0.04,A,0.013,*,0.033,A,1.30,A,0.27,A,2.00,A,0.71,A,0.09,A,0.57,A,,N
CF002,2,"GSMACK",1997,1997,3,F,812.55,37.45,A,7.23,A,21.16,A,10.96,A,66.20,A,5.80,A,0.069,A,0.014,A,0.005,A,0.055,D,0.35,D,0.07,D,0.02,D,0.29,D,0.32,A,0.03,A,0.008,*,0.036,A,1.26,A,0.26,A,1.89,A,0.68,A,0.09,A,0.64,A,,N
CF002,2,"GSMACK",1997,1997,4,F,630.68,28.13,A,7.20,A,21.41,A,11.25,A,54.17,A,5.79,A,0.072,A,0.014,A,0.005,A,0.058,D,0.41,D,0.08,D,0.04,D,0.33,D,0.38,A,0.05,A,0.009,*,0.039,A,1.20,A,0.28,A,1.94,A,0.70,A,0.08,A,0.62,A,,N
CF002,2,"GSMACK",1997,1997,5,F,344.76,15.89,A,7.24,A,23.68,A,11.92,A,38.30,A,6.03,A,0.068,A,0.015,A,0.005,A,0.053,D,0.29,D,0.09,D,0.04,D,0.21,D,0.26,A,0.06,A,0.011,*,0.031,A,1.26,A,0.29,A,2.06,A,0.74,A,0.08,A,0.73,A,,N
CF002,2,"GSMACK",1997,1997,6,F,137.44,6.13,A,7.31,A,28.02,A,14.33,A,38.19,A,7.21,A,0.092,Q,0.021,A,0.007,A,0.071,DQ,0.45,D,0.09,D,0.03,D,0.36,D,0.42,A,0.06,A,0.025,A,0.030,A,1.55,A,0.37,A,2.52,A,0.94,A,0.06,A,0.41,A,,N
CF002,2,"GSMACK",1997,1997,7,F,87.44,4.03,A,7.40,A,30.87,A,15.87,A,37.52,A,7.85,A,0.084,Q,0.017,A,0.006,A,0.068,DQ,0.43,D,0.08,D,0.04,D,0.35,D,0.40,A,0.05,A,0.014,A,0.031,A,1.76,A,0.41,A,2.83,A,1.05,A,0.09,A,0.69,A,,N
CF002,2,"GSMACK",1997,1997,8,F,40.36,1.86,A,7.40,A,34.65,A,17.17,A,35.03,A,8.42,A,0.074,Q,0.016,A,0.006,A,0.058,DQ,0.42,D,0.08,D,0.04,D,0.33,D,0.38,A,0.05,A,0.010,*,0.035,A,1.97,A,0.46,A,3.12,A,1.15,A,0.11,A,0.84,A,,N
CF002,2,"GSMACK",1997,1997,9,F,53.36,2.38,A,7.34,A,34.92,A,16.71,A,66.20,A,7.98,A,0.107,A,0.014,A,0.004,A,0.093,D,0.69,D,0.12,D,0.05,D,0.57,D,0.63,A,0.06,A,0.010,*,0.064,A,1.97,A,0.48,A,3.14,A,1.09,A,0.11,A,1.27,A,,N
CF002,2,"GSMACK",1998,1997,10,F,298.55,13.76,A,7.09,A,30.87,A,12.96,A,254.86,A,6.72,A,0.320,Q,0.016,A,0.009,A,0.304,DQ,1.55,D,0.19,D,0.06,D,1.36,D,1.44,A,0.08,A,0.027,*,0.107,A,1.62,A,0.38,A,2.52,A,0.90,A,0.11,A,2.59,A,,N
CF002,2,"GSMACK",1998,1997,11,F,247.97,11.06,A,7.17,A,27.80,A,14.42,A,265.84,A,6.46,A,0.327,Q,0.013,A,0.007,A,0.313,DQ,1.45,D,0.19,D,0.05,D,1.26,D,1.33,A,0.07,A,0.025,A,0.109,A,1.49,A,0.34,A,2.33,A,0.85,A,0.10,A,0.85,A,,N
CF002,2,"GSMACK",1998,1997,12,F,211.98,9.77,A,4.31,A,65.26,A,3.12,*,35.73,A,6.77,A,0.066,Q,0.016,A,0.009,A,0.050,DQ,0.45,D,0.19,D,0.05,D,0.26,D,0.37,A,0.11,A,0.060,*,0.083,A,1.68,A,0.42,A,2.64,A,0.94,A,0.11,A,9.48,A,,N
CF002,2,"GSMACK",1998,1998,1,F,905.41,41.73,A,7.20,A,23.48,A,11.50,A,73.76,A,5.85,A,0.110,Q,0.011,A,0.005,A,0.100,DQ,0.58,D,0.13,D,0.03,D,0.45,D,0.49,A,0.04,A,0.012,*,0.085,A,1.30,A,0.27,A,2.08,A,0.72,A,0.07,A,0.77,A,,N
CF002,2,"GSMACK",1998,1998,2,F,263.52,10.97,A,7.26,A,25.61,A,12.33,A,25.37,A,6.45,A,0.052,Q,0.011,A,0.003,A,0.041,DQ,0.30,D,0.11,D,0.03,D,0.19,D,0.23,A,0.04,A,0.011,*,0.066,A,1.46,A,0.30,A,2.27,A,0.80,A,0.08,A,0.79,A,,N
CF002,2,"GSMACK",1998,1998,3,P,513.13,23.65,A,7.23,A,24.82,A,12.08,A,26.08,A,6.27,A,0.052,Q,0.010,A,0.004,A,0.043,DQ,0.33,D,0.13,D,0.03,D,0.20,D,0.24,A,0.04,A,0.012,*,0.080,A,1.40,A,0.30,A,2.14,A,0.78,A,0.10,A,0.69,A,,N
CF002,2,"GSMACK",1998,1998,4,P,302.00,13.47,A,7.30,A,26.09,A,12.08,A,12.93,A,6.24,A,0.031,Q,0.008,A,0.003,*,0.023,DQ,0.30,D,0.17,D,0.06,D,0.13,D,0.21,A,0.08,A,0.026,A,0.082,A,1.50,A,0.37,A,2.18,A,0.79,A,0.10,A,0.63,A,,N
CF002,2,"GSMACK",1998,1998,5,P,407.03,18.76,A,7.32,A,23.28,A,12.50,A,9.96,A,6.33,A,0.031,Q,0.012,A,0.006,*,0.019,DQ,0.25,D,0.14,D,0.03,D,0.11,D,0.18,A,0.07,A,0.035,A,0.065,A,1.43,A,0.33,A,2.25,A,0.81,A,0.15,A,0.73,A,,N
CF002,2,"GSMACK",1998,1998,6,F,180.71,8.06,A,7.40,A,25.95,A,14.33,A,10.63,A,7.05,A,0.036,A,0.017,A,0.008,A,0.019,D,0.25,D,0.12,D,0.02,D,0.13,D,0.20,A,0.07,A,0.051,A,0.044,A,1.59,A,0.38,A,2.60,A,0.92,A,0.11,A,0.52,A,,N
CF002,2,"GSMACK",1998,1998,7,F,69.00,3.18,A,7.47,A,33.70,A,16.62,A,13.61,A,8.18,A,0.042,A,0.018,A,0.008,A,0.024,D,0.26,D,0.11,D,0.04,D,0.15,D,0.22,A,0.07,A,0.027,A,0.044,A,1.98,A,0.49,A,3.01,A,1.07,A,0.11,A,0.83,A,,N
CF002,2,"GSMACK",1998,1998,8,F,33.41,1.54,A,7.50,A,37.24,A,18.17,A,11.59,A,8.74,A,0.047,A,0.023,A,0.015,A,0.024,D,0.31,D,0.18,D,0.05,D,0.12,D,0.25,A,0.13,A,0.076,A,0.057,A,2.14,A,0.56,A,3.30,A,1.15,A,0.14,A,0.93,A,,N
CF002,2,"GSMACK",1998,1998,9,F,23.09,1.03,A,7.50,A,35.79,A,17.87,A,14.14,A,8.68,A,0.048,A,0.017,A,0.010,A,0.030,D,0.29,D,0.16,D,0.05,D,0.13,D,0.20,A,0.07,A,0.024,A,0.086,A,2.18,A,0.52,A,3.32,A,1.18,A,0.11,A,0.82,A,,N
CF002,2,"GSMACK",1999,1998,10,F,60.32,2.78,A,7.40,A,33.60,A,16.37,A,26.96,A,7.87,A,0.063,A,0.016,A,0.009,A,0.046,D,0.43,D,0.22,D,0.04,D,0.21,D,0.29,A,0.07,A,0.030,A,0.143,A,1.92,A,0.45,A,3.11,A,1.13,A,0.12,I,0.77,I,,N
CF002,2,"GSMACK",1999,1998,11,F,592.34,26.42,A,7.21,A,24.04,A,11.46,A,30.19,A,6.03,A,0.053,A,0.018,A,0.013,A,0.035,D,0.37,D,0.26,D,0.04,D,0.11,D,0.22,A,0.11,A,0.072,A,0.159,A,1.33,A,0.32,A,2.24,A,0.79,A,0.09,A,0.74,A,,N
CF002,2,"GSMACK",1999,1998,12,P,939.47,43.30,A,7.20,A,22.17,A,11.17,A,10.71,A,6.12,A,0.023,A,0.011,A,0.009,A,0.012,D,0.15,D,0.12,D,0.02,D,0.03,D,0.07,A,0.04,A,0.016,A,0.086,A,1.27,A,0.28,A,2.13,A,0.75,A,0.09,A,0.69,A,,N
CF002,2,"GSMACK",1999,1999,1,P,596.88,27.51,A,7.20,A,21.71,A,11.29,A,10.70,A,6.10,A,0.024,A,0.014,A,0.008,A,0.010,D,0.15,D,0.11,D,0.01,D,0.04,D,0.08,A,0.04,A,0.024,A,0.074,A,1.26,A,0.28,A,2.10,A,0.73,A,0.08,A,0.62,A,,N
CF002,2,"GSMACK",1999,1999,2,F,406.20,16.91,A,7.25,A,24.79,A,12.37,A,9.47,A,6.54,A,0.021,A,0.010,A,0.006,A,0.011,D,0.14,D,0.08,D,0.01,D,0.05,D,0.09,A,0.04,A,0.029,A,0.042,A,1.39,A,0.29,A,2.27,A,0.81,A,0.09,A,0.64,A,,N
CF002,2,"GSMACK",1999,1999,3,F,473.43,21.82,A,7.25,A,23.41,A,12.08,A,7.95,A,6.42,A,0.025,A,0.017,A,0.007,A,0.008,D,0.14,D,0.10,D,0.01,D,0.04,D,0.09,A,0.05,A,0.043,A,0.052,A,1.33,A,0.29,A,2.13,A,0.80,A,0.09,A,0.60,A,,N
CF002,2,"GSMACK",1999,1999,4,F,504.68,22.51,A,7.30,A,22.95,A,11.79,A,5.20,A,6.20,A,0.018,A,0.009,A,0.006,A,0.010,D,0.14,D,0.10,D,0.00,D,0.04,D,0.07,A,0.03,A,0.033,A,0.064,A,1.29,A,0.29,A,2.05,A,0.74,A,0.09,A,0.61,A,,N
CF002,2,"GSMACK",1999,1999,5,F,896.08,41.30,A,7.24,A,20.32,A,10.58,A,6.56,A,5.64,A,0.023,A,0.010,A,0.005,A,0.012,D,0.16,D,0.13,D,0.04,D,0.03,D,0.09,A,0.06,A,0.020,A,0.078,A,1.16,A,0.26,A,1.87,A,0.64,A,0.07,A,0.57,A,,N
CF002,2,"GSMACK",1999,1999,6,F,492.79,21.98,A,7.20,A,20.79,A,10.67,A,7.95,A,5.62,A,0.025,A,0.010,A,0.006,A,0.014,D,0.20,D,0.15,D,0.03,D,0.05,D,0.12,A,0.06,A,0.031,A,0.082,A,1.18,A,0.28,A,1.88,A,0.62,A,0.11,A,0.51,A,,N
CF002,2,"GSMACK",1999,1999,7,F,111.74,5.15,A,7.34,A,27.47,A,14.17,A,13.03,A,7.20,A,0.035,A,0.019,A,0.009,A,0.016,D,0.24,D,0.14,D,0.05,D,0.10,D,0.19,A,0.09,A,0.042,A,0.048,A,1.60,A,0.41,A,2.54,A,0.88,A,0.14,A,0.48,A,,N
CF002,2,"GSMACK",1999,1999,8,P,57.06,2.63,A,7.50,A,34.86,A,17.67,A,10.22,A,8.38,A,0.037,A,0.020,A,0.010,A,0.017,D,0.24,D,0.15,D,0.05,D,0.10,D,0.19,A,0.09,A,0.042,A,0.056,A,2.02,A,0.53,A,3.19,A,1.11,A,0.16,A,0.61,A,,N
CF002,2,"GSMACK",1999,1999,9,P,32.51,1.45,A,7.50,A,35.19,A,18.08,A,9.28,A,8.57,A,0.035,A,0.013,A,0.010,A,0.022,D,0.24,D,0.15,D,0.05,D,0.09,D,0.16,A,0.07,A,0.022,A,0.077,A,2.07,A,0.48,A,3.24,A,1.05,A,0.16,A,0.64,A,,N
CF002,2,"GSMACK",2000,1999,10,F,37.97,1.75,A,7.42,A,35.14,A,17.54,A,11.93,A,8.39,A,0.043,A,0.016,A,0.011,A,0.027,D,0.25,D,0.15,D,0.04,D,0.10,D,0.15,A,0.05,A,0.011,*,0.101,A,2.01,A,0.46,A,3.20,A,1.12,A,0.13,A,0.74,A,,N
CF002,2,"GSMACK",2000,1999,11,F,602.20,26.86,A,7.12,A,21.28,A,10.96,A,140.35,A,5.56,A,0.092,A,0.015,A,0.010,A,0.077,D,0.59,D,0.18,D,0.05,D,0.41,D,0.47,A,0.06,A,0.015,*,0.124,A,1.27,A,0.33,A,2.01,A,0.66,A,0.11,A,1.06,A,,N
CF002,2,"GSMACK",2000,1999,12,F,699.29,32.23,A,7.17,A,21.05,A,10.83,A,50.46,A,5.74,A,0.040,A,0.011,A,0.007,A,0.029,D,0.26,D,0.12,D,0.04,D,0.14,D,0.18,A,0.04,A,0.008,*,0.080,A,1.24,A,0.30,A,2.00,A,0.66,A,0.09,A,0.90,A,,N
CF002,2,"GSMACK",2000,2000,1,F,431.12,19.87,A,7.20,A,23.08,A,12.00,A,2.35,A,6.42,A,0.014,A,0.014,A,0.007,A,0.001,D,0.08,D,0.07,D,0.02,D,0.01,D,0.03,A,0.02,A,0.005,*,0.041,A,1.33,A,0.30,A,2.16,A,0.82,A,0.09,A,0.63,A,,N
