STCODE,ENTITY,SITECODE,WATERYEAR,YEAR,MONTH,TYPE,MEAN_LPS,Q_AREA_MO,QCODE_MO,PH_MO,PHCODE_MO,COND_MO,CONDCODE_MO,ALK_MO,ALKCODE_MO,SSED_MO,SSEDCODE_MO,SI_MO,SICODE_MO,UTP_MO,UTPCODE_MO,TDP_MO,TDPCODE_MO,PO4P_MO,PO4PCODE_MO,PARTP_MO,PARTPCODE_MO,UTN_MO,UTNCODE_MO,TDN_MO,TDNCODE_MO,DON_MO,DONCODE_MO,PARTN_MO,PARTNCODE_MO,UTKN_MO,UTKNCODE_MO,TKN_MO,TKNCODE_MO,NH3N_MO,NH3NCODE_MO,NO3N_MO,NO3NCODE_MO,NA_MO,NACODE_MO,K_MO,KCODE_MO,CA_MO,CACODE_MO,MG_MO,MGCODE_MO,SO4S_MO,SO4SCODE_MO,CL_MO,CLCODE_MO,DOC_MO,DOCCODE_MO
CF002,2,"GSMACK",1987,1986,10,G,103.28,4.76,A,,N,,N,,N,0.17,A,7.41,A,,N,0.030,A,,N,,N,,N,0.06,D,0.02,D,,N,,N,0.02,A,0.002,A,0.042,A,1.67,A,0.40,A,3.00,E,1.06,A,,N,,N,,N
CF002,2,"GSMACK",1987,1986,11,G,763.85,34.07,E,,N,,N,,N,22.22,A,6.40,A,,N,0.024,A,,N,,N,,N,0.10,D,0.03,D,,N,,N,0.03,A,0.005,A,0.063,A,1.31,A,0.29,A,2.13,E,0.80,A,,N,,N,,N
CF002,2,"GSMACK",1987,1986,12,F,250.60,11.55,A,,N,,N,,N,2.49,A,6.42,A,,N,0.020,A,,N,,N,,N,0.09,D,0.03,D,,N,,N,0.04,A,0.006,A,0.051,A,1.47,A,0.33,A,2.41,E,0.91,A,,N,,N,,N
CF002,2,"GSMACK",1987,1987,1,G,398.35,18.36,A,,N,,N,,N,4.02,A,6.09,A,,N,0.024,A,,N,,N,,N,0.07,D,0.02,D,,N,,N,0.03,A,0.007,A,0.043,A,1.53,A,0.30,A,2.63,E,0.91,A,,N,,N,,N
CF002,2,"GSMACK",1987,1987,2,G,490.52,20.42,A,,N,,N,,N,0.24,A,6.42,A,,N,0.027,A,,N,,N,,N,0.07,D,0.02,D,,N,,N,0.03,A,0.008,A,0.046,A,1.60,A,0.30,A,2.86,E,0.86,A,,N,,N,,N
CF002,2,"GSMACK",1987,1987,3,G,378.39,17.44,A,,N,,N,,N,0.22,A,6.82,I,,N,0.027,A,,N,,N,,N,0.08,D,0.03,D,,N,,N,0.03,A,0.004,A,0.045,A,1.56,A,0.35,A,2.30,E,0.89,A,,N,,N,,N
CF002,2,"GSMACK",1987,1987,4,F,282.72,12.61,A,,N,,N,,N,1.24,A,6.83,A,,N,0.026,A,,N,,N,,N,0.09,D,0.03,D,,N,,N,0.03,A,0.001,A,0.058,A,1.54,A,0.35,A,2.65,E,0.90,A,,N,,N,,N
CF002,2,"GSMACK",1987,1987,5,F,148.41,6.84,A,,N,,N,,N,19.28,A,7.43,A,,N,0.020,A,,N,,N,,N,0.08,D,0.03,D,,N,,N,0.04,A,0.004,A,0.037,A,1.65,A,0.41,A,2.73,E,1.02,A,,N,,N,,N
CF002,2,"GSMACK",1987,1987,6,F,101.11,4.51,A,,N,,N,,N,134.45,A,7.98,A,,N,0.025,A,,N,,N,,N,0.08,D,0.03,D,,N,,N,0.04,A,0.006,A,0.040,A,1.87,A,0.46,A,3.06,E,1.08,A,,N,,N,,N
CF002,2,"GSMACK",1987,1987,7,F,79.19,3.65,A,,N,,N,,N,5.93,A,8.18,A,,N,0.022,A,,N,,N,,N,0.08,D,0.04,D,,N,,N,0.05,A,0.005,A,0.030,A,2.13,A,0.51,A,3.33,E,1.19,A,,N,,N,,N
CF002,2,"GSMACK",1987,1987,8,G,47.30,2.18,A,,N,,N,,N,0.85,A,8.66,A,,N,0.027,A,,N,,N,,N,0.06,D,0.02,D,,N,,N,0.03,A,0.003,A,0.039,A,2.30,A,0.53,A,3.40,E,1.24,A,,N,,N,,N
CF002,2,"GSMACK",1987,1987,9,G,37.89,1.69,A,,N,,N,,N,0.23,A,8.60,A,,N,0.023,A,,N,,N,,N,0.06,D,0.02,D,,N,,N,0.02,A,0.003,A,0.039,A,2.27,A,0.52,A,3.54,E,1.24,A,,N,,N,,N
CF002,2,"GSMACK",1988,1987,10,G,36.67,1.69,A,,N,,N,,N,0.21,A,8.51,A,,N,0.026,A,,N,,N,,N,0.10,D,0.03,D,,N,,N,0.03,A,0.003,A,0.072,A,2.20,A,0.48,A,3.54,E,1.24,A,,N,,N,,N
CF002,2,"GSMACK",1988,1987,11,G,71.30,3.18,A,,N,,N,,N,0.24,A,7.24,A,,N,0.022,A,,N,,N,,N,0.19,D,0.04,D,,N,,N,0.05,A,0.007,A,0.138,A,1.64,A,0.33,A,2.79,A,1.05,A,,N,,N,,N
CF002,2,"GSMACK",1988,1987,12,G,437.84,20.18,A,,N,,N,,N,0.22,A,7.15,A,,N,0.024,A,,N,,N,,N,0.10,D,0.03,D,,N,,N,0.04,A,0.009,A,0.054,A,1.54,A,0.35,A,2.48,A,0.89,A,,N,,N,,N
CF002,2,"GSMACK",1988,1988,1,P,529.40,24.40,A,,N,,N,,N,0.56,A,6.79,A,,N,0.020,A,,N,,N,,N,0.07,D,0.01,D,,N,,N,0.02,A,0.007,A,0.047,A,1.41,A,0.31,A,2.32,A,0.84,A,,N,,N,,N
CF002,2,"GSMACK",1988,1988,2,P,414.46,17.87,A,,N,,N,,N,1.39,A,6.58,A,,N,0.026,A,,N,,N,,N,0.07,D,0.01,D,,N,,N,0.02,A,0.007,A,0.050,A,1.39,A,0.31,A,2.21,A,0.87,A,,N,,N,,N
CF002,2,"GSMACK",1988,1988,3,F,473.21,21.81,A,,N,,N,,N,3.57,A,6.45,A,,N,0.020,A,,N,,N,,N,0.08,D,0.02,D,,N,,N,0.03,A,0.009,A,0.050,A,1.33,A,0.21,A,2.15,A,0.80,A,,N,,N,,N
CF002,2,"GSMACK",1988,1988,4,F,554.90,24.75,A,,N,,N,,N,3.50,A,6.60,A,,N,0.022,A,,N,,N,,N,0.08,D,0.03,D,,N,,N,0.03,A,0.006,A,0.048,A,1.34,A,0.21,A,2.21,A,0.81,A,,N,,N,,N
CF002,2,"GSMACK",1988,1988,5,F,431.33,19.88,A,,N,,N,,N,2.95,A,6.60,A,,N,0.018,A,,N,,N,,N,0.06,D,0.02,D,,N,,N,0.03,A,0.009,A,0.033,A,1.33,A,0.29,A,2.17,A,0.84,A,,N,,N,,N
CF002,2,"GSMACK",1988,1988,6,F,268.14,11.96,A,,N,,N,,N,5.21,A,7.19,A,,N,0.025,A,,N,,N,,N,0.05,D,0.03,D,,N,,N,0.03,A,0.007,A,0.022,A,1.46,A,0.34,A,2.49,A,0.95,A,,N,,N,,N
CF002,2,"GSMACK",1988,1988,7,F,62.05,2.86,A,,N,,N,,N,5.30,A,9.29,A,,N,0.034,A,,N,,N,,N,0.08,D,0.03,D,,N,,N,0.04,A,0.007,A,0.037,A,2.00,A,0.45,A,3.09,A,1.14,A,,N,,N,,N
CF002,2,"GSMACK",1988,1988,8,F,32.11,1.48,A,,N,,N,,N,11.08,A,8.64,A,,N,0.028,A,,N,,N,,N,0.09,D,0.03,D,,N,,N,0.03,A,0.004,A,0.057,A,2.21,A,0.49,A,3.28,A,1.23,A,,N,,N,,N
CF002,2,"GSMACK",1988,1988,9,F,22.20,0.99,A,,N,,N,,N,11.29,A,8.59,A,,N,0.030,A,,N,,N,,N,0.11,D,0.03,D,,N,,N,0.05,A,0.018,A,0.056,A,2.13,A,0.49,A,3.28,A,1.24,A,,N,,N,,N
CF002,2,"GSMACK",1989,1988,10,F,17.79,0.82,A,7.50,A,36.22,A,17.87,A,8.71,A,8.38,A,0.044,A,0.022,A,0.006,A,0.021,D,0.23,D,0.13,D,0.03,D,0.10,D,0.14,A,0.04,A,0.007,A,0.090,A,2.16,A,0.48,A,3.18,A,1.21,A,0.26,A,1.25,A,,N
CF002,2,"GSMACK",1989,1988,11,F,593.46,26.47,A,7.23,A,27.49,I,11.96,A,31.65,A,6.73,A,0.058,A,0.011,A,0.005,A,0.048,D,0.32,D,0.14,D,0.03,D,0.18,D,0.22,A,0.04,A,0.011,A,0.099,A,1.43,A,0.32,A,2.18,A,0.83,A,0.25,A,0.89,A,,N
CF002,2,"GSMACK",1989,1988,12,F,294.21,13.56,A,7.30,A,26.38,A,12.75,A,4.20,A,6.60,A,0.028,A,0.013,A,0.007,A,0.015,D,0.15,D,0.09,D,0.03,D,0.06,D,0.09,A,0.04,A,0.008,A,0.061,A,1.53,A,0.31,A,2.27,A,0.87,A,0.05,A,0.72,A,,N
CF002,2,"GSMACK",1989,1989,1,P,483.19,22.27,A,7.36,A,25.29,A,12.62,A,2.62,A,6.53,A,0.024,A,0.018,A,0.010,A,0.006,D,0.09,D,0.06,D,0.01,D,0.02,D,0.04,A,0.02,A,0.011,A,0.045,A,1.40,A,0.31,A,2.26,A,0.85,A,0.24,A,0.81,A,,N
CF002,2,"GSMACK",1989,1989,2,P,441.52,18.38,A,7.35,A,25.79,A,12.62,A,2.26,A,6.47,A,0.020,A,0.017,A,0.010,A,0.005,D,0.08,D,0.06,D,0.02,D,0.02,D,0.04,A,0.02,A,0.005,A,0.041,A,1.44,A,0.29,A,2.28,A,0.86,A,0.00,A,0.84,A,,N
CF002,2,"GSMACK",1989,1989,3,F,761.13,35.08,A,7.27,A,23.28,A,11.50,A,1.00,A,6.07,A,0.021,A,0.018,A,0.005,A,0.004,D,0.08,D,0.07,D,0.02,D,0.01,D,0.03,A,0.02,A,0.001,A,0.054,A,1.30,A,0.29,A,2.08,A,0.76,A,0.03,A,0.86,A,,N
CF002,2,"GSMACK",1989,1989,4,F,909.13,40.55,A,7.21,A,21.05,A,10.17,A,1.13,A,5.56,A,0.016,A,0.012,A,0.005,A,0.004,D,0.10,D,0.09,D,0.01,D,0.01,D,0.03,A,0.02,A,0.010,A,0.071,A,1.20,A,0.26,A,1.88,A,0.68,A,0.24,A,0.86,A,,N
CF002,2,"GSMACK",1989,1989,5,F,403.34,18.59,A,7.26,A,22.66,A,11.08,A,0.82,A,5.94,A,0.016,A,0.014,A,0.006,A,0.002,D,0.10,D,0.08,D,0.02,D,0.02,D,0.04,A,0.03,A,0.008,A,0.055,A,1.27,A,0.28,A,1.94,A,0.74,A,0.22,A,0.82,A,,N
CF002,2,"GSMACK",1989,1989,6,F,135.87,6.06,A,7.36,A,26.90,A,13.46,A,1.83,A,6.90,A,0.023,A,0.017,A,0.008,A,0.007,D,0.07,D,0.06,D,0.02,D,0.02,D,0.05,A,0.03,A,0.011,A,0.026,A,1.53,A,0.34,A,2.32,A,0.88,A,0.24,A,0.89,A,,N
CF002,2,"GSMACK",1989,1989,7,F,46.21,2.13,A,7.43,A,33.74,A,16.58,A,3.64,A,8.14,A,0.024,A,0.015,A,0.008,A,0.009,D,0.09,D,0.06,D,0.02,D,0.04,D,0.06,A,0.03,A,0.011,A,0.028,A,1.84,A,0.42,A,2.87,A,1.03,A,0.25,A,0.67,A,,N
CF002,2,"GSMACK",1989,1989,8,F,55.33,2.55,A,7.42,A,35.07,A,17.04,A,3.60,A,8.35,A,0.026,A,0.016,A,0.009,A,0.010,D,0.13,D,0.09,D,0.04,D,0.04,D,0.08,A,0.04,A,0.006,A,0.052,A,1.87,A,0.46,A,3.04,A,1.04,A,0.29,A,0.73,A,,N
CF002,2,"GSMACK",1989,1989,9,F,53.14,2.37,A,7.40,A,36.56,A,17.17,A,3.16,A,8.59,A,0.027,A,0.017,A,0.008,A,0.010,D,0.13,D,0.09,D,0.03,D,0.04,D,0.08,A,0.04,A,0.018,A,0.047,A,2.00,A,0.45,A,3.20,A,1.12,A,0.23,A,1.00,A,,N
CF002,2,"GSMACK",1990,1989,10,F,33.20,1.53,A,7.40,A,35.93,A,17.25,A,2.43,A,8.33,A,0.027,A,0.018,A,0.008,A,0.009,D,0.12,D,0.09,D,0.03,D,0.02,D,0.06,A,0.04,A,0.012,A,0.059,A,1.96,A,0.45,A,3.08,A,1.13,A,0.35,A,0.87,A,,N
CF002,2,"GSMACK",1990,1989,11,F,106.50,4.75,A,7.31,A,30.69,A,14.17,A,1.96,A,7.30,A,0.027,A,0.018,A,0.009,A,0.008,D,0.22,D,0.19,D,0.03,D,0.03,D,0.07,A,0.04,A,0.008,A,0.147,A,1.59,A,0.38,A,2.58,A,0.99,A,0.24,A,0.88,A,,N
CF002,2,"GSMACK",1990,1989,12,F,252.55,11.64,A,7.25,A,27.79,A,13.08,A,2.10,A,6.85,A,0.022,A,0.012,A,0.008,A,0.009,D,0.19,D,0.17,D,0.03,D,0.03,D,0.07,A,0.04,A,0.007,A,0.121,A,1.42,A,0.35,A,2.35,A,0.88,A,0.15,A,0.80,A,,N
CF002,2,"GSMACK",1990,1990,1,F,584.95,26.96,A,7.11,A,24.02,A,12.25,A,253.24,A,6.26,A,0.188,A,0.012,A,0.007,A,0.176,D,1.13,D,0.15,D,0.04,D,0.98,D,1.02,A,0.05,A,0.007,A,0.101,A,1.37,A,0.32,A,2.02,A,0.78,A,0.22,A,0.92,A,,N
CF002,2,"GSMACK",1990,1990,2,F,346.39,14.42,A,7.30,A,27.01,A,13.12,A,2.36,A,6.76,A,0.021,A,0.012,A,0.003,A,0.008,D,0.08,D,0.06,D,0.02,D,0.03,D,0.05,A,0.03,A,0.009,A,0.030,A,1.40,A,0.30,A,2.29,A,0.86,A,0.23,A,1.06,A,,N
CF002,2,"GSMACK",1990,1990,3,F,555.66,25.61,A,7.28,A,25.17,A,12.33,A,2.01,A,6.59,A,0.018,A,0.012,A,0.005,A,0.006,D,0.10,D,0.08,D,0.01,D,0.02,D,0.05,A,0.02,A,0.007,A,0.058,A,1.31,A,0.30,A,2.15,A,0.79,A,0.11,A,1.08,A,,N
CF002,2,"GSMACK",1990,1990,4,F,897.25,40.02,A,7.20,A,21.84,A,10.46,A,53.83,A,5.77,A,0.060,A,0.011,A,0.005,A,0.049,D,0.37,D,0.12,D,0.02,D,0.25,D,0.29,A,0.04,A,0.016,A,0.078,A,1.17,A,0.26,A,1.82,A,0.67,A,0.08,A,0.67,A,,N
CF002,2,"GSMACK",1990,1990,5,P,264.05,12.17,E,7.27,A,24.46,A,12.21,A,38.52,A,6.46,A,0.051,A,0.013,A,0.005,A,0.038,D,0.26,D,0.08,D,0.01,D,0.18,D,0.21,A,0.04,A,0.020,A,0.044,A,1.34,A,0.29,A,2.11,A,0.77,A,0.08,A,0.65,A,,N
CF002,2,"GSMACK",1990,1990,6,P,258.50,11.53,A,7.42,A,27.54,A,13.62,A,2.98,A,7.19,I,0.020,A,0.017,A,0.007,A,0.004,D,0.07,D,0.05,D,0.02,D,0.02,D,0.05,A,0.03,A,0.014,A,0.024,A,1.48,A,0.32,A,2.36,A,0.83,A,0.08,A,0.58,A,,N
CF002,2,"GSMACK",1990,1990,7,G,63.57,2.93,A,7.50,A,33.64,A,16.75,A,0.32,A,8.31,A,0.025,A,0.027,A,0.009,A,0.001,D,0.06,D,0.06,D,0.02,D,0.00,D,0.03,A,0.03,A,0.017,A,0.029,A,1.84,A,0.45,A,2.94,A,1.07,A,0.10,A,0.81,A,,N
CF002,2,"GSMACK",1990,1990,8,G,32.98,1.52,A,7.50,A,36.30,A,18.25,A,0.51,A,8.84,A,0.028,A,0.022,A,0.009,A,0.006,D,0.09,D,0.07,D,0.01,D,0.02,D,0.05,A,0.03,A,0.020,A,0.039,A,2.00,A,0.50,A,3.16,A,1.17,A,0.13,A,0.94,A,,N
CF002,2,"GSMACK",1990,1990,9,F,24.21,1.08,A,7.44,A,37.42,A,18.46,A,1.08,A,8.84,A,0.019,A,0.014,A,0.008,A,0.005,D,0.10,D,0.08,D,0.02,D,0.02,D,0.05,A,0.03,A,0.011,A,0.043,A,2.04,A,0.51,A,3.23,A,1.20,A,0.12,A,0.98,A,,N
CF002,2,"GSMACK",1991,1990,10,F,59.45,2.74,A,7.35,A,33.06,A,15.37,A,12.48,A,7.60,A,0.038,A,0.013,A,0.006,A,0.026,D,0.34,D,0.24,D,0.06,D,0.10,D,0.17,A,0.07,A,0.006,A,0.172,A,1.74,A,0.52,A,2.82,A,1.07,A,0.11,A,0.92,A,,N
CF002,2,"GSMACK",1991,1990,11,F,462.30,20.62,A,7.23,A,26.53,A,12.37,A,9.75,A,6.62,A,0.034,A,0.013,A,0.006,A,0.021,D,0.27,D,0.21,D,0.04,D,0.07,D,0.12,A,0.05,A,0.010,A,0.157,A,1.37,A,0.36,A,2.24,A,0.86,A,0.09,I,0.76,I,,N
CF002,2,"GSMACK",1991,1990,12,P,314.39,14.49,E,7.28,A,26.87,A,12.46,A,3.92,A,6.45,A,0.021,A,0.012,A,0.005,A,0.009,D,0.16,D,0.13,D,0.04,D,0.02,D,0.06,A,0.04,A,0.004,A,0.097,A,1.33,A,0.27,A,2.17,A,0.82,A,0.10,A,0.76,A,,N
CF002,2,"GSMACK",1991,1991,1,G,538.30,24.81,E,7.23,A,26.09,A,12.29,A,3.91,A,6.48,A,0.024,A,0.014,A,0.006,A,0.010,D,0.16,D,0.14,D,0.03,D,0.02,D,0.06,A,0.04,A,0.013,A,0.100,A,1.30,A,0.27,A,2.20,A,0.80,A,0.10,A,0.86,A,,N
CF002,2,"GSMACK",1991,1991,2,F,391.07,16.28,E,7.21,A,23.83,A,11.50,A,3.76,A,6.33,A,0.023,A,0.015,A,0.006,A,0.009,D,0.19,D,0.16,D,0.03,D,0.02,D,0.06,A,0.04,A,0.008,A,0.126,A,1.32,A,0.31,A,2.09,A,0.75,A,0.08,A,0.75,A,,N
CF002,2,"GSMACK",1991,1991,3,F,275.77,12.71,A,7.30,A,26.02,A,12.71,A,3.07,A,6.79,A,0.022,A,0.016,A,0.005,A,0.006,D,0.15,D,0.11,D,0.01,D,0.03,D,0.06,A,0.03,A,0.017,A,0.083,A,1.39,A,0.29,A,2.30,A,0.82,A,0.09,A,0.78,A,,N
CF002,2,"GSMACK",1991,1991,4,F,493.69,22.02,A,7.23,A,25.32,A,12.75,A,3.25,A,6.57,A,0.022,A,0.016,A,0.005,A,0.006,D,0.15,D,0.12,D,0.02,D,0.03,D,0.06,A,0.03,A,0.010,*,0.092,A,1.34,A,0.29,A,2.27,A,0.81,A,0.10,A,0.72,A,,N
CF002,2,"GSMACK",1991,1991,5,F,461.93,21.29,A,7.30,A,23.87,A,12.37,A,4.11,A,6.41,A,0.024,A,0.009,A,0.005,A,0.016,D,0.15,D,0.13,D,0.01,D,0.02,D,0.06,A,0.04,A,0.031,A,0.088,A,1.28,A,0.29,A,2.10,A,0.78,A,0.08,A,0.73,A,,N
CF002,2,"GSMACK",1991,1991,6,F,118.15,5.27,A,7.35,A,29.61,A,15.08,A,4.92,A,7.39,A,0.029,A,0.016,A,0.007,A,0.013,D,0.14,D,0.09,D,0.03,D,0.05,D,0.09,A,0.04,A,0.015,*,0.047,A,1.53,A,0.36,A,2.54,A,0.95,A,0.09,A,0.76,A,,N
CF002,2,"GSMACK",1991,1991,7,G,53.81,2.48,E,7.49,A,35.29,A,18.37,A,0.96,A,8.19,A,0.027,A,0.023,A,0.012,A,0.003,D,0.10,D,0.09,D,0.02,D*,0.01,D,0.04,A,0.03,A,0.011,*,0.055,A,1.89,A,0.47,A,3.07,A,1.15,A,0.11,A,0.66,A,,N
CF002,2,"GSMACK",1991,1991,8,G,27.77,1.28,E,7.50,A,38.22,A,18.71,A,3.82,A,8.69,A,0.029,A,0.021,A,0.009,A,0.009,D,0.14,D,0.09,D,0.04,D*,0.05,D,0.09,A,0.05,A,0.011,*,0.044,A,2.00,A,0.49,A,3.23,A,1.22,A,0.12,A,0.74,A,,N
CF002,2,"GSMACK",1991,1991,9,F,19.28,0.86,A,7.50,A,38.46,A,18.92,A,4.76,A,8.74,I,0.032,A,0.020,A,0.010,A,0.012,D,0.15,ID,0.10,ID,0.03,ID,0.05,D,0.09,A,0.04,A,0.009,I*,0.057,I,2.07,A,0.48,A,3.25,A,1.21,A,0.13,A,0.75,A,,N
CF002,2,"GSMACK",1992,1991,10,F,35.58,1.64,A,7.42,A,35.82,A,17.00,A,5.16,A,7.70,I,0.038,A,0.034,A,0.009,A,0.004,D,0.23,ID,0.19,ID,,N,0.04,D,0.09,A,0.05,A,,N,0.135,I,1.87,A,0.45,A,2.99,A,1.15,A,0.13,A,0.88,A,,N
CF002,2,"GSMACK",1992,1991,11,F,533.15,23.78,A,7.20,A,25.76,A,11.75,A,11.03,A,6.08,A,0.029,A,0.013,A,0.009,A,0.016,D,0.34,D,0.27,D,0.05,ID,0.07,D,0.12,A,0.05,A,0.009,I*,0.212,A,1.28,A,0.32,A,2.00,A,0.79,A,0.09,A,0.78,A,,N
CF002,2,"GSMACK",1992,1991,12,F,459.97,21.20,A,7.22,A,24.40,A,11.79,A,4.05,A,6.13,A,0.019,A,0.013,A,0.006,A,0.006,D,0.19,D,0.16,D,0.03,ID,0.03,D,0.07,A,0.04,A,0.004,I*,0.124,A,1.23,A,0.29,A,1.95,A,0.77,A,0.08,A,0.71,A,,N
CF002,2,"GSMACK",1992,1992,1,F,159.69,7.36,A,7.24,A,28.82,A,13.71,A,1.93,A,7.16,A,0.021,A,0.017,A,0.007,A,0.004,D,0.16,D,0.14,D,0.02,D,0.02,D,0.05,A,0.04,A,0.016,*,0.106,A,1.49,A,0.33,A,2.34,A,2.07,A,0.10,A,0.67,A,,N
CF002,2,"GSMACK",1992,1992,2,F,341.64,14.73,A,7.32,A,26.68,A,12.92,A,5.15,A,6.52,A,0.024,A,0.015,A,0.010,A,0.009,D,0.21,D,0.17,D,0.03,D,0.04,D,0.08,A,0.05,A,0.014,A,0.128,A,1.43,A,0.31,A,2.23,A,8.60,A,0.09,A,0.70,A,,N
CF002,2,"GSMACK",1992,1992,3,F,100.24,4.62,A,7.35,A,28.63,A,14.17,A,4.32,A,6.98,A,0.020,A,0.012,A,0.009,A,0.008,D,0.18,D,0.14,D,0.03,D*,0.03,D,0.07,A,0.04,A,0.007,*,0.106,A,1.55,A,0.35,A,2.42,A,4.45,A,0.10,A,0.64,A,,N
CF002,2,"GSMACK",1992,1992,4,F,417.01,18.60,A,7.31,A,26.13,A,12.71,A,4.02,A,6.44,A,0.019,A,0.010,A,0.007,A,0.008,D,0.21,D,0.17,D,0.03,D,0.04,D,0.08,A,0.04,A,0.007,*,0.126,A,1.35,A,0.32,A,2.17,A,0.82,A,0.09,A,0.68,A,,N
CF002,2,"GSMACK",1992,1992,5,F,86.35,3.98,A,7.40,A,31.39,A,15.71,A,3.93,A,7.59,A,0.029,A,0.019,A,0.007,A,0.010,D,0.14,D,0.10,D,0.02,D,0.04,D,0.07,A,0.03,A,0.007,*,0.061,A,1.62,A,0.38,A,2.65,A,1.01,A,0.10,A,0.63,A,,N
CF002,2,"GSMACK",1992,1992,6,P,40.13,1.79,A,7.42,A,36.37,A,18.33,A,4.42,A,8.45,A,0.029,A,0.019,A,0.010,A,0.010,D,0.14,D,0.08,D,0.04,D,0.06,D,0.11,A,0.05,A,0.012,*,0.024,A,1.94,A,0.46,A,3.08,A,1.15,A,0.10,A,0.72,A,,N
CF002,2,"GSMACK",1992,1992,7,P,24.73,1.14,A,7.50,A,37.47,A,19.29,A,4.54,A,8.68,A,0.036,A,0.023,A,0.008,A,0.013,D,0.12,D,0.06,D,0.04,D,0.06,D,0.10,A,0.04,A,0.007,*,0.020,A,2.05,A,0.50,A,3.15,A,1.19,A,0.11,A,0.67,A,,N
CF002,2,"GSMACK",1992,1992,8,P,16.49,0.76,A,7.57,A,39.31,A,19.50,A,6.21,A,8.90,A,0.033,A,0.019,A,0.009,A,0.014,D,0.15,D,0.08,D,0.03,D,0.07,D,0.10,A,0.03,A,0.005,*,0.049,A,2.20,A,0.51,A,3.47,A,1.21,A,0.13,A,0.61,A,,N
CF002,2,"GSMACK",1992,1992,9,F,21.75,0.97,A,7.50,A,38.84,A,19.17,A,11.13,A,8.67,A,0.040,A,0.023,A,0.008,A,0.017,D,0.21,D,0.11,D,0.04,D,0.10,D,0.15,A,0.05,A,0.011,*,0.061,A,2.12,A,0.52,A,3.48,A,1.24,A,0.14,A,0.76,A,,N
CF002,2,"GSMACK",1993,1992,10,F,30.16,1.39,A,7.38,A,34.02,A,16.62,A,10.27,A,7.75,A,0.037,A,0.022,A,0.008,A,0.015,D,0.26,D,0.17,D,0.05,D,0.09,D,0.15,A,0.06,A,0.010,*,0.107,A,1.83,A,0.46,A,3.09,A,1.12,A,0.13,A,0.91,A,,N
CF002,2,"GSMACK",1993,1992,11,P,375.31,16.74,A,7.30,A,26.44,A,12.79,A,16.66,A,6.46,A,0.033,A,0.015,A,0.008,A,0.018,D,0.27,D,0.18,D,0.05,D,0.09,D,0.15,A,0.06,A,0.014,A,0.121,A,1.45,A,0.35,A,2.36,A,0.87,A,0.10,A,0.83,A,,N
CF002,2,"GSMACK",1993,1992,12,P,329.14,15.17,A,7.35,A,26.13,A,13.04,A,8.94,A,6.68,A,0.023,A,0.013,A,0.007,A,0.010,D,0.16,D,0.11,D,0.03,D,0.04,D,0.09,A,0.04,A,0.010,*,0.071,A,1.44,A,0.33,A,2.37,A,0.87,A,0.12,A,0.76,A,,N
CF002,2,"GSMACK",1993,1993,1,F,265.35,12.23,A,7.30,A,26.22,A,13.37,A,2.80,A,6.80,A,0.019,A,0.014,A,0.007,A,0.005,D,0.11,D,0.07,D,0.02,D,0.04,D,0.06,A,0.02,A,0.004,*,0.048,A,1.43,A,0.31,A,2.41,A,0.86,A,0.11,A,0.79,A,,N
CF002,2,"GSMACK",1993,1993,2,F,338.94,14.11,A,7.30,A,26.50,A,13.42,A,2.26,A,6.84,A,0.019,A,0.012,A,0.005,A,0.007,D,0.11,D,0.06,D,0.01,D,0.05,D,0.07,A,0.02,A,0.005,*,0.043,A,1.44,A,0.31,A,2.42,A,0.86,A,0.11,A,0.79,A,,N
CF002,2,"GSMACK",1993,1993,3,F,1197.67,55.20,A,7.20,A,21.05,A,10.67,A,16.01,A,5.40,A,0.031,A,0.011,A,0.006,A,0.020,D,0.18,D,0.11,D,0.03,D,0.07,D,0.11,A,0.04,A,0.006,*,0.079,A,1.20,A,0.26,A,1.92,A,0.67,A,0.10,A,0.68,A,,N
CF002,2,"GSMACK",1993,1993,4,F,917.88,40.94,A,7.20,A,22.72,A,11.37,A,3.67,A,5.86,A,0.018,A,0.013,A,0.006,A,0.004,D,0.10,D,0.08,D,0.02,D,0.01,D,0.04,A,0.03,A,0.006,*,0.051,A,1.23,A,0.27,A,2.05,A,0.71,A,0.08,A,0.75,A,,N
CF002,2,"GSMACK",1993,1993,5,F,626.17,28.86,A,7.21,A,24.20,A,11.62,A,3.31,A,6.00,A,0.023,A,0.018,A,0.005,A,0.005,D,0.09,D,0.06,D,0.01,D,0.03,D,0.06,A,0.03,A,0.027,*,0.033,A,1.26,A,0.29,A,2.09,A,0.74,A,0.08,A,0.80,A,,N
CF002,2,"GSMACK",1993,1993,6,F,285.86,12.75,A,7.30,A,26.90,A,14.00,A,4.39,A,6.83,A,0.024,A,0.018,A,0.008,A,0.006,D,0.11,D,0.06,D,0.03,D,0.05,D,0.09,A,0.04,A,0.018,*,0.022,A,1.40,A,0.34,A,2.31,A,0.87,A,0.09,A,0.62,A,,N
CF002,2,"GSMACK",1993,1993,7,F,83.10,3.83,A,7.31,A,32.95,A,16.83,A,9.36,A,7.89,A,0.050,A,0.027,A,0.009,A,0.022,D,0.18,D,0.06,D,0.02,D,0.12,D,0.16,A,0.04,A,0.022,A,0.023,A,1.79,A,0.42,A,3.00,A,1.11,A,0.09,A,0.76,A,,N
